Year-Month,dates,monthly_anomaly,nzd0343_Average_Value,Value,Smooth_Value
2010-03,2010-03-11 21:53:09.000000000,331.78707982890126,330.01231339278024,0.7,-0.05218462012544492
2010-08,2010-08-10 21:53:15.000000000,333.4961878039656,328.14957400868667,1.8,1.6864146012833843
2011-01,2011-01-25 21:50:35.000000000,334.73216049382717,326.1907043745104,2.3,2.3021264970408923
2011-02,2011-02-02 21:54:03.000000000,313.09066584209444,324.07001451764324,2.7,2.197003208727833
2011-06,2011-06-26 21:54:10.000000000,321.81957953923467,323.1561386066196,0.2,0.9233003498542627
2011-07,2011-07-28 21:54:07.000000000,319.71474074074075,323.59778317935735,1.0,0.8039636336868894
2011-08,2011-08-29 21:54:01.000000000,319.7579329004329,325.3951482107321,0.4,0.7993830321028083
2011-10,2011-10-16 21:54:20.000000000,328.2518923933211,328.11698451577263,0.8,1.0231111988734425
2011-11,2011-11-17 21:54:15.000000000,340.04566084121643,330.70568565280826,1.1,1.1410768888873497
2012-01,2012-01-04 21:55:04.000000000,332.6332487435935,332.1186349443403,1.1,1.039404772843752
2012-03,2012-03-24 21:55:10.000000000,334.6313063973064,332.3509907338038,0.7,0.5604350166805043
2012-04,2012-04-17 21:55:13.500000000,333.1412462059014,330.5958657535495,-0.3,0.33158306905820245
2012-05,2012-05-11 21:55:20.000000000,330.2873842823843,327.60289222895364,0.0,0.18023917908531195
2012-06,2012-06-28 21:55:35.000000000,311.4414266474266,325.92519103025603,0.4,0.09291883329941641
2012-09,2012-09-16 21:56:05.000000000,323.43304845691955,325.87316029221137,0.2,0.012456363457869529
2012-10,2012-10-02 21:56:40.000000000,330.1369696969697,327.00711591804037,0.3,0.015422596767032152
2012-11,2012-11-19 21:57:01.000000000,329.45879206814686,328.6162502737077,0.3,0.013377638401338142
2013-01,2013-01-06 21:56:48.000000000,329.19123167155425,330.33751725617117,-0.1,0.1287974824620308
2013-02,2013-02-07 21:57:15.000000000,335.5805555555555,331.90148651732585,-0.2,0.29108261416892894
2013-03,2013-03-27 21:57:05.000000000,337.09222819326254,332.91136264410994,1.5,0.4807283411996926
2013-05,2013-05-30 21:56:24.000000000,325.88841170323934,333.3791356721532,0.8,0.6846044722582668
2013-06,2013-06-15 22:02:37.000000000,337.6850184383518,333.77176431563674,1.2,0.6949596777458135
2013-07,2013-07-20 21:58:37.333333248,329.73963097223253,331.4284082883475,0.8,0.6244944002479694
2013-09,2013-09-27 22:02:31.000000000,334.99311367644697,329.3444465290756,0.3,0.43859138036903006
2013-10,2013-10-14 05:58:49.000000000,327.5691363827237,330.069028036024,-0.1,0.41584842662369975
2013-11,2013-11-19 09:59:25.249999872,329.8698780291578,331.247733912453,0.7,0.46277490270661464
2013-12,2013-12-17 09:56:57.000000000,339.54977340869016,331.67828480495535,0.1,0.5353523504790034
2014-01,2014-01-25 21:57:50.000000000,320.8221298701299,330.4736130707001,1.4,0.6159206559458059
2014-02,2014-02-22 21:59:36.000000000,330.25150316529346,329.1272636444942,0.1,0.6384472217254057
2014-03,2014-03-18 21:59:37.000000000,326.27565420073745,328.77501089769737,0.9,0.6240193775533182
2014-05,2014-05-12 21:56:52.666666752,332.247791544908,332.60303455609534,0.5,0.3600044155789294
2014-06,2014-06-19 09:56:19.000000000,336.9677239324461,335.04536351164955,0.2,0.123833048065226
2014-07,2014-07-05 09:56:25.500000000,334.19428631553626,331.6850190601297,-0.2,-0.13757067749248011
2014-08,2014-08-13 22:01:06.000000000,328.36896865480196,327.39517864458765,-0.7,-0.3786973254706007
2014-09,2014-09-15 21:54:58.500000000,319.6360862594196,323.872795010288,-0.7,-0.5609740516352697
2014-10,2014-10-17 09:57:01.500000000,322.9925095439895,324.17258704052347,-0.6,-0.6815283089225554
2014-11,2014-11-13 22:00:04.750000128,331.55762951441454,329.80305280114686,-0.9,-0.7529348778646072
2014-12,2014-12-03 22:01:13.000000000,333.9169296135963,332.9149740883419,-0.6,-0.7787098380021786
