Year-Month,nzd0036_Average_Value,month,climatology,monthly_anomaly,Value,Smooth_Value
1999-10,0.7585909969842352,10,-2.447715276085082,3.206306273069317,1.0,1.1286073846445712
1999-11,4.5700505323268095,11,-0.9539168109973998,5.523967343324209,1.0,1.1230329021159282
2000-02,6.704992599784685,2,4.583006321604432,2.1219862781802528,1.7,1.0315704214521237
2000-04,8.448547105627572,4,3.3131930956622404,5.135354009965331,1.2,0.8758095065092346
2000-05,8.612855989947125,5,0.4396580013241705,8.173197988622954,0.4,0.7937302126384154
2000-08,7.884323248794075,8,-4.28777698924408,12.172100238038155,0.7,0.7851727454020662
2000-09,7.856176774779784,9,-3.373814966116216,11.229991740896,0.9,0.8558570302407355
2001-01,8.865387195017991,1,3.730248149394663,5.135139045623328,1.0,0.9042497379875939
2001-02,9.159321426770278,2,4.583006321604432,4.576315105165846,1.7,0.8026773431378268
2001-03,8.51244860150362,3,3.1083791370189617,5.404069464484658,0.9,0.6538173859771462
2001-06,4.772560071407751,6,-3.0012651546144884,7.77382522602224,0.3,0.1992781268257798
2001-08,1.3403380864102477,8,-4.28777698924408,5.6281150756543274,-0.4,0.06655280384402494
2001-09,1.489934063630134,9,-3.373814966116216,4.86374902974635,0.2,0.058501222712516426
2001-11,2.3220681657093576,11,-0.9539168109973998,3.2759849767067575,0.7,0.09035325207302904
2001-12,3.373066628771262,12,0.6215205789710385,2.7515460498002233,-0.8,0.10192753523653371
2002-01,4.157377067493645,1,3.730248149394663,0.4271289180989819,0.4,0.10733744159416461
2002-02,4.2203206934261965,2,4.583006321604432,-0.3626856281782356,1.1,0.08331566962614881
2002-03,3.687384419099328,3,3.1083791370189617,0.5790052820803662,0.2,0.01472443332398541
2002-04,2.7137451111340902,4,3.3131930956622404,-0.5994479845281502,-0.1,-0.08533282192155145
2002-06,0.8719154591023915,6,-3.0012651546144884,3.87318061371688,0.2,-0.3072528552178308
2002-07,-0.4817866025305471,7,-4.3772564921453005,3.8954698896147533,-0.5,-0.4101358845871367
2002-08,-0.38755366195004404,8,-4.28777698924408,3.9002233272940354,-1.0,-0.49202765683426775
