Year-Month,nzd0059_Average_Value
1999-10,7.816582039696972
2000-04,8.274444857808604
2000-08,7.6038782613114
2000-10,6.042009810937342
2000-11,4.783755353047479
2001-05,4.265736727298496
2001-06,3.6818406984602974
2001-12,2.639834405841243
2002-03,1.7468860214725732
2002-05,1.1762375879130458
2002-07,2.519134207085374
2002-08,5.486659692886272
2003-04,9.264712816761492
2003-05,12.563327371585984
2004-05,13.195904675779548
2004-06,10.409831684264622
2004-07,8.28231631377713
2004-08,8.305894622067978
2004-10,8.447922759536073
2004-11,9.26043152973729
2004-12,11.280400567345982
2005-01,15.90192985451839
2005-03,22.105735738868873
2005-04,23.561443341398707
2005-06,19.0955114381765
2005-08,11.81369802982321
2005-09,6.629488883911309
2006-01,2.2695116723567113
2006-03,-0.24122851857991479
2006-04,-1.584396221012037
2006-07,-2.28290732102658
2006-09,-3.502429584711878
2006-12,-5.117673824489062
2007-02,-6.441040000945957
2007-05,-8.802480498433825
2007-07,-11.804718855964374
2007-11,-14.623072022402116
2008-04,-18.365408997214583
2008-08,-22.826929307976787
2008-09,-24.718146567192765
2008-11,-23.645085858703105
2008-12,-21.210798298227033
2009-02,-18.538755190900854
2009-09,-15.31153229500485
2009-11,-10.529725678374085
2010-02,-6.381956433313757
2010-03,-3.8125038664449904
2010-06,-2.939286963323149
2010-07,-3.3761987545527
2010-10,-4.884458200518642
2010-11,-7.361400232725759
2011-02,-10.026414005232368
2011-04,-12.01681378571074
2011-05,-12.84112340680012
2011-07,-13.525498723978027
2011-08,-14.523054456810838
2011-09,-15.1035882874119
2011-10,-14.474497612251055
2011-11,-12.567008696916826
2012-01,-8.829698541160404
2012-06,-5.2939596444853425
2012-10,-3.023274809440227
2012-12,-1.585175999744227
2013-01,-1.0357359699133122
2013-04,-1.8339886489550603
2013-05,-6.459720623690833
2013-06,-14.713274058667702
2013-07,-15.078060543119324
2013-08,-9.526442872607646
2013-10,-2.546540847939064
2013-11,3.111409579590583
2013-12,8.064950377146415
2014-02,11.46265323224292
2014-03,9.537490974964914
2014-04,5.710119336686088
2014-05,0.17870559772605032
2014-07,-6.061861318677302
2015-07,-11.192340968185917
2015-08,-13.092562662480528
2015-10,-7.887606422324377
2015-12,0.7373660994257815
2016-01,6.790051290184154
2016-04,6.014313035133362
2016-05,-0.9654374893123827
2016-08,-6.843792814602124
2016-09,-10.761334388570422
2017-01,-12.245974913397742
2017-04,-13.27021128996272
2017-07,-13.945550960246319
2017-09,-14.543796118070201
2018-04,-14.209445189931394
2018-07,-13.13288953601176
2018-08,-11.853302384983708
2019-01,-10.354068752457339
2019-10,-8.29298261679581
2019-11,-5.147674828870476
2019-12,-1.7054998573942124
2020-02,1.417832898228691
2020-04,3.401180927064553
2020-05,3.232753650831927
2020-07,1.895645383475787
2020-08,0.9219945570287329
2020-09,0.3946351940468648
2020-12,0.4266969038570788
2021-01,1.7677832079969096
2021-03,4.07889441647908
2021-05,5.642879438587093
2021-06,5.90202201756974
2021-07,6.192796784855421
2021-09,6.35831189623449
2021-11,6.9360194930984616
2021-12,6.487202611606685
2022-02,5.055205217552659
2022-05,3.0949460049611264
2022-06,1.2819480604054747
2022-07,0.6327162695803958
2022-09,0.2736643046723913
2022-12,0.007883765918421007
2023-01,-0.5830293105576341
2023-02,-1.5796719807734934
2023-03,-4.019166494766167
2023-06,-6.8643323976837145
2023-07,-8.370005987902697
2023-09,-9.320755387083974
2023-10,-9.559416474800493
2023-11,-8.897494825233922
2024-02,-3.479578122444648
2024-03,1.9564259679681744
2024-04,3.4062642269041197
2024-05,5.01987574200302
2024-07,8.390307661311802
2024-08,11.469360653980367
2024-11,14.663459510155159
2024-12,17.48155129809405
2025-01,19.69156045284088
2025-03,20.68503392133636
2025-04,17.98379045385169
2025-05,12.819348630278512
2025-06,7.05809828568605
2025-07,3.5803951379997123
2025-08,0.45409060178346267
