Year-Month,monthly_anomaly,Value
2000-03,-2.151923319329181,1.3
2000-04,2.160348235510719,1.2
2000-05,-1.0238731299264747,0.4
2000-08,-8.571019211259621,0.7
2000-10,-9.826865418861226,1.1
2001-04,-9.73966466125041,0.2
2001-05,-6.473821677839077,-0.5
2001-06,-9.556939440280585,0.3
2002-01,-14.949220667691325,0.4
2002-03,-6.424027621145767,0.2
2002-04,-5.0061061294400915,-0.1
2002-07,-3.0892271160718785,-0.5
2002-11,1.2505090401534782,-0.5
2003-01,-1.3063764215953029,-0.2
2003-03,-4.325404740486923,0.3
2003-04,-5.532418899932739,-0.1
2003-05,-8.210147345092839,-0.3
2003-08,-16.263007712140272,0.1
2004-01,-21.880610683793616,-1.3
2004-04,-8.922431796693873,-0.9
2004-05,-10.881913781715424,1.0
2004-06,-9.691979742659086,0.8
2004-07,-9.096818870537778,-0.5
2004-08,-8.646138371342898,-0.3
2004-10,-5.660945324797329,-0.1
2004-12,-1.805752278251769,-0.8
2005-01,3.3049603953673774,0.3
2005-04,10.962944623826422,-0.6
2005-06,4.555539535004059,0.4
2005-08,-7.994333379394041,-0.3
2005-09,-7.100145800476248,0.4
2005-11,-9.82881697651073,-0.2
2006-01,-5.464857842753038,1.7
2006-05,-0.7388234248912934,-0.5
2006-06,0.6976035344421317,0.2
2006-07,-1.446292862562175,-0.6
2006-08,-5.864029754352139,-1.0
2006-09,-2.6749039130630656,-0.6
2006-12,0.0239570853266986,-0.3
2007-03,13.491165290442732,0.2
2007-04,18.819865416711192,-0.1
2007-05,19.92207262270257,-0.1
2007-07,15.427394366945176,-0.3
2007-09,13.148366048053534,0.2
2007-10,11.44985896833063,0.7
2007-11,-1.4485194136952326,0.9
2007-12,2.9558949982875258,1.7
2008-01,3.726673632850332,1.8
2008-03,2.172645313958699,1.4
2008-06,4.320174264192672,0.6
2008-08,8.451795882166811,1.0
2008-11,14.935980236894324,1.3
2009-03,10.066268194617534,0.4
2009-06,11.140161367431562,0.1
2009-10,14.874961872505434,-1.2
2010-01,14.958594425735113,-1.1
2010-02,8.855606973085782,-1.5
2010-03,6.1548589008520995,0.7
2010-06,6.325212819518962,0.4
2010-07,5.94683443749309,1.8
2010-08,5.9062488494758485,1.8
2010-11,8.003388482428432,1.3
2010-12,5.755522892941426,2.9
2011-01,2.9156515906384715,2.3
2011-02,0.22584886049895472,2.7
2011-03,0.1473375574611249,2.5
2011-05,-3.798444301291959,0.4
2011-08,-8.678447525482245,0.4
2011-10,-3.766761558659581,0.8
2011-11,2.6140492503274846,1.1
2012-01,5.988560185583018,1.1
2012-02,5.0194031689943435,0.5
2012-03,6.899531866691384,0.7
2012-06,-6.137289246208865,0.4
2012-11,-3.6295029005808024,0.3
2012-12,3.642768654259084,-0.6
2013-01,4.586468780527559,-0.1
2013-05,4.775522825462888,0.8
2013-06,5.377934877538014,1.2
2013-07,0.7132802208569698,0.8
2013-08,-4.3950981611688835,0.2
2013-10,-2.421723003333304,-0.1
2013-12,-4.287569210934907,0.1
2014-02,-5.423676038120884,0.1
2014-03,-1.8242616261381284,0.9
2014-04,-5.280950817151057,0.8
2014-05,-7.6601078337397315,0.5
2014-07,-8.476343358622742,-0.2
2015-01,-7.655246204007613,-0.8
2015-06,-3.5489527786566373,0.6
2015-07,-2.1759669381024573,-1.1
2015-08,-2.0594096689768433,-1.4
2015-10,3.165197789551463,-1.7
2015-12,11.996851581949862,-0.6
2016-08,8.705641783110554,0.7
2016-10,13.178756321361789,-0.3
2016-12,14.806220922747244,0.3
2017-03,23.296153349708447,0.9
2017-06,24.183292982661015,0.4
2017-08,22.845693235197956,0.5
2017-09,19.715886281743526,0.6
2018-02,9.093543929674537,-0.5
2018-04,-12.8604843892171,0.5
2018-06,-13.491623390827321,0.1
2018-08,-9.742762392437552,-0.3
2018-11,-0.8774406481949405,-0.1
2019-01,16.423498858489165,-0.0
2019-02,18.970023953190523,-1.4
2019-04,21.85605998314741,0.1
2019-05,21.87472793499161,-0.4
2019-11,25.95972148661106,-0.8
2019-12,19.439168073018074,-0.6
2020-01,17.939296770715107,0.2
2020-02,18.98864683384934,-0.1
2020-03,19.781664848827788,0.1
2020-09,8.368086971875801,0.9
2020-10,1.5253263522914342,0.5
2021-01,8.959348222802516,1.9
2021-04,30.143955681330823,0.3
2021-05,27.80259145875078,0.5
2021-07,13.942134568430564,1.4
2021-11,-22.952350640781273,1.0
2021-12,-14.763975482945673,1.5
2022-01,-7.621378959672888,0.5
2022-03,-16.745796595845935,1.8
2022-05,-21.51323385909255,1.4
2022-06,-25.11731526465957,1.7
2022-07,-31.335249630633506,0.8
2022-08,-27.189828138927844,1.0
2022-09,-22.872556584087942,1.6
2022-11,-18.7197670142696,0.3
2022-12,-13.338924030858276,2.1
2023-01,-12.639184650442642,1.4
2023-02,-12.68619880988845,1.4
2023-03,-10.330875453550712,0.2
2023-04,-8.766330731775781,0.2
2023-05,-7.860487748364453,-1.0
2023-06,-11.424807249169568,0.3
2023-07,-10.168087495827512,-0.3
2023-10,-7.138610347091374,-0.5
2023-11,-6.686013823818593,-0.8
2023-12,-1.2635476103379895,-0.2
2024-01,-2.2888082299223598,0.5
2024-02,1.210606182060394,-1.4
2024-04,0.8262207203116266,-0.2
2024-05,-0.8915398992727417,0.5
2024-06,2.7139459412814464,0.0
2024-07,2.5008603532642053,-0.7
2024-08,0.9385212253855069,0.9
2024-11,0.9741025144823748,0.5
2024-12,2.0426074447451006,1.2
