nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.3257054330491,0.0,0.32739375242423485
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,0.00026005967157560067,3.0,-0.9868038223500021
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.19652739533384708,2.0,-0.5543962888265677
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,0.18234700472708276,3.0,-0.33959150425395523
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.06444861622797086,1.0,-0.6782891517286095
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.029359946794862268,1.0,-0.7578579128270474
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.006118334495516657,11.0,-0.7646971516770021
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.20137162808846767,0.0,0.5494752568696586
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,3.8900158741978625e-06,0.0,-0.7925922958653995
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.03975372710116011,2.0,-0.7771906828250529
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.050962813632365454,1.0,-0.7046964568215179
nzd0062,230.17,"-35.220384,173.095933",W,-35.220384,173.095933,3,0.0006271887077934159,3.0,-0.9935087979756115
nzd0065,230.07,"-35.256770,173.131213",W,-35.25677,173.131213,3,0.10946440309699204,0.0,0.5370073581338226
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.0002335681200884142,2.0,-0.7625566637777439
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.054733859630826116,3.0,-0.4600438353449918
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,0.0047860417777990955,0.0,0.6493945193082757
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.000786907499964873,9.0,-0.905182087074461
nzd0115,240.4,"-36.190245,173.948803",W,-36.190245,173.948803,3,0.004425970876213789,0.0,-0.8108564720075682
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.0012640715812551782,0.0,-0.9186729363553372
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.006027520685629997,2.0,-0.6536576739820719
nzd0198,65.8,"-37.281543,175.898166",N,-37.281543,175.898166,1,0.40545120327335166,9.0,-0.2415405088972196
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,0.06266139789498956,7.0,0.4916988660478323
nzd0221,255.49,"-37.753409,174.832954",W,-37.753409,174.832954,3,0.12774229866627432,3.0,0.4448270443271164
nzd0223,260.36,"-37.775066,174.837993",W,-37.775066,174.837993,3,0.3634707353005865,0.0,0.22089065286446746
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,2.2364992969875843e-05,5.0,-0.8569123024720424
nzd0233,316.29,"-37.910611,177.547418",N,-37.910611,177.547418,4,0.0044164299084829784,9.0,-0.6899928217158089
nzd0237,257.38,"-37.933991,174.784609",W,-37.933991,174.784609,3,0.4284372548170082,0.0,0.20565464403800165
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.00782720692707402,5.0,-0.6380304292121621
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,5.2199476353954165e-05,5.0,-0.8372191159449407
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,0.02677673282185506,5.0,-0.5205403372658051
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,1.0136952091439073e-06,1.0,-0.9099271420073091
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.0004213623811646662,1.0,-0.7581014635116454
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,0.007951415132711626,6.0,-0.6198523524765414
nzd0276,313.08,"-38.877161,174.527323",W,-38.877161,174.527323,4,0.008793194304514224,4.0,-0.6494097224900336
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.003577552699475196,4.0,-0.6650711710003954
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,5.021137031864798e-05,5.0,-0.8078076463272819
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.0022071465256740664,0.0,-0.7254274302634182
nzd0300,196.98,"-39.869970,174.859465",W,-39.86997,174.859465,3,0.005320804347066782,0.0,-0.6273541679283453
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,0.036641251601935786,0.0,0.42861079003890423
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,2.9900180305631884e-05,3.0,-0.7934201525213556
nzd0330,119.43,"-40.961102,176.139207",E,-40.961102,176.139207,2,0.00806329945321677,5.0,-0.5882841964815364
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,0.056612786924951426,3.0,-0.4705569617707974
nzd0347,150.5,"-41.256991,175.905685",E,-41.256991,175.905685,2,0.2346461233083095,0.0,0.2783825339197984
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.0023105959416569316,3.0,-0.7045153008804741
