Year,ENSO_phase,Year-Month,nzd_188_Average_Value,Value,Smooth_Value,Month,Bias,Bias_smooth
2023,El Niño,2023-11-01,349.1956383576673,-0.8,-0.5019618773411612,11,-5.987984921975453,-0.9552182515336083
2023,El Niño,2023-12-01,352.3087061066442,-0.2,-0.4474833351248037,12,-2.8749171729985505,-0.8603932787302394
2024,La Niña,2024-01-01,350.79915892987464,0.5,-0.3748329774229559,1,-4.384464349768109,-0.21913526641884518
2024,La Niña,2024-02-01,354.80120074098016,-1.4,-0.2940141156601972,2,-0.38242253866258125,0.9880196200641189
2024,La Niña,2024-03-01,362.1761058633679,0.4,-0.2013607959888732,3,6.992482583725177,2.409560058212649
2024,La Niña,2024-04-01,358.35473335021817,-0.2,-0.1104880940041389,4,3.1711100705754234,3.571919544512905
2024,La Niña,2024-05-01,361.194719944658,0.5,-0.0256148228638229,5,6.011096665015259,4.409698702268018
2024,La Niña,2024-06-01,358.9460985999437,0.0,0.0476415807430605,6,3.7624753203009504,4.821801009462319
2024,La Niña,2024-07-01,363.73615256676976,-0.7,0.111876411734744,7,8.552529287127015,4.849754656085701
2024,La Niña,2024-08-01,357.89786533956817,0.9,0.1689405653303503,8,2.714242059925425,4.4407415017021465
2024,La Niña,2024-09-01,364.887747885299,-0.1,0.2079993678156471,9,9.704124605656261,3.871722247649509
2024,La Niña,2024-10-01,351.2338816800674,0.5,0.229640949143115,10,-3.9497415995753613,3.2658910166952815
