nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.023369396,0,-0.621464312
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,0.022412058,2,-0.624844338
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.007555902,0,0.752331617
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,0.520213539,2,0.173608881
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.000624875,0,0.840123987
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.059712117,1,0.862833464
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.384712174,5,0.252029965
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,8.64E-05,0,0.875960061
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.000395695,0,0.714974736
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.000596779,0,0.820081228
nzd0059,235,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.006726584,0,0.708391852
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,6.93E-08,0,0.939298501
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,3.67E-06,2,0.944831235
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,0.008874322,0,0.669097941
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.000965418,0,0.824626996
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.00040053,0,0.899119697
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.008015799,0,0.81081373
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.000121629,4,0.945011614
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.001457001,0,0.942802381
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.001637975,4,0.911164387
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.02096932,3,-0.570665724
nzd0198,65.8,"-37.281543,175.898166",N,-37.281543,175.898166,1,0.043391825,1,0.494939716
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,0.359485238,0,-0.245465521
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.135745311,0,0.377029128
nzd0233,316.29,"-37.910611,177.547418",N,-37.910611,177.547418,4,0.098919603,0,0.401197045
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.233922219,0,-0.35501372
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.047206827,0,-0.460569071
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.015941682,0,0.590879488
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,7.23E-05,1,0.845340876
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,0.000408595,0,0.776103019
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,3.83E-05,1,0.927899801
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,0.03334571,2,0.706551926
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.039386454,1,0.555008576
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,0.001103435,0,0.720522945
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,7.24E-06,0,-0.813704587
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.0268077,0,0.551449906
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,3.99E-06,0,0.837989572
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.006728292,1,0.893367703
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,0.190357571,0,0.314077044
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,0.009615723,0,0.737320513
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.248295102,0,0.402925291
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,0.005588198,2,0.658031227
nzd0330,119.43,"-40.961102,176.139207",E,-40.961102,176.139207,2,0.004153171,0,0.693338106
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,1.91E-05,0,0.92263846
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,0.031212892,1,-0.64759615
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.00098779,0,-0.801441388
