nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.008056868,1,-0.846341757
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,0.000329169,0,-0.968629514
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.053113738,0,0.625461583
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,1.11E-11,2,-0.98287281
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.022115594,3,-0.825732253
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.005678306,0,-0.797852719
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.174681458,2,-0.334631032
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.006847992,2,-0.931649676
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,3.15E-08,0,-0.889265799
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.003001451,2,-0.954927961
nzd0059,235,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.006915007,2,-0.931312095
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.001391153,3,-0.727873019
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.028352761,0,-0.489842998
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,0.002922372,0,-0.692920023
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.000284651,0,-0.755915449
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.000806042,0,-0.831240899
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.036971434,0,-0.581844963
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.340043407,0,-0.225076536
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.347480898,0,-0.332756111
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.009751652,3,-0.624212439
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,9.93E-08,2,-0.884985798
nzd0198,65.8,"-37.281543,175.898166",N,-37.281543,175.898166,1,0.003087627,0,-0.601122937
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,0.255888432,0,0.246986592
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,4.32E-05,5,-0.857810536
nzd0233,316.29,"-37.910611,177.547418",N,-37.910611,177.547418,4,0.02691963,0,-0.45113554
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.011511664,0,0.631826186
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.030178632,5,-0.525783683
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,1.53E-06,2,-0.867322625
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,1.47E-06,1,-0.856171465
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,3.07E-05,3,-0.806223516
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.062098542,5,0.530617214
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,0.029878417,0,-0.526596131
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.000210003,2,-0.766043271
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,0.000441584,5,-0.756410434
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,0.177210004,2,0.314257952
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.00027978,4,-0.82515942
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,8.23E-05,4,-0.766006194
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.015108435,1,-0.612978017
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,0.052185192,4,-0.440041522
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,7.75E-05,3,-0.796084774
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.001309487,3,-0.749052949
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,1.06E-05,3,-0.81789421
nzd0330,119.43,"-40.961102,176.139207",E,-40.961102,176.139207,2,5.58E-09,3,-0.916159125
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,0.001378915,3,-0.710895266
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,0.002608265,2,-0.649654689
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.308407065,0,0.24679036
