Year-Month,nzd_188_Average_Value,Value,Smooth_Value
2012-04,347.3546515673296,-0.3,0.39885737923302744
2012-05,357.58652421909284,0.0,0.2891218221121399
2012-06,357.6672009189641,0.4,0.20128422338246557
2012-08,355.0048546739175,-0.2,0.09273945146293545
2012-09,332.985499082674,0.2,0.07529971248418617
2012-10,347.81568642717133,0.3,0.07861381238010692
2012-11,363.1672022597286,0.3,0.1006357353263499
2012-12,347.54965270048643,-0.6,0.14277862468012753
2013-01,346.7007206875353,-0.1,0.20957069043417947
2013-02,351.08675868593053,-0.2,0.29393422657061696
2013-03,350.1388888888889,1.5,0.38395448503351726
2013-04,362.3461854334177,0.2,0.45999899547679274
2013-05,372.07810067022757,0.8,0.5198734987257058
2013-06,360.3363986573712,1.2,0.5573212513011949
2013-07,356.5542017868517,0.8,0.5704624863066088
2013-08,350.32700780654955,0.2,0.5674592922937158
2013-09,351.949285939837,0.3,0.5600602814657425
2013-10,353.06110179976923,-0.1,0.554272514583827
2013-11,342.32016247235134,0.7,0.5520396105112044
2013-12,346.77010067022763,0.1,0.5450821800707384
2014-01,356.47129182655965,1.4,0.5274327151710545
2014-02,350.91069825352474,0.1,0.48616929865717307
2014-03,354.07301631041054,0.9,0.422003877199567
2014-04,354.22755477042165,0.8,0.3296145021771904
2014-05,357.32208433130336,0.5,0.21114791438775457
2014-06,357.3527050941834,0.2,0.07610062803245195
2014-07,346.7907286085375,-0.2,-0.06151752884983326
2014-08,348.52944852998934,-0.7,-0.18576080053322433
2014-09,344.2199632866453,-0.7,-0.282847219903566
2014-10,350.9997549964655,-0.6,-0.3470298073383711
2014-11,355.33768969957146,-0.9,-0.37907959540415914
2014-12,344.33458249129615,-0.6,-0.3837202759277883
2015-01,352.138164869072,-0.8,-0.37381492205792527
2015-02,354.6570749031956,0.2,-0.36560597763186653
2015-03,343.3362539025398,0.7,-0.38199502832975296
2015-04,345.9866682556588,-0.0,-0.43704606643122756
2015-05,357.22408748267367,-0.7,-0.5279169118982808
2015-07,361.40252170836845,-1.1,-0.781122723876722
2015-08,352.39841883728303,-1.4,-0.9100411038032798
2015-09,362.7228647877655,-1.6,-1.0102397771135927
2015-11,353.1913812434555,-0.5,-1.0785078280963925
2015-12,361.8503109624866,-0.6,-1.04729083483277
2016-01,348.5164653730199,-2.2,-0.970527204784078
2016-02,343.6995857359015,-2.0,-0.83748375424126
2016-03,353.33721403622184,0.1,-0.6566378119205111
2016-05,358.64612913095965,0.4,-0.24628256635865564
2016-06,350.44004835893384,0.6,-0.05805801187491336
2016-07,360.89607505146313,0.4,0.09367523616013035
2016-08,357.9739273311326,0.7,0.2028319297689278
2016-09,349.5509814279746,1.2,0.26811314540892905
2016-10,356.3886896447426,-0.3,0.29598821063494507
2016-11,358.2726050858282,-0.1,0.307487185104772
2016-12,365.21213801409,0.3,0.31432781268503523
2017-01,361.08947621572247,0.2,0.3218608499750984
2017-02,360.19133501016245,-0.1,0.33521318150112045
2017-03,362.794138452277,0.9,0.35760761600840085
2017-04,354.4175659610427,-0.2,0.3854667562812823
2017-05,363.85318145665826,0.3,0.42368808610397807
2017-06,353.6348902979396,0.4,0.4680211711938052
2017-07,354.2279033549392,0.8,0.5122829509227064
2017-09,359.8626037257757,0.6,0.5761046074777214
2017-10,355.19671826625387,0.9,0.589394679014975
2017-11,340.7295431111716,0.9,0.5859516212299095
2017-12,356.67021291077424,-0.1,0.5674825150183432
2018-01,357.8803991744982,1.1,0.5406014471943791
2018-03,352.65344505337,1.5,0.45508271916460175
2018-04,364.0724825080607,0.5,0.3906472792322978
2018-05,365.0158723013122,0.4,0.31379054836007947
2018-06,357.53661538414286,0.1,0.23182494069197676
2018-07,354.76831493917854,0.2,0.15340989305389294
2018-08,353.76149964056697,-0.3,0.08514507757341984
2018-09,356.289973583921,-0.9,0.034358136799182065
2018-10,365.41198230367274,0.4,0.002358821442719679
2018-11,353.59913025021075,-0.1,-0.024142463671914957
2018-12,363.89022910626244,1.0,-0.052222170305711565
2019-01,362.24778233820086,-0.0,-0.09014202422478625
2019-02,357.0090946808323,-1.4,-0.12972277978422836
2019-03,363.43818744290337,0.3,-0.16137672221061528
2019-04,366.1326846665117,0.1,-0.19536421829639555
2019-05,371.87724410919236,-0.4,-0.23473662354947644
2019-06,368.63316988432445,0.5,-0.2779302275668846
2019-07,364.1765009977338,-0.4,-0.3259635602026863
2019-08,355.94965001792445,-0.1,-0.3676999915052149
2019-09,370.7461460750292,-1.2,-0.39315971089463647
2019-10,365.7052915028221,-0.4,-0.3881800954238483
2019-11,360.0082464998595,-0.8,-0.35120540166301945
2019-12,365.593431372549,-0.6,-0.28086457219132055
2020-01,366.25432844428815,0.2,-0.18279896518693844
2020-02,364.33567073541064,-0.1,-0.06763642988757002
2020-04,368.32874306650234,0.2,0.19488728318651571
2020-06,353.31540931262293,0.4,0.4685752383531332
2020-08,351.3495887945683,1.1,0.7209141517943374
2020-09,356.2536196748154,0.9,0.8251998433455503
2020-10,354.0232248513441,0.5,0.9107098456562677
2020-11,367.5852859477124,0.7,0.9769538309230903
2020-12,365.2228067768718,1.8,1.0170241300042413
2021-01,357.7510673298222,1.9,1.0196856701497694
2021-02,358.22983727701603,1.5,0.9859373765784076
2021-03,353.4789336904352,0.4,0.9305330859127987
2021-04,367.403369805232,0.3,0.8762588632665481
2021-05,376.9757791033643,0.5,0.8376111942858729
2021-06,347.89673166587073,0.4,0.8200825198784517
2021-07,347.41783190953197,1.4,0.8238901060412446
2021-08,347.50060244537025,0.6,0.8426874293981125
2021-09,351.47139883645764,0.8,0.8791296836660211
2021-11,338.635058187355,1.0,0.9991653941581602
2021-12,351.87493169701526,1.5,1.074386201916231
2022-01,345.98147849261164,0.5,1.1517560856765825
2022-02,354.37920411360227,1.1,1.2319388519590542
2022-03,346.9352709728454,1.8,1.3054146184447888
2022-04,350.95410448317875,1.7,1.3606019582530682
2022-05,355.50981056840186,1.4,1.3936473410899752
2022-06,338.83074074074074,1.7,1.4060003310638873
2022-07,354.87307655655235,0.8,1.3992097525786524
2022-08,355.247590447335,1.0,1.3794181748652452
2022-10,357.53657522094153,1.7,1.282023280159371
2022-12,366.00969195046446,2.1,1.0691241604201882
2023-03,351.61965750555186,0.2,0.4783718854988077
2023-04,356.24673861060995,0.2,0.24635422539799
2023-05,342.0732261989817,-1.0,0.027543948238186358
2023-06,344.330434802693,0.3,-0.1609838634234924
2023-07,356.0594211962787,-0.3,-0.3182095012211561
2023-08,360.6807154519028,-0.8,-0.43591038392292314
2023-09,355.2009802800112,-1.3,-0.5055794068403315
2023-10,360.38710103029064,-0.5,-0.524398365536124
2023-11,349.1956383576673,-0.8,-0.5019618773411612
2023-12,352.3087061066442,-0.2,-0.4474833351248037
2024-01,350.79915892987464,0.5,-0.3748329774229559
2024-02,354.80120074098016,-1.4,-0.29401411566019725
2024-03,362.1761058633679,0.4,-0.2013607959888732
2024-04,358.35473335021817,-0.2,-0.1104880940041389
2024-05,361.194719944658,0.5,-0.02561482286382298
2024-06,358.94609859994375,0.0,0.04764158074306053
2024-07,363.73615256676976,-0.7,0.11187641173474401
2024-08,357.89786533956817,0.9,0.16894056533035032
2024-09,364.887747885299,-0.1,0.20799936781564718
2024-10,351.2338816800674,0.5,0.22964094914311506
