Year-Month,nzd_204_Average_Value,Value
1999-09,339.2236840047833,0.7354923012493226
1999-10,339.8132446879377,0.799350244614853
2000-01,340.60511469200287,1.0067566117824298
2000-02,341.7937094664609,1.0113816712253978
2000-03,342.3900074697381,0.9580835874468401
2000-05,341.87227240738946,0.7534074612281118
2000-07,341.31012189997466,0.6779304072240967
2000-08,340.66264136529185,0.74850445740598
2000-09,340.57341491327776,0.857330167711077
2000-10,340.69203271461197,0.9657060657898755
2001-01,340.8892992375354,0.9863960262955966
2001-03,341.11745982841524,0.6824397638760425
2001-06,341.2666600587365,0.12912204541482863
2001-09,340.94085566689796,0.018019682222455754
2001-10,340.4793344415249,0.05699989515330861
2001-11,340.2673117125754,0.10262179835171972
2002-01,340.78328283709004,0.16317471548298385
2002-02,342.6001892692876,0.15088224025571198
2002-04,344.3527380548797,-0.048663350456456145
2002-06,344.8733141821652,-0.3131313088676847
2002-08,344.25832780573927,-0.531086203143062
2002-10,340.6499555819168,-0.5988745949620875
2002-12,337.9335034564516,-0.532650946819352
2003-01,339.40064865486715,-0.4406751048005215
2003-04,342.11594708485285,-0.0918229834520458
2003-05,344.8100390822439,0.001475733863241846
2003-07,346.79456676461615,0.11064536210702557
2003-08,347.1630980935908,0.11718557665132398
2003-10,346.9566982192763,0.11223902960489106
2003-11,345.57853853130547,0.12388477989874909
2004-01,345.1531271727334,0.16395524577743179
2004-02,345.19721853876894,0.19910742718413163
2004-03,346.9827253051138,0.20787532975111303
2004-04,348.8630328489432,0.19426554228140214
2004-05,348.9338501802987,0.17177229161500734
2004-06,350.0669196028428,0.0998520000348306
2004-07,351.3038249816522,-0.02113877642881904
2004-08,351.43581034505775,-0.15626827187080952
2004-09,351.5204362932645,-0.294252188216684
2004-10,351.0764272633346,-0.4309040905094766
2005-01,347.13182415955475,-0.7352769619908571
2005-02,343.6642473784163,-0.7564317115946254
2005-03,345.5482311718529,-0.6736610622196656
2005-04,350.17308318150185,-0.5446330540074498
2005-05,354.74663289743756,-0.3789336993355171
2005-06,354.59690243531554,-0.18888318075387706
2005-07,349.1142133974954,-0.007595078376219214
2005-08,346.2960154641575,0.160897678585195
2005-09,346.19936158451287,0.3228137697268046
2005-10,346.22002066740083,0.4616114954556572
2005-11,345.65311714974706,0.5645608218713044
2006-02,344.35956627946206,0.7122648026804874
2006-03,343.0264390320599,0.6339148352499404
2006-04,342.4266316336008,0.45681016352528536
2006-06,342.75437123362957,-0.044493040590751265
2006-07,344.74953830544473,-0.2815394335698023
2006-08,350.0902731275691,-0.46272498267923645
2006-09,351.4176953811711,-0.5656646746813873
2006-10,350.2810834693883,-0.594505595959366
2006-12,347.9387803466554,-0.4881009881871119
2007-01,349.66123809406696,-0.4018690913698445
2007-03,351.1641743876974,-0.18750986873145858
2007-04,351.74165069877546,-0.08713849196267466
2007-06,351.7510997811323,0.1306360318842666
2007-07,350.34864352065557,0.2612202027274252
2007-08,347.22075352160755,0.42948547797961956
2007-09,344.5520826216865,0.6296897025643988
2007-11,342.32062997382843,1.0759028429082407
2007-12,340.86887867823606,1.2574405344646902
2008-01,340.3431797389455,1.3545074113759612
2008-05,340.98740352532286,0.9170164461521365
2008-06,342.05981815882933,0.8485707961372477
2008-07,342.5396361645037,0.8564367540928994
2008-08,341.84933524964606,0.9300725373774711
2008-10,340.69294130805224,1.1260262244903922
2008-12,340.1911172715818,1.1983267302015108
2009-01,340.83393364946124,1.1463077788523715
2009-03,342.4476865393616,0.8429880396887462
2009-04,343.5932655533735,0.6258303686396915
2009-05,344.7400633411969,0.3945574250063664
2009-06,345.94681669198906,0.17446363638977652
2009-09,345.8739994244356,-0.41319850542975867
2009-10,346.308287499584,-0.5657174352705788
2009-11,348.0349796116638,-0.6443852209563404
2009-12,349.9126370965274,-0.6349765521521955
2010-01,350.8473816323656,-0.5210742557600216
2010-03,349.75305174324455,0.04444684869294653
2010-04,349.7979896641513,0.4055209317879011
2010-05,351.0507015874876,0.75096111330696
2010-06,351.2668953508238,1.0772119846482309
2010-07,350.0328209520006,1.3880780822317
2010-08,347.7380383307685,1.6539213753342314
2010-10,344.8157341016411,2.0205684768453636
2010-11,343.52064079421325,2.1337285906489663
2010-12,343.6324582392805,2.2035342094524406
2011-01,345.94888105683884,2.187421762710792
2011-02,346.3199639037998,2.077221052251746
2011-03,346.78266874108687,1.8703212990284201
2011-04,348.0517082429554,1.5948662399321192
2011-05,348.6488343030492,1.310094856346569
2011-06,348.8289526921473,1.0903144634860094
2011-08,348.3318731154084,0.9192179409759682
2011-09,346.86661835433785,0.9404320930951702
2012-01,344.9124292854214,0.9191962921423255
2012-03,343.08641029038756,0.565241867539907
2012-04,343.0419613516027,0.38280805780541094
2012-05,345.54171819341127,0.24040521248159932
2012-06,349.1216866617717,0.13872961780594636
2012-07,349.7140968345364,0.06660569767115915
2012-08,348.00709113901985,0.025760117065944256
2012-10,345.04477730003356,0.02050530562126334
2012-11,341.4603660326203,0.03982782450252936
2012-12,338.37828959067286,0.08284303724099101
2013-01,337.5213794996212,0.17264406237673768
2013-02,339.3341851102618,0.29860337463548803
2013-03,342.13224712219295,0.43662954442806123
2013-04,349.1332876948643,0.5380087532943866
2013-05,355.0059662271201,0.606539304037207
2013-06,353.68298592524127,0.6293277091731212
2013-07,348.5257949664392,0.6030340958341759
2013-08,342.75747603562564,0.5524999388475709
2013-09,340.1505164334424,0.5122934243573383
2013-10,337.65705901728103,0.49957533411997507
2013-11,337.02182446836173,0.5210228239977875
2013-12,339.60567181139174,0.5537043913780229
2014-01,343.4995088055611,0.5835269127097669
2014-02,343.9133459107486,0.5739921093123244
2014-03,342.2203687992372,0.5289213611366186
2014-04,342.8683890201353,0.42872903038975274
2014-05,344.2197183432174,0.27215435033381197
2014-07,345.19106999138984,-0.13059601215783043
2014-08,345.90052034402083,-0.31401113841739325
