Year-Month,nzd0191_Average_Value
1999-07,298.3241395728577
1999-09,301.8067656308602
1999-10,307.5706698486935
1999-11,311.1574043782538
1999-12,314.06840623424733
2000-02,315.5008602778531
2000-03,313.5823639139907
2000-05,308.8670553018768
2000-06,304.1184047258712
2000-07,299.2762341927303
2000-08,294.7183694387958
2000-11,293.72155354072527
2001-01,295.081332005338
2001-06,299.18490337276927
2001-09,303.8690325069551
2001-10,306.4307665847604
2002-01,310.1317883668282
2002-02,313.28576164119073
2002-03,315.8045837080888
2002-04,317.3850344079421
2002-06,317.2463637836826
2002-07,316.0693262051033
2002-08,313.3664506544373
2002-10,306.1064658517011
2002-12,299.77647678766476
2003-01,297.4123000044868
2003-03,295.53483444148173
2003-04,293.84861643854526
2003-05,292.28542304886605
2003-07,292.510652480041
2003-08,293.1160589655902
2003-10,295.49001034002634
2003-11,296.5045132445491
2004-01,297.07401212593794
2004-03,298.26043513571716
2004-04,298.3120322946535
2004-05,298.44824636940984
2004-06,301.82142285052373
2004-07,305.4200404735677
2004-08,306.18430857205277
2004-09,307.75820251868464
2004-10,310.4157672253269
2005-01,309.97566421206375
2005-02,305.1894676784115
2005-03,304.2595435181747
2005-04,303.11506483137197
2005-05,301.62720825673796
2005-06,301.3917277487834
2005-07,297.12725401982425
2005-08,294.97238737061815
2005-09,295.32666667546505
2005-10,296.0008090394756
2005-12,296.76720413704015
2006-01,297.3045951923616
2006-02,297.45791123205055
2006-03,297.4804995367822
2006-04,297.6195714105086
2006-05,297.32259438945385
2006-06,297.6016453892492
2006-07,299.8096302701137
2006-08,304.17300826959416
2006-09,308.3226030519754
2006-11,310.588124151854
2006-12,311.8296047847175
2007-01,310.826598163087
2007-03,308.02611858071293
2007-04,305.21640136617725
2007-05,303.1698308137917
2007-06,300.9620334531776
2007-07,298.85481598739693
2007-08,297.9542240990263
2007-09,297.57946417821245
2007-10,297.059057734571
2007-11,296.3552001709267
2007-12,295.61918945646795
2008-01,295.0479680417274
2008-02,295.2382870371009
2008-05,295.74759634313943
2008-07,296.3944136957356
2008-08,296.9477928631302
2008-10,297.29605093113827
2008-11,297.546446883627
2009-01,297.03750768811653
2009-03,296.16154112930013
2009-04,294.18799443100255
2009-05,292.4453916573036
2009-06,294.27787141435664
2009-07,296.9601252810697
2009-09,300.2374903874714
2009-10,304.57105668288307
2009-11,310.93648730520295
2009-12,315.5656346548407
2010-01,316.69197079247283
2010-03,314.4216994096094
2010-04,312.88592992086205
2010-05,311.8404195196604
2010-06,310.3156919015373
2010-07,308.59867677546936
2010-08,308.169284962687
2010-10,309.71200428774915
2010-11,312.2269402031797
2010-12,313.24737890921233
2011-01,314.0717928522787
2011-02,311.29863278415746
2011-03,306.20070468925746
2011-04,304.4730282157826
2011-06,306.382334700113
2011-08,309.78084028595856
2011-09,313.39336186960696
2011-10,315.38613019244275
2011-11,315.7358986767087
2012-01,314.86554966814697
2012-03,311.78254511171093
2012-04,309.1648668362804
2012-05,309.41593150311695
2012-06,310.22994494360483
2012-08,311.7420577068638
2012-10,314.00866222848003
2012-11,315.66490247162653
2012-12,315.3629389923986
2013-01,314.5038699241824
2013-02,313.57343348144764
2013-03,313.03458631334394
2013-05,313.3289576959927
2013-06,313.4314231486392
2013-07,310.8124303768055
2013-08,305.0617825128623
2013-09,305.0726866424718
2013-10,310.36684051059405
2013-11,316.03782717650535
2013-12,318.02781914799425
2014-01,318.1646628255482
2014-02,312.54238103194876
2014-03,307.757254634448
2014-04,306.7720784424867
2014-05,307.86488188317605
2014-06,302.09383660976084
2014-07,297.08589597513935
2014-08,297.4299100336368
2014-09,297.5968501346955
2014-10,299.33753233299836
2014-11,303.52242828007905
2014-12,305.47711469166364
2015-01,305.0155835825014
2015-02,303.61331884858646
2015-03,300.0312082771966
2015-04,296.2181592475736
2015-05,297.7215793154196
2015-06,300.8546188363956
2015-07,303.225789936504
2015-08,305.00532873821993
2015-09,308.57178115635276
2015-11,311.5463783924567
2015-12,312.378343374556
