dates,nzd0104-0000,nzd0104-0001,nzd0104-0002,nzd0104-0003,nzd0104-0004,nzd0104-0005,nzd0104-0006,nzd0104-0007,nzd0104-0008,nzd0104-0009,nzd0104-0010,nzd0104-0011,nzd0104-0012,nzd0104-0013,nzd0104-0014,nzd0104-0015,nzd0104-0016,nzd0104-0017,nzd0104-0018,nzd0104-0019,nzd0104-0020,nzd0104-0021,nzd0104-0022,nzd0104-0023,nzd0104-0024,nzd0104-0025,nzd0104-0026,nzd0104-0027,nzd0104-0028,nzd0104-0029,nzd0104-0030,nzd0104-0031,nzd0104-0032,nzd0104-0033,nzd0104-0034,nzd0104-0035,nzd0104-0036,nzd0104-0037,nzd0104-0038,nzd0104-0039,nzd0104-0040,nzd0104-0041,nzd0104-0042,nzd0104-0043,nzd0104-0044,nzd0104-0045,nzd0104-0046,nzd0104-0047,nzd0104-0048,nzd0104-0049,nzd0104-0050,nzd0104-0051,nzd0104-0052,nzd0104-0053,nzd0104-0054,nzd0104-0055,nzd0104-0056,nzd0104-0057,nzd0104-0058,nzd0104-0059,nzd0104-0060,nzd0104-0061,nzd0104-0062,nzd0104-0063,nzd0104-0064,nzd0104-0065,nzd0104-0066,nzd0104-0067,nzd0104-0068,nzd0104-0069,nzd0104-0070,nzd0104-0071,nzd0104-0072,nzd0104-0073,nzd0104-0074,nzd0104-0075,nzd0104-0076,nzd0104-0077,nzd0104-0078,nzd0104-0079,nzd0104-0080,nzd0104-0081,nzd0104-0082,nzd0104-0083,nzd0104-0084,nzd0104-0085,nzd0104-0086,nzd0104-0087,nzd0104-0088,nzd0104-0089,nzd0104-0090,nzd0104-0091,nzd0104-0092,nzd0104-0093,nzd0104-0094,satname,average value
2004-09-16 21:55:41+00:00,381.1442857,410.65,,385.32,385.2033333,383.1842857,390.0933333,386.3642857,385.87,389.4788889,392.1488889,396.6288889,393.4088889,388.2788889,384.97,382.5588889,389.1888889,382.8081818,376.8023077,376.3423077,370.5866667,375.1923077,369.9366667,370.5466667,365.0181818,366.6523077,370.1223077,376.2323077,377.4223077,382.4766667,390.1881818,389.6666667,391.8066667,392.2766667,383.6466667,374.2223077,375.9123077,371.8466667,367.0581818,366.4381818,359.0071429,363.9381818,372.1,369.1481818,371.2481818,376.8081818,376.0566667,367.5581818,367.2481818,377.1381818,377.14,377.8588889,380.8288889,375.84,377.2388889,365.0181818,373.31,377.4,372.4388889,369.8681818,359.6481818,363.8388889,363.0088889,360.2081818,354.6066667,360.88,368.0488889,373.8,368.7881818,370.96,366.0681818,360.4781818,365.5242857,365.0488889,366.79,364.2088889,371.2242857,359,365.31,365.14,366.0688889,365.7081818,368.7071429,375.6366667,379.3188889,375.5988889,374.4388889,366.5366667,373.68,374.3288889,375.75,379.1342857,398.9133333,,431.79,L5,
2005-01-14 22:01:13+00:00,368.1014286,418.89,,384.95,380.3466667,375.8814286,389.2466667,384.6814286,384.31,384.8977778,384.3677778,,,,376.95,371.0777778,381.1077778,377.9245455,371.3915385,371.5815385,371.1633333,376.5715385,370.8933333,362.1233333,363.3345455,358.1815385,361.3615385,,,372.3433333,370.9945455,374.2033333,381.9533333,380.2433333,382.9233333,380.7015385,382.5715385,377.3233333,378.4745455,380.3945455,,,,369.1045455,375.5545455,380.7545455,372.7733333,372.9345455,371.8945455,374.9245455,383.46,386.0277778,383.5077778,,,,368.07,369.63,371.5477778,365.1845455,358.7145455,366.4277778,367.0577778,362.3045455,355.0733333,360.2,,,364.9345455,365.81,362.1045455,365.1145455,380.6214286,375.8177778,371.25,366.9777778,372.3214286,357.58,,,,,,,,,,,,,,,395.8166667,,423.38,L7,
2005-02-07 21:58:15+00:00,375.5028571,377.36,354.49,342.28,339.4233333,351.6828571,350.6133333,347.8228571,350.4,361.4022222,364.0622222,360.3622222,358.8722222,360.6422222,361.05,362.3922222,358.7422222,338.5490909,334.5546154,335.2946154,338.1466667,338.4146154,334.8566667,329.0266667,346.6190909,345.3446154,344.9246154,348.3046154,351.7046154,354.7866667,357.2190909,343.6666667,340.2366667,341.0766667,340.9966667,338.8746154,339.6446154,333.7166667,345.7890909,343.2290909,342.9114286,342.3690909,352.82,353.2290909,352.8090909,335.7590909,331.7566667,334.9590909,332.3090909,335.2090909,338.03,358.6722222,355.2122222,352.17,350.6022222,351.6190909,349.06,332.27,331.3122222,331.5990909,325.3790909,329.4322222,328.0122222,340.5990909,338.1566667,335.13,335.5122222,347.6,341.7090909,319.72,311.6990909,308.7890909,314.0228571,319.4722222,,,,,,,,,,,,,333.9722222,349.1666667,361.06,363.1722222,357.21,355.0328571,364.5633333,367.56,369.56,L5,
2005-02-23 21:58:31+00:00,,396.29,388.67,371.73,374.5833333,375.7842857,382.6233333,377.4542857,376.18,377.3155556,377.8455556,379.3055556,379.5155556,378.2755556,377.38,377.4255556,370.6955556,365.0718182,363.0207692,362.5407692,360.1566667,365.3007692,357.2666667,355.6466667,357.1918182,356.3707692,358.4207692,363.9007692,368.2807692,368.7066667,370.1818182,361.8966667,362.3166667,366.1866667,363.4466667,359.3507692,358.8107692,357.8366667,353.2218182,353.4718182,348.1171429,348.8618182,363.7,359.5118182,354.8418182,357.7318182,349.9566667,351.6818182,359.1918182,356.1718182,361.01,366.3155556,366.5555556,363.8,359.4155556,362.6218182,358.01,349.52,349.6655556,346.3218182,341.5918182,346.3955556,346.0355556,350.6418182,347.2966667,347.38,355.6655556,362.4,354.2818182,344.53,339.5718182,344.5018182,349.8542857,349.5855556,349.88,356.1855556,357.4442857,356.12,359.84,356.69,349.2055556,344.0518182,349.3171429,354.6566667,355.5655556,357.9955556,355.9055556,360.5766667,369.35,371.0955556,374.34,361.0342857,377.4933333,384.43,392.71,L5,
2005-03-03 22:01:30+00:00,,392.19,384.76,370.93,372.2366667,373.9157143,,,375.98,378.4077778,378.2077778,375.8177778,376.9877778,376.6477778,376.84,376.6377778,366.8977778,366.6645455,366.0707692,367.1407692,369.5133333,,,363.5433333,358.9045455,362.1607692,364.0607692,369.2107692,369.3907692,367.5533333,372.2445455,377.3633333,375.6433333,371.7733333,371.1733333,,,,351.0945455,354.0045455,349.2728571,348.6345455,361.51,363.6745455,359.6245455,366.5645455,362.2033333,359.1245455,366.2645455,,,366.6877778,365.5777778,359.63,357.5277778,359.0445455,357.62,358.02,357.7377778,353.7345455,353.6945455,,,356.0545455,353.4033333,355.93,366.9277778,369.38,373.2745455,365.93,357.2845455,355.5245455,361.0257143,,,357.4577778,356.0557143,356.5,358.08,353.08,352.2277778,350.4745455,354.4528571,362.8133333,363.6677778,367.5577778,,,362.65,368.7477778,,,,,,L7,
2005-03-11 21:58:44+00:00,372.3642857,410.55,402.29,386.41,377.85,381.0842857,385.35,377.1342857,378.2,376.87,375.72,375.65,375.07,374.17,371.69,373.43,365.47,368.7636364,367.5961538,363.5161538,367.58,364.9861538,358.35,360.19,356.5636364,353.5661538,359.5161538,359.5261538,360.3361538,366.56,365.0936364,369.83,369.95,371.35,370.43,359.1961538,358.7961538,357.2,350.9636364,347.4536364,344.1371429,349.6136364,356.22,363.4336364,354.2736364,361.2536364,358.84,354.4436364,355.1236364,357.0036364,363.51,365.03,362.69,358.2,356.3,351.7336364,354.83,353.13,357.81,349.9036364,346.4736364,353.6,354.18,351.0236364,343.27,352.59,352.94,356.07,349.0436364,347.95,346.1736364,345.8736364,358.3942857,356.41,357.56,357.82,360.9542857,353.3,355.13,359.06,352.12,350.2936364,351.9771429,359.23,360.36,364.53,366.53,361.55,372.64,369.36,372.07,370.7742857,377.47,399.82,408.85,L5,
2005-05-30 21:59:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,367.01,363.7363636,367.1676923,369.1476923,371.7676923,367.3076923,368.91,370.6363636,372.82,373.12,378.21,369.72,366.8676923,364.0476923,365.31,360.4563636,355.4563636,360.6014286,362.2163636,358.3,358.2263636,355.7563636,364.9363636,362.7,366.7963636,375.8063636,377.7963636,380.76,369.5366667,362.8766667,360.42,355.6466667,352.9163636,350.68,354.03,354.9666667,357.0763636,355.7163636,360.6066667,363.2666667,353.4963636,351.88,354.36,355.0166667,361.91,359.1963636,350.89,356.8263636,362.9963636,362.9528571,370.8266667,373.24,369.0866667,369.5528571,379.05,384.58,366.89,363.0366667,364.4363636,365.6114286,371.05,365.9766667,373.3866667,372.1966667,377.21,,,,,,,,L5,
2005-07-17 21:59:35+00:00,,420.02,374.74,360.09,361.5466667,368.9571429,365.8266667,360.9271429,356.43,368.1844444,370.3644444,367.3844444,386.6044444,382.7544444,377.48,375.3644444,362.2644444,353.22,352.3315385,352.1515385,353.7933333,362.1715385,354.3233333,342.6833333,351.68,356.8115385,359.2515385,362.1715385,362.3415385,366.9333333,368.51,356.1833333,358.0333333,353.8233333,351.6233333,348.6315385,341.4715385,336.7233333,356.35,341.16,339.4985714,353.82,361.65,357.63,353.74,340,332.5933333,340.07,333.07,345.18,343.29,360.0544444,360.0044444,357.95,358.1544444,359.25,352.56,337.16,339.9344444,343.64,337.56,330.8544444,331.6944444,333.95,340.4033333,340.37,338.0944444,350.18,339.4,333.71,329.41,327.56,335.9271429,341.7244444,342.44,345.7144444,351.4571429,370.25,351.82,353.91,350.9944444,346.18,348.3385714,350.2533333,357.7144444,353.0144444,,,,,,,,,,L5,
2005-11-30 22:01:24+00:00,,371.03,370.11,356.63,355.1933333,356.6042857,356.6633333,,,,357.3922222,359.9322222,358.7422222,355.9922222,357.29,353.4422222,344.1922222,345.2654545,342.1792308,339.0392308,340.0266667,347.2092308,338.1966667,,,332.5292308,337.3592308,335.7492308,335.8792308,341.8666667,340.1554545,341.0666667,346.4166667,340.8966667,344.7766667,345.9892308,343.3192308,,,,331.9271429,335.1254545,341.58,339.2054545,340.0854545,337.3354545,342.4266667,335.6154545,342.2554545,342.4354545,,,342.1922222,339.35,337.9322222,338.7554545,338.16,335.66,,,,,,,,,,333.86,335.6054545,339.39,338.3954545,340.7254545,335.1442857,336.3422222,340.66,,,352.58,342.43,332.65,334.1322222,335.5554545,339.1371429,338.1766667,342.1322222,343.8522222,345.4722222,,,344.7022222,344.59,339.7642857,349.0533333,359.56,366.33,L7,
2006-02-18 22:01:53+00:00,,,,,319.0666667,,361.2666667,337.8385714,,,,368.4411111,369.9211111,,,,,,,,,,,,,,,,,,,,346.7933333,336.7633333,,,,,,,,330.2936364,338.62,341.7936364,341.6636364,343.5036364,342.9833333,343.3436364,342.3836364,344.0736364,349.37,,,342.08,340.7411111,339.5036364,334.91,328.36,336.4611111,332.6536364,328.5836364,335.7911111,331.3311111,332.4636364,,,328.3411111,340.59,330.9236364,337.63,330.8136364,328.1236364,342.5485714,344.2311111,340.82,346.3111111,,,338.52,341.08,336.1111111,333.7436364,332.1342857,342.3333333,348.2311111,344.6211111,349.3111111,345.2133333,,,349.81,345.7685714,354.6766667,365.46,379.55,L7,
2006-05-01 22:03:45+00:00,358.7428571,410.18,409.14,389.37,373.47,377.6428571,383.59,374.1228571,373.05,376.66,377.78,382.33,387.06,388.07,386.13,381.49,363.56,363.9772727,359.1815385,354.0315385,355.67,354.7715385,351.68,342.28,340.6372727,338.4915385,352.3015385,353.9815385,358.0815385,358.67,363.0072727,362.14,362.28,348.8,349.06,341.0315385,343.4715385,336.83,335.1272727,326.9072727,328.6214286,340.8572727,350.71,341.1772727,340.4072727,350.0372727,343.07,343.4072727,347.5672727,357.1472727,355.72,352.32,352.75,361.99,363.6,353.8072727,360.71,357.05,353.78,345.5772727,342.5972727,345.6,347.09,339.7072727,342.25,349.57,353.41,368.97,360.1172727,354.19,356.3972727,353.9872727,363.1028571,362.81,360.29,362.4,367.7628571,358.75,364.91,363.9,363.89,359.5472727,363.1114286,363.43,360.52,363.53,373.08,377.67,390.83,396.86,378.83,374.2228571,385.28,399.72,404.71,L5,
2006-05-09 22:01:52+00:00,,,,,,,,,,,,,,,,348.8666667,,,,344.0092308,,,341.62,341.08,339.9209091,,,,339.6692308,347.52,348.2209091,353.14,352.89,349.81,349.45,349.9192308,346.9492308,344.83,335.0109091,326.2309091,,,337.1,332.1409091,328.8509091,342.3609091,340.18,341.2509091,346.1209091,353.4309091,355.47,345.0566667,338.8266667,,338.2566667,337.0809091,329.47,330.19,321.2466667,324.2609091,,326.7666667,329.9466667,,325.39,,,339.87,335.3709091,337.95,333.3109091,336.9809091,335.8271429,342.4666667,351.66,331.6366667,335.5071429,,,330.17,,327.2009091,336.0685714,345.12,347.2566667,340.1166667,343.6166667,348.9,344.13,,,,348.92,,,L7,
2006-05-17 22:03:57+00:00,,,,,,,,,,,,,,,,,,,,371.0553846,370.07,372.5353846,365.65,359.85,361.1954545,361.3853846,370.0353846,367.1953846,368.7153846,372.38,380.8554545,381.68,386.34,379.86,372.17,366.0453846,361.6053846,360.12,358.1354545,355.2754545,356.7571429,365.4854545,365.84,368.2854545,358.1354545,373.0154545,370.92,373.0754545,375.5454545,380.5054545,382.86,375.8733333,376.5933333,383.02,381.3033333,369.7554545,368.3,359.87,357.4033333,355.8054545,351.3654545,356.3433333,353.9733333,358.8654545,355.61,363.08,374.6933333,380.11,378.5254545,379.6,382.2354545,385.1754545,389.9942857,382.3333333,370.07,363.8133333,373.6942857,364.75,370.5,369.51,372.1533333,360.4554545,361.9171429,373.02,372.7133333,368.7033333,366.7833333,371.44,374.41,372.8433333,375.4,371.5842857,383.75,389.59,398.37,L5,
2006-06-10 22:01:49+00:00,,,,,,,,,,,,,,,,,,,,,350.4866667,352.5869231,351.5066667,346.3166667,,,,353.0669231,355.0869231,359.8166667,361.6718182,362.2566667,364.5366667,364.4866667,360.6366667,361.6669231,361.1169231,352.0066667,,,,340.3518182,347.76,346.4318182,348.1418182,356.2918182,354.3166667,351.7918182,358.8618182,368.0818182,363.78,,,356.04,354.1988889,349.9118182,345.21,343.89,339.9488889,342.3318182,341.3118182,342.2388889,344.3688889,345.6618182,,,350.2088889,356.73,352.7518182,349.62,359.4118182,360.3218182,351.4371429,357.0188889,358.97,361.2588889,,,349.02,342.57,343.5388889,341.5718182,347.2685714,355.7766667,349.1088889,346.8088889,353.0488889,355.0166667,,,,,,,,L7,
2006-06-26 22:01:44+00:00,,,,,,,,,,,,,,,,,,,335.9869231,341.5969231,342.57,340.8169231,332.71,330.86,331.46,333.4469231,334.7769231,337.4269231,,,343.09,350.21,352.04,354.04,347.27,345.6669231,347.5469231,343.02,335.37,327.68,330.1742857,340.92,,,340.78,348.06,340.67,345.96,350.96,360.43,361.69,349.7733333,355.2933333,356.17,,,,333.76,336.9133333,334.79,332.31,338.5033333,338.6133333,330.31,337.32,343.15,345.5433333,,,340.76,349.1,345.62,351.5085714,350.4633333,353.11,349.3533333,353.5285714,348.46,351.07,,,,345.2842857,351.67,349.9833333,348.3633333,355.0733333,351.48,356.92,357.1333333,355.21,352.6985714,,,369.81,L7,
2006-07-04 22:04:41+00:00,,,,,,,,,,,,,,,,,,,,363.1723077,361.2966667,366.8323077,358.0266667,330.4266667,,,,,,,,325.0966667,344.5966667,,,,,,,,327.1228571,337.8354545,344.55,345.6354545,346.9554545,353.0754545,357.7166667,355.5654545,362.3154545,366.1254545,359.44,356.8688889,358.3288889,357.85,357.5888889,350.9654545,354.38,352.05,357.4888889,357.1454545,349.8954545,357.3788889,348.3788889,343.7154545,340.8466667,346.97,342.9288889,358.67,349.6754545,349.66,355.9254545,356.0454545,355.0657143,355.1188889,356.07,357.6688889,355.6757143,357.88,359.52,349.95,354.4288889,360.7354545,368.0828571,370.8066667,364.7888889,365.8488889,367.8588889,363.5766667,358.94,364.9388889,356.87,355.1857143,359.8333333,364.11,386.54,L5,
2006-07-28 22:01:30+00:00,,406,394.84,377.1,366.1866667,,371.1366667,356.9757143,356.74,359.6877778,368.9877778,,,,360.57,353.8677778,347.4077778,348.1890909,340.0430769,341.3930769,343.3233333,348.8530769,340.4433333,337.2433333,333.7290909,335.1430769,,,342.1830769,349.1533333,355.5490909,353.0333333,350.5733333,353.3133333,349.0533333,344.2730769,337.5330769,337.3633333,333.7490909,322.5290909,,,,332.7390909,337.4290909,341.2190909,343.1533333,343.0290909,349.1690909,354.1690909,351.91,352.2777778,347.8077778,,,346.6090909,339.59,344.31,337.3177778,341.1090909,338.3290909,343.1277778,340.4177778,336.8490909,326.3933333,331.93,,348.71,341.8690909,343.31,340.3090909,343.0690909,354.1957143,349.2877778,349.99,354.5377778,363.1957143,355.7,,,347.0677778,348.9290909,354.1928571,350.5633333,354.1377778,357.4677778,358.6777778,353.7533333,355.7,352.5977778,,,366.1466667,371.57,376.08,L7,
2006-10-16 22:01:19+00:00,,,,,351.0566667,355.4414286,346.0466667,342.1214286,358.44,363.3144444,367.1344444,358.5344444,353.5844444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.6990909,343.5833333,342.0890909,345.4190909,353.4290909,351.19,349.1644444,354.9944444,352.52,347.0644444,,,,334.7844444,343.1190909,335.6590909,343.8844444,341.1244444,,,328.88,341.3344444,352.16,,,353.5090909,351.1090909,355.5214286,,,,,,,,,,,,,,,,,,,,,,400.73,L7,
2007-01-04 22:02:01+00:00,,394.06,387.73,368.67,362.97,363.6485714,359.24,349.5085714,,,373.0666667,373.2866667,371.1966667,370.7866667,366.54,366.8866667,356.9466667,365.4063636,364.2184615,365.0784615,367.46,370.4384615,360.03,,,353.6284615,355.7984615,357.5284615,362.5784615,365.91,366.0663636,369.61,368.09,369.53,368.62,362.4284615,361.6984615,,,,348.3942857,359.3863636,371.05,366.4863636,369.3263636,375.0763636,373.52,379.4463636,375.9563636,383.2063636,,,376.1066667,368.82,367.8866667,365.2963636,364.72,361.49,364.5666667,361.9663636,352.5663636,365.0766667,362.7866667,,,344.74,354.1366667,368.35,362.0663636,371.44,367.8763636,371.8663636,383.2285714,381.7366667,387.48,,,376.96,372.44,366.31,367.2666667,357.2763636,360.8542857,369.8,365.5366667,375.4366667,371.0066667,,,,374.73,367.0085714,382.27,399.97,406.83,L7,
2007-04-10 22:02:20+00:00,,,,,,351.4485714,351.3733333,357.0785714,,,357.8555556,362.6155556,364.0955556,368.1255556,367.02,364.1255556,358.6155556,363.9063636,363.6823077,365.1623077,369.8966667,368.8323077,363.7966667,,,353.6623077,362.3523077,356.8923077,363.5823077,363.9166667,363.1563636,366.4466667,365.2266667,365.6066667,361.7666667,359.6923077,358.0723077,,,330.0263636,339.9242857,344.8563636,352.9,343.6563636,341.7863636,353.1763636,356.6966667,346.9863636,,,,,355.5155556,352.77,355.5955556,357.4763636,351.57,351.61,349.6855556,350.9863636,339.3563636,,,,329.2666667,338.55,343.5255556,362.4,359.5563636,365.35,361.1963636,362.1663636,368.7885714,368.8755556,,,353.7485714,352.14,354.13,350.31,348.9655556,355.1963636,353.4542857,362.7066667,355.5955556,362.4355556,,,356.23,359.0355556,352.01,348.5085714,357.3933333,370.45,398.04,L7,
2007-05-12 22:02:11+00:00,350.8685714,377.6,364.61,347.73,344.0933333,356.6885714,354.2533333,363.1985714,364.54,,,,,,,359.7488889,355.7288889,359.5536364,361.3692308,361.1592308,361.6866667,367.2692308,359.8466667,354.9066667,349.4236364,,,,350.0992308,358.5366667,354.4636364,361.3866667,357.1166667,359.2066667,366.8766667,365.3792308,365.8192308,360.8666667,344.9436364,,,342.9736364,347.4,345.9036364,344.3836364,355.7636364,356.0766667,357.0136364,364.8336364,360.7236364,361.25,364.7888889,,,358.6988889,355.2136364,349.73,351.61,349.9088889,364.1136364,354.3036364,354.4788889,356.7388889,352.2536364,,,346.9688889,355.88,354.9636364,349.93,358.8036364,360.0436364,363.9885714,364.1488889,372.3,357.0188889,,,354.62,356.65,362.7988889,364.0236364,359.2842857,356.2366667,353.8688889,356.8488889,362.5688889,378.5266667,,,,,,,,L7,
2007-05-28 22:02:04+00:00,,,,,,,,,,,,,,,,,,,,,357.5933333,363.3838462,359.6033333,354.9733333,347.9136364,350.7538462,349.6738462,353.8438462,357.2038462,361.4433333,364.1436364,365.5833333,,,361.7933333,361.2438462,355.7838462,352.7933333,347.0236364,339.3136364,341.6271429,357.3736364,365.02,366.2836364,367.1736364,371.8736364,,,365.1336364,368.2636364,364.66,368.8377778,364.6777778,371.73,369.9777778,363.6036364,362.38,363.53,,,356.1936364,355.4877778,353.2177778,353.0936364,353.4133333,353.86,357.0877778,368.46,365.4536364,365.39,,,361.3042857,367.0777778,370.98,358.0777778,350.0742857,359.74,365.91,366.93,364.2877778,362.1136364,,,,357.1577778,366.5677778,374.4533333,363.86,363.0177778,361.9,360.6942857,351.3266667,361.26,,L7,
2008-01-23 22:02:09+00:00,349.5542857,384.98,381.24,353.78,354.0166667,358.4242857,358.9566667,352.2042857,348.34,345.1244444,353.6044444,,,,357.12,357.7644444,350.2744444,353.2409091,352.3992308,352.3292308,354.1233333,351.3792308,346.2333333,336.8933333,334.1209091,335.7992308,,,331.6992308,342.3433333,343.7909091,342.8633333,340.6733333,342.9633333,344.9433333,344.4492308,348.3592308,340.4633333,340.5709091,339.3109091,,,337.49,338.4909091,337.2109091,339.7309091,340.3433333,338.4809091,337.5909091,340.2009091,346.75,348.6744444,,,347.5244444,339.3909091,335.53,335.19,330.2344444,335.0709091,329.3809091,330.0944444,334.3144444,329.6909091,332.6933333,,,341.02,334.6709091,341.83,336.9409091,330.1209091,341.3842857,338.0544444,337.15,337.6744444,,,,334.04,334.3044444,336.7609091,328.6171429,338.7233333,340.3744444,339.8244444,346.5744444,340.6033333,344.06,,,,,,,L7,
2008-05-14 22:01:48+00:00,367.9314286,375.52,361.93,,341.06,364.9814286,357.74,349.4914286,352.77,,,,368.6133333,371.7033333,367.62,366.2433333,359.4533333,363.1336364,362.9215385,357.9615385,357.38,360.7615385,355.76,352.84,,,,358.2415385,355.2315385,352.73,351.5536364,354.23,361.01,358.4,360.49,361.5315385,363.0115385,363.82,,,,353.4636364,343.41,362.4536364,348.1536364,360.0936364,352.18,359.4236364,356.9536364,363.9136364,363.59,,,367.21,367.4833333,357.5236364,360.99,360.68,354.8433333,356.3236364,350.7336364,349.7533333,348.5533333,,,,346.7733333,349.49,348.1636364,349.08,340.6636364,347.2636364,342.9314286,353.1733333,344.43,345.4133333,,,341.44,348.42,347.6033333,357.0336364,364.4257143,349.73,342.3533333,335.3533333,346.7233333,,,,342.58,317.4614286,354,375.28,415.97,L7,
2008-08-18 22:00:56+00:00,,386.94,373.49,,,,359.5733333,351.5385714,,,,,,,,351.9755556,,,,357.8646154,356.2366667,358.2746154,348.8166667,344.4866667,341.5009091,336.1846154,338.9546154,338.1346154,,341.1966667,348.0509091,341.3466667,344.8666667,349.9766667,355.4666667,354.2746154,351.1746154,345.8466667,342.9409091,342.5009091,339.1042857,,,354.1109091,352.6209091,357.1109091,356.2066667,349.9809091,352.4509091,354.9909091,356.29,362.5655556,354.8055556,355.95,,,348.08,349.42,339.8555556,339.7009091,338.8309091,336.7055556,338.0355556,342.3309091,336.8766667,341.82,,,342.9709091,340.5,338.7509091,344.1209091,360.8185714,359.9555556,349.34,340.5655556,342.7385714,338.39,,,343.4655556,345.9409091,344.3642857,344.0766667,345.2155556,348.2155556,350.0455556,344.2366667,348.91,347.9155556,,,343.0033333,,,L7,
2008-09-19 22:00:40+00:00,,,,,,,,,,368.7322222,367.3722222,382.4622222,,,,,369.0522222,382.0718182,375.7146154,,,,369.9566667,361.4466667,361.8518182,360.4046154,358.2446154,358.9246154,360.1346154,367.0066667,367.1418182,366.3366667,366.5966667,364.8066667,,,365.3346154,360.7566667,360.1018182,356.5518182,350.1957143,358.2818182,367.41,366.1618182,364.6718182,368.8718182,363.5566667,,,360.4018182,371.24,369.8522222,373.0522222,367.25,363.4422222,352.4718182,353.74,348.52,355.3322222,,,350.1422222,355.2822222,352.6018182,349.7366667,353.28,351.9222222,357.69,352.0618182,351.76,344.9418182,,,363.8322222,353.23,360.2522222,358.9214286,347.08,347.35,355.61,350.2622222,354.5418182,347.5757143,,,363.3022222,363.4422222,355.8866667,365.4,359.8222222,367.2,356.6414286,365.4233333,378.25,,L7,
2009-01-25 22:01:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.5866667,352.1766667,352.0166667,350.0266667,354.7376923,359.1076923,355.1866667,356.4709091,346.9909091,343.37,,,346.9009091,345.8709091,347.1609091,352.2766667,347.5209091,347.3309091,351.3809091,352.64,353.9022222,352.6722222,,,347.7109091,349.22,342.92,341.9322222,339.5609091,335.0409091,338.0022222,338.8022222,338.2709091,333.1866667,338.71,,,341.5709091,340.81,342.1609091,341.5209091,353.8,359.5822222,357.73,358.2222222,358.07,,,344.39,344.2122222,340.3409091,341.61,340.0766667,343.4522222,345.2922222,346.3922222,,,,,,,,,L7,
2009-06-02 22:02:15+00:00,,402.17,388.75,380.75,,,,,,,,,,,,,,,,,,366.8269231,366.62,361.96,356.2972727,354.2469231,359.7869231,359.9369231,364.1469231,362.7,364.3872727,367.59,365.42,,,372.3769231,371.0469231,370.68,366.8072727,357.7272727,347.61,345.8172727,350.95,342.6472727,346.4372727,355.6572727,,,351.1972727,356.4472727,357.23,364.1133333,355.5333333,346.05,354.1833333,351.1772727,346.79,356.96,,,,355.0933333,361.8533333,340.9872727,338.88,355.77,361.2133333,364.03,349.7572727,360.39,352.0172727,,,362.8033333,365.56,360.6433333,351.41,370.18,346.64,353.44,350.4433333,359.7872727,365.41,,,378.3533333,365.4333333,379.24,,,,,,,,L7,
2009-06-18 22:02:13+00:00,,408.65,394.95,381.27,,,,,,,,,,,,,,,,,,364.6307692,367.3566667,360.1966667,357.5390909,,,,,,,,,,,,,,,,,,,,,,,,,365.5290909,369.58,368.9955556,361.9955556,359.59,381.5955556,384.2490909,375.93,375.37,372.2155556,,,352.2655556,361.0755556,352.2090909,353.6566667,353,365.5855556,364.18,361.1190909,361.42,370.4590909,,,379.5155556,385.31,376.1455556,367.3357143,349.13,368.25,366.09,369.0655556,368.8690909,374.3228571,,,,,,,,,,,,,L7,
2009-07-20 22:02:06+00:00,,,,,,,,,,,,,,,,,,,,,,368.4830769,355.79,341.05,,,,338.5230769,335.1130769,336.22,333.2390909,338.08,338.82,342.67,345.48,346.1230769,344.9730769,341.31,,,,330.7290909,338.16,343.5290909,342.1490909,346.4290909,341.21,344.9990909,343.3590909,346.1690909,347.39,,,341.94,338.48,341.6590909,335.16,,333.18,337.4490909,330.1890909,339.43,333.62,,,,335.25,342.9,343.6190909,361.68,341.3290909,360.2490909,334.9485714,331.15,337.9,333.93,,,340.07,,,,,,,,,,,,,,,,,L7,
2009-08-05 22:02:01+00:00,365.24,371.32,358.55,,,353.87,343.62,343.57,,,,,,,,,,,,,359.26,363.17,353.82,347.91,343.83,343.35,336.42,335.14,334.45,336.18,340.98,339,,,356.29,353.94,355.75,351.04,344.36,340.45,327.54,326.73,338.2,342.58,341.34,,,352.66,350.37,353.4,353.32,358.15,348.66,346.97,345.32,337.85,,,,,,,,,,,,,,,,,,,,352.78,352.69,338.3,334.19,335.49,336.96,332.03,,,354.93,359.85,356.81,359.27,357.71,344.35,346.47,334.68,351.58,367.28,,L7,
2009-08-21 22:01:59+00:00,352.2742857,376.01,,,,,347.3966667,343.2742857,,,,,355.1377778,357.6377778,357.59,354.9877778,,,,,,,,,,,,,,,,,,,,343.0684615,335.6884615,339.5333333,,,327.8371429,333.2827273,344.27,347.0427273,341.2127273,347.4327273,342.0433333,344.8827273,342.1227273,340.6127273,352.25,,,342.95,336.0977778,334.4027273,328.4,,335.2777778,327.6227273,323.8927273,333.1177778,328.6077778,,,336.59,334.2277778,343.64,339.7927273,331.99,330.0127273,329.7827273,340.9942857,332.6877778,334.39,,,326.85,328.06,330.16,328.7477778,327.6527273,326.5771429,334.4533333,337.6177778,,,,,,,,,,,L7,
