Year-Month,Value,Smooth_Value
1999-10,1.0,1.1286073846445712
1999-11,1.0,1.1230329021159282
1999-12,1.4,1.1083115097074054
2000-01,0.7,1.0774531994534327
2000-02,1.7,1.0315704214521237
2000-03,1.3,0.9612908147056636
2000-04,1.2,0.8758095065092346
2000-05,0.4,0.7937302126384154
2000-06,0.2,0.7426619403546411
2000-07,-0.2,0.7392767465682785
2000-08,0.7,0.7851727454020662
2000-09,0.9,0.8558570302407355
2000-10,1.1,0.9244707848745145
2000-11,1.8,0.9653813866980567
2000-12,0.8,0.9578320246372782
2001-01,1.0,0.9042497379875939
2001-02,1.7,0.8026773431378268
2001-03,0.9,0.6538173859771462
2001-04,0.2,0.4832980417520022
2001-05,-0.5,0.3235858916539259
2001-06,0.3,0.1992781268257798
2001-07,-0.2,0.11209455253115187
2001-08,-0.4,0.06655280384402494
2001-09,0.2,0.058501222712516426
2001-10,-0.0,0.07082835097796525
2001-11,0.7,0.09035325207302904
2001-12,-0.8,0.10192753523653371
2002-01,0.4,0.10733744159416461
2002-02,1.1,0.08331566962614881
2002-03,0.2,0.01472443332398541
2002-04,-0.1,-0.08533282192155145
2002-05,-0.8,-0.19860610720091093
2002-06,0.2,-0.3072528552178308
2002-07,-0.5,-0.4101358845871367
2002-08,-1.0,-0.49202765683426775
2002-09,-0.6,-0.5401968589128004
2002-10,-0.4,-0.5560225206420238
2002-11,-0.5,-0.5425448702047624
2002-12,-1.1,-0.4984701768771164
2003-01,-0.2,-0.4213229079850543
2003-02,-0.7,-0.32533669260795745
2003-03,0.3,-0.2185973012700674
2003-04,-0.1,-0.119597818589849
2003-05,-0.3,-0.032425848594931674
2003-06,0.6,0.03937538853677278
2003-07,0.3,0.08483005731054587
2003-08,0.1,0.10853522810564677
2003-09,-0.1,0.1210649141538202
2003-10,0.0,0.132756039017209
2003-11,-0.3,0.14780483419812823
2003-12,1.1,0.16671986344841427
2004-01,-1.3,0.177570667347734
2004-02,1.2,0.19435123471329788
2004-03,0.4,0.19001192471376877
2004-04,-0.9,0.16543778444243895
2004-05,1.0,0.12734686308388612
2004-06,0.8,0.052861715810397704
2004-07,-0.5,-0.05665473729140244
2004-08,-0.3,-0.1790857349074019
2004-09,-0.3,-0.3046296619098383
2004-10,-0.1,-0.42684363275685344
2004-11,-0.7,-0.539156160186873
2004-12,-0.8,-0.6259167671395199
2005-01,0.3,-0.6759428609936717
2005-02,-3.1,-0.6828874944854404
2005-03,0.3,-0.6132941964344492
2005-04,-0.6,-0.5008485097023887
2005-05,-0.8,-0.353866693916663
2005-06,0.4,-0.1834192167684972
2005-07,0.2,-0.012969137784764287
2005-08,-0.3,0.15022657286234203
2005-09,0.4,0.30482675438353907
2005-10,1.2,0.4369839522989237
2005-11,-0.2,0.5354944133957161
2005-12,-0.0,0.6103492746750557
2006-01,1.7,0.6511092727659785
2006-02,0.1,0.6303809977787692
2006-03,1.8,0.5499068933579899
2006-04,1.1,0.3966965976543496
2006-05,-0.5,0.19248455733638975
2006-06,0.2,-0.02145857530663521
2006-07,-0.6,-0.22309783013370382
2006-08,-1.0,-0.3842466099119443
2006-09,-0.6,-0.48718782212699235
2006-10,-1.3,-0.5313086351002628
2006-11,0.1,-0.5191298887607549
2006-12,-0.3,-0.47452496095134905
2007-01,-0.8,-0.40416917704934874
2007-02,-0.1,-0.3098899468500762
2007-03,0.2,-0.20450998078637134
2007-04,-0.1,-0.09502171298968276
2007-05,-0.1,0.022818810763716474
2007-06,0.5,0.1531172589472688
2007-07,-0.3,0.29656766640208976
2007-08,0.4,0.4634996996652042
2007-09,0.2,0.6476717012069128
2007-10,0.7,0.8410781329512599
2007-11,0.9,1.0232781317887665
2007-12,1.7,1.169911997583526
2008-01,1.8,1.2531956376499465
2008-02,2.6,1.2600696260362265
2008-03,1.4,1.1926635468558442
2008-04,0.7,1.090327272387937
2008-05,-0.1,0.9981700208323144
2008-06,0.6,0.9504585861557872
2008-07,0.3,0.9509550395242682
2008-08,1.0,0.9936864913771212
2008-09,1.2,1.0545979677224817
2008-10,1.3,1.1098098698080052
2008-11,1.3,1.1394815442223938
2008-12,1.4,1.129055396726347
2009-01,1.1,1.0684326790743883
2009-02,1.9,0.9550408820008647
2009-03,0.4,0.7871843662658333
2009-04,0.8,0.5894163570182167
2009-05,-0.1,0.37553495812177573
2009-06,0.1,0.16518781907865476
2009-07,0.2,-0.03518671500127478
2009-08,-0.2,-0.22096107176032526
2009-09,0.3,-0.3809747145352187
2009-10,-1.2,-0.5034848546693342
2009-11,-0.6,-0.5578327392134069
2009-12,-0.7,-0.5327072581440221
2010-01,-1.1,-0.4179686142373948
2010-02,-1.5,-0.208124030876848
2010-03,0.7,0.08337395228310931
2010-04,1.2,0.4071873520012156
2010-05,0.9,0.7311066863616773
2010-06,0.4,1.044945047004224
2010-07,1.8,1.3432070065029822
2010-08,1.8,1.6024819972375166
2010-09,2.2,1.812048145851198
2010-10,1.7,1.9666701901752446
2010-11,1.3,2.0718893084338967
2010-12,2.9,2.125839173568748
2011-01,2.3,2.105212088842673
2011-02,2.7,2.008204824919416
2011-03,2.5,1.8384249277726454
