Year-Month,nzd0075_Average_Value,Value,Smooth_Value
2010-01,-0.2395555954121409,-1.1,-0.6910800161705196
2010-03,-0.7643423078713574,0.7,-0.05218462012834227
2010-05,-1.4204252495087153,0.9,0.7583413254010949
2010-06,-1.9416651108088856,0.4,1.094954923964087
2010-07,-1.5711869337642168,1.8,1.4201525341494383
2010-09,-0.5842660872428471,2.2,1.888426844279208
2010-10,-0.05686296006964903,1.7,2.033495582513128
2011-01,1.7514497086305236,2.3,2.3021264980235796
2011-03,3.9575078600663174,2.5,1.945270057497177
2011-04,4.989837053707123,1.9,1.5800057781799457
2011-05,5.018274843519087,0.4,1.1959257713245708
2011-06,4.580720546534414,0.2,0.9233003494095419
2011-07,3.3362209632708137,1.0,0.8039636280995116
2011-08,2.064623811441669,0.4,0.7993830175691794
2011-09,1.061514525335591,1.0,0.8928077470933018
2012-01,0.3486788309217395,1.1,1.0394047319959012
2012-04,0.2580536018773527,-0.3,0.3315834923120898
2012-06,0.5919494661576014,0.4,0.09292001926053267
2012-07,0.27059550430541235,-0.0,0.03611247325787745
2012-11,-0.1051721902952495,0.3,0.013372183273504179
2013-02,-0.4220474482260951,-0.2,0.2910506764444273
2013-03,0.05817157712437679,1.5,0.48068865623768053
2013-05,1.778229908071452,0.8,0.6845911558295187
2013-06,2.244248007093271,1.2,0.6950081599192421
2013-07,2.3539250695394935,0.8,0.6246597957079081
2013-08,2.952224816498334,0.2,0.5180551655031975
2013-09,3.1197989683945306,0.3,0.439185616534134
2013-10,2.301580973526119,-0.1,0.41670303319605356
2013-11,1.352207469553702,0.7,0.4637942313804983
2013-12,0.6100188819144267,0.1,0.5362345788461161
2014-01,-0.8469763075132724,1.4,0.6160445287537221
2014-02,-2.2972961787541264,0.1,0.6367740255034507
2014-03,-2.5615058402348008,0.9,0.6190791769672462
2014-04,-1.3747253244416195,0.8,0.5239745326277794
2014-05,2.2469850705359433,0.5,0.3436880667491397
2014-06,4.507958314247333,0.2,0.10111724997010557
2014-07,5.023554401472821,-0.2,-0.16347245448711323
2014-08,3.7913027623470335,-0.7,-0.39882861117476587
2014-09,2.234187191105522,-0.7,-0.5577574008131962
2014-10,1.5270141423656096,-0.6,-0.6265284917700005
2014-12,1.0873277325998578,-0.6,-0.49894757388435035
2015-01,0.1320149786696409,-0.8,-0.3333806716857359
2015-02,-0.6033539702311324,0.2,-0.15340194163602272
2015-03,-1.6287978975451134,0.7,-0.053744338346246076
2015-04,-1.9020688507114092,-0.0,-0.08987393402343799
2015-05,0.24363316996251494,-0.7,-0.23350742994727156
2015-06,2.936005328011568,0.6,-0.44637553472814706
2015-07,2.601237600009326,-1.1,-0.7420414647601024
2015-08,1.7967916716801637,-1.4,-1.0178044881340476
2015-09,1.5542495476759255,-1.6,-1.2107370435231035
2015-12,0.11257780567692133,-0.6,-1.3053462003989913
2016-02,-2.0672466658178292,-2.0,-1.0876905989476433
2016-03,-3.451495058600509,0.1,-0.7758306365188635
2016-04,-5.500855526861421,-1.2,-0.433651335838066
2016-05,-4.316810774875715,0.4,-0.067956686706039
2016-06,-1.2294278733668162,0.6,0.22929946950288277
2016-08,-1.2467364887779353,0.7,0.49985063513420575
2016-09,-1.249476735248793,1.2,0.47358862353906644
2016-10,-1.1229549476821075,-0.3,0.3608239474711461
2016-11,-1.2034080415059096,-0.1,0.2637204855231916
2016-12,-2.737338387999622,0.3,0.21101723323559934
2017-01,-5.673936815629625,0.2,0.19103979886841205
2017-04,-7.823689146920974,-0.2,0.2800148978234491
2017-06,-7.980578318254558,0.4,0.442452312626867
2017-07,-3.002186980223253,0.8,0.5328873324375721
2017-08,-0.7838785247269043,0.5,0.5975479208069951
2017-09,-0.8616499203326133,0.6,0.6409950523280876
2018-01,-1.708373186782024,1.1,0.5690577995393928
2018-02,-2.5346863505933177,-0.5,0.5405534318388195
2018-04,-2.262159262218169,0.5,0.457367108064254
2018-05,-1.9909341812935992,0.4,0.33491377377024717
2018-06,-2.5692715549675254,0.1,0.18977384115669801
2018-07,-2.3808101332764027,0.2,0.05377849759994335
2018-08,-2.4449417172212278,-0.3,-0.05121594076331265
2018-09,-2.2780405233924363,-0.9,-0.08710632419636016
2019-01,-1.385920958922275,-0.0,-0.04765705812262103
2019-02,-0.4568119552724697,-1.4,-0.1122995601202082
2019-03,0.2764333337610984,0.3,-0.10816298867633259
2019-04,0.5052056728930334,0.1,-0.10499643676179538
2019-05,0.3761683703824287,-0.4,-0.12719755416113745
2019-06,0.5785620934270217,0.5,-0.17638660879647913
2019-07,-0.5976960160335061,-0.4,-0.284495251460924
2019-08,-2.979487889665059,-0.1,-0.4083010653035235
2019-09,-4.344490053446116,-1.2,-0.5174154944221151
2019-11,-4.920143415456141,-0.8,-0.508836002030156
2019-12,-4.641179420744473,-0.6,-0.3971841433327036
2020-01,-2.583168631368639,0.2,-0.2394338580254324
2020-02,0.4220410131023897,-0.1,-0.08531536641946708
2020-04,1.8854268763168678,0.2,0.20677766539084902
2020-05,1.3536364215979524,0.4,0.34365080424969424
2020-06,-1.3646520355911296,0.4,0.4755678987372988
2020-07,-1.7614046071618106,0.4,0.6094713573653429
2020-08,-1.61452256834156,1.1,0.7439071554524747
2020-10,-1.733280458362656,0.5,0.9550271618437167
2020-11,-1.4585922241438773,0.7,1.0664806875973272
