Year-Month,nzd0315_Average_Value,Value,Smooth_Value
2010-01,1.5573709301188803,-1.1,-0.6910800161705196
2010-03,5.705391241954528,0.7,-0.05218462012834227
2010-04,9.981510933666076,1.2,0.38061407945952697
2010-05,13.633695851132838,0.9,0.7583413254010949
2010-07,15.975089111329197,1.8,1.4201525341494383
2010-08,16.522620106093363,1.8,1.6864146011842973
2010-10,15.527634079277203,1.7,2.033495582513128
2011-01,12.105621537795972,2.3,2.3021264980235796
2011-02,5.644804390494498,2.7,2.197003210333334
2011-03,0.7771970136382922,2.5,1.945270057497177
2011-07,-2.747015882241867,1.0,0.8039636280995116
2011-09,-5.318010035823658,1.0,0.8928077470933018
2011-11,-5.969968976857676,1.1,1.1410768303628176
2011-12,-5.198992297034667,2.5,1.1726982332765472
2012-03,-5.388384614609118,0.7,0.5604351933254218
2012-06,-5.525677485152059,0.4,0.09292001926053267
2012-09,-4.722217001200097,0.2,0.012457168175795964
2012-10,-3.669514848824658,0.3,0.015421298102166801
2012-12,-1.3557705893399248,-0.6,0.03198337776248001
2013-01,2.714804101297569,-0.1,0.1287759708335999
2013-02,7.543485019377881,-0.2,0.2910506764444273
2013-03,8.330433758448656,1.5,0.48068865623768053
2013-05,6.803716333750024,0.8,0.6845911558295187
2013-06,2.6577257274996238,1.2,0.6950081599192421
2013-07,-3.5088127745046007,0.8,0.6246597957079081
2013-08,-4.342171436602178,0.2,0.5180551655031975
2013-09,-3.5775487632864214,0.3,0.439185616534134
2013-10,-3.8573710001798482,-0.1,0.41670303319605356
2013-11,-4.296917139770032,0.7,0.4637942313804983
2014-01,-8.911330968104862,1.4,0.6160445287537221
2014-02,-0.6951872427186695,0.1,0.6367740255034507
2014-03,4.315297693892218,0.9,0.6190791769672462
2014-04,2.6820085927886534,0.8,0.5239745326277794
2014-05,-1.0678724945738813,0.5,0.3436880667491397
2014-06,-7.63597683899683,0.2,0.10111724997010557
2014-07,-10.985438697450453,-0.2,-0.16347245448711323
2014-08,-3.7469103989017656,-0.7,-0.39882861117476587
2014-09,-1.005190936580747,-0.7,-0.5577574008131962
2014-10,-5.117925611532244,-0.6,-0.6265284917700005
2014-11,-10.42114771764122,-0.9,-0.6072162856557499
2015-01,-3.4488329321190423,-0.8,-0.3333806716857359
2015-03,-1.7017242479273287,0.7,-0.053744338346246076
2015-04,-9.856333032065185,-0.0,-0.08987393402343799
2015-05,-18.804941681381866,-0.7,-0.23350742994727156
2015-06,-26.577411761894627,0.6,-0.44637553472814706
2015-07,-23.35296791223821,-1.1,-0.7420414647601024
2015-08,-19.10803211742591,-1.4,-1.0178044881340476
2015-09,-14.865461932053694,-1.6,-1.2107370435231035
2015-10,-11.939077793375159,-1.7,-1.3003777375854972
2015-11,-6.029543185367244,-0.5,-1.3095166165879992
2015-12,1.3202256897083566,-0.6,-1.3053462003989913
2016-01,15.848565381963748,-2.2,-1.2651127181548563
2016-03,11.317680997190713,0.1,-0.7758306365188635
2016-04,-2.113130221498599,-1.2,-0.433651335838066
2016-05,-12.002963558266456,0.4,-0.067956686706039
2016-06,-11.56734028035063,0.6,0.22929946950288277
2016-07,-10.883338923294893,0.4,0.41815847882614415
2016-08,-11.125018561985108,0.7,0.49985063513420575
2016-09,-15.727133329022168,1.2,0.47358862353906644
2016-10,-16.026451770522186,-0.3,0.3608239474711461
2016-11,-14.479939815316918,-0.1,0.2637204855231916
2016-12,-16.97660200223143,0.3,0.21101723323559934
2017-01,-18.32734513733337,0.2,0.19103979886841205
2017-02,-10.697919368234324,-0.1,0.20200076476660445
2017-04,-1.805249797745957,-0.2,0.2800148978234491
2017-05,0.02003588995498673,0.3,0.351361072066641
2017-06,-3.3523484732742417,0.4,0.442452312626867
2017-07,-4.607095163511192,0.8,0.5328873324375721
2017-08,-4.298493943901938,0.5,0.5975479208069951
2017-09,-8.544777358424405,0.6,0.6409950523280876
2017-10,-11.58568992328368,0.9,0.6569510437263585
2017-12,-11.115618993833026,-0.1,0.5900642893855013
2018-01,3.4024558506681903,1.1,0.5690577995393928
2018-03,8.036854637015743,1.5,0.5325344595767977
2018-05,4.174647874341719,0.4,0.33491377377024717
2018-06,2.047559633670085,0.1,0.18977384115669801
2018-09,0.04008818873348807,-0.9,-0.08710632419636016
2018-10,-0.1513851649030123,0.4,-0.04343217621100896
2018-11,3.8252907853828817,-0.1,-5.4539852807917316e-05
2018-12,6.8721135135881255,1.0,0.012435783633918313
2019-01,4.597789859534502,-0.0,-0.04765705812262103
2019-02,4.389748915576441,-1.4,-0.1122995601202082
2019-03,1.0262843369364658,0.3,-0.10816298867633259
2019-04,-0.8202470776130336,0.1,-0.10499643676179538
2019-05,-3.4447400597225757,-0.4,-0.12719755416113745
2019-06,-4.405491670180464,0.5,-0.17638660879647913
2019-07,-5.03834000681787,-0.4,-0.284495251460924
2019-08,-6.187890070411017,-0.1,-0.4083010653035235
2019-09,-4.499420284695348,-1.2,-0.5174154944221151
2019-10,-1.4455324839213797,-0.4,-0.5471943089919223
2019-12,4.818785424708996,-0.6,-0.3971841433327036
2020-01,10.782727640287522,0.2,-0.2394338580254324
2020-02,12.887013283930859,-0.1,-0.08531536641946708
2020-03,8.811023970585287,0.1,0.0642670953991159
2020-04,2.975608423243538,0.2,0.20677766539084902
2020-05,1.247239247073872,0.4,0.34365080424969424
