Year-Month,dates,monthly_anomaly,nzd0348_Average_Value,Value,Smooth_Value
2010-03,2010-03-11 21:53:09.000000000,351.4973591510342,343.8272379017563,0.7,-0.05218462012544492
2010-04,2010-04-20 21:53:15.000000000,339.345316017316,340.80143478062655,1.2,0.3806140794748909
2010-07,2010-07-25 21:53:16.000000000,332.84343323343325,338.6442942659943,1.8,1.4201525342331704
2010-08,2010-08-10 21:53:15.000000000,335.3285425685426,337.4745976426517,1.8,1.6864146012833843
2010-09,2010-09-27 21:53:19.000000000,325.2196060606061,337.4893647744881,2.2,1.8884268443633652
2011-01,2011-01-13 21:52:36.500000000,350.3321347456473,339.0952129709681,2.3,2.3021264970408923
2011-06,2011-06-26 21:54:34.000000000,332.00808401475075,339.6518133225763,0.2,0.9233003498542627
2011-07,2011-07-28 21:54:31.000000000,335.5988183421517,340.0651784923755,1.0,0.8039636336868894
2011-09,2011-09-14 21:54:19.000000000,338.50441403834265,341.02640973734697,1.0,0.8928077747632154
2011-10,2011-10-16 21:54:20.000000000,345.0956393606394,342.2822980661937,0.8,1.0231111988734425
2011-11,2011-11-17 21:54:39.000000000,345.1622638472639,343.2994127432844,1.1,1.1410768888873497
2012-01,2012-01-04 21:55:04.000000000,344.22805583305586,343.8569165101488,1.1,1.039404772843752
2012-03,2012-03-24 21:55:10.000000000,346.1592592592593,343.9409555643146,0.7,0.5604350166805043
2012-04,2012-04-17 21:55:13.500000000,345.27731899211904,343.3117835645109,-0.3,0.33158306905820245
2012-05,2012-05-11 21:55:44.000000000,340.58555036075035,342.1850616424645,0.0,0.18023917908531195
2012-06,2012-06-28 21:55:35.000000000,326.72055555555556,341.71078650272415,0.4,0.09291883329941641
2012-11,2012-11-19 21:57:01.000000000,350.90915985249313,342.15475216718005,0.3,0.013377638401338142
2013-01,2013-01-06 21:57:12.000000000,346.2547845804989,342.3843016827137,-0.1,0.1287974824620308
2013-02,2013-02-07 21:57:15.000000000,341.2537742504409,342.23949006124116,-0.2,0.29108261416892894
2013-05,2013-05-22 21:56:51.500000000,342.6300133706681,341.8940600335955,0.8,0.6846044722582668
2013-07,2013-07-25 22:03:01.000000000,334.7972485220872,341.7737812782687,0.8,0.6244944002479694
2013-09,2013-09-27 22:02:55.000000000,341.9674105106364,342.2428173874501,0.3,0.43859138036903006
2013-10,2013-10-29 22:02:46.000000000,348.36612903225813,342.7537619927686,-0.1,0.41584842662369975
2013-11,2013-11-22 22:02:42.500000000,340.76246761780635,342.71169107170925,0.7,0.46277490270661464
2013-12,2013-12-16 21:57:25.000000000,345.96018075178785,341.38288965386255,0.1,0.5353523504790034
2014-01,2014-01-25 21:57:50.000000000,331.4902669552669,339.32310466833565,1.4,0.6159206559458059
2014-02,2014-02-10 22:01:58.000000000,338.2542798811851,338.1730196695162,0.1,0.6384472217254057
2014-03,2014-03-18 21:59:49.000000000,337.1089735405403,338.16413178575976,0.9,0.6240193775533182
2014-05,2014-05-09 21:58:19.500000000,342.5097715247715,339.3563192667812,0.5,0.3600044155789294
2014-07,2014-07-04 21:58:34.000000000,340.82664421997754,339.92294096272946,-0.2,-0.13757067749248011
2014-08,2014-08-13 22:01:06.000000000,336.04475399152824,340.2371629193876,-0.7,-0.3786973254706007
2014-10,2014-10-08 21:58:59.000000000,331.8817139650473,341.0291522878602,-0.6,-0.6815283089225554
2014-11,2014-11-13 22:00:16.750000128,345.34246974799396,342.92803702029425,-0.9,-0.7529348778646072
2014-12,2014-12-19 22:01:10.000000000,343.1446534469115,342.70613610279173,-0.6,-0.7787098380021786
