nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.05481416952791163,6.0,0.9451858304720884
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,0.00018565601799914498,6.0,0.9575148603465661
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.00012105851002423619,5.0,-0.9790214268998686
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,0.0036346980169110043,6.0,-0.648014130623327
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.00022640374246471636,0.0,-0.8316383134204013
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.0030093310965440627,1.0,-0.8292575252456088
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.00010652709182126349,6.0,-0.8183843740576664
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.005318129423345307,3.0,-0.9398505273614158
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.05091318374953016,2.0,-0.44219320580779115
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.0015573135636984894,4.0,-0.9676033499543367
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.0015901793995941656,3.0,-0.9672613960546109
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.00018516819823673875,5.0,-0.8021608658034246
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.0032927876292179427,3.0,0.855188690333132
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,1.0,6.0,1.0
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.0057555086856962085,3.0,0.9373998577759278
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,1.0,5.0,1.0
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.004823577277344609,6.0,0.9746606577450151
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,1.3740895685782367e-05,6.0,0.957355883827853
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.022108912339418578,5.0,-0.9297615014779537
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.004743206400450931,5.0,-0.9075755221745998
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,4.175264994586128e-06,0.0,-0.8133742392282638
nzd0198,65.8,"-37.281543,175.898166",N,-37.281543,175.898166,1,3.827408195970446e-05,6.0,0.8147635049672313
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,4.5377816813700943e-07,6.0,-0.9819563217985113
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.001063380846893966,6.0,-0.9233188267061911
nzd0233,316.29,"-37.910611,177.547418",N,-37.910611,177.547418,4,0.0016104361768021628,6.0,0.6876775276530251
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,6.200840247640918e-05,4.0,-0.9839640336730548
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.00926485983971514,0.0,-0.5413850569482691
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.2159840881989748,3.0,-0.33931684723125005
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,0.04686185052393362,4.0,-0.559355885283676
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,0.15225841469352847,3.0,-0.4622805778551454
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.00010030836982020497,4.0,-0.9805477584823583
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,2.1374975191661488e-06,3.0,-0.9828533129957152
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.0004976883060245066,6.0,0.9817291133562962
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,6.623147329995621e-06,0.0,-0.9092325440916239
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,2.2053473180884724e-05,6.0,-0.9203560193055595
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.01575386298601939,6.0,0.767525644194378
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,0.00042699780445620784,5.0,-0.6986225607874424
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.002872481255534075,6.0,-0.9820775975420811
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,0.013938511554033934,5.0,-0.5679535972682678
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,0.0015256142376413081,2.0,0.6901193912649738
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.00011926822021222351,6.0,-0.9453234884756263
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,8.720880738739073e-09,3.0,-0.9295761668997252
nzd0330,119.43,"-40.961102,176.139207",E,-40.961102,176.139207,2,2.3313274907984653e-07,1.0,-0.8735593869316559
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,0.030726280546359647,4.0,0.5770574688666775
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,5.8446375423407174e-05,5.0,-0.9205887211804903
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,2.1466524363165705e-06,3.0,-0.9380413092081482
