nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.00010808576411978079,3.0,-0.33181556675875545
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,8.516141375470197e-06,3.0,-0.3591502457181554
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.32279112750238426,3.0,-0.08606167775986977
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,1.7650384151085538e-09,3.0,-0.3867727808096513
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.41536363302068374,0.0,0.0681509724493371
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.00011252788963798051,3.0,-0.3766015366280608
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,4.2234220359857326e-07,3.0,-0.31340791894948317
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.0019993095359644724,0.0,0.2618030421635035
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,5.662593933877512e-07,1.0,-0.31878459912141166
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.06064943113242229,3.0,-0.15728506345319382
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.0004208018862741989,3.0,-0.3071601233515803
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.19651199659342347,0.0,0.08661784042053933
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.029056022708733503,0.0,-0.1559513105337326
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,0.12036006023976775,3.0,-0.1168461174345359
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,1.4747643011852158e-05,3.0,-0.32932147839743225
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.0022171002011387914,3.0,-0.2592808117041201
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.0003399200390051495,0.0,0.29349615364110543
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,4.943953609949074e-05,3.0,-0.28014605219650135
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.025730962010912534,0.0,0.1926603664919391
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.00020052579676001144,0.0,0.26525797007194923
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.09180212618902499,3.0,-0.10729181655282499
nzd0198,65.8,"-37.281543,175.898166",N,-37.281543,175.898166,1,0.04281768746043202,3.0,-0.12720088217000494
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,1.3436819736453143e-05,0.0,0.2752434350424282
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.5052462429339658,3.0,-0.045467745900496
nzd0233,316.29,"-37.910611,177.547418",N,-37.910611,177.547418,4,0.47873864514546705,0.0,0.04412012222099716
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.016087517766095502,1.0,0.1772414727683405
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.0719291459421491,3.0,-0.11179293255670567
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.0014083391960367253,3.0,-0.2210490745448518
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,0.0015789600077687608,3.0,-0.2113413644126193
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,0.0005364623923519509,3.0,-0.2352490937278003
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.37033880765234434,0.0,0.06697639580150838
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,0.17882296484388982,0.0,-0.09900036126654194
