nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.038764231492528015,2.0,-0.2847638439493866
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,,,
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.10778108791228419,3.0,-0.21528094402613146
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,,,
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.004353603501777211,1.0,-0.3754467796265831
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.01667753976851606,3.0,-0.40198137449602717
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.001921801363132792,2.0,-0.3209711998395568
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.13259583407743442,0.0,0.20345313692401218
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.6152748322915056,3.0,-0.0549554415129548
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.012502238597485388,3.0,-0.34086293197680806
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.013376504491160797,2.0,-0.35468843955500334
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,1.9306187116342502e-05,3.0,-0.45042937592402893
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.3497922288736415,0.0,-0.11180061356562376
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,,,
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.18358149185877543,0.0,-0.19115860246242092
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.0998635019123895,3.0,-0.25428784211904676
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.2622401533200983,0.0,-0.16505651105395258
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.00039959622121288915,2.0,-0.40620066296345386
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.035377110028641544,3.0,-0.3144908972978633
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.018086460874602417,0.0,0.2859461142555168
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.17365492476415686,3.0,-0.14151646918071925
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,,,
nzd0215,40.18,"-37.665481,178.506463",N,-37.665481,178.506463,1,0.01961205929603291,3.0,-0.2726466621877758
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.5763245501395787,3.0,0.06260541069753339
nzd0236,338.24,"-37.932388,177.506280",N,-37.932388,177.50628,4,0.32097312470018674,3.0,0.0977924237326844
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.3959165935720239,0.0,0.1079338690762829
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.14587827886655386,1.0,-0.13957159958832877
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.6447210740677546,0.0,0.05012993745573605
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,,,
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,,,
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.20864321778617123,3.0,0.17062758923660498
nzd0263,105.71,"-38.565705,178.228058",E,-38.565705,178.228058,2,0.45564046822413634,3.0,-0.08150676311128428
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,,,
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.7132392358064691,3.0,0.04538549847788431
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,0.0758446844082718,0.0,-0.2021983015772688
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,0.001760503072494297,0.0,-0.29759654488186205
nzd0279,82.04,"-39.036133,177.884430",E,-39.036133,177.88443,1,0.08705274977138626,0.0,0.19894811161295875
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.04629771606006089,0.0,0.23241728699787603
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,0.07462936316483951,3.0,-0.17730096073737447
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.030549912350555472,3.0,0.3264732599747249
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,,,
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,3.6827619900974714e-05,0.0,0.41834709713743046
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,5.909156579516794e-05,0.0,0.4261101371658168
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,0.016522346641275325,3.0,-0.24541923368969928
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,,,
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,0.0026164547698303508,3.0,-0.32430312316481535
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.13632845143384945,0.0,0.17601860129572283
