Year-Month,monthly_anomaly,Value,Smooth_Value
2000-02,-0.5563028677620439,1.7,1.0902177762420302
2000-05,1.9759433501792898,0.4,0.7052965307330857
2000-08,1.5395641696571498,0.7,0.6953137205770475
2000-12,-3.0710622722646908,0.8,1.1013832209937968
2001-04,-1.1049520307022203,0.2,0.4533422017162376
2001-05,2.3930929469379443,-0.5,0.22925382366260705
2001-07,5.602409355606651,-0.2,-0.015433783977974048
2001-09,7.00833899096955,0.2,-0.006870112245616438
2001-10,8.21213299777304,-0.0,0.0508568996238251
2002-02,8.043181510940444,1.1,0.20071278544683566
2002-09,-2.3267336344940186,-0.6,-0.6105062045001022
2002-11,-0.09239236055755823,-0.5,-0.6064813094131212
2003-01,2.0956729033647483,-0.2,-0.45249899873151095
2003-02,2.8163887788377346,-0.7,-0.3279610222680055
2003-05,4.854499194309933,-0.3,0.026697666257798364
2003-08,-2.3730878341272015,0.1,0.12182375246661391
2003-09,-7.630942062426729,-0.1,0.1017104665741795
2003-10,-6.159794088188302,0.0,0.09269217135815833
2003-11,-5.899968511992924,-0.3,0.10232425246318513
2003-12,-3.8304776795195976,1.1,0.13114373855990422
2004-02,-0.2610378140607646,1.2,0.20000089995091794
2004-03,1.430198608558956,0.4,0.217173930956258
2004-05,1.8684554913705473,1.0,0.20223054161656162
2004-06,4.036306995402939,0.8,0.13258027181395865
2004-07,3.846360435375417,-0.5,0.0008209385774929912
2004-08,3.959837511781017,-0.3,-0.14290392219614906
2004-09,4.232232341629772,-0.3,-0.28637134627759137
2005-02,4.767010988637576,-3.1,-0.806632513415865
2005-03,5.019905789501379,0.3,-0.7094836888060683
2005-05,4.382371872646774,-0.8,-0.3863888771202395
2005-06,4.858940276181016,0.4,-0.1825643346238268
2005-07,5.5993659412423495,0.2,0.0016709763127542854
2005-08,5.329069297126597,-0.3,0.16676715550807633
2005-09,4.690357305000308,0.4,0.32819114688032336
2005-10,3.4026698303223175,1.2,0.46606776703434305
2005-11,3.3288095161381537,-0.2,0.565958970983785
2006-01,2.642870722804035,1.7,0.758321044061758
2006-02,1.640094799744737,0.1,0.7664115126886586
2006-03,-0.5359444398302432,1.8,0.6970526872227794
2006-04,0.29105529930516477,1.1,0.5035695520823653
2006-05,-0.459167183781645,-0.5,0.22279876102247764
2006-06,-0.7313347295524023,0.2,-0.06326321198930013
2006-07,-2.4335906416069695,-0.6,-0.32734792072369495
2006-09,-2.405934919945353,-0.6,-0.6214222915363693
2006-10,-3.631555174455558,-1.3,-0.6344703027433165
2006-11,-2.9804606401896128,0.1,-0.5693913700794899
2006-12,-5.8252936402756195,-0.3,-0.48457116178780735
2007-02,-6.052273527903213,-0.1,-0.27253769029479147
2007-03,-3.842498546775291,0.2,-0.16399430184143654
2007-06,2.2275788889162986,0.5,0.11133041893670033
2007-09,4.901253148366637,0.2,0.6001513743682013
2007-10,5.523742570451246,0.7,0.8510776163803396
2008-01,4.998737991465636,1.8,1.439964863408059
2008-04,3.6818318300926642,0.7,1.0349452382600783
2008-07,6.119156353274225,0.3,0.7832625283428559
2008-09,1.6281558315450413,1.2,1.0202046662842792
2008-11,0.46988793604373974,1.3,1.2252894710550624
2008-12,1.7366614826553632,1.4,1.2474349478045623
2009-01,0.7771221561255174,1.1,1.197336671520412
2009-02,-1.4078492691697555,1.9,1.073976242719145
2009-03,-1.2045573779493473,0.4,0.8689652381344863
2009-04,0.3560267523109356,0.8,0.6364591312785919
2009-05,-0.0231422038485357,-0.1,0.39510483651138695
2009-09,-1.5964598298853399,0.3,-0.41884814715838053
2009-11,-4.525801973370446,-0.6,-0.6932160686496955
2009-12,-3.1862589374036308,-0.7,-0.6989706470141258
2010-02,-2.0082305366086324,-1.5,-0.3410227813426449
2010-03,0.8811190257504101,0.7,0.02933595641607628
2010-04,0.5813162087951581,1.2,0.41818033978076175
2010-06,2.0774393177658155,0.4,1.0985784069402929
2010-07,1.49192062533757,1.8,1.4122056871946334
2010-08,-0.07620723652843564,1.8,1.676374763691785
2010-09,-0.14079171460817283,2.2,1.8834168797781592
2010-10,-0.9505862431408492,1.7,2.035023789258517
2010-12,-1.2799585697566989,2.9,2.2492147414118793
2011-01,-4.6424708381955995,2.3,2.2475111925420204
2011-02,-4.953127873735628,2.7,2.1364395857394176
2011-03,-5.633646566163875,2.5,1.904666524391727
2011-04,-6.475770196863724,1.9,1.5835296174929798
2011-05,-6.555062609813323,0.4,1.2494432349886826
2011-06,-7.032996998071561,0.2,1.0027838795868542
2011-07,-8.577458019361172,1.0,0.8796109087076333
2011-08,-7.129227856535824,0.4,0.8551994327592396
2011-09,-6.615742491707639,1.0,0.9139400419804333
2011-10,-7.296462946166247,0.8,1.0057570705426957
2011-11,-7.480940544301028,1.1,1.0870910394507427
2012-08,-4.541098893878767,-0.2,0.01320432503503938
2012-09,-7.249280195717252,0.2,0.008156842801592155
2012-10,-7.506457266389583,0.3,0.013296135638101302
2012-12,-4.749379656788259,-0.6,0.05798560791638447
2013-01,-5.513470307707503,-0.1,0.1529094260357312
2013-04,0.4953458400966094,0.2,0.5731013050027585
2013-05,1.3263353491360832,0.8,0.6463914528190591
2013-07,-1.417179459945465,0.8,0.6135490120842552
2013-08,-3.1836673751310447,0.2,0.5354053189964578
2013-09,-4.054105907600576,0.3,0.4760472284974868
2013-10,-4.364299381208343,-0.1,0.458558722076707
2014-01,-5.787423533637381,1.4,0.6013805247048787
2014-02,-2.5669244707113776,0.1,0.6084854039016595
2014-03,0.21095037226023663,0.9,0.5770939345100171
2014-05,1.9449397073899788,0.5,0.3087243777634481
2014-08,2.0035338068816007,-0.7,-0.3607959028795338
2014-09,3.6220191717097845,-0.7,-0.5058129678924674
2014-10,-0.4933576323646853,-0.6,-0.5712395257477489
2014-11,0.25195286432910985,-0.9,-0.5581245655021254
2015-01,-0.023078434642746143,-0.8,-0.33506237684231677
2015-02,0.13142959291524287,0.2,-0.1932061770296521
2015-03,-1.825533717867171,0.7,-0.11830839459686676
2015-04,-0.5200002647718412,-0.0,-0.1547789720188033
2015-05,-0.2941987037250816,-0.7,-0.28506813776271644
2015-06,-0.45012553774004943,0.6,-0.4799067478636654
2015-07,-1.628736175536443,-1.1,-0.7414429818090997
2015-08,-1.8958063662638134,-1.4,-0.9900579081851357
2015-10,-1.0910111809512417,-1.7,-1.2696828233170896
2015-11,-1.3932432179245882,-0.5,-1.2901413536444597
2015-12,-2.618488276786347,-0.6,-1.278118396293047
2016-01,-1.65117575146434,-2.2,-1.217248366698978
2016-02,-0.10194964589541788,-2.0,-1.039820707944408
2016-03,1.9693279289876777,0.1,-0.7525356971465222
2016-04,3.4208585613055718,-1.2,-0.434795339431884
2016-05,4.118537312786657,0.4,-0.1014503432212702
2016-06,4.718076204542185,0.6,0.17470971522556433
2016-07,5.152584232100173,0.4,0.35886348783782696
2016-08,4.551775329260272,0.7,0.4483912568699395
2016-09,2.8990076946235654,1.2,0.44378803069384665
2016-10,1.9561617547466266,-0.3,0.36459983300662113
2016-11,0.45263680252400934,-0.1,0.2876306573082811
2016-12,0.8036263115634843,0.3,0.23936310744370476
2017-01,1.1195190837990732,0.2,0.21692962437788726
2017-03,2.0112346114526067,0.9,0.25517769716235794
2017-04,2.104110980752751,-0.2,0.29235798852051176
2017-05,1.792559482453627,0.3,0.3584755729621615
2017-06,2.979740262562922,0.4,0.4411314833263501
2017-08,-0.15218618509218587,0.5,0.5856377287871604
2017-09,-2.6243715441871003,0.6,0.6285420346415975
2017-10,-4.889793499811463,0.9,0.6467227363081632
2017-12,-5.476614922240105,-0.1,0.5974888326575806
2018-01,-5.84203502314598,1.1,0.5733800325903754
2018-02,-5.547738900759412,-0.5,0.5391702481235088
2018-03,-2.989200095958753,1.5,0.5137007472359152
2018-04,-1.3513688782085,0.5,0.43713012545191565
2018-06,1.1402416242185638,0.1,0.1947980026961269
2018-07,2.160278487345874,0.2,0.07396523871459747
2018-08,3.681303004794169,-0.3,-0.020049283348166018
2018-09,2.224461296083391,-0.9,-0.05955002966996981
2018-10,2.3067655329828147,0.4,-0.0380384460202951
2018-11,4.191273560540805,-0.1,-0.012652182004692534
2018-12,4.403250723901266,1.0,-0.007362006601618197
2019-02,4.442373658962208,-1.4,-0.10313354217818478
2019-03,5.121245971005924,0.3,-0.1088214399780781
2019-05,2.3856625796230295,-0.4,-0.14920513821124495
2019-06,5.298360443734549,0.5,-0.2024817795701433
2019-07,4.3711518277979104,-0.4,-0.2981708991832936
2019-08,2.810147596631754,-0.1,-0.403097116926817
2019-09,4.567274936768577,-1.2,-0.4917952289452355
2019-10,4.9098493440899755,-0.4,-0.5158504798383098
2019-11,4.852161869411987,-0.8,-0.4804711313507992
2019-12,1.2116199201420108,-0.6,-0.3820936146488927
2020-01,1.9515934464482338,0.2,-0.24134807252314394
2020-02,2.3713141833906604,-0.1,-0.09536382754269421
2020-03,1.2458580235704857,0.1,0.05214727276315601
2020-04,-1.0915216133452101,0.2,0.19712234460366723
2020-05,-2.593222237915222,0.4,0.33912176079117723
2020-06,-3.2697360688740287,0.4,0.4779237810698302
2020-07,-5.198851585061028,0.4,0.6179161722052912
2020-08,-5.337163827899212,1.1,0.7575865596212136
2020-09,-5.922612503509808,0.9,0.8789226479331299
2020-10,-5.459921319394845,0.5,0.9898386005077094
2020-11,-4.775079538301329,0.7,1.0998444909023553
2020-12,-4.590720079093676,1.8,1.1813613687835618
2021-01,-2.6922512911106624,1.9,1.1765353282296869
2021-02,-3.3578400003565574,1.5,1.0743538166735283
2021-03,-2.063922536762945,0.4,0.9185827299341592
2021-04,-1.093924145188964,0.3,0.7852165416644682
2021-05,2.4098540889823683,0.5,0.7109842873913871
2021-07,2.834548352231014,1.4,0.7239064373781611
2021-08,0.552146716731127,0.6,0.7566878917344309
2021-09,-1.2532406845289326,0.8,0.807024099150673
2021-10,-3.0059749191828415,0.7,0.8758549395610205
2021-11,-4.842152583967088,1.0,0.9635884504091587
2021-12,-5.755815157185961,1.5,1.0573174913476557
2022-01,-4.162026221953006,0.5,1.146891888979579
2022-02,-2.2212716068556806,1.1,1.2556799842155193
2022-03,-1.1201981848634321,1.8,1.3580695176207083
2022-04,-0.20154421169523212,1.7,1.4166606355448101
2022-05,0.06586505043065578,1.4,1.427515057602842
2022-06,2.1457084399501976,1.7,1.4081480606562695
2022-07,2.9238132912669386,0.8,1.3739915687484427
2022-08,3.4296360466848803,1.0,1.3625756083174736
2022-10,5.192731247445473,1.7,1.3567890354872327
2022-11,5.2275211969925355,0.3,1.3132193102453726
2022-12,5.2089687205706685,2.1,1.247431809646936
2023-01,3.065890031319615,1.4,1.092880382957666
2023-02,1.017955643061374,1.4,0.8475726364315467
2023-03,-1.343553466495387,0.2,0.5327702988070752
2023-04,-4.699007667721047,0.2,0.21156314517137426
2023-05,-6.082308158992131,-1.0,-0.07815536007086575
2023-07,-5.869665447155142,-0.3,-0.4848538161814682
2023-08,-5.612317161149311,-0.8,-0.6220139996122056
2023-10,-0.6203652651631099,-0.5,-0.6584417479306158
2023-11,-0.3744783687110675,-0.8,-0.5780899515752352
2023-12,-1.4282152261051082,-0.2,-0.4646998359951456
2024-01,0.6280340203657226,0.5,-0.35657864491715047
2024-02,2.1468336348817596,-1.4,-0.2719913907474359
2024-03,2.744454802179073,0.4,-0.16434567001510936
2024-04,2.679650130505329,-0.2,-0.07245831040083617
2024-05,2.4583022489550435,0.5,0.007584323094110772
2024-07,2.705750228926726,-0.7,0.14644589617933937
2024-10,-0.6457729845172219,0.5,0.5136264431912305
2024-12,-1.0396541646826238,1.2,0.7095592241272183
