Year-Month,nzd0025_Average_Value,Value,Smooth_Value
1999-11,9.880487804233065,1.0,0.8930132653821374
2000-04,10.611527252510069,1.2,0.8751864388760255
2000-05,10.813931525887892,0.4,0.6869074158242008
2000-09,9.983885828300902,0.9,0.834820842453822
2000-10,7.557605514108119,1.1,1.0114173081872042
2001-01,4.747611261224769,1.0,1.0987256877590568
2001-04,2.553518877992978,0.2,0.43752935988067443
2001-06,0.5639090375575938,0.3,0.03168799988287435
2001-09,-2.001827138869147,0.2,-0.022940477160674648
2001-12,-1.6830048242997242,-0.8,0.1716991858513284
2002-03,1.6682436162125587,0.2,0.1457217799031526
2002-04,2.9631048442036043,-0.1,-0.0139576779185598
2002-05,2.524236344940292,-0.8,-0.1854172023636419
2002-07,2.9529087627897863,-0.5,-0.46953404183136815
2002-10,4.794192698727143,-0.4,-0.6375083405241669
2003-01,7.422595365661342,-0.2,-0.4623099352086559
2003-05,10.358421867739237,-0.3,0.046948987157040024
2003-11,13.90367937796587,-0.3,0.08319166116403671
2004-02,16.932318101817682,1.2,0.2012908198804635
2004-05,17.740524919096092,1.0,0.2275696385657509
2004-06,14.60583370789647,0.8,0.15971909851130045
2004-08,12.43390292187778,-0.3,-0.1358578806392446
2004-10,11.132792112933638,-0.1,-0.42496017677972336
2004-11,11.846937960668967,-0.7,-0.5760185988128048
2004-12,13.837522833541833,-0.8,-0.7054308887442565
2005-01,17.334869117343235,0.3,-0.7984578501822438
2005-02,19.0141258298716,-3.1,-0.8508679657633463
2005-03,16.321770648119934,0.3,-0.736378845881673
2005-06,4.608392570233965,0.4,-0.16949143279540327
2005-07,-6.082235097271366,0.2,0.014176534712217137
2005-11,-11.453140708838065,-0.2,0.5536373430910175
2006-03,-13.912116521277495,1.8,0.7553153397555679
2006-04,-14.16919632528452,1.1,0.5478553455343137
2006-05,-12.654526244005226,-0.5,0.23367435010867332
2006-09,-7.255954608548628,-0.6,-0.6684943692545365
2006-11,4.31396376897648,0.1,-0.5743817785558214
2007-01,15.60954232404695,-0.8,-0.37128401723098925
2007-04,13.292162461561025,-0.1,-0.05863019693059604
2007-07,7.288234320351632,-0.3,0.1906278656307441
2007-08,1.2643189178965024,0.4,0.34867791159634787
2007-10,-3.355060042158037,0.7,0.838182677780393
2007-11,-6.657620202998441,0.9,1.130124940580361
2008-04,-10.084088553922086,0.7,1.0099048791207532
2008-06,-15.26417254548949,0.6,0.6890397946344514
2008-08,-22.794475225125876,1.0,0.8521321363859761
2008-09,-24.478196214217018,1.2,1.0176105558051372
2008-11,-21.57530938267412,1.3,1.2599666917544534
2008-12,-17.296688436606217,1.4,1.2883490636001202
2009-03,-12.259338530003934,0.4,0.880782076578278
2009-05,-8.105370089777352,-0.1,0.38517235920373993
