nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.10911129592602067,1.0,-0.32829351234263804
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,,,
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.20076703348444902,1.0,-0.26483444586451044
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,,,
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.028029535640321346,3.0,-0.41515561601902173
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.3274309989101873,2.0,0.23755650538308273
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.06803084854012266,1.0,-0.29525583623850366
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.35688581010967496,0.0,0.16839970244371877
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.2093970466724261,1.0,0.2112703223700682
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.21810932679837297,0.0,-0.21679889497701396
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.07077349582257438,0.0,-0.3236402101529138
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.32591059657924654,3.0,-0.15732987431627743
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.07808798864834202,3.0,0.2893327840844554
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,,,
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.15325815540691368,1.0,0.24301075026777996
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.2098938896188064,0.0,0.23569541568437197
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.0013179554126061266,1.0,0.5509546651858687
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.11341079277563958,3.0,-0.2542310407582392
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.08320021435724126,1.0,0.32717107198956974
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.3451000082890815,1.0,-0.16203123561045005
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.05489721229098271,0.0,0.2704815550043259
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,,,
nzd0215,40.18,"-37.665481,178.506463",N,-37.665481,178.506463,1,0.4608936656075834,3.0,-0.12327892480619834
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.1711876819260321,0.0,0.2266534392061004
nzd0236,338.24,"-37.932388,177.506280",N,-37.932388,177.50628,4,0.08694542667238056,1.0,0.23972743624497928
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.12462925625555518,0.0,0.2866256133290102
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.03869049460198505,2.0,-0.2994208041549786
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.19238365401842486,2.0,-0.2077773193261746
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,,,
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,,,
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.36963209761536364,3.0,0.16404596212693898
nzd0263,105.71,"-38.565705,178.228058",E,-38.565705,178.228058,2,0.3480539543956383,0.0,-0.14319080194667966
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,,,
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.19296398352840757,0.0,-0.20751241304431653
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,0.00012020462134390042,1.0,-0.5587378032282632
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,0.02775000355615949,0.0,-0.2995854576844173
nzd0279,82.04,"-39.036133,177.884430",E,-39.036133,177.88443,1,0.08410274946464694,3.0,-0.29188790175842466
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.09960527933626384,2.0,-0.2871757703920727
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,0.0578539417647675,2.0,-0.2786725358266995
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.08744167229460012,0.0,0.30215890361745734
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,,,
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,0.048187925702235956,0.0,0.3143846582943221
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.07123351836829031,0.0,0.30422908273680255
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,0.2767333992272992,2.0,0.1656812673402311
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,,,
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,0.0720753935427404,0.0,-0.2950995591102949
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.3463389765250726,1.0,0.16927105852439345
