Year-Month,dates,monthly_anomaly,nzd0054_Average_Value,Value,Smooth_Value
1999-10,1999-10-04 22:10:38.000000000,396.99773663193554,405.90711704497045,1.0,1.1174440949002622
2000-02,2000-02-09 22:10:19.000000000,412.78309748560906,406.1067696077597,1.7,1.1252096839580497
2000-04,2000-04-29 22:09:53.000000000,418.0742420984589,405.5161435763341,1.2,0.8547350591947336
2000-05,2000-05-15 22:09:42.000000000,404.61813052585467,403.8871220023399,0.4,0.6682251425375931
2000-09,2000-09-12 22:08:12.500000000,389.3960220543799,402.27547847055644,0.9,0.8331702708866523
2000-11,2000-11-07 22:07:53.000000000,424.9560884353741,402.14965564768926,1.8,1.1329008364746243
2001-06,2001-06-03 22:07:16.000000000,403.63673848262704,400.6301740657105,0.3,0.03168281082958975
2001-12,2001-12-12 22:06:14.000000000,376.6719469941823,398.52597714038274,-0.8,0.17169415698217197
2002-02,2002-02-14 22:06:29.000000000,411.7077018098722,397.07152474756174,1.1,0.24345402761200755
2002-03,2002-03-18 22:06:22.000000000,408.1117222316728,395.0730511913034,0.2,0.14572296533286758
2002-07,2002-07-08 22:06:00.000000000,380.32842649610456,392.96303267147607,-0.5,-0.4695336673613069
2002-10,2002-10-28 22:05:22.000000000,377.45737672583823,392.62268661465555,-0.4,-0.6375083671966623
2002-11,2002-11-13 22:05:30.000000000,393.6652857781289,394.5293853168209,-0.5,-0.6219976552700359
2003-01,2003-01-16 22:06:02.000000000,408.4053529373963,397.47546664186035,-0.2,-0.4623099719849417
2003-04,2003-04-06 22:06:21.000000000,399.18756309503857,400.1572573938077,-0.1,-0.05401673373596516
2003-05,2003-05-16 22:06:18.500000000,406.74301594427646,403.37438700667906,-0.3,0.04694898633143355
2003-11,2003-11-16 22:06:11.000000000,397.9422818358112,405.3187827452532,-0.3,0.0831916616081652
2003-12,2003-12-22 22:01:21.000000000,403.6467155303417,406.42682860900044,1.1,0.11772148105890402
2004-05,2004-05-18 21:58:14.000000000,417.35230645240546,406.34848681520873,1.0,0.2275696385160732
2004-06,2004-06-07 22:02:40.000000000,408.76886900203874,402.79753619357257,0.8,0.15971909848107424
2004-07,2004-07-21 22:00:04.000000000,392.6608505220271,397.83217196486413,-0.5,0.015232943054413549
2004-08,2004-08-06 22:00:22.000000000,391.31096694980283,396.0288271512147,-0.3,-0.1358578806443562
2004-11,2004-11-18 22:06:34.000000000,376.3034174342814,396.86080752798284,-0.7,-0.5760185988097057
2004-12,2004-12-04 22:06:44.000000000,400.2294943618473,400.8931095008782,-0.8,-0.7054308887416567
2005-01,2005-01-17 22:05:20.000000000,412.5609205867232,409.00744302188673,0.3,-0.7984578501804348
2005-03,2005-03-10 22:04:29.000000000,421.60518449593064,416.25319448687344,0.3,-0.7363788458811699
2005-04,2005-04-11 22:04:41.500000000,417.3384844372062,414.27398995371396,-0.6,-0.5786116602908132
2005-06,2005-06-10 22:06:03.500000000,409.71187686732515,404.1609885108861,0.4,-0.16949143279551832
2005-08,2005-08-25 22:05:41.000000000,389.3546143531062,394.5268248660831,-0.3,0.17140572719038086
2005-09,2005-09-22 22:06:10.500000000,375.4746985146985,389.2123467734362,0.4,0.3292793946525564
2006-01,2006-01-08 22:07:25.000000000,395.37461978021986,388.8497748606151,1.7,0.7839332228998178
2006-04,2006-04-30 22:07:38.000000000,397.93991920789904,389.192061727125,1.1,0.547855345534318
2006-06,2006-06-25 22:10:20.000000000,393.13624180441406,388.78874305430804,0.2,-0.08032444670821177
2006-07,2006-07-27 22:10:47.000000000,388.65115645070443,387.8099142439677,-0.6,-0.36875721733750166
2006-09,2006-09-05 22:07:11.000000000,374.0089877880977,386.90872611458593,-0.6,-0.6684943692545372
2006-11,2006-11-24 22:07:37.000000000,388.0942832840899,386.83180084094903,0.1,-0.574381778555822
2006-12,2006-12-10 22:07:44.000000000,376.5918841628959,386.89245633934433,-0.3,-0.4749141408688943
2007-04,2007-04-17 22:08:06.000000000,403.1881019450033,386.544286353075,-0.1,-0.05863019693059586
2007-05,2007-05-03 22:08:02.000000000,402.24125162331046,384.09637660583866,-0.1,0.013796039852005094
2007-07,2007-07-22 22:07:45.000000000,387.6515187426952,379.70712566488083,-0.3,0.19062786563074385
2007-08,2007-08-07 22:07:40.000000000,334.5352233115469,375.55102932161026,0.4,0.3486779115963473
2007-10,2007-10-02 22:10:31.000000000,368.5668037844508,374.6852937094152,0.7,0.8381826777803929
2007-11,2007-11-27 22:07:48.000000000,383.83496565934075,375.609813182788,0.9,1.1301249405803613
2008-04,2008-04-03 22:07:44.000000000,400.1615592999593,376.1446498823361,0.7,1.0099048791207539
2008-08,2008-08-17 22:06:43.500000000,364.0716445690232,374.33673205777114,1.0,0.8521321363859762
2008-09,2008-09-26 22:06:23.000000000,380.77677991775283,372.9538626614566,1.2,1.017610555805137
2008-11,2008-11-21 22:06:49.000000000,373.28667998712115,371.5046814735923,1.3,1.2599666917544532
2008-12,2008-12-31 22:07:13.000000000,366.288638457462,369.6901866765298,1.4,1.2883490636001196
2009-06,2009-06-09 22:08:01.000000000,384.10541208791204,368.6597294531155,0.1,0.17286411367537502
2009-09,2009-09-13 22:07:45.000000000,355.3823135198135,367.8689714176507,0.3,-0.4112740844388729
2009-10,2009-10-15 22:07:44.000000000,367.3931707541662,369.0427453347163,-1.2,-0.6096160452483192
2009-11,2009-11-16 22:08:13.000000000,348.46457360430105,372.51847753580057,-0.6,-0.7276794660563757
2009-12,2009-12-18 22:08:39.000000000,387.405615761204,378.4503082878861,-0.7,-0.7500425613578379
2010-02,2010-02-16 22:09:01.500000000,396.26865963204466,386.46147928635236,-1.5,-0.38367391946645646
2010-03,2010-03-16 22:09:43.500000000,390.6465058967141,391.08797800707055,0.7,0.025072610196389122
2010-07,2010-07-30 22:09:48.000000000,388.4890042854749,391.23982727054454,1.8,1.4286799687238907
