Year-Month,Value,Smooth_Value
2015-01,-0.8,-0.026328534672692017
2015-02,0.2,-0.015985566434730415
2015-03,0.7,-0.043654096541763956
2015-04,-0.0,-0.14418949367457895
2015-05,-0.7,-0.3059687454801011
2015-06,0.6,-0.508356996250595
2015-07,-1.1,-0.7553463436858198
2015-08,-1.4,-0.9816565732198712
2015-09,-1.6,-1.1435483238064816
2015-10,-1.7,-1.2234286985731415
2015-11,-0.5,-1.2322330304094364
2015-12,-0.6,-1.2106823585441302
2016-01,-2.2,-1.153733157805397
2016-02,-2.0,-1.0181742556124038
2016-03,0.1,-0.8261861570214784
2016-04,-1.2,-0.6613134761131747
2016-05,0.4,-0.549214192154204
