dates,nzd0286-0000,nzd0286-0001,nzd0286-0002,nzd0286-0003,nzd0286-0004,nzd0286-0005,nzd0286-0006,nzd0286-0007,nzd0286-0008,nzd0286-0009,nzd0286-0010,nzd0286-0011,nzd0286-0012,nzd0286-0013,nzd0286-0014,nzd0286-0015,nzd0286-0016,nzd0286-0017,nzd0286-0019,nzd0286-0020,nzd0286-0021,nzd0286-0022,nzd0286-0023,nzd0286-0024,nzd0286-0025,nzd0286-0026,nzd0286-0029,nzd0286-0030,nzd0286-0031,nzd0286-0032,nzd0286-0033,nzd0286-0034,nzd0286-0035,nzd0286-0036,nzd0286-0037,nzd0286-0038,nzd0286-0039,nzd0286-0040,nzd0286-0041,nzd0286-0042,nzd0286-0043,nzd0286-0044,nzd0286-0045,nzd0286-0046,nzd0286-0047,nzd0286-0048,nzd0286-0049,nzd0286-0050,nzd0286-0051,nzd0286-0052,nzd0286-0053,nzd0286-0054,nzd0286-0055,nzd0286-0056,nzd0286-0057,nzd0286-0058,nzd0286-0059,nzd0286-0060,nzd0286-0061,nzd0286-0062,satname
2003-11-20 21:42:43+00:00,329.3444444,331.76,329.8328571,319.0844444,,,323.42,337.3244444,330.2644444,325.95,326.14,317.18,332.6344444,333.3644444,331.7244444,336.74,349.87,336.12,328.7,,345.9044444,344.7744444,341.79,344.5944444,345.83,348.4244444,336.1528571,350.18,354.04,353.0852632,,,346.0628571,359.0366667,350.2628571,354.31,349.1366667,337.9109091,336.78,347.85,355.5328571,360.4644444,362.5644444,363.0554545,,351.9333333,361.3933333,355.0544444,344.8128571,355.7328571,366.1828571,358.04,364.6528571,,,375.2528571,,,356.1733333,370.7133333,L7
2003-11-28 21:32:34+00:00,339.2388889,335.37,338.2157143,332.8388889,335.1588889,337.3988889,341.98,352.8988889,350.7288889,346.17,342.94,331.43,338.3188889,343.3288889,342.6288889,347.31,351.92,347.65,354.31,359.16,361.7788889,354.8988889,359.06,358.9288889,351.94,357.8188889,347.4957143,367.37,378.13,380.2094737,386.4090909,386.35,383.3757143,387.2433333,384.3157143,374.7538462,373.5333333,363.9290909,362.95,364.96,361.3757143,369.4488889,385.1988889,388.0345455,382.6245455,377.5466667,381.2266667,377.4988889,368.0057143,359.3557143,364.7257143,372.7,366.8057143,369.08,367.7988889,394.0357143,398.38,409.0066667,,,L5
2003-12-06 21:42:46+00:00,330.9355556,328.86,325.1428571,318.9055556,313.7555556,319.8755556,320.89,333.4455556,331.0255556,,,315.87,330.4555556,334.4155556,335.0055556,336.75,340.33,339.59,330.77,340.24,344.8055556,339.7655556,331.55,,348.99,353.0155556,337.1728571,337.65,341.13,336.46,,347.58,344.2328571,346.4833333,,352.1776923,347.0433333,336.2318182,331.06,340.42,345.1728571,354.3855556,360.0655556,362.6009091,357.0609091,348.1566667,352.6766667,,,346.1428571,353.0228571,351.18,352.8028571,357.74,363.2055556,370.6328571,372.52,362.6366667,334.4366667,,L7
2003-12-14 21:32:38+00:00,348.1255556,349.45,350.6885714,335.1855556,341.9055556,349.0755556,349.54,357.7755556,358.4555556,354.53,349.37,347.06,341.0655556,345.3555556,354.3755556,353.41,360.48,355.81,365.89,367.54,370.2955556,364.0155556,365.7,369.8955556,369.27,366.2255556,355.3885714,368.1,368.09,374.3942105,383.6718182,384.13,380.1285714,384.1533333,383.9885714,378.5592308,367.9733333,358.9518182,358.74,357.72,359.5785714,366.8655556,386.5255556,390.1609091,384.2309091,383.8866667,384.5066667,375.4155556,368.6385714,358.6585714,367.6585714,375.95,366.9585714,368.28,372.4355556,391.3385714,398.76,394.5666667,396.1066667,395.5266667,L5
2003-12-30 21:32:48+00:00,340.9422222,331.9,326.6385714,318.3122222,321.1322222,322.1422222,321.53,330.5722222,332.1922222,329.58,331.39,329.52,338.8822222,344.3822222,346.7622222,349.12,349.77,335.71,346.37,343.28,343.4822222,332.2822222,332.91,350.3322222,360.07,362.2522222,351.7685714,345.46,342.54,338.29,348.7490909,350.43,348.1785714,354.4133333,363.7685714,362.4961538,358.2133333,351.3490909,347.29,353.53,344.8985714,354.9622222,360.4322222,363.7345455,354.4245455,351.0866667,354.2466667,357.0222222,351.5685714,355.3985714,362.2985714,365.45,361.8485714,355.74,355.4222222,361.5685714,362.38,352.3466667,356.1966667,350.8066667,L5
2004-02-24 21:43:09+00:00,348.3655556,338.63,335.95,330.9955556,333.4255556,340.0955556,326.18,340.0755556,341.6155556,336.9,333.74,331.91,338.1155556,343.2255556,343.6855556,348.79,359.86,369.1,365.59,357.32,349.3655556,342.5455556,348.7,354.4755556,357.57,363.0055556,354.21,370.75,374.62,367.6736842,373.4645455,373.56,369.34,376.0233333,375.26,374.4084615,373.9733333,367.7045455,362.98,366.96,364.05,371.3555556,375.8455556,375.6572727,373.9972727,364.2066667,367.4866667,358.3055556,355.73,358.19,367.85,372.92,366.94,373.71,367.6955556,376.33,382.67,389.8966667,393.5866667,387.8066667,L7
2004-03-19 21:33:10+00:00,350.0877778,342,334.1185714,328.5477778,326.8877778,335.7377778,337.45,347.1077778,345.4777778,339.95,331.56,322.58,338.7677778,342.8777778,347.0977778,353.96,368.09,373.85,350.37,360.07,352.2977778,344.9577778,342.93,342.4477778,348.25,350.4577778,351.1785714,362.97,352.48,347.8710526,356.9954545,358.55,356.8285714,359.3766667,362.8285714,363.1553846,356.3066667,347.3554545,344.04,349.8,353.6285714,367.5477778,375.4777778,375.2027273,369.7427273,355.8633333,368.5533333,362.4577778,347.5085714,354.1085714,359.1685714,352.73,359.2085714,369.73,371.6077778,376.6285714,379.88,375.3533333,381.7033333,362.7133333,L5
2004-03-27 21:43:21+00:00,,310.3,333.1185714,329.9833333,332.0733333,338.1233333,339.09,347.8433333,346.0533333,342,335.16,330.55,341.5633333,,345.9133333,360.72,,,,,,,,,,,,,,,361.87,364.62,363.0085714,367.85,367.7485714,368.4538462,369.63,,351.7,359.56,358.1685714,366.4333333,374.2833333,375.85,370.72,365.38,368.62,361.6733333,352.9985714,360.1185714,365.1485714,,368.9685714,371.84,371.9833333,376.1985714,389.66,390.3,387.05,374.03,L7
2004-05-06 21:34:22+00:00,347.5122222,340.74,342.5214286,334.6322222,332.0622222,335.7422222,329.54,350.7122222,346.8322222,337.5,333.78,331.27,339.1522222,336.8522222,338.6222222,341.82,352.64,363.68,356.25,357.16,350.0522222,338.8022222,335.22,337.0922222,334.15,338.0822222,338.5314286,353.68,356.98,355.0389474,369.3045455,371.85,368.4714286,371.9833333,369.4014286,371.4446154,367.6133333,356.0145455,351.39,354.13,354.0114286,363.0922222,367.0822222,377.5172727,371.3772727,367.0266667,365.7166667,356.3222222,348.5714286,351.9414286,353.8114286,355.4,351.4714286,355.25,356.3722222,362.5314286,376.51,372.3166667,377.8966667,372.9266667,L5
2004-06-23 21:35:46+00:00,336.2344444,340.67,335.3971429,324.2144444,316.8144444,320.8244444,318.96,333.5744444,338.3444444,329.69,323.25,311.74,328.6844444,331.5544444,337.7544444,344.35,348.84,351.54,336.45,343.55,336.1744444,322.9444444,322.21,324.4544444,325.15,330.3444444,342.4371429,358.78,365.99,357.99,364.4481818,369.45,363.5071429,367.1766667,368.2071429,369.7623077,371.5266667,365.3181818,360.36,366.17,363.6771429,374.4944444,378.5744444,376.9390909,370.1190909,360.0633333,361.8633333,353.9544444,348.1071429,362.8071429,359.8571429,368.22,359.2671429,367.34,366.2144444,364.9471429,368.33,363.6833333,366.8233333,365.7233333,L5
2004-07-01 21:43:05+00:00,321.3755556,319.09,311.7985714,300.9555556,301.1955556,315.9855556,322.86,323.9155556,322.2355556,313.94,301.07,289.18,309.2955556,320.3255556,322.5955556,321.75,320.8,324.6,338.69,337.91,328.3855556,315.9055556,305.5,304.5755556,309.88,315.0155556,325.1685714,323.26,334.95,327.2315789,339.4336364,348.5,345.6285714,352.5233333,348.2285714,347.99,343.1533333,331.3036364,325.7,336.81,348.9485714,361.6655556,365.3255556,369.3618182,356.7718182,346.7466667,354.9466667,343.0655556,333.8085714,339.8285714,349.8785714,340.59,349.1685714,352.4,357.3755556,352.5585714,350.83,328.6666667,,,L7
2004-08-02 21:42:52+00:00,347.63,334.84,328.5942857,316.51,316.85,326.63,316.07,325.12,330.42,322.1,321.55,316.12,326.3,327.66,329.96,331.44,335.92,342.09,337.96,336.34,326.57,315.9,314.32,319.6,321.92,328.81,330.0442857,346.53,351.37,350.6384211,359.3181818,365.6,361.9442857,365.47,366.6142857,366.7976923,368.69,359.4181818,352.5,359.6,356.3042857,367.15,376.13,377.4490909,373.0890909,364.91,371.65,362.17,354.5142857,360.5342857,366.7342857,369.35,369.6242857,,,,,,,,L7
2004-08-10 21:36:56+00:00,339.25,334.22,332.1742857,319.51,329.4,340.13,339.63,325.92,324.98,314.38,311.28,303.79,320.76,325.21,330.75,339.46,341.82,348.76,349.69,342.29,333.62,320.22,310.58,311.96,312.98,314.42,332.3342857,345.37,359.4,350.8421053,371.8390909,372.64,355.7842857,362.88,362.2742857,363.0630769,358.88,348.8890909,350.92,360.21,365.6042857,372.73,377.32,377.0345455,374.0845455,358.23,364.61,350.01,340.4442857,353.8742857,359.6542857,366.05,371.0342857,391.23,389.88,383.8342857,391.69,379.31,370.62,372.52,L5
2004-09-03 21:42:47+00:00,332.6288889,328.45,328.8428571,323.3288889,329.7788889,330.3388889,317.87,328.8888889,327.3088889,319.57,320.72,313.6,322.9088889,330.2488889,333.8288889,340.65,345.74,344.04,335.57,333.52,332.6388889,323.2488889,324.05,319.4488889,311.45,320.3988889,332.2128571,349.7,362.75,360.6705263,365.9536364,368.46,360.5028571,370.6533333,368.7228571,368.9853846,368.4533333,356.9236364,354.88,358.42,356.1428571,363.4688889,366.0188889,366.4118182,359.6318182,353.6166667,358.4766667,349.5288889,348.2928571,353.4728571,360.6928571,369.97,362.1028571,362.73,360.9388889,367.6828571,376.08,384.4166667,388.5666667,382.7266667,L7
2004-09-11 21:37:49+00:00,349.7011111,351.51,345.23,331.6511111,329.3511111,339.7711111,332.22,334.8511111,332.1711111,325.61,324.35,325.62,329.0211111,326.8011111,330.7611111,350.51,365.23,350.85,364.24,356.52,348.0411111,346.7411111,340.65,341.2611111,323.9,324.9711111,343.43,351.54,362.11,377.2884211,397.8518182,405.74,387.47,395.7066667,396.66,,,,373.42,392.3,,,,,,392.3733333,,,,,,,,,,,,,423.7733333,415.0933333,L5
2004-09-19 21:42:41+00:00,333.11,324.24,326.5714286,321.25,322.36,324.43,318.37,329.75,331.29,319.93,320.16,312.72,326.79,334.02,335.9,342.17,346.42,343.18,334.57,339.09,332.73,322.27,322.44,319.16,316.21,321.89,331.7514286,352.57,364.73,358.7557895,371.4818182,370.53,365.7414286,369.3,369.4814286,365.1438462,364.21,359.7718182,359.2,362.49,362.2514286,362.09,368.2,366.2409091,363.9009091,359.15,363.74,355.27,348.1014286,354.8514286,361.4614286,367.28,362.6214286,364.8,362.77,369.7914286,375.48,385.13,385.18,383.77,L7
2004-11-14 21:39:06+00:00,,,,,,,343.68,335.44,338.68,333.73,325.87,319.55,328.51,340.05,342.59,344.35,356.7,357.86,352.29,350.19,338.09,328.99,326.09,322.75,318.34,321.63,337.5371429,353.38,364.86,361.3273684,367.8236364,362.24,350.0471429,353.41,355.6171429,345.9461538,346.49,336.8636364,348.81,350.23,349.8871429,357.04,364.9,367.5718182,365.2318182,349.69,356.75,348.09,345.9471429,348.1571429,354.9971429,371.25,365.2571429,369.37,,,,,,,L5
2005-02-10 21:43:38+00:00,355.4422222,343.7,345.4428571,334.7022222,339.8922222,345.5722222,342.63,352.8122222,352.9822222,,338.31,339,341.9522222,343.0422222,344.3122222,357.08,366.08,,,,,,,,,,,,,,,,,,,,,,,,,370.9722222,377.5022222,377.3536364,373.8136364,366.4166667,366.8466667,365.2022222,353.8228571,356.5828571,364.3528571,367.97,363.5328571,366.36,366.1622222,378.2428571,380,378.4566667,378.9066667,375.0966667,L7
2005-02-18 21:40:42+00:00,363.4733333,348.37,345.1485714,344.2233333,344.7433333,350.1333333,353.26,355.5433333,355.8733333,357.09,350.45,344.75,346.6933333,341.2433333,343.0933333,350.12,363.52,366.87,353.46,349.45,354.7633333,351.4033333,337.06,322.9033333,327.55,336.0033333,341.6685714,352.23,348.21,336.4984211,346.6309091,352.8,358.1885714,357.77,358.3585714,359.4192308,356.79,346.5109091,333.54,341.65,350.7185714,356.4533333,361.5433333,367.8354545,361.4254545,363.76,368.3,353.0733333,345.6085714,353.0685714,356.6885714,346.22,348.1885714,356.56,357.5033333,362.1885714,366.44,364.38,363.11,368.52,L5
