Year-Month,monthly_anomaly,Value,Smooth_Value
2000-01,-1.5762548232210998,0.7,1.1206620428165268
2000-05,-2.904076504580061,0.4,0.7052965307330857
2000-08,4.532819832588479,0.7,0.6953137205770475
2000-10,0.9374278114142087,1.1,0.9873674697231403
2001-01,-3.155675851417276,1.0,1.047664582712588
2001-03,-3.094014602511052,0.9,0.7043952103670074
2001-06,-2.6543753615451893,0.3,0.07658308652256224
2001-08,-2.952729743709031,-0.4,-0.04064414263733944
2001-10,-4.685864668680648,-0.0,0.0508568996238251
2001-12,-5.278529417127637,-0.8,0.1568477073525554
2002-01,-4.841664342099259,0.4,0.2031073164342442
2002-02,-2.919814898140933,1.1,0.20071278544683566
2002-03,-2.7670563632735234,0.2,0.11333712796710962
2002-07,1.0882725114092038,-0.5,-0.4538436404008915
2002-08,2.0292128644584326,-1.0,-0.557907683548359
2003-01,1.2704977232604422,-0.2,-0.45249899873151095
2003-02,-5.166273565347524,-0.7,-0.3279610222680055
2003-08,-3.662480891010485,0.1,0.12182375246661391
2003-09,1.1291490957556063,-0.1,0.1017104665741795
2003-11,-5.000098746247267,-0.3,0.10232425246318513
2003-12,-3.6953025723694406,1.1,0.13114373855990422
2004-04,-3.726086614717971,-0.9,0.21016311525528858
2004-05,-4.887215162819306,1.0,0.20223054161656162
2004-06,3.757486913532473,0.8,0.13258027181395865
2004-07,6.678845235837554,-0.5,0.0008209385774929912
2004-11,7.084790591839711,-0.7,-0.5722532111509072
2005-01,5.563034934301799,0.3,-0.7713754587456078
2005-02,2.5428467392497036,-3.1,-0.806632513415865
2005-03,4.758552004036617,0.3,-0.7094836888060683
2005-04,7.768473537580649,-0.6,-0.5661428288646643
2005-05,7.522689806337738,-0.8,-0.3863888771202395
2005-07,8.757684388577292,0.2,0.0016709763127542854
2005-08,7.980056320030875,-0.3,0.16676715550807633
2005-11,2.8242566466122785,-0.2,0.565958970983785
2006-01,3.578394448913379,1.7,0.758321044061758
2006-02,-1.9543015616737427,0.1,0.7664115126886586
2006-03,-2.8322326605231933,1.8,0.6970526872227794
2006-04,-1.0976559438375888,1.1,0.5035695520823653
2006-05,0.8014662273934444,-0.5,0.22279876102247764
2006-06,1.389224762260861,0.2,-0.06326321198930013
2006-07,0.10130929448148708,-0.6,-0.32734792072369495
2006-10,1.5736601771045662,-1.3,-0.6344703027433165
2006-11,-1.9367827228238363,0.1,-0.5693913700794899
2006-12,-0.46722163720832055,-0.3,-0.48457116178780735
2007-05,0.22182574200503852,-0.1,0.013244605348805238
2007-11,-0.6018581370528058,0.9,1.1081210010073335
2008-01,-9.719068340045254,1.8,1.439964863408059
2008-04,-7.412610917261208,0.7,1.0349452382600783
