Year-Month,dates,monthly_anomaly,nzd0286_Average_Value,Value,Smooth_Value
2010-02,2010-02-08 21:45:54.000000000,352.86318147739206,354.2644427893195,-1.5,-0.4629696995744539
2010-03,2010-03-12 21:46:11.000000000,350.8594841969356,352.8769317814276,0.7,-0.05218462012544492
2010-04,2010-04-29 21:46:15.000000000,351.5578794638945,351.43935048896105,1.2,0.3806140794748909
2010-05,2010-05-15 21:46:11.000000000,340.74392981287724,350.3830186013819,0.9,0.7583413254352038
2010-06,2010-06-16 21:46:12.000000000,357.21885039974177,350.1524256942557,0.4,1.094954924022491
2010-07,2010-07-10 21:46:16.500000000,350.5045807623333,350.28429272021884,1.8,1.4201525342331704
2010-08,2010-08-19 21:46:18.000000000,344.29476309768336,350.878680793934,1.8,1.6864146012833843
2010-09,2010-09-04 21:46:21.000000000,351.7738395151856,351.6220828805596,2.2,1.8884268443633652
2010-10,2010-10-14 21:46:26.000000000,354.65579571860644,352.06023869123226,1.7,2.0334955825207492
2010-11,2010-11-23 21:46:54.000000000,348.57577009456713,351.6317408187246,1.3,2.1635463743183525
2011-01,2011-01-16 05:45:08.333333248,351.4010929198899,350.3565396752708,2.3,2.3021264970408923
2011-02,2011-02-27 21:47:35.000000000,358.0224144276776,347.862376681355,2.7,2.197003208727833
2011-03,2011-03-31 21:47:41.000000000,334.90915177554285,345.94245051821866,2.5,1.9452700552764968
2011-04,2011-04-16 21:47:40.000000000,344.36814978672123,344.84094387073554,1.9,1.5800057756716674
2011-05,2011-05-18 21:47:38.000000000,340.7401525291752,344.53915664865843,0.4,1.1959257694229637
2011-07,2011-07-05 21:47:35.000000000,346.5256182922906,344.9658560857387,1.0,0.8039636336868894
2011-08,2011-08-14 21:47:29.000000000,346.16820189000634,345.91617117789275,0.4,0.7993830321028083
2011-09,2011-09-15 21:47:21.000000000,352.1051844391198,346.2304773298675,1.0,0.8928077747632154
2011-10,2011-10-25 21:47:25.000000000,332.2660086188919,346.1007667607976,0.8,1.0231111988734425
2011-11,2011-11-26 21:47:46.000000000,338.01891989380704,347.67211711141744,1.1,1.1410768888873497
2012-08,2012-08-16 21:49:12.500000000,359.6432021214439,351.2609812364713,-0.2,0.010424548256646942
2012-09,2012-09-25 21:49:37.000000000,354.1529861032868,353.70602560021484,0.2,0.012456363457869529
2012-12,2012-12-22 21:50:11.500000000,350.5909552022613,355.4531472392969,-0.6,0.03199559004832079
2013-04,2013-04-29 21:55:51.000000000,367.2867584462321,356.6805241407875,0.2,0.6050472846773428
2013-05,2013-05-23 21:56:05.000000000,356.08730903599326,355.21931050285866,0.8,0.6846044722582668
2013-07,2013-07-22 21:52:41.500000000,348.87693186534864,351.0707946579754,0.8,0.6244944002479694
2013-08,2013-08-23 21:52:47.500000000,347.8801927130853,348.39695106340565,0.2,0.517705730234298
2013-09,2013-09-28 21:49:51.000000000,343.6984635414711,348.52891880021485,0.3,0.43859138036903006
2014-01,2014-01-10 21:50:36.500000000,350.408151046948,350.01371645757524,1.4,0.6159206559458059
2014-02,2014-02-14 13:53:32.666666752,352.1178341613283,352.32311612200436,0.1,0.6384472217254057
2014-03,2014-03-23 21:50:59.000000000,356.0784995121837,353.86457556872676,0.9,0.6240193775533182
2014-05,2014-05-18 21:53:35.000000000,363.9634189119152,354.33271349877054,0.5,0.3600044155789294
2014-08,2014-08-06 21:54:05.000000000,346.97336680863003,354.19191212474664,-0.7,-0.3786973254706007
2014-09,2014-09-07 21:54:12.000000000,355.12569371790636,354.27332568592067,-0.7,-0.5609740516352697
2014-10,2014-10-13 21:53:06.000000000,351.36697297272485,354.959963799098,-0.6,-0.6815283089225554
2014-11,2014-11-14 21:53:18.000000000,357.1505086489433,355.27480715676785,-0.9,-0.7529348778646072
