dates,nzd0100-0000,nzd0100-0001,nzd0100-0002,nzd0100-0003,nzd0100-0004,nzd0100-0005,nzd0100-0006,nzd0100-0007,nzd0100-0008,nzd0100-0009,nzd0100-0010,nzd0100-0011,nzd0100-0012,nzd0100-0013,nzd0100-0014,nzd0100-0015,nzd0100-0016,nzd0100-0017,nzd0100-0018,nzd0100-0019,nzd0100-0020,nzd0100-0021,nzd0100-0022,nzd0100-0023,nzd0100-0024,nzd0100-0025,nzd0100-0026,nzd0100-0027,nzd0100-0028,nzd0100-0029,nzd0100-0030,nzd0100-0031,nzd0100-0032,nzd0100-0033,nzd0100-0034,nzd0100-0035,nzd0100-0036,nzd0100-0037,nzd0100-0038,nzd0100-0039,nzd0100-0040,nzd0100-0041,nzd0100-0042,nzd0100-0043,nzd0100-0044,nzd0100-0045,nzd0100-0046,nzd0100-0047,nzd0100-0048,nzd0100-0049,nzd0100-0050,nzd0100-0051,nzd0100-0052,nzd0100-0053,nzd0100-0054,nzd0100-0055,nzd0100-0056,nzd0100-0057,nzd0100-0058,nzd0100-0059,nzd0100-0060,nzd0100-0061,nzd0100-0062,nzd0100-0063,nzd0100-0064,nzd0100-0065,nzd0100-0066,nzd0100-0067,nzd0100-0068,nzd0100-0069,nzd0100-0070,nzd0100-0071,nzd0100-0072,nzd0100-0073,satname
2004-07-06 22:00:48+00:00,,,344.36,,,,,,,,,,,,389.11,382.75,392.63,384.96,390.65,385.9466667,364.2863636,388.0763636,399.6584615,388.53,398.8363636,,,,399.98,394.47,390.9784615,376.97,374.5,390.72,391.96,394.4363636,395.05,396.7163636,398.5,,,,409.6163636,392.6863636,386.28,394.6563636,395.4684615,404.06,411.53,417.67,402.74,397.61,380.8484615,383.0063636,,,,385.67,390.1242857,402.9342857,421.8,453.295,426.6266667,404.84,386.58,399.5663636,405.4,398.9484615,400.7984615,,,,,,L7
2004-07-22 22:00:44+00:00,,324.75,311.5933333,341.2030769,356.5342857,370.8722222,364.04,360.4022222,354.65,357.96,,,,376.7366667,373.8666667,377.67,386.67,372.9666667,376.7766667,382.3222222,360.79,382.55,393.4415385,380.0466667,,,,378.4515385,396.5633333,390.7066667,385.6715385,371.1266667,369.9866667,389.4366667,389.9566667,392.23,393.3766667,378.85,,,,398.93,413.09,404.4,388.0166667,391.6,390.9115385,396.0366667,392.4866667,403.2866667,392.6966667,387.8866667,,,,373.16,368.61,383.3466667,395.4171429,419.3171429,426.7366667,454.245,420.3222222,397.3166667,388.0466667,400.37,,,,,,,,,L7
2004-07-30 21:54:28+00:00,372.3133333,354.4818182,343.0366667,356.5192308,360.8242857,376.4544444,369.29,374.0844444,376.43,377.6018182,388.24,385.8418182,385.7633333,395.2733333,406.1733333,395.17,399.14,379.3733333,381.4533333,387.1744444,372.6218182,390.7518182,397.6546154,390.6633333,396.9718182,394.5033333,395.7618182,386.2046154,397.3966667,395.9033333,397.9346154,388.7133333,384.2633333,396.5333333,393.2033333,397.2518182,391.8633333,389.2718182,391.5733333,393.6333333,398.9233333,403.7518182,415.6118182,409.2218182,397.8833333,402.6518182,397.1046154,392.8533333,396.8133333,404.6633333,394.4733333,391.3633333,375.4446154,370.2918182,364.8218182,372.3318182,369.3718182,382.2333333,393.5771429,405.0671429,421.0433333,455.515,417.0144444,390.7033333,383.7033333,397.2818182,400.4333333,403.7946154,401.2946154,415.6018182,416.8533333,409.9571429,412.31,403.1146154,L5
2004-09-16 21:55:41+00:00,361.5333333,353.1045455,348.1366667,363.4992308,376.8328571,377.5944444,377.29,379.8344444,383.24,386.5045455,,,,,,,,,,,379.7345455,400.1745455,406.1846154,399.8633333,404.8045455,405.2933333,405.8845455,393.7446154,405.3466667,408.4633333,407.0546154,395.6933333,399.8733333,408.8633333,403.5533333,406.9745455,403.9633333,399.9545455,401.0933333,391.6233333,409.1533333,427.3845455,431.1845455,414.2845455,405.8733333,409.2345455,404.0146154,405.1933333,413.3133333,412.4833333,404.0533333,403.5733333,378.6446154,385.0245455,381.6245455,383.9145455,388.6345455,393.1933333,406.1614286,417.2114286,429.4633333,468.57,437.2444444,405.0833333,392.1433333,413.1345455,410.3833333,412.6846154,408.4046154,428.5345455,432.5633333,427.5214286,428.32,411.9246154,L5
2004-10-10 22:00:20+00:00,,,,,,,,,,,369.74,372.2590909,378.1533333,397.6933333,,,394.33,384.0433333,386.0533333,379.7044444,365.1690909,383.5190909,407.2053846,390.9533333,396.2590909,394.8033333,387.7890909,380.1953846,,,384.2853846,373.9833333,374.6033333,392.7833333,390.8033333,392.1890909,395.8133333,383.3690909,391.9233333,376.1033333,385.1333333,392.9390909,,,379.7233333,386.0090909,389.4053846,393.1233333,399.3433333,402.9533333,389.0833333,393.4533333,376.6453846,374.2890909,363.9890909,358.0290909,,,,,415.3533333,441.565,409.1644444,388.8333333,378.8633333,391.1690909,398.1933333,391.8653846,393.6353846,406.9890909,409.9733333,401.3057143,,,L7
2004-10-18 21:56:23+00:00,,,,,,389.1744444,385.29,395.7744444,400.27,402.3972727,396.94,392.6672727,397.6833333,409.1933333,410.1533333,404.83,414.88,411.0033333,412.8733333,409.9744444,394.3572727,415.2272727,422.0938462,400.8233333,411.6272727,416.0733333,413.5772727,395.7738462,408.7766667,413.2033333,414.9438462,406.1733333,404.6233333,424.8333333,422.6333333,427.5472727,424.6033333,402.0572727,406.9233333,402.0233333,405.3033333,414.1872727,424.0572727,407.2072727,409.7833333,418.6072727,415.3838462,427.8333333,432.5633333,435.8533333,429.1933333,422.3933333,397.0338462,392.8772727,380.6372727,378.1172727,386.9572727,397.9733333,409.5028571,431.5728571,447.1133333,478.4,438.4244444,419.5133333,407.5233333,423.3972727,427.0133333,417.2938462,410.8438462,427.3772727,431.1033333,422.1328571,436.07,419.2038462,L5
2004-11-03 21:56:42+00:00,341.4566667,337.0072727,330.8133333,341.9346154,359.0214286,369.8322222,366.81,370.4622222,377.83,379.0672727,382.36,376.0672727,382.0366667,396.0766667,392.4866667,384.96,394.89,397.6766667,403.2666667,401.2522222,381.5772727,405.7472727,414.1723077,401.6866667,395.6272727,393.3566667,387.6372727,377.5323077,392.6233333,395.0366667,392.2223077,390.4866667,393.5666667,407.8666667,405.6166667,409.9172727,412.1266667,409.5572727,394.9866667,386.8466667,395.8966667,399.2272727,403.9672727,380.1872727,375.6866667,393.9372727,395.3223077,401.1166667,408.9266667,414.4166667,410.6266667,412.9966667,378.4023077,379.5072727,372.7672727,374.2172727,376.6472727,383.6666667,395.3657143,415.5457143,439.1066667,461.485,428.1522222,404.7266667,392.1866667,409.0372727,409.0166667,393.0423077,392.6223077,402.4372727,415.6666667,404.5257143,416.99,400.4523077,L5
2004-11-11 22:00:45+00:00,336.6133333,324.1954545,313.7166667,,,,351.69,346.8977778,350.55,358.3254545,361.5,358.3654545,368.5733333,378.5833333,381.4433333,374.17,,,377.0233333,374.3077778,357.1054545,382.9754545,388.9469231,376.4133333,380.5854545,391.6533333,378.9854545,365.5469231,384.0966667,,,,368.6333333,387.0733333,379.2533333,381.4654545,383.2633333,382.7854545,380.4333333,371.7533333,379.1433333,388.8054545,395.8454545,,,,374.8369231,385.0533333,386.0033333,392.2733333,384.9633333,384.3933333,360.2669231,357.5254545,352.6354545,354.4854545,358.3354545,374.0133333,382.5457143,,,,402.8277778,378.2233333,369.9433333,382.2154545,383.9033333,388.7169231,389.5269231,400.3554545,408.0333333,402.2957143,,382.8069231,L7
2004-11-19 21:56:55+00:00,375.0566667,353.8445455,334.5133333,350.3723077,358.87,363.4988889,362.98,366.8288889,386.86,397.0145455,395.96,399.0845455,402.2766667,410.9766667,397.9066667,392.03,401.59,392.1666667,401.4266667,397.0488889,382.8445455,425.9245455,424.2961538,410.8166667,411.9945455,420.5866667,408.8545455,393.3461538,397.2333333,401.6566667,403.2161538,392.4766667,387.4566667,414.1366667,410.4066667,432.5545455,434.6766667,425.4645455,433.4066667,420.5466667,412.0666667,401.4145455,408.7645455,395.0945455,390.7866667,390.4045455,393.6261538,398.8966667,414.1866667,434.1766667,424.6466667,421.9266667,400.5961538,399.2445455,381.7545455,383.6145455,376.8345455,392.2966667,412.31,425.27,427.3866667,,,,,,,,,,,,,,L5
2004-11-27 22:00:53+00:00,355.8266667,343.68,,345.5230769,351.3342857,364.9122222,,,,378.59,379.13,376.53,386.5966667,389.8966667,404.5466667,401.62,399.75,394.0166667,401.9466667,,,,419.7515385,405.3266667,408.06,412.7166667,409.33,392.5215385,410.3833333,412.9066667,409.8915385,403.4366667,407.4966667,,,,422.7366667,418.38,417.6566667,401.3766667,404.9366667,413.75,424.16,410.37,403.4866667,407.38,407.7515385,,,,413.5066667,415.4266667,395.2415385,392.46,382.44,375.61,387.47,395.7366667,410.3071429,425.4871429,434.5366667,464.275,427.9022222,,,,413.4966667,417.7215385,414.5415385,421.77,427.8466667,421.6471429,421.23,411.3215385,L7
2005-01-14 22:01:13+00:00,,340.2872727,336.1933333,361.8923077,363.4385714,360.6888889,360.69,363.6788889,368.02,372.9572727,382.54,,,414.5266667,413.9466667,398.37,403.76,392.1366667,405.5666667,414.9188889,391.6672727,413.4772727,411.7361538,396.7066667,,,,380.3861538,392.5333333,400.5666667,396.9761538,390.5366667,389.4366667,417.8266667,409.1866667,404.7872727,412.1366667,414.3172727,,,,419.6272727,415.9272727,398.1572727,388.7266667,395.1972727,387.1661538,398.8766667,402.2366667,409.4966667,406.1666667,412.0666667,395.5461538,,,,395.9072727,400.0366667,411.1942857,430.7442857,439.8166667,450.155,421.9688889,393.1566667,385.0466667,398.2172727,404.1666667,405.9461538,,,,405.9542857,419.27,406.3361538,L7
2005-02-15 22:01:25+00:00,360.38,345.7018182,338.99,322.2623077,343.8985714,,,364.5166667,376.95,386.6418182,379.44,360.7318182,391.85,393.5,384.92,383.16,399.56,382.31,,,365.3318182,394.8718182,398.6961538,380.46,384.8618182,386.68,389.0018182,375.6861538,394.15,393.55,387.7961538,,,,406.44,409.3018182,419.05,411.0618182,395.26,381.21,388.34,392.4518182,397.9618182,379.5918182,379.28,390.2618182,,,411.51,409.84,387.01,388,369.2561538,371.7118182,369.3918182,378.0618182,375.5918182,381.76,390.0642857,404.4642857,414.68,,,,388.61,400.1818182,398.98,398.2861538,396.5861538,418.7018182,408.92,399.3442857,405.41,399.5661538,L7
2005-02-23 21:58:31+00:00,353.87,341.05,335.31,340.3338462,341.5185714,345.1933333,345.68,349.5033333,359.53,363.71,376.18,369.34,379.24,391.24,393.35,390.25,389.78,380.18,381.83,378.3033333,354.83,376.14,390.5569231,391.93,389.28,390.86,391.22,380.8869231,398.74,392.97,380.3669231,364.33,371.64,396.82,394.92,403.1,405.62,400.12,393.49,376.68,390.96,395.33,401.37,389.77,386,390.53,394.9869231,396.95,397.12,402.96,392.5,400.07,379.4069231,370.46,367.79,369.2,373.91,384.66,389.1042857,401.1242857,410.85,450.075,404.0933333,394.55,387.86,396.29,405.56,399.5769231,403.7069231,415.98,415.41,403.8142857,403.6,393.9169231,L5
2005-03-03 22:01:30+00:00,357.8833333,345.3645455,348.0866667,361.2415385,365.0357143,368.4677778,,,383.39,386.0645455,393.79,378.1845455,384.9533333,405.7633333,410.8833333,409.43,404.06,392.1033333,397.6933333,,,,400.8207692,397.1833333,398.5445455,399.3233333,406.1945455,398.8307692,406.3566667,400.5533333,387.9307692,388.1833333,390.6433333,,,425.8245455,425.6333333,420.9745455,396.8433333,387.4133333,395.3433333,400.0445455,410.2145455,407.2845455,406.6333333,410.9245455,407.9307692,,,,398.8733333,397.7433333,376.4007692,376.8845455,373.1945455,381.3745455,389.6945455,398.3233333,402.9328571,419.5928571,423.5233333,460.51,,,,413.2445455,411.2233333,404.1007692,413.5407692,423.2645455,421.7933333,409.0728571,413.77,409.7707692,L7
2005-03-11 21:58:44+00:00,349.47,338.1181818,334.85,339.1592308,352.7171429,359.7733333,366.91,366.5033333,369.16,372.1481818,375.31,371.7181818,378.77,393.67,396.02,394.94,404.62,393.77,397.22,395.6733333,371.6981818,390.2081818,401.9546154,394.12,391.7081818,393.49,391.2881818,383.9746154,401.28,398.73,387.9946154,376.1,387.39,412.69,410.54,416.1981818,419.31,414.0581818,403.78,390.96,396.62,406.3881818,414.9281818,397.4781818,398.81,403.4381818,404.1046154,408.7,409.01,413.23,399.74,397.09,377.9546154,379.2081818,377.9681818,382.1281818,385.9681818,389.97,396.5285714,404.6185714,418.08,438.915,414.3933333,400.46,398.99,408.1481818,408.6,397.7446154,403.8246154,415.6781818,418,407.5985714,408.43,393.7146154,L5
2005-07-17 21:59:35+00:00,350.8933333,324.3554545,301.5466667,346.0961538,334.4142857,334.7711111,,,319.42,337.0154545,346.74,362.3154545,373.2933333,379.2933333,385.3033333,370.66,369.17,354.1133333,372.5133333,364.2311111,353.2054545,371.1154545,379.6930769,382.7333333,381.5354545,378.1133333,378.1654545,362.9030769,388.8666667,396.9433333,382.9630769,358.8033333,352.6933333,364.2633333,363.9633333,368.9354545,381.3833333,394.1354545,399.3933333,387.3333333,394.2033333,388.0454545,383.3854545,375.0354545,358.7833333,358.8654545,363.2830769,377.2133333,386.6533333,396.7733333,,,,,,,,,,,,,,379.4833333,370.2133333,380.5454545,390.0933333,391.5530769,392.9330769,400.9354545,399.6033333,386.4671429,385.2,379.0030769,L5
2005-09-12 21:53:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.4233333,402.1133333,402.8233333,,,,,,,,,,,,,,396.7633333,387.2433333,399.4663636,,,,,,,,,L5
2005-09-19 21:59:56+00:00,352.5233333,338.34,334.9366667,354.0523077,362.17,364.2411111,358.78,353.9311111,353.3,346.66,354.93,361.14,371.4333333,389.2033333,387.1233333,387.77,391.3,382.6933333,394.9833333,400.3611111,358.98,381.07,384.4461538,379.6933333,382.24,383.5533333,382.8,385.4761538,396.7466667,408.2733333,400.3861538,376.0533333,374.5433333,394.6433333,387.7833333,393.23,396.9833333,396.16,391.1433333,380.7833333,391.7633333,403.45,399.15,388.6,379.8733333,393.05,392.4061538,400.0933333,405.3733333,406.4933333,385.7633333,393.8933333,373.0861538,375.32,372.73,380.42,387.63,395.8233333,394.05,404.17,411.5233333,466.215,434.2511111,398.8533333,384.5633333,398.9,407.2533333,402.4961538,395.8261538,406.38,411.7033333,406.63,408.33,399.3861538,L5
2005-11-30 22:01:24+00:00,346.5833333,336.7572727,323.9666667,345.7961538,356.07,351.7244444,349.18,,,,349.29,355.3772727,364.8333333,367.1633333,366.0233333,364.14,377.49,374.8233333,377.5133333,369.0144444,,,,368.8533333,375.4472727,376.0833333,376.8672727,371.9330769,388.6166667,390.3133333,376.9430769,358.8533333,355.4433333,369.7233333,,,,391.1372727,385.1633333,375.6333333,377.9533333,376.0972727,381.5472727,373.9972727,367.8133333,365.7172727,366.8530769,378.3633333,,,,,356.3430769,362.4172727,358.2472727,359.9772727,369.2472727,374.4933333,381.42,389.55,405.5633333,438.865,404.3044444,397.5133333,,,,390.7730769,384.2030769,406.5472727,407.5533333,383.24,380.91,376.5830769,L7
2006-02-18 22:01:53+00:00,337.3333333,322.1481818,324.0966667,346.88,353.1514286,346.3244444,341.66,347.0844444,,,350.41,353.7081818,361.1333333,369.1533333,361.0333333,360.48,375.09,370.9433333,372.0633333,368.9044444,345.5881818,,,,368.5381818,365.6633333,366.3281818,358.37,381.8366667,382.0533333,375.88,358.7733333,350.6033333,371.7833333,369.7633333,,,,376.5133333,360.2533333,361.6433333,362.6481818,371.0481818,362.0281818,358.8333333,367.6481818,368,374.6133333,382.1533333,,,,350.41,348.7481818,342.8181818,346.0281818,353.1481818,358.5233333,358.2357143,377.7157143,391.9033333,427.065,393.0844444,384.3433333,372.8533333,,,,382.01,388.7881818,374.0833333,369.1757143,361.22,358.46,L7
2006-05-09 22:01:52+00:00,,339.8445455,341.1466667,360.0938462,356.2785714,368.0811111,367.12,372.2211111,358.29,,,,387.8033333,395.2733333,405.9133333,394.53,386.13,392.1533333,397.7433333,399.3011111,379.9645455,391.8845455,388.9469231,,,,390.4545455,386.7569231,403.7166667,405.0133333,396.0069231,378.2733333,373.9633333,393.5633333,393.9933333,403.1445455,409.8633333,,,,393.0733333,382.3045455,392.2045455,382.0345455,376.0533333,378.8945455,391.4369231,398.8033333,407.1933333,406.7433333,391.7933333,,,,373.4645455,375.0445455,377.2545455,372.3933333,373.6242857,380.3242857,390.9733333,431.43,408.7411111,399.5233333,396.9333333,401.4845455,396.2233333,,,393.5245455,393.2433333,379.2442857,378.33,381.8169231,L7
2006-05-17 22:03:57+00:00,368.91,335.09,374.74,383.7676923,388.6671429,385.5766667,390.91,391.9666667,387.14,375.04,374.33,377.86,398.68,414.39,428.09,421.43,415.71,411.79,403.9,415.6666667,392.41,403.16,400.6038462,405.97,415.84,415.29,412.74,406.8438462,425.74,430.71,421.0838462,403.46,399.43,417.46,419.8,428.9,428.72,426.09,422.26,406.42,408.05,405.04,415.74,412.47,401.44,410.16,413.8038462,424.27,426.06,429.12,400.94,403.32,388.8138462,383.67,378.7,378.53,383.46,392.77,394.9385714,397.0385714,411.84,460.89,433.6766667,421.54,420.77,420.09,413.44,413.0638462,411.0038462,421.33,419.69,406.4085714,404.12,404.4538462,L5
2006-06-10 22:01:49+00:00,354.4733333,347.4736364,342.6966667,356.3015385,364.9528571,375.9311111,379.2,387.6211111,,,,381.4636364,392.8933333,401.8833333,408.8333333,404.95,399.23,406.6233333,411.6933333,394.9011111,373.2836364,,,,401.1536364,403.1733333,404.6236364,395.8007692,409.7966667,407.9133333,401.6707692,391.3633333,384.5533333,401.9133333,403.9733333,,,,408.0033333,387.7833333,387.3733333,380.7936364,391.0236364,388.2636364,380.0333333,379.0436364,395.1407692,409.0033333,416.9533333,419.7733333,,,,377.3536364,375.4936364,373.6236364,371.8636364,380.3733333,387.2014286,395.0914286,407.1533333,452.545,420.4211111,403.0433333,392.9433333,,,,404.8707692,410.0636364,397.9833333,387.9914286,387.74,389.7807692,L7
2006-07-04 22:04:41+00:00,339.2066667,324.5854545,325.5133333,351.6446154,358.6257143,367.1488889,366.31,368.8888889,365.89,354.1154545,357.22,361.9254545,380.5266667,388.2866667,381.3366667,377.93,395.65,387.9866667,389.0566667,378.5088889,357.0854545,374.5754545,380.9723077,367.9066667,373.7454545,389.6866667,404.0654545,377.1723077,390.7133333,395.2966667,393.6723077,372.0266667,359.2666667,377.5166667,380.0766667,397.1454545,413.2466667,402.8354545,384.4566667,377.4966667,380.7666667,371.7154545,375.2254545,366.1254545,361.5866667,378.5754545,384.6423077,390.2966667,395.9566667,404.4166667,397.4566667,389.3766667,360.1023077,357.1654545,360.7354545,363.0854545,363.5754545,367.9266667,372.2428571,386.2228571,402.8566667,444.935,404.9988889,390.9266667,382.3466667,397.9254545,404.5866667,389.3623077,391.3123077,398.3754545,386.6266667,368.4628571,375.1,381.6123077,L5
