nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.0011533850536245165,2.0,-0.27581854824473495
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,,,
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.39961034837084286,1.0,-0.0725337723666248
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,,,
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.3205030430085638,0.0,0.0825008062230097
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,9.056054900189978e-05,3.0,-0.3777910522697989
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,2.8046363734350882e-05,3.0,-0.26059035803932606
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.004386720116467378,0.0,0.2402622868195443
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.15065736432481053,1.0,-0.09228559722540647
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.1809759738868424,0.0,0.11018720265801049
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.0026347472560963644,3.0,-0.26069881092767966
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.3080470616882228,0.0,0.06810360464210241
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.2103324991661873,2.0,0.08940977614631056
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,,,
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.04130927764638924,3.0,-0.1580849603753417
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.024098960473762157,3.0,-0.19058647071250606
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.004073957110088947,0.0,0.23557713107857828
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.0056649646981762995,3.0,-0.19212601331930595
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.027140768205134523,0.0,0.18949105447939782
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.0010042352822654415,0.0,0.23378456447199472
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.1557976907476476,3.0,-0.0902179278627239
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,,,
nzd0215,40.18,"-37.665481,178.506463",N,-37.665481,178.506463,1,0.07249280064435089,3.0,-0.12695953412770394
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.5649825773775373,0.0,-0.03873865821587702
nzd0236,338.24,"-37.932388,177.506280",N,-37.932388,177.50628,4,0.010392242376962742,3.0,0.15898086854746293
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.03676752709571363,1.0,0.15243297881932005
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.04884265151005716,0.0,-0.12091208582206245
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.05735733063423422,3.0,-0.1323191230630638
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,,,
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,,,
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.2169780813146076,0.0,0.09195444379433235
nzd0263,105.71,"-38.565705,178.228058",E,-38.565705,178.228058,2,0.07184505675523795,2.0,-0.11997318972500351
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,,,
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.2624065370903565,2.0,-0.07902411936894227
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,0.5679007277288537,1.0,-0.03935066931646129
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,0.008596132345706976,0.0,-0.16082266000612577
nzd0279,82.04,"-39.036133,177.884430",E,-39.036133,177.88443,1,0.0434941976851501,3.0,-0.14014075955451863
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.47801232707563385,1.0,-0.05045372779549229
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,0.032413585305918785,0.0,0.1314650680794375
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.10571519646338033,2.0,-0.1209799347744358
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,,,
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,0.009798655340420844,0.0,0.1688994132260917
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.055317210991154143,0.0,0.13151095070780794
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,0.10386149237027505,3.0,-0.10310588387564491
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,,,
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,0.0008766913918165039,3.0,-0.21841344964290904
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.04898865974723251,3.0,-0.13870705160614935
