Year-Month,SOI,coastline_change
2000/01,0.43506510664936876,-0.9908227256247395
2000/02,1.552526853180282,-1.0339391995273692
2000/03,1.105542154567917,-1.041913736340631
2000/04,0.9937959799148255,-0.5748137046510867
2000/05,0.0998265826900949,-0.47872219563302515
2000/06,-0.12366576661608775,0.18964551318521738
2000/07,-0.5706504652284531,0.6412973179150049
2000/08,0.43506510664936876,0.1329902199845785
2000/09,0.6585574559555514,-0.15257803844545628
2000/10,0.8820498052617343,-0.7806272257132482
2000/11,1.6642730278333735,-1.1415814523639662
2000/12,0.5468112813024602,-0.7368712264303453
2001/01,0.7703036306086428,-1.2142248813680634
2001/02,1.552526853180282,-1.562818261541299
2001/03,0.6585574559555514,-1.195378067691808
2001/04,-0.12366576661608775,-1.1826849203961711
2001/05,-0.905888989187727,0.4561084856866795
2001/06,-0.011919591962996459,0.6800207069621572
2001/07,-0.5706504652284531,0.21941344561681883
2001/08,-0.7941428145346358,0.9008538325128158
2001/09,-0.12366576661608775,2.1669750553872853
2001/10,-0.3471581159222704,2.5758440702254783
2001/11,0.43506510664936876,1.389215136819923
2001/12,-1.241127513147001,1.6016155873034197
2002/01,0.0998265826900949,1.4322690357674426
2002/02,0.8820498052617343,0.7130339261896297
2002/03,-0.12366576661608775,0.2872640854894418
2002/04,-0.45890429057536175,-0.18138945317809768
2002/05,-1.241127513147001,-0.26090558147359555
2002/06,-0.12366576661608775,0.5130463907959002
2002/07,-0.905888989187727,0.31503624703381544
2002/08,-1.4646198624531834,0.272435378180962
2002/09,-1.0176351638408183,0.4519171222813521
2002/10,-0.7941428145346358,0.1521849021624515
2002/11,-0.905888989187727,0.12363606803478402
2002/12,-1.5763660371062749,0.6304008929430249
2003/01,-0.5706504652284531,0.16124941296221804
2003/02,-1.1293813384939095,0.2685543542211483
2003/03,-0.011919591962996459,0.5692085665237888
2003/04,-0.45890429057536175,1.4597283258270215
2003/05,-0.6823966398815443,2.124464345324938
2003/06,0.3233189319962775,2.3610267397691285
2003/07,-0.011919591962996459,2.5181306923095876
2003/08,-0.23541194126917908,2.465167357912657
2003/09,-0.45890429057536175,2.4243640604532373
2003/10,-0.3471581159222704,2.149018785751927
2003/11,-0.6823966398815443,1.5579019405923713
2003/12,0.8820498052617343,1.1341345060561778
2004/01,-1.7998583864124575,0.6798538304524955
2004/02,0.9937959799148255,0.1310227367174999
2004/03,0.0998265826900949,-0.2762871867946042
2004/04,-1.3528736878000924,-0.23554029297040813
2004/05,0.7703036306086428,-0.1279849987144406
2004/06,0.5468112813024602,-0.18232343273534996
2004/07,-0.905888989187727,-0.17376119335640883
2004/08,-0.6823966398815443,-0.2734184262937621
2004/09,-0.6823966398815443,-0.3463884930281082
2004/10,-0.45890429057536175,-0.3518265789790187
2004/11,-1.1293813384939095,-0.9599794435012879
2004/12,-1.241127513147001,-1.0921306972526557
2005/01,-0.011919591962996459,-1.5080090912933426
2005/02,-3.8112895301681013,-0.8668196264160678
2005/03,-0.011919591962996459,-0.6229653014185697
2005/04,-1.0176351638408183,-0.4207652081121043
2005/05,-1.241127513147001,0.02284071209818756
2005/06,0.0998265826900949,0.5461482007551351
2005/07,-0.12366576661608775,0.7679304022997747
2005/08,-0.6823966398815443,0.6903673976981227
2005/09,0.0998265826900949,0.510542663724788
2005/10,0.9937959799148255,0.6536389697649242
2005/11,-0.5706504652284531,0.1329779162444204
2005/12,-0.3471581159222704,-1.0183668437911633
2006/01,1.552526853180282,-1.4331170315716553
2006/02,-0.23541194126917908,-1.6142489671091813
2006/03,1.6642730278333735,-1.1808601491362427
2006/04,0.8820498052617343,-1.2411356853820683
2006/05,-0.905888989187727,-1.2583035862229985
2006/06,-0.12366576661608775,0.1760031495800446
2006/07,-1.0176351638408183,0.4186111313536275
2006/08,-1.4646198624531834,1.0250940293589321
2006/09,-1.0176351638408183,1.0446427384000234
2006/10,-1.7998583864124575,0.9501672947780235
2006/11,-0.23541194126917908,0.9370798611202922
2006/12,-0.6823966398815443,0.17975669967444002
2007/01,-1.241127513147001,-0.8213565673403405
2007/02,-0.45890429057536175,-1.0318354560828584
2007/03,-0.12366576661608775,-0.8442277384940994
2007/04,-0.45890429057536175,-0.33267117940166296
2007/05,-0.45890429057536175,-0.7826230880289741
2007/06,0.2115727573431862,-0.8813630395710816
2007/07,-0.6823966398815443,-0.6262718889833477
2007/08,0.0998265826900949,-0.4550798533052697
