dates,nzd0315-0100,nzd0315-0101,nzd0315-0102,nzd0315-0103,nzd0315-0104,nzd0315-0105,nzd0315-0106,nzd0315-0107,nzd0315-0108,nzd0315-0109,nzd0315-0110,nzd0315-0111,nzd0315-0112,nzd0315-0113,nzd0315-0114,nzd0315-0115,nzd0315-0116,nzd0315-0117,nzd0315-0118,nzd0315-0119,nzd0315-0120,nzd0315-0121,nzd0315-0122,nzd0315-0123,nzd0315-0124,nzd0315-0125,nzd0315-0126,nzd0315-0127,nzd0315-0128,nzd0315-0129,nzd0315-0130,nzd0315-0131,nzd0315-0132,nzd0315-0133,nzd0315-0134,nzd0315-0135,nzd0315-0136,nzd0315-0137,nzd0315-0138,nzd0315-0139,nzd0315-0140,nzd0315-0141,nzd0315-0142,nzd0315-0143,nzd0315-0144,nzd0315-0145,nzd0315-0146,nzd0315-0147,nzd0315-0148,nzd0315-0149,nzd0315-0150,nzd0315-0151,nzd0315-0152,nzd0315-0153,nzd0315-0154,nzd0315-0155,nzd0315-0156,nzd0315-0157,nzd0315-0158,nzd0315-0159,nzd0315-0160,nzd0315-0161,nzd0315-0162,nzd0315-0163,nzd0315-0164,nzd0315-0165,nzd0315-0166,nzd0315-0167,nzd0315-0168,nzd0315-0169,nzd0315-0170,nzd0315-0171,nzd0315-0172,nzd0315-0173,nzd0315-0174,nzd0315-0175,nzd0315-0176,nzd0315-0177,nzd0315-0178,nzd0315-0179,nzd0315-0180,nzd0315-0181,nzd0315-0182,nzd0315-0183,nzd0315-0184,nzd0315-0185,nzd0315-0186,nzd0315-0187,nzd0315-0188,nzd0315-0189,nzd0315-0190,nzd0315-0191,nzd0315-0192,nzd0315-0193,nzd0315-0194,nzd0315-0195,nzd0315-0196,nzd0315-0197,nzd0315-0198,nzd0315-0199,nzd0315-0200,nzd0315-0201,nzd0315-0202,nzd0315-0203,nzd0315-0204,nzd0315-0205,nzd0315-0206,nzd0315-0207,nzd0315-0208,nzd0315-0209,nzd0315-0210,nzd0315-0211,nzd0315-0212,nzd0315-0213,nzd0315-0214,nzd0315-0215,nzd0315-0216,nzd0315-0217,nzd0315-0218,nzd0315-0219,nzd0315-0220,nzd0315-0221,nzd0315-0222,nzd0315-0223,nzd0315-0224,nzd0315-0225,nzd0315-0226,nzd0315-0227,nzd0315-0228,nzd0315-0229,nzd0315-0230,satname
2007-03-18 21:57:21+00:00,,,343.3066667,348.12,352.61,362.78,358.64,360.08,367.59,351.25,,,,,,346.5357143,354,353.04,361.19,346.1857143,352.47,361.31,367.05,,,,,,343.1557143,346.14,343.61,338.8,347.89,354.14,354.53,341.64,340.31,,,,,,352.68,364.33,367.05,371.68,372.68,369.03,362.63,371.81,,,,,,355.3,347.88,348.7,347.82,349.07,332.34,335.95,,,,,,,355.95,357.18,350.5757143,358.3,349.26,349.6366667,345.4481818,353.7566667,,,,,,368.5957143,368.0457143,372.2257143,372.98,374,367.35,373.18,369.03,,,,,,383.55,379.11,359.62,381.74,381.61,367.88,373.67,377.61,,,,,,355.95,359.91,352.8157143,357.41,353.0257143,368.41,379.96,378.65,,,,,,374.34,373,372.56,372.36,370.36,371.67,359.92,371.01,,,,L7
2007-04-28 21:51:07+00:00,367.55,364.2442857,,,,,366.23,366.9,370.08,363.43,353.52,351.75,344.6042857,345.63,349.2742857,,,,,,365.06,366.42,364.7,357.54,360.84,357.5742857,355.62,347.5066667,,,,351.14,356.54,357.29,361.17,351.24,342.5,337.23,342.64,346.87,,,,,,,384.16,386.37,386.54,381.52,388.7942857,384.6642857,377.1,,,,,371.74,370.48,367.96,368,351.75,354.17,349.07,356.32,354.8,,,,,360.8642857,373.11,373.07,373.7166667,361.9772727,370.7566667,370.0966667,373.6566667,370.4666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.18,371.4742857,368.43,362.7242857,371.67,369.99,367.86,371.47,366.59,,,,,,,,,,,,,,,L7
2007-05-14 21:51:01+00:00,348.22,350.9185714,344.3622222,345.15,350.9633333,353.73,355.95,354.97,362.55,,,,,345.6333333,337.2485714,348.9185714,349.4433333,351.2333333,362.75,350.9585714,357.6933333,361.25,,,,353.7785714,350.0033333,343.0122222,350.9685714,349.6733333,340.3833333,334.6133333,339.69,344.54,347.34,,,,342.6733333,344.58,351.1085714,362.3,358.2433333,359.48,364.73,363.45,364.85,,,,,375.0885714,366.2,368.8733333,367.0833333,359.9933333,355.7433333,352.26,354.9,353.46,,,,,359.89,366.22,361.66,355.3033333,352.93,361.65,352.0185714,360.7933333,353.58,,,,,361.2922222,365.9322222,363.4390909,382.0433333,368.2685714,374.1185714,370.2885714,377.9333333,366.4933333,,,,,358.47,363.19,374.6566667,359.43,369.3466667,372.5466667,357.25,375.2466667,372.8966667,,,,364.82,356.2985714,361.0833333,362.9185714,362.02,356.33,367.7433333,363.0985714,362.9433333,360.4185714,,,,375.11,365.41,370.07,370.44,371.31,365.08,366.67,361.21,362.97,,,,,356.57,376.0966667,351.94,L7
2007-06-06 21:57:05+00:00,,346.2842857,340.31,333.11,343.32,335.92,339.99,332.37,326.68,,,,,326.62,328.7142857,329.9042857,330.79,343.87,346.2,352.6642857,346.13,,,,,,336.23,340.02,337.7642857,325.72,,,325.56,317.09,,,,,,326.57,329.7242857,331.23,,,355.29,357.67,357.2,,,,,,,,,,,,,,,,,,,,327,330.63,339.32,347.58,350.9342857,353.46,354.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.84,334.28,337.91,333.34,340.3,339.1,336.57,338.56,,,,,,,325.83,L7
2007-06-15 21:50:54+00:00,379.41,376.47,364.5722222,363.22,366.1733333,370.39,368.6,,,,,368.1833333,360.83,,362.5,357.57,361.1133333,365.1133333,375.56,367.89,,,,,378.1833333,376.71,373.2233333,362.3622222,362.63,362.2333333,359.3733333,353.6133333,355.17,,,,,354.4833333,362.6433333,356.56,365.67,,369.6033333,375.08,384.31,380.55,,,,401.2433333,400.64,402.83,391.1,392.9933333,376.9033333,368.0633333,362.0333333,361.61,365.9,,,,368.79,374.45,378.08,375.32,374.46,365.4833333,375.11,377.44,371.57,373.7733333,,,,378.9522222,380.0022222,385.9822222,384.3422222,382.1654545,390.6433333,394.69,391.34,396.79,,,,,386.8,395.67,386.18,388.6,391.7066667,378.63,390.5766667,388.1166667,376.24,,,,,394.5,389.01,377.43,389.1333333,384.27,376.27,379.22,393.0733333,380.21,,,,392.61,395.15,396.17,384.46,396.11,,387.75,390.85,383.7,,,,,379.63,387.06,378.75,395.0166667,,L7
2007-09-10 21:56:39+00:00,368.15,,,,,366.75,365.95,369.22,375.79,356.0233333,353.5133333,349.4133333,348.6371429,,,,,,365.88,357.0971429,360.8933333,373.91,373.46,364.7233333,369.0633333,363.9671429,,,,,,346.4633333,352.09,360.15,354.35,347.9,348.62,343.0933333,347.3533333,,,,,,379.24,375.87,378.25,381.31,375.0433333,383.1533333,383.5671429,387.6171429,,,,,362.1233333,366.63,367.77,368.83,367.74,361.21,351.32,363.9,366.97,,,,,369.2,360.3971429,368.9133333,365.67,362.0688889,365.2409091,365.1388889,372.9088889,,,,,,382.4971429,385.0671429,388.7733333,387.4133333,383.0233333,391.71,381.47,390.92,374.33,,,,,391.6066667,372.47,388.3166667,387.2566667,380.62,384.47,387.15,379.59,,,,,,374.9533333,374.0871429,373.8933333,370.1271429,384.22,391.42,391.47,391.81,,,,,380.1,377.63,376.7,375.16,377.42,381.56,365.24,379.23,366.24,,,L7
2007-09-19 21:50:26+00:00,378.96,374.0314286,374.6366667,364.57,359,,,,356.91,358.17,358.34,361.21,362.2914286,362.93,363.8614286,360.3914286,359.95,359.28,,,,361.72,358.98,369.08,373.54,376.0614286,370.34,369.2866667,364.7114286,364.16,,,,,345.56,345.57,348.72,346.88,359.45,364.27,366.1614286,365.45,377.19,,,,,383.59,389.59,392.83,395.5414286,398.8314286,397.15,388.89,385.34,380.93,,,,,383.01,368.7,349.97,359.65,356.25,369.09,368.18,368.52,369.29,,,,,387.5266667,386.47,391.8266667,395.7366667,400.8766667,400.9966667,398.85,393.9,393.7614286,,,,,390.71,381.46,376.82,368.07,367.08,359.57,,355.16,,,,,357.97,372.06,371.67,379.79,383.12,383.2714286,380.87,384.9314286,382.02,,,,,375.7914286,371.86,370.98,370.48,383.57,373.76,365.26,373.52,366.66,,,,,371.14,366.47,371.52,367.59,367.19,355.39,360.24,L7
2007-10-21 21:50:31+00:00,336.45,332.7657143,329.5266667,330.96,328.45,,,,322.15,324,321.05,320.49,319.1557143,317.14,,324.5657143,323.92,,,,,333.94,333.9,337.07,337.75,332.5157143,329.76,324.7366667,324.0057143,319.9,,,,,307.28,304.07,,309.85,310.62,320.47,328.5557143,322.62,328.43,,,,,345.39,341.31,,350.9357143,348.8357143,340.96,,338.04,335.75,,,,329.34,327.46,323.46,,,321.67,324.62,329.84,332.73,335.2,,,,344.8,342.6366667,351.7190909,,352.8166667,,,356.4490909,357.11,,,,,365.93,355.52,353.92,350.29,343.99,340.43,335.24,,330.41,,,,,337.15,339,342.89,347.79,345.03,346.4057143,347.39,344.5357143,348.22,,,,,341.2057143,340.53,339.81,341.46,339.1,336.89,335.8,329.11,331.43,,,,327.32,329.38,333.35,329.33,328.79,321.91,319.6,,L7
2007-10-28 21:56:46+00:00,,,340.9811111,336.77,343.0466667,338.57,344.26,344.03,353.53,340.2066667,340.7366667,,,,,340.1471429,340.2066667,342.4266667,344.21,337.1871429,341.4066667,348.3,352.29,,,,,,333.7771429,338.3966667,330.9766667,333.6666667,335.91,330.57,332.77,323.45,,,,,,342.22,338.3966667,346.59,348.58,358.16,365.69,370.66,362.7466667,,,,,,363.3666667,364.0366667,351.3166667,355.69,350.03,348.83,343.08,341.77,,,,,,344.1366667,348.49,351.08,342.5471429,353.8366667,352.75,350.6711111,351.4872727,,,,,,371.4366667,366.8871429,366.6771429,371.8871429,375.7466667,368.9466667,364.2166667,361,,,,,,356.65,363.0133333,362.1833333,354.99,360.6633333,367.4833333,361.33,,,,,,354.4071429,361.1,359.26,359.9666667,350.9571429,351.9666667,348.6871429,352.19,,,,,,352.21,350.94,352.36,353.74,350.75,354.92,356.77,355.33,,,,,,L7
2007-11-06 21:50:41+00:00,,,372.9688889,367.54,369.6133333,366.61,368.77,369.33,377.89,366.3533333,367.6733333,,,,366.94,370.53,371.4633333,374.0233333,374.3,367.85,374.0933333,378.44,382.39,382.5833333,,,,363.9688889,362.54,364.9533333,358.1633333,354.9333333,355.59,357.35,358.6,351.83,351.93,,,,365.54,368.88,370.0233333,376.38,379.24,381.92,384.95,392.01,391.3733333,393.7833333,,,,384.4633333,381.5233333,377.1933333,374.6233333,373.97,373.47,369.13,367.67,369.37,,,,,373.19,375.2533333,377,380.52,372.53,380.4333333,380.2,378.9288889,380.6890909,,,,,387.6190909,398.2133333,393.53,396.03,398.18,402.3633333,396.0733333,391.0233333,388.45,,,,387.37,393.9166667,386.77,394.4966667,389.9466667,380.18,390.6166667,391.2866667,389.31,393.33,,,,386.6533333,384.17,387.91,385.82,386.9133333,381.42,379.9933333,378.79,382.97,,,,,381.33,382.45,382.6,379.57,380.72,378.97,378.77,381.54,380.47,,,,,360.06,L7
2007-12-15 21:57:08+00:00,,,,,,338.44,342,362.06,349.86,359.0566667,357.7666667,337.7966667,337.8885714,,,,,,344.49,340.3085714,346.0066667,348.22,359.12,371.5566667,367.9366667,368.2585714,,,,,,333.5266667,326.55,319.09,325.11,345.84,331.56,341.0666667,339.0566667,,,,,,370.11,355.88,361.16,378.63,390.5366667,387.8066667,378.8885714,384.3985714,,,,,,368.81,342.84,350.64,376.42,386.27,373.17,366.8,,,,,,,371.8685714,375.5766667,381.26,396.5277778,393.9127273,393.7377778,383.4677778,,,,,,400.4585714,403.6885714,417.3366667,399.6866667,389.8166667,380.31,377.81,372.34,,,,,,337.8533333,354.19,345.4033333,349.7633333,360.63,370.84,379.41,380.08,,,,,,377.7966667,374.6285714,373.5366667,372.7885714,365.98,365.93,364.36,358.56,,,,,,351.79,356.36,342.89,354.78,363.77,363.14,349.94,352.45,,,L7
2007-12-31 21:57:10+00:00,369.81,366.5714286,378.1555556,379.5,354.9333333,351,354.33,,,,,,347.7514286,342.3633333,365.3214286,371.4014286,370.6833333,362.3833333,353.08,,,,,,361.5833333,364.1514286,360.4533333,369.4255556,368.9414286,354.1033333,343.7933333,332.9533333,,,,,,338.9633333,343.1133333,356.72,360.5214286,357.99,355.7733333,369.77,367.12,,,,,,379.2214286,388.6114286,378.94,386.0333333,390.9233333,385.0633333,387.7733333,365.37,,,,,,361.76,353.03,354.23,361.47,387.9233333,373.82,368.69,377.7314286,,,,,,390.3855556,402.1255556,420.9255556,402.4445455,390.6833333,402.5814286,402.9514286,410.2414286,,,,,,363.82,359.43,356.77,346.0966667,353.76,351.5566667,344.5866667,349.41,,,,,372.49,378.58,378.0114286,382.7333333,397.7514286,390.21,393.17,389.9633333,,,,,,354.89,353.64,358.93,368.52,373.42,366.96,360.17,352.25,,,,,,347.22,345.68,335.8566667,334.02,L7
2008-01-25 21:50:59+00:00,,,,376.55,372.6,375.36,376.53,380.02,370.68,360.63,353.52,353.63,354.85,,,,376.4,371.8,371.93,373.96,375.82,380.73,380.71,374.02,374.17,370.61,,,,367.29,355.66,351.97,357.08,359.61,352.58,350.67,348.91,347.34,,,,,383.04,387.6,386.15,387.43,390.29,389.55,389.49,390.99,392.94,,,,,385.71,381.87,383.27,385.53,387.8,382.37,372.46,374.9,370.69,,,,,383.36,385.02,387.53,395.69,388.9,385.9366667,380.0481818,386.3666667,391.3666667,,,,402.81,404.26,405.53,409.77,415.96,402.75,393.58,388.84,387.08,381.69,,,,375.53,379.48,379,374.44,380.45,377.27,376.18,379.12,385.68,385.7,,,,394.68,393.99,394.75,390.19,381.29,372.06,369.86,376.06,375.01,,,,,383.02,381.41,378.43,379.36,372.46,373.67,370.4,367.17,369.33,,,,L7
2008-05-16 21:50:38+00:00,380.44,379.2785714,,,,,376.09,370.08,373.9,365.7266667,374.4766667,369.7666667,370.0985714,369.1466667,365.3485714,,,,381.19,379.1685714,376.8666667,377.41,382.1,377.2766667,380.2966667,371.8185714,373.9866667,366.0644444,,,,358.1266667,359.74,361.71,361.05,354.51,356.41,361.6666667,359.7566667,361.7,,,,,394.58,391.54,389.88,397.88,396.9266667,404.5566667,405.2385714,402.0985714,394.22,,,,,,,,,,,,,,,,,,379.0285714,383.7366667,384.17,387.5844444,392.3254545,395.1544444,394.3444444,390.7544444,392.8644444,,,,,410.9585714,407.2966667,407.1766667,397.5966667,399.33,390.59,389.08,381.33,,,,,,,,,,,,,,,,,,383.9866667,376.2085714,378.8766667,379.3485714,380.63,387.01,384.12,383.63,382.49,,,,,381.22,376.03,375.86,380.58,377.64,373.96,378.43,366.75,380.5733333,,L7
2008-06-01 21:50:30+00:00,,,349.8322222,350.25,358.2733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.03,387.6,372.3133333,,,,,370.5733333,362.9333333,365.2233333,364.7433333,363.92,353.26,358,356.99,352.6,,,,,361.07,352.4933333,362.54,363.2,364.2671429,373.5833333,368.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.9733333,,,,387.7533333,374.3171429,379.3233333,377.1571429,388.25,394.44,,,,392.4,389.24,383.95,384,384.91,381.35,385.98,381.75,384.67,,,,,364.45,L7
2008-06-08 21:56:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.03,325.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.7157143,363.8066667,367.18,374.5444444,,,,372.6844444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-06-17 21:50:21+00:00,382.97,,,,371.4833333,374.52,372.92,372.04,375.05,371.1533333,369.7733333,370.6533333,365.7542857,371.5033333,,,,370.5233333,384.17,369.9642857,376.9633333,380.4,388.9,379.0333333,382.8333333,374.9042857,372.2233333,,,,355.2133333,349.0933333,353.13,357.99,366.57,358.79,359.34,353.4733333,362.9133333,,,,,386.4,385.67,389.46,389.86,395.73,394.3133333,396.1133333,404.0442857,398.4342857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.3142857,404.7242857,403.1642857,408.2433333,404.4433333,402.6833333,403.31,398.57,404.2,,,,,391.6566667,389.7866667,376.88,396.2066667,404.6966667,398.63,394.16,397.63,393.58,,,,,383.51,387.4333333,378.8342857,382.0533333,379.3942857,387.78,397.27,388.41,390.66,,,,,383.08,378.98,377.95,373.41,384.45,382.43,379.97,381.07,375.47,,,L7
2008-07-03 21:50:11+00:00,343.41,341.7314286,334.2466667,335.77,341.69,,,,,,,326.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.24,358.77,358.0114286,357.2614286,344.2,351.88,349.84,348.3,343.86,,,,320.36,325.09,,319.02,346.41,355.49,347,343.9,349.37,,,,,344.0866667,,,,,,,,,,,,,360.87,361.22,355.68,363.89,354.54,358.79,,,,,,,,353.42,356.19,356.72,347.89,336.0714286,341.97,348.2014286,349.58,348.11,,,,,359,365.8,361.59,363.69,351.39,360.22,360.75,357.29,359.06,,,,,350.64,,350.58,344.24,368.89,342.9,L7
2008-08-04 21:49:52+00:00,343.81,342.5814286,338.6511111,342.01,341.0666667,339.3,342.24,340.49,,,,,333.6514286,330.5866667,332.4614286,333.0314286,342.9866667,,,,,,,,,348.4214286,341.6566667,340.0811111,,,,,,329.59,,,,,,,,,,,,,,,,,358.0714286,356.1114286,352.76,350.6566667,352.6366667,353.0366667,349.8366667,343.84,338.14,,,,,329.89,330.94,335.7,339.72,340.2866667,349.64,349.55,347.9814286,356.9566667,,,,,355.3811111,356.2911111,,,367.1266667,369.5614286,371.5514286,370.8114286,369.0566667,,,,,353.01,346.42,350.51,353.3033333,353.61,,,355.05,355.0833333,,,,,,,,,,,365.5166667,369.4214286,364.8566667,,,,347.07,346.32,342.77,,,,,344.66,345.82,340.86,,,,333.6,333.36,339.4933333,330.54,L7
2008-08-20 21:49:46+00:00,,,,,,,,,,,,,,,,,,,,,,,359.54,357.3133333,355.5333333,355.0742857,352.1733333,350.3788889,349.9942857,340.9633333,341.1033333,,,,,332.9,333.12,331.7033333,340.8233333,340.25,343.3742857,346.26,349.9633333,354.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0188889,370.2336364,371.7088889,370.4388889,374.5188889,377.7588889,376.6636364,385.1333333,381.3142857,,,,,378.8133333,375.53,372.38,366.61,364.25,361.48,361.4466667,361.31,362.8466667,,,,,370.92,373.83,368.65,367.61,369.3042857,370.1633333,370.5742857,373.13,369.42,,,,,364.6,367.54,366.59,368.44,371.46,369.16,363.87,357.05,,,,,,,,,,,,L7
2008-08-27 21:55:53+00:00,371.19,371.1971429,369.2344444,,,,,,361.61,352.5266667,348.8466667,351.9966667,354.5771429,357.3766667,355.6571429,358.4671429,,,,,,363.29,367.99,363.8566667,362.3566667,363.9371429,360.2866667,355.3544444,356.1571429,,,,,351.67,351.62,347.29,345.22,342.1666667,351.7666667,349.94,358.0271429,362.42,,,,,374.48,378.28,373.6966667,377.2566667,387.0371429,389.3571429,385.47,384.1766667,379.4566667,,,,,359.48,357.59,354.71,357.89,353,363.74,366.65,368.55,,,,,,368.59,372.9844444,368.7390909,374.4044444,375.4444444,378.3144444,379.9644444,378.1790909,,,,,,388.2666667,382.4466667,381.19,375.51,375.98,369.06,369.37,374.2833333,,,,,,381.1833333,380.2,379.98,380.52,379.78,378.6371429,377.4066667,377.0371429,,,,,369.5166667,364.5971429,367.04,364.38,368.57,370.66,365.81,372.06,375.54,,,,,355.8,352.62,,,,,,,L7
2008-09-12 21:55:45+00:00,,,,350.19,352.1433333,358.25,353.58,351.06,358.3,345.1133333,348.1033333,,,,,,350.9533333,352.8933333,359.85,355.4814286,364.4433333,364.74,363.92,361.6633333,,,,,346.1414286,346.8333333,336.1133333,340.4633333,347.63,348.08,342.41,336.43,331.12,,,,,350.85,352.1233333,357.72,360.13,366.45,372.34,375.1,368.2333333,,,,,,369.7433333,364.4333333,358.6333333,358.55,354.89,354.69,348.97,345.38,,,,,,357.2833333,364.39,362.86,361.1714286,367.2933333,365.8,366.4588889,366.3154545,,,,,,,,381.5314286,382.7814286,382.0133333,383.6433333,375.3033333,384.76,,,,,374.5566667,364.73,379.9566667,371.9866667,366.42,379.8766667,386.7566667,376.02,378.26,,,,,364.9614286,366.62,367.52,375.1033333,373.4714286,376.3233333,353.5614286,363.2,348.31,,,,,,,,,,,,,,,,,,L7
2008-09-21 21:49:29+00:00,354.31,348.7571429,350.5977778,,,,,335.66,328.14,333.1166667,333.7566667,334.0866667,329.3871429,327.9866667,330.7471429,336.1271429,,,,,341.5666667,340.55,343.44,347.1066667,345.7166667,342.3071429,339.6566667,343.6177778,337.1971429,,,,,319.45,313.21,315.15,318.28,314.7766667,321.9866667,332.93,336.6671429,333.45,,,,356.94,358.43,354.16,359.6866667,362.6566667,367.9171429,357.6571429,367.29,363.0466667,,,,,343.56,346.47,347.04,335.7,331.36,324.41,327.29,327.09,337.91,,,,,351.6566667,360.82,362.6877778,365.7263636,365.2777778,366.7977778,362.2377778,366.8977778,370.4663636,,,,,370.7866667,,,356.61,345.46,339.95,341.23,339.96,,,,,,,,347.49,353.25,358.39,390.71,368.2771429,362.0166667,363.1771429,,,,,356.9366667,354.0371429,342,338.91,339.87,342.43,340.49,335.07,336.76,,,,335.58,,,,,,,,,L7
2008-10-14 21:55:30+00:00,365.9,371.7585714,358.7344444,365.97,372.8966667,376.81,374.53,,,,,,356.7885714,361.2366667,362.9685714,360.1685714,367.2166667,370.2566667,376.58,368.9285714,,,,,,368.8785714,373.6666667,356.9444444,361.7185714,363.4766667,360.8066667,359.5266667,363.4,,,,,,350.3466667,347.07,356.2585714,378.5,373.2966667,383.8,387.65,386.3,,,,,,385.3485714,373.58,384.2666667,381.7666667,381.5566667,374.0166667,374.66,372.6,,,,,,372.01,380.58,369.24,371.8766667,380.55,381.97,372.3585714,,,,,,375.2244444,374.3344444,378.6844444,376.04,394.9466667,393.5285714,393.0585714,396.4085714,,,,,,,378.76,389.87,404.4533333,387.87,409.1933333,404.5433333,390.43,,,,,,392.7,378.3285714,386.5666667,380.4985714,380.09,386.87,398.8066667,392.9185714,,,,,,401.75,382.74,397.04,391.06,391.99,383.69,383.91,380.78,,,,,370.9,369.67,399.9033333,363.65,L7
2009-01-11 21:50:20+00:00,,368.8542857,358.92,365.81,366.44,374.29,369.3,372.83,378.74,363.48,,,,,348.3142857,352.7042857,357.71,359.81,365.97,362.5342857,364.73,375.81,375.67,,,,,349.79,355.4542857,357.2,352.57,352.06,359.45,360.93,358.79,349.05,,,,339.24,349.1042857,361.26,362.94,371.32,374.85,377.55,380.25,384.31,,,,,376.83,380.63,377.14,374.45,365.76,368.17,370.32,366.71,363.05,,,,,371.48,367.98,362.5,366.68,369.97,367.2342857,372.07,371.59,363.22,,,,,376.34,370.7936364,386.78,387.5442857,389.8142857,393.6242857,392.02,391.68,384.11,,,,,386.96,399.25,385.89,399.87,392.42,382.21,401.06,400.7,387.18,,,,372.3042857,379.32,371.9442857,372.59,368.07,375.43,370.2942857,369.77,370.5042857,375.36,,,,368.85,376.36,374.34,372.62,368.86,373.14,376.38,369.47,372.8,367.2,,,,377.02,348.94,L7
2009-03-23 21:57:02+00:00,358.23,354.0014286,339.4688889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.52,367.22,361.7433333,369.6633333,375.3514286,379.1014286,369.28,369.8133333,,,,,,,,,,,,,,,,,,,,332.9788889,,,,,360.8688889,344.3054545,,,,,352.2733333,371.6333333,386.0033333,381.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-04-01 21:50:55+00:00,,,,,,,,,,,,,,,,,,,375.13,378.8357143,375.5233333,376.21,386.88,376.8533333,375.3933333,386.8357143,381.4533333,,,,,357.3533333,351.37,347.19,357.44,371.08,366.85,364.2833333,362.7233333,367.91,,,,,379.22,384.72,392.59,393.99,394.8433333,401.6033333,412.6957143,420.0057143,423.81,,,,,395.69,382.87,380.72,396.77,394.02,374.49,,377.25,377.03,,,,391.97,394.7657143,391.8533333,403.61,400.8588889,405.0054545,423.7988889,419.6888889,412.7988889,417.3488889,,,,422.7157143,419.3157143,416.1033333,411.2333333,406.9633333,409.21,393.69,,,,,,,386.7266667,394.43,381.5566667,379.8066667,398.82,393.16,405.14,413.45,416.4657143,,,,,401.9833333,406.4257143,405.4533333,406.8957143,395.84,394.81,396.69,390.16,382.04,,,,385.76,381.11,375.81,370.38,372.13,376.35,379.4,374.7,373.12,,,L7
2009-04-17 21:51:00+00:00,373.72,368.19,,,,353.39,354.24,358.15,349.58,354.8666667,355.4566667,353.4466667,356.28,347.6966667,,,,,343.04,355.65,351.4466667,355.93,357.25,357.4866667,361.6166667,365.84,363.2166667,,,,,339.7566667,335.94,335.87,332.86,338.44,333.11,335.2266667,336.4266667,344.84,,,,,363.98,377.95,376.55,373.04,378.9066667,384.7766667,394.88,399.91,398.88,,,,364.5766667,357.43,358.03,359.29,362.36,357.57,349.23,339.6,351.91,362.51,,,,375.49,378.72,382.1366667,392.46,390.0077778,390.0790909,392.5977778,388.3377778,392.8077778,390.3977778,,,,389.18,391,390.9466667,391.4466667,393.6666667,386.46,380.26,370.68,377.45,379.84,,,,364.7133333,366.97,369.4733333,366.8233333,372.81,373.49,375.6,382.95,382.87,,,,,380.5166667,381.48,377.6266667,374.16,370.57,359.82,364,364.21,360.35,,,,349.35,346.82,346.55,343.56,346.89,351.54,347.08,346.77,347.01,339.6733333,,L7
2009-05-03 21:51:03+00:00,,,,361.36,356.5866667,353.81,357.12,357.46,358.39,361.2766667,359.4966667,354.5766667,355.8085714,,,,348.6266667,355.7166667,351.9,354.5085714,363.0966667,362.03,361.95,364.1566667,367.9966667,370.4385714,,,,347.4166667,344.4266667,346.4966667,348.89,343.57,343.04,347.4,339.14,340.0866667,,,,,354.4066667,359.71,367.15,369.66,376.6,375.2,389.0066667,399.5066667,403.9385714,,,,,,,,,,,,,,,,,361.5666667,364.53,360.16,366.9885714,368.3866667,381.57,382.4444444,379.6809091,381.3744444,377.7944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.97,367.86,364.4166667,367.1585714,370.7866667,370.8185714,370.61,364.18,364.61,,,,,355.76,350.24,349.24,342.04,354.97,357.3,359.14,354.03,349.36,,,,L7
2009-07-22 21:50:56+00:00,,,,,344.8133333,353.07,349.11,350.5,370.08,351.1633333,355.1433333,349.2033333,344.0014286,,,,348.3333333,345.4533333,356.66,341.3014286,,,,,356.7533333,349.8514286,,,,,341.8833333,339.7633333,344.65,347.73,353.91,337.77,338.89,,,,,,349.9633333,360.9,363.27,361.8,365.66,373.96,355.4033333,369.2833333,373.0714286,,,,,351.3633333,339.5033333,334.54,336.4,343.92,337.1,339.33,341.57,,,,,,352.69,358.08,348.2214286,355.1933333,349.12,347.0222222,348.4818182,356.1422222,355.1822222,,,,,368.8214286,367.4114286,,,369.3233333,366.6933333,366.79,,374.29,,,,,382.8666667,373.7566667,356.54,373.9166667,379.1466667,360.53,366.6,375,366.93,,,,347.14,348.87,354.6033333,350.9414286,357.4133333,352.1814286,362.72,373.2,368.47,370.09,,,,365.21,364.3,357.95,359.11,357.77,356.27,359.67,349.81,356.25,,,,L7
