Year-Month,nzd0215_Average_Value,month,climatology,monthly_anomaly,Value
2000-04,4.560474833294005,4,1.0981746715916332,3.4623001617023714,1.2
2000-05,3.2084914688232153,5,-0.30460713472340334,3.5130986035466187,0.4
2000-06,-5.969868065365457,6,-5.178732883063536,-0.7911351823019208,0.2
2000-08,-10.898425249739237,8,-1.755119051773581,-9.143306197965655,0.7
2001-01,4.750300836945391,1,10.626332939202959,-5.876032102257567,1.0
2001-04,-9.039843267759002,4,1.0981746715916332,-10.138017939350636,0.2
2001-05,-12.25782543656403,5,-0.30460713472340334,-11.953218301840627,-0.5
2001-07,-0.12394214474732235,7,-4.063023680936841,3.9390815361895193,-0.2
2001-08,-13.990171922220817,8,-1.755119051773581,-12.235052870447236,-0.4
2001-09,21.425238766117022,9,-3.4032448031911926,24.828483569308215,0.2
2001-10,-7.840395773261257,10,-0.42507104381411726,-7.415324729447139,-0.0
2002-02,2.8286339107998497,2,4.76265643402133,-1.93402252322148,1.1
2002-08,-0.28043146605504,8,-1.755119051773581,1.474687585718541,-1.0
2002-09,17.280614728251763,9,-3.4032448031911926,20.683859531442955,-0.6
2002-10,6.424371850350598,10,-0.42507104381411726,6.849442894164715,-0.4
2002-11,18.826071839971426,11,0.23801252467398087,18.588059315297446,-0.5
2003-01,24.51028607378996,1,10.626332939202959,13.883953134587001,-0.2
2003-02,26.212105111029853,2,4.76265643402133,21.449448677008522,-0.7
2003-04,5.9571360167045935,4,1.0981746715916332,4.85896134511296,-0.1
2003-05,-2.6090901997194833,5,-0.30460713472340334,-2.30448306499608,-0.3
2003-07,6.068509769143055,7,-4.063023680936841,10.131533450079896,0.3
2003-08,8.07363593886093,8,-1.755119051773581,9.828754990634511,0.1
2003-09,-13.69190575375362,9,-3.4032448031911926,-10.288660950562427,-0.1
2003-11,14.555411678432334,11,0.23801252467398087,14.317399153758354,-0.3
2003-12,1.529950739374839,12,4.573152965075774,-3.0432022257009352,1.1
2004-02,4.901238195263426,2,4.76265643402133,0.1385817612420963,1.2
2004-03,10.925173888790834,3,4.232611287863608,6.692562600927226,0.4
2004-05,-1.6171535181094259,5,-0.30460713472340334,-1.3125463833860225,1.0
2004-06,1.8881083607045748,6,-5.178732883063536,7.066841243768111,0.8
