Year-Month,nzd0054_Average_Value,month,climatology,monthly_anomaly,Value
2010-02,5.877261234033416,2,5.392355764148442,0.48490546988497396,-1.5
2010-03,-0.4561592381600098,3,6.476816999555493,-6.932976237715502,0.7
2010-07,-1.8383306115323539,7,-2.505760640144257,0.6674300286119033,1.8
2010-11,-0.3583580731187456,11,-4.429800434409534,4.071442361290789,1.3
2011-02,-4.419222237522212,2,5.392355764148442,-9.811578001670654,2.7
2011-03,-6.10253483972058,3,6.476816999555493,-12.579351839276072,2.5
2011-04,17.562475435114454,4,7.063225160297139,10.499250274817314,1.9
2011-05,-5.702060777957442,5,3.2393154384630862,-8.941376216420528,0.4
2011-07,4.618487608690162,7,-2.505760640144257,7.124248248834419,1.0
2011-08,-10.597353650402644,8,-10.365792364910575,-0.23156128549206834,0.4
2011-09,-46.08120981677661,9,-12.506730032470497,-33.57447978430611,1.0
2011-10,-4.181845275594908,10,-11.677668444947832,7.495823169352924,0.8
2011-11,-12.627021517212405,11,-4.429800434409534,-8.197221082802871,1.1
2012-01,-5.987127448965114,1,1.4449405726161306,-7.4320680215812445,1.1
2012-05,-14.317477115140845,5,3.2393154384630862,-17.55679255360393,0.0
2012-06,-13.001919367265696,6,-2.581445660024648,-10.420473707241047,0.4
2012-09,-11.820676648532322,9,-12.506730032470497,0.6860533839381748,0.2
2012-10,-1.5529894771913735,10,-11.677668444947832,10.12467896775646,0.3
2012-12,8.96276719407674,12,-0.1352857569479201,9.09805295102466,-0.6
2013-04,-3.045046948844202,4,7.063225160297139,-10.10827210914134,0.2
2013-05,6.97466737088794,5,3.2393154384630862,3.735351932424854,0.8
2013-06,-33.24896950628328,6,-2.581445660024648,-30.667523846258632,1.2
2013-07,-3.31184893180754,7,-2.505760640144257,-0.8060882916632828,0.8
2013-08,-0.24518430693595414,8,-10.365792364910575,10.120608057974621,0.2
2013-09,-33.08886683802281,9,-12.506730032470497,-20.582136805552313,0.3
2013-10,-14.551853967010139,10,-11.677668444947832,-2.874185522062307,-0.1
2013-11,3.8718124197072394,11,-4.429800434409534,8.301612854116774,0.7
2013-12,4.823513666242026,12,-0.1352857569479201,4.958799423189946,0.1
2014-01,-5.406851712105113,1,1.4449405726161306,-6.851792284721244,1.4
2014-02,13.58037269995176,2,5.392355764148442,8.188016935803319,0.1
2014-03,3.1511510753220113,3,6.476816999555493,-3.3256659242334816,0.9
2014-04,1.8875656875214908,4,7.063225160297139,-5.175659472775648,0.8
2014-05,4.324986503997693,5,3.2393154384630862,1.0856710655346071,0.5
2014-07,3.308255200874129,7,-2.505760640144257,5.814015841018386,-0.2
