nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.011192426011584735,3.0,-0.22269368094633368
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,,,
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.45341639617421714,3.0,-0.06530961492395172
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,,,
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.6320192988420783,0.0,0.04038460642584679
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.00021496270440959285,3.0,-0.36199299641565996
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,1.0200430323632687e-05,3.0,-0.29010542418358715
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.0004723782050907494,0.0,0.29576940988970096
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.0008127641540133735,2.0,-0.2226560878006702
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.00939102279877441,0.0,0.2135820019571803
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.005146662004730289,3.0,-0.2449445869188508
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.08850168153282155,0.0,0.11898041700516537
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.1262760696939464,3.0,0.11160762468716626
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,,,
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.0019204530164675352,3.0,-0.23980024453878485
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.0008409762510880721,3.0,-0.28004565894457595
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,6.291466071842106e-05,0.0,0.32387080883881514
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.002075216800925865,3.0,-0.21387790840651683
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.10941267798994002,0.0,0.13788697699962554
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,3.2644578148654194e-06,0.0,0.32617736699984545
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.07981642622023649,3.0,-0.11145262780411068
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,,,
nzd0215,40.18,"-37.665481,178.506463",N,-37.665481,178.506463,1,0.09205568304923928,3.0,-0.12097475109648508
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.5424062838889044,0.0,-0.04110010884790297
nzd0236,338.24,"-37.932388,177.506280",N,-37.932388,177.50628,4,0.015293461591519347,3.0,0.15086330059354136
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.001796354342718429,0.0,0.23242710890883922
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.14567349637530772,3.0,-0.09031063773112358
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.05149826295914827,3.0,-0.13554252394618543
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,,,
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,,,
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.0006570397402257424,1.0,0.25159133782538845
nzd0263,105.71,"-38.565705,178.228058",E,-38.565705,178.228058,2,0.23773697164373112,3.0,-0.07902781345048528
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,,,
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.2363513812270593,2.0,-0.08389982836790952
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,0.06928221211033453,0.0,-0.12413342619534504
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,0.009865940115371136,0.0,-0.15826626171995417
nzd0279,82.04,"-39.036133,177.884430",E,-39.036133,177.88443,1,0.31267378116523203,0.0,0.07000323880546183
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.026591823982200096,0.0,0.15759958336438573
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,0.0003862323099963255,3.0,-0.21975893769249927
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.272577546002064,3.0,0.08925379938591144
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,,,
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,6.094540705568494e-05,0.0,0.2600728280563443
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.004058794663021397,0.0,0.19613098288763395
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,0.0004364347129064939,3.0,-0.22122676296911747
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,,,
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,2.8279958385218033e-05,3.0,-0.27465609542424174
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.2645276379510772,3.0,-0.07906904302953063
