Year-Month,nzd0231_Average_Value,month,climatology,monthly_anomaly,Value,Smooth_Value
2010-03,-4.594312688807319,3,-1.637210512841452,-2.957102175965867,0.7,-0.05218462012544492
2010-04,-0.03968752565075784,4,2.2166987789922405,-2.2563863046429984,1.2,0.3806140794748909
2010-06,3.3953296190373523,6,5.625797889617559,-2.2304682705802064,0.4,1.094954924022491
2010-07,5.221760864106585,7,4.174884019568894,1.0468768445376915,1.8,1.4201525342331704
2010-08,3.1227757294771297,8,1.6224239559910416,1.500351773486088,1.8,1.6864146012833843
2010-09,0.649123308298891,9,-2.6056252980536945,3.2547486063525852,2.2,1.8884268443633652
2011-01,-1.5854566530858054,1,-6.655736351271893,5.070279698186087,2.3,2.3021264970408923
2011-02,-2.602843162936821,2,-2.986181545011336,0.38333838207451487,2.7,2.197003208727833
2011-03,-2.3212246586671816,3,-1.637210512841452,-0.6840141458257296,2.5,1.9452700552764968
2011-04,-1.5632534452714406,4,2.2166987789922405,-3.779952224263681,1.9,1.5800057756716674
2011-06,-1.6766818474436813,6,5.625797889617559,-7.30247973706124,0.2,0.9233003498542627
2011-07,-2.7191284223504106,7,4.174884019568894,-6.894012441919305,1.0,0.8039636336868894
2011-08,-4.709159110387727,8,1.6224239559910416,-6.331583066378768,0.4,0.7993830321028083
2011-10,-6.61573615941602,10,-2.8358693332953386,-3.7798668261206814,0.8,1.0231111988734425
2011-12,-8.124560103107672,12,-6.665292778385759,-1.459267324721913,2.5,1.1726982960506398
2012-01,-7.8968075583386845,1,-6.655736351271893,-1.241071207066792,1.1,1.039404772843752
2012-03,-5.887891910547381,3,-1.637210512841452,-4.250681397705929,0.7,0.5604350166805043
2012-04,-2.0856860911995616,4,2.2166987789922405,-4.302384870191802,-0.3,0.33158306905820245
2012-05,-0.06965196335139612,5,4.628158120962229,-4.697810084313625,0.0,0.18023917908531195
2012-06,-3.082982989096251,6,5.625797889617559,-8.70878087871381,0.4,0.09291883329941641
2012-11,-10.039806744646395,11,-5.889145588032912,-4.150661156613483,0.3,0.013377638401338142
2013-01,-12.540139985777056,1,-6.655736351271893,-5.884403634505164,-0.1,0.1287974824620308
2013-03,-8.066381813134683,3,-1.637210512841452,-6.4291713002932305,1.5,0.4807283411996926
2013-04,0.8196573995284946,4,2.2166987789922405,-1.397041379463746,0.2,0.6050472846773428
2013-05,6.04660502224471,5,4.628158120962229,1.418446901282481,0.8,0.6846044722582668
2013-06,5.726201241314259,6,5.625797889617559,0.10040335169670023,1.2,0.6949596777458135
2013-07,1.3040195268423558,7,4.174884019568894,-2.870864492726538,0.8,0.6244944002479694
2013-11,-4.223245047665657,11,-5.889145588032912,1.6659005403672555,0.7,0.46277490270661464
2014-01,-6.2314570661874695,1,-6.655736351271893,0.42427928508442303,1.4,0.6159206559458059
2014-02,-6.541800640219596,2,-2.986181545011336,-3.55561909520826,0.1,0.6384472217254057
2014-03,-4.341451808017064,3,-1.637210512841452,-2.704241295175612,0.9,0.6240193775533182
2014-05,0.16759920537691633,5,4.628158120962229,-4.460558915585312,0.5,0.3600044155789294
2014-06,0.9585703074701354,6,5.625797889617559,-4.667227582147423,0.2,0.123833048065226
2014-07,-0.433162142600258,7,4.174884019568894,-4.608046162169152,-0.2,-0.13757067749248011
2014-08,-2.542793299043045,8,1.6224239559910416,-4.1652172550340865,-0.7,-0.3786973254706007
2014-09,-5.925762516827077,9,-2.6056252980536945,-3.3201372187733824,-0.7,-0.5609740516352697
2014-10,-9.14403966674181,10,-2.8358693332953386,-6.308170333446471,-0.6,-0.6815283089225554
2014-11,-10.820928506672695,11,-5.889145588032912,-4.931782918639783,-0.9,-0.7529348778646072
