Year-Month,nzd0286_Average_Value
1999-08,344.921979707168
2000-05,345.5244630860659
2000-08,346.68177921758786
2000-11,348.0282200328596
2001-04,349.80170639344817
2001-05,351.17450995065184
2001-07,351.07195277373324
2001-09,350.08814960750163
2001-10,348.20673416434835
2002-02,347.5622095205468
2002-09,348.6077148182884
2002-11,350.5110853937249
2003-01,351.43500148708375
2003-02,351.1048663121347
2003-05,349.1051774066633
2003-08,347.66171214582187
2003-09,347.3591137794142
2003-10,347.48227567585553
2003-11,349.6501675809487
2003-12,353.8881211323673
2004-02,354.80945545353603
2004-03,353.36119290529285
2004-05,350.5991097196483
2004-06,348.4153070099646
2004-07,346.70267351645737
2004-08,346.3553820501662
2004-09,348.6658368674976
2004-11,350.9355268985051
2005-02,352.333739669901
2005-05,352.4993598108331
2005-06,352.32296287465556
2005-07,351.7130868227009
2005-08,351.4757201086612
2005-09,351.23136254172164
2005-10,351.15392702799926
2005-11,351.50006342580883
2006-01,352.00848488891154
2006-02,351.55925517330115
2006-03,350.3075302739883
2006-04,347.0261581070381
2006-05,343.9937619188514
2006-06,344.0679810830413
2006-07,347.5692154641447
2006-09,351.4012024740932
2006-10,352.44369418566407
2006-11,352.79411620352727
2007-01,352.14587838034436
2007-03,350.6733528690611
2007-05,348.84474236174736
2007-06,348.27722633455124
2007-09,349.0340128905865
2007-10,349.8664511510186
2008-01,348.9127820828461
2008-02,347.6818042849087
2008-07,346.98750007658487
2008-09,347.58048483020167
2008-11,349.13432724996255
2009-01,350.2585046264702
2009-03,351.49661638642334
2009-04,352.74011830091973
2009-05,354.1702102615791
2009-09,355.44277800165423
2009-12,356.1605087156642
2010-02,354.83943886561474
2010-03,353.31946768999046
2010-04,351.8978098001667
2010-05,350.85821840447016
2010-06,350.4632010652103
2010-07,350.4468485242352
2010-08,350.8926169653612
2010-09,351.42905812006563
2010-10,351.7519003103422
2010-11,351.3934465543797
2011-01,350.0784468620866
2011-02,347.82010635430726
2011-03,346.3003837845255
2011-04,345.32456281587395
2011-05,344.9222060944804
2011-07,345.0631004521509
2011-08,345.67766903922416
2011-09,346.27792179783967
2011-10,346.78933266928766
2011-11,348.2281153905717
2012-08,351.2133667972999
2012-09,353.49997029760056
2012-12,355.0631862921731
2013-04,355.91462113215584
2013-05,354.688204410787
2013-07,351.3878944324426
2013-08,349.09013110833433
2013-09,348.9847020660511
2014-01,350.05317366292707
2014-02,352.0893304739989
2014-03,353.5167619470397
2014-05,353.9822579206522
2014-08,354.0665306076223
2014-09,354.2726437452319
2014-10,355.0015046641822
2014-11,356.01339957227844
2015-01,355.92547214331773
2015-02,354.8489039204721
2015-04,352.814918459872
2015-05,349.1732245079295
2015-06,346.75927910415874
2015-08,346.69170546654163
2015-10,347.2566920286349
2015-11,348.1057690523305
2015-12,349.89617042035303
2016-01,353.6008370853397
2016-02,357.9263375780494
2016-03,358.5176867319894
2016-04,355.80208466913695
2016-05,353.55236612514204
2016-06,352.3101802307264
2016-07,352.88541074489046
2016-08,354.36966157623897
2016-09,354.2415948204531
2016-10,352.7981389422109
2016-11,351.4082165102188
2016-12,350.504271560179
2017-01,350.257653048535
2017-03,351.4375230025367
2017-05,352.5094870102275
2017-06,353.4341001773751
2017-08,353.70790614027726
2017-09,353.40227065318834
2017-10,352.2167175739487
2017-12,350.68235815266206
2018-01,349.335517167651
2018-02,348.9784737211116
2018-06,349.44517577026716
2018-07,349.67264384231544
2018-08,348.98159728960735
2018-09,350.26331500218294
2018-10,351.4778153912091
2018-11,352.0821639832329
2018-12,352.03598907938596
2019-02,351.5276110528101
2019-03,350.4054539050331
2019-05,347.5412876778341
2019-06,343.6297573705103
2019-07,342.41876723651654
2019-08,344.1598752001743
2019-09,346.46061454061106
2019-10,349.0149964433287
2019-11,351.00534979203263
2019-12,352.3856450341226
2020-01,352.17120839183195
2020-02,350.8664511550151
2020-06,349.7394592906338
2020-07,347.6146038198924
2020-08,346.3850738940168
2020-09,346.17341263175393
2020-10,347.36942927748805
2020-11,349.7569227112632
2020-12,351.412085266116
2021-01,352.8784514813453
2021-02,353.7545702812787
2021-03,353.87924774408657
2021-04,353.57466975582753
2021-05,351.5815340785195
2021-08,348.8790233052994
2021-09,349.52051192590744
2021-10,350.6590870982389
2021-11,351.9278814320554
2021-12,353.76752528010786
2022-01,353.7586586352418
2022-02,353.00833892892143
2022-03,352.1164096592645
2022-04,350.8639566644971
2022-05,350.4594726727092
2022-06,352.33489817612934
2022-07,354.1638515628982
2022-08,354.46370034489127
2022-10,351.9053444997341
2022-11,350.3494187839191
2022-12,349.65525954186984
2023-01,349.37460101074083
2023-02,349.3246718609351
2023-03,349.10214813517257
2023-04,348.2324848945954
2023-05,347.0521590199084
2023-06,345.8793845093661
2023-07,345.7762903063415
2023-08,349.8374902166781
2023-09,354.29636199671404
2023-10,355.53915674489036
2023-11,354.55042652000213
2023-12,353.7668213128873
2024-01,354.0217427042751
2024-02,354.8317521720403
2024-03,355.3138470384115
2024-04,355.1594394448235
2024-05,353.7392054857953
2024-06,353.0281237541338
2024-07,353.05360307939947
2024-10,353.39278365859326
