Year-Month,dates,monthly_anomaly,nzd0059_Average_Value,Value,Smooth_Value
1999-10,1999-10-04 22:10:38.000000000,398.4257745359677,413.6211602864738,1.0,1.1174440949002622
2000-04,2000-04-29 22:09:53.000000000,430.71774004197385,414.01761566718704,1.2,0.8547350591947336
2000-08,2000-08-03 22:08:44.000000000,422.6621639933071,413.1221502341129,0.7,0.6533876947298695
2000-10,2000-10-22 22:07:50.000000000,405.37994264955597,411.10195716772694,1.1,1.0113549486051254
2000-11,2000-11-07 22:07:53.000000000,398.130912066999,409.18423117730424,1.8,1.1329008364746243
2001-05,2001-05-18 22:07:26.000000000,410.53541099294756,407.96038758121193,-0.5,0.18949545768888398
2001-06,2001-06-03 22:07:16.000000000,415.505058205918,406.7936951300056,0.3,0.03168281082958975
2001-12,2001-12-12 22:06:14.000000000,400.4847423567739,405.3335362866555,-0.8,0.17169415698217197
2002-03,2002-03-18 22:06:22.000000000,417.3065623702912,404.19722274478914,0.2,0.14572296533286758
2002-05,2002-05-21 22:06:17.000000000,387.94103950383874,403.46331131693614,-0.8,-0.1854162108594572
2002-07,2002-07-08 22:06:00.000000000,399.4349544801694,404.66695210734815,-0.5,-0.4695336673613069
2002-08,2002-08-25 22:05:36.000000000,392.3541145858972,407.61859835215535,-1.0,-0.578878292374044
2003-04,2003-04-22 22:06:19.000000000,434.09181292667984,411.54737021780113,-0.1,-0.05401673373596516
2003-05,2003-05-16 22:06:18.500000000,414.082705659729,414.4799143339214,-0.3,0.04694898633143355
2004-05,2004-05-18 21:58:14.000000000,430.0833053393314,414.4736861885536,1.0,0.2275696385160732
2004-06,2004-06-07 22:02:40.000000000,404.32158556643867,411.49157687904625,0.8,0.15971909848107424
2004-07,2004-07-21 22:00:04.000000000,398.8630045471519,409.68291034141356,-0.5,0.015232943054413549
2004-08,2004-08-30 22:06:20.000000000,424.81173636637595,409.9366561219945,-0.3,-0.1358578806443562
2004-10,2004-10-17 22:06:14.000000000,410.9142472098708,410.19634103215776,-0.1,-0.4249601767770454
2004-11,2004-11-18 22:06:34.000000000,403.4203882684401,411.0033466350044,-0.7,-0.5760185988097057
2004-12,2004-12-04 22:06:44.000000000,407.65825418155583,412.9788218467147,-0.8,-0.7054308887416567
2005-01,2005-01-17 22:05:20.000000000,415.7596444395284,417.4298817559031,0.3,-0.7984578501804348
2005-03,2005-03-10 22:04:29.000000000,429.3352356491297,423.31202748521673,0.3,-0.7363788458811699
2005-04,2005-04-11 22:04:41.500000000,425.49405330465567,424.30245833152765,-0.6,-0.5786116602908132
2005-06,2005-06-22 22:07:00.500000000,425.93842991302023,419.0213419345728,0.4,-0.16949143279551832
2005-08,2005-08-25 22:05:41.000000000,396.9589397588526,411.5863007234428,-0.3,0.17140572719038086
2005-09,2005-09-02 22:06:46.000000000,411.91366327851404,406.48471110226666,0.4,0.3292793946525564
2006-01,2006-01-08 22:07:25.000000000,389.6879154081082,402.0950377930587,1.7,0.7839332228998178
2006-03,2006-03-13 22:07:41.000000000,401.13538371640095,399.35191557623904,1.8,0.7553153397555725
2006-04,2006-04-18 22:08:23.000000000,396.9751998208827,397.5195800654708,1.1,0.547855345534318
2006-07,2006-07-27 22:10:47.000000000,401.27051830186525,396.33747366353316,-0.6,-0.36875721733750166
2006-09,2006-09-05 22:07:11.000000000,406.01267995570316,394.7738362766885,-0.6,-0.6684943692545372
2006-12,2006-12-10 22:07:44.000000000,368.40197783391756,392.71820932852415,-0.3,-0.4749141408688943
2007-02,2007-02-16 22:10:19.000000000,393.2441155595791,390.87521764703916,-0.1,-0.24840748262456488
2007-05,2007-05-03 22:08:02.000000000,406.48892742216657,388.1617746363727,-0.1,0.013796039852005094
2007-07,2007-07-22 22:07:45.000000000,363.2691140986615,384.89166678818754,-0.3,0.19062786563074385
2007-11,2007-11-27 22:07:48.000000000,393.7460557256536,381.6304874989569,0.9,1.1301249405803613
2008-04,2008-04-03 22:07:44.000000000,406.0208345722568,377.26683132800355,0.7,1.0099048791207539
2008-08,2008-08-09 22:06:47.000000000,340.0146150961861,372.0354670820612,1.0,0.8521321363859762
2008-09,2008-09-26 22:06:23.000000000,358.7360082760046,369.36605281722467,1.2,1.017610555805137
2008-11,2008-11-21 22:06:49.000000000,377.25577293596666,369.57473738516444,1.3,1.2599666917544532
2008-12,2008-12-31 22:07:13.000000000,365.2922562651129,371.5913327492978,1.4,1.2883490636001196
2009-02,2009-02-25 22:03:43.000000000,387.0796720268403,374.24463686591565,1.9,1.1062173948077745
2009-09,2009-09-13 22:07:45.000000000,346.27180587930593,377.6766819284881,0.3,-0.4112740844388729
2009-11,2009-11-16 22:08:13.000000000,393.5583682868154,383.01125190991564,-0.6,-0.7276794660563757
2010-02,2010-02-12 22:08:30.000000000,395.9117122438408,387.8827001109673,-1.5,-0.38367391946645646
2010-03,2010-03-08 22:09:41.000000000,397.28714464005617,391.0972816520675,0.7,0.025072610196389122
2010-06,2010-06-28 22:09:46.000000000,391.71700102560897,392.35336411284925,0.4,1.115769549894253
2010-07,2010-07-30 22:09:48.000000000,390.62592365687425,392.037077627166,1.8,1.4286799687238907
2010-10,2010-10-02 22:09:49.000000000,396.2774478471739,390.4638453191782,1.7,2.030290818840078
2010-11,2010-11-27 22:07:24.000000000,388.98178389934515,387.7922954274581,1.3,2.1605978593646133
2011-02,2011-02-07 22:11:00.000000000,381.1313910740213,384.8270120270219,2.7,2.1962902217299907
2011-04,2011-04-12 22:11:12.000000000,368.01317943911073,382.5047445786511,1.9,1.5799915061567875
2011-05,2011-05-30 22:11:11.000000000,386.5682223557618,381.35161799279393,0.4,1.1960255297277054
2011-07,2011-07-17 22:11:06.000000000,390.82039481611923,380.2835832755051,1.0,0.8040753065935997
2011-08,2011-08-18 22:10:59.000000000,379.5568245159674,378.79621413983574,0.4,0.7994631107180805
2011-09,2011-09-19 22:10:52.000000000,371.29770125687105,377.5558411366829,1.0,0.8928563789210106
2011-10,2011-10-21 22:10:56.000000000,383.64791858915805,377.3133070809585,0.8,1.0231353139302968
2011-11,2011-11-22 22:11:15.000000000,357.0937396481948,378.12410591203974,1.1,1.1410849652603992
2012-01,2012-01-25 22:11:35.000000000,391.13102323523697,380.7475772924368,1.1,1.0394003681651622
2012-06,2012-06-01 22:11:59.000000000,384.60137426175174,383.6063535220109,0.4,0.0929192109529097
2012-10,2012-10-23 22:13:24.000000000,385.65156569797006,386.27678311648964,0.3,0.01542149344265556
2012-12,2012-12-10 22:13:38.000000000,386.33971855842486,388.445772451572,-0.6,0.03198348329829059
2013-01,2013-01-11 22:13:44.000000000,391.2098447737618,389.7307593008992,-0.1,0.12877603064538562
2013-04,2013-04-25 22:19:21.000000000,395.3686239797476,389.5151754499849,0.2,0.6050098815616316
2013-05,2013-05-15 22:16:29.000000000,387.66434118174845,385.3852863976968,0.8,0.6845911481954685
2013-06,2013-06-18 06:15:20.666666752,375.5813358875981,377.41374068652823,1.2,0.6950081523889651
2013-07,2013-07-14 22:19:34.000000000,364.17953737845596,376.93483723656766,0.8,0.6246597898826778
2013-08,2013-08-27 22:16:18.000000000,390.27418038848384,382.1222871248733,0.2,0.518055161707278
2013-10,2013-10-02 22:19:28.000000000,368.9699995519606,388.7101661631004,-0.1,0.41670303233427236
2013-11,2013-11-03 22:19:20.000000000,399.57889351717205,394.41992827733475,0.7,0.4637942312377939
2013-12,2013-12-05 22:19:13.000000000,399.2994601323878,399.5348319892091,0.1,0.5362345790492358
2014-02,2014-02-15 22:18:26.500000000,411.8427846424216,403.1742835773014,0.1,0.6367740257912965
2014-03,2014-03-27 22:17:50.000000000,394.9496849111011,401.22164111877606,0.9,0.6190791771821652
2014-04,2014-04-12 22:17:37.000000000,406.307165559528,397.07869030744195,0.8,0.5239745327634476
2014-05,2014-05-14 22:17:08.000000000,399.0235938925316,391.0681345402931,0.5,0.34368806682025876
2014-07,2014-07-17 22:17:28.000000000,379.1847948508817,384.28661269057335,-0.2,-0.16347245448507966
2015-07,2015-07-20 22:17:10.000000000,377.6306960346945,378.71470355955347,-1.1,-0.7420414647596683
2015-08,2015-08-13 22:17:17.000000000,362.3917624022372,376.2501180411932,-1.4,-1.017804488133632
2015-10,2015-10-24 22:17:40.000000000,379.60436000517876,380.93032568208434,-1.7,-1.3003777375850663
2015-12,2015-12-19 22:17:42.500000000,394.00051824096323,389.14145781739967,-0.6,-1.305346200399005
2016-01,2016-01-12 22:17:40.000000000,396.9788607841403,395.0290347764892,-2.2,-1.2651127181556319
2016-04,2016-04-09 22:17:11.500000000,409.757892837731,394.3109362209444,-1.2,-0.4336513358448057
2016-05,2016-05-19 22:17:11.000000000,381.95203503833784,387.24015982726195,0.4,-0.0679566867152706
2016-08,2016-08-07 22:17:37.000000000,364.94730814265915,381.28194860176126,0.7,0.49985063513682126
2016-09,2016-09-24 22:17:49.000000000,356.72148872843303,377.29714314693166,1.2,0.47358862356352743
2017-01,2017-01-30 22:17:38.000000000,391.78299392397884,375.678610321928,0.2,0.19103979911114777
2017-04,2017-04-20 22:16:59.000000000,372.5991426020422,374.53303316162703,-0.2,0.280014897677679
2017-07,2017-07-25 22:17:30.000000000,384.4421361372567,373.7564706566895,0.8,0.5328873291739427
2017-09,2017-09-11 22:17:42.000000000,363.4461521669426,373.030105068933,0.6,0.6409950459945556
2018-04,2018-04-23 22:16:49.000000000,370.60729793491026,373.2224148246827,0.5,0.4573672413462131
2018-07,2018-07-28 22:16:51.000000000,378.6272321761501,374.13699469448693,0.2,0.05377854338173889
2018-08,2018-08-29 22:17:08.000000000,377.9821696229738,375.2868709055863,-0.3,-0.05121615891904681
2019-01,2019-01-04 22:17:27.000000000,378.6364071839348,376.6839849609613,-0.0,-0.04766125410163622
2019-10,2019-10-19 22:17:59.000000000,366.8276993955559,378.6397559988582,-0.4,-0.5471145476762779
2019-11,2019-11-04 22:17:58.000000000,384.3970684328709,381.68253896007553,-0.8,-0.508857104192848
2019-12,2019-12-22 22:17:51.000000000,378.8466171673318,385.0282380517115,-0.6,-0.39742531677751464
2020-02,2020-02-24 22:17:35.000000000,403.28994240219373,388.1943718667308,-0.1,-0.08649757481591265
2020-04,2020-04-20 22:17:08.000000000,389.7844296924489,390.49976441363555,0.2,0.2042900007627035
2020-05,2020-05-14 22:17:00.000000000,398.06451368443595,390.57232495932726,0.4,0.3409939001758815
2020-07,2020-07-17 22:17:28.000000000,380.5685397041207,389.11383150054564,0.4,0.6108044000940398
2020-08,2020-08-02 22:17:33.000000000,387.0776832346512,387.79389580337033,1.1,0.7515162631163153
2020-09,2020-09-03 22:17:46.000000000,392.4917644042324,386.84450058714276,0.9,0.8722753085894718
2020-12,2020-12-24 22:17:54.000000000,377.07685599615354,386.41804939690235,1.8,1.2228948738903964
2021-01,2021-01-25 22:17:44.000000000,372.660829414487,387.2944195351429,1.9,1.2232675317015738
2021-03,2021-03-30 22:17:22.000000000,404.58009765209823,389.215577926497,0.4,0.9091891723215373
2021-05,2021-05-09 22:17:09.500000000,392.845985449314,390.33050761591073,0.5,0.6755091794597552
