Year-Month,SOI,coastline_change
2010/01,-1.7880910037621631,-0.6233316676824857
2010/02,-2.2043294527465656,-0.8059977279802484
2010/03,0.08498201666764875,-0.4565743961302275
2010/04,0.6052800778981521,-0.23685011637638442
2010/05,0.29310124115985015,0.5817669279865995
2010/06,-0.22719682007065314,0.531815601523276
2010/07,1.229637751374756,0.4803146291653947
2010/08,1.229637751374756,0.5946788361446848
2010/09,1.6458762003591587,-0.32908857125239466
2010/10,1.1255781391286552,0.7779736692969859
2010/11,0.7093396901442528,0.23913256944020014
2010/12,2.374293486081863,0.8424843278897659
2011/01,1.749935812605259,0.6901357181925538
2011/02,2.166174261589662,1.3413648040676354
2011/03,1.9580550370974605,1.608215607981544
2011/04,1.3336973636208567,1.5503502339456101
2011/05,-0.22719682007065314,1.217675744490684
2011/06,-0.43531604456285444,1.375697718073221
2011/07,0.39716085340595075,0.9193944007503643
2011/08,-0.22719682007065314,0.27917983530789964
2011/09,0.39716085340595075,-0.5134345357304251
2011/10,0.1890416289137495,-0.5598049169355549
2011/11,0.5012204656520515,-0.9915806774014413
2011/12,1.9580550370974605,-0.9134817192847756
2012/01,0.5012204656520515,-1.1463230507027513
2012/02,-0.12313720782455251,-1.0812985447457453
2012/03,0.08498201666764875,-0.7573433592587964
2012/04,-0.9556141057933578,-1.3855879853631727
2012/05,-0.6434352690550558,-0.9463178084914929
2012/06,-0.22719682007065314,-1.0458983422513395
2012/07,-0.6434352690550558,-1.2280943408671585
2012/08,-0.8515544935472571,-0.6701973700786211
2012/09,-0.43531604456285444,-1.0002015222546452
2012/10,-0.33125643231675383,-1.4593099529443756
2012/11,-0.33125643231675383,-1.5570894169568872
2012/12,-1.2677929425316596,-1.0195095028231331
2013/01,-0.7474948813011564,-0.8033366398935109
2013/02,-0.8515544935472571,-0.7837401419335546
2013/03,0.917458914636454,-0.8472736397862191
2013/04,-0.43531604456285444,-0.23880199535911625
2013/05,0.1890416289137495,0.6523491210506818
2013/06,0.6052800778981521,-0.5772362030353914
2013/07,0.1890416289137495,-0.8508148409227781
2013/08,-0.43531604456285444,-0.7782516735565659
2013/09,-0.33125643231675383,-0.9707526891236323
2013/10,-0.7474948813011564,-0.891364570802329
2013/11,0.08498201666764875,-0.7252298757942348
2013/12,-0.5393756568089552,-0.4864506111440387
2014/01,0.8133993023903533,0.016851500430262942
2014/02,-0.5393756568089552,0.511546157892542
2014/03,0.29310124115985015,0.6587875362838402
2014/04,0.1890416289137495,1.0973807650989889
2014/05,-0.12313720782455251,1.5905971756023307
2014/06,-0.43531604456285444,2.2376508451075967
2014/07,-0.8515544935472571,1.51669322140127
2014/08,-1.3718525547777602,2.048819310225373
2014/09,-1.3718525547777602,0.08364917531542351
2014/10,-1.2677929425316596,0.5182140796628777
2014/11,-1.579971779269962,1.424313621180061
2014/12,-1.2677929425316596,1.2935352733557588
