nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.4743593400258335,1.0,-0.14994542143800396
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,,,
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.0959534157719434,3.0,-0.3555124541060012
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,,,
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.059989049008758705,3.0,-0.35984571721603853
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.06772742607752553,3.0,-0.4399046010520411
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.00041686296732941524,1.0,-0.5375785318430173
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.031936157999234424,0.0,0.37998684361741936
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.011892239743986796,0.0,0.4039765293544689
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.3254169195635669,2.0,-0.17956575768614902
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.02406417615287488,3.0,-0.41794677759816506
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.11459617394797457,0.0,0.24128892624492482
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.022273286666259294,3.0,0.3698821257053278
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,,,
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.09722180888110526,3.0,-0.2891290734757519
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.010304124865867618,3.0,-0.48522290325422096
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,5.304102012762989e-05,1.0,0.6602745926395271
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.011820890758417536,0.0,0.3805544887595539
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.005152026024365369,0.0,0.49751816930676646
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.349889061016454,2.0,-0.16286719240281577
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.003316815123523783,0.0,0.4035830862515408
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,,,
nzd0215,40.18,"-37.665481,178.506463",N,-37.665481,178.506463,1,0.002647804908300724,0.0,0.45729735495955326
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.00017493872861275512,0.0,0.5721123410464489
nzd0236,338.24,"-37.932388,177.506280",N,-37.932388,177.50628,4,0.0020679573748686028,0.0,0.4138340873855486
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.04947636929194402,1.0,0.36806085315252557
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.0003157560742444222,3.0,-0.502823697327409
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.13288828577450337,2.0,-0.23867362429413588
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,,,
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,,,
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.0014019572359672743,0.0,0.518962195930652
nzd0263,105.71,"-38.565705,178.228058",E,-38.565705,178.228058,2,0.03972808918924521,3.0,-0.31862687815769114
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,,,
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.008170599984231927,2.0,-0.4175708806926818
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,5.819896774857387e-07,3.0,-0.6970680336812358
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,0.0007390513257325118,2.0,-0.45329450240754515
nzd0279,82.04,"-39.036133,177.884430",E,-39.036133,177.88443,1,0.009927661014558158,3.0,-0.42418752023604095
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.0005871788204786537,3.0,-0.566583995407167
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,6.149883561602e-05,3.0,-0.5554620769472184
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.003874655600754674,0.0,0.48905982774419576
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,,,
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,0.0019573295981808315,0.0,0.4749313690243837
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.002402570506269336,0.0,0.49025762873184076
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,0.1605937225210261,3.0,0.21522965934401073
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,,,
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,0.0002502719281111197,0.0,-0.5607653354175492
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.7189667411895132,2.0,0.0661743485575505
