Year-Month,monthly_anomaly
1999-08,8.393604413561768
1999-09,-0.8830023833530583
2000-12,7.107518476944589
2001-03,11.11317559560182
2001-11,-9.164994372984083
2002-01,-5.923621222902602
2002-04,5.551105958438777
2002-06,9.99753462412751
2002-08,13.092799173143527
2002-09,3.604701615115208
2002-12,-2.417765857486083
2003-01,-5.701421681686518
2003-02,-12.416127103026186
2003-08,23.182360486666504
2003-11,13.33586690004512
2004-05,-1.679240040708231
2004-06,-10.442555775359411
2004-07,-2.8489829764679597
2004-10,-2.5032902693362735
2005-02,-3.074880420446436
2005-03,0.6731951423144159
2005-04,5.3438818648508795
2005-05,6.402106403959925
2005-07,4.679356840206852
2005-09,6.567761992795095
2005-11,0.6871779878495713
2006-04,-0.0037815853064234713
2006-05,1.7970960219084176
2006-06,8.376531882494904
2006-07,7.844012016962895
2006-09,3.7916949473289145
2006-12,-8.800486311176565
2007-01,-4.446608801626646
2007-02,1.3814017777494327
2007-05,3.626551100582521
2007-09,2.2402288511424384
2008-02,2.135643261545524
2008-08,-4.921643919727812
2008-11,-10.468269003372127
2008-12,-10.827524063317481
2009-01,-5.277333105835455
2009-03,-2.100773820161156
2009-05,-3.5722049439271815
2009-06,-1.3850023676330627
2009-07,0.0990945187830658
2009-08,-0.9419000599838155
2009-09,1.4896663380379755
2010-03,2.048209028783131
2010-05,-5.774218520941014
2010-11,-6.120114001120377
2011-01,3.8609233832354466
2011-03,9.332000623723475
2011-04,10.08012257730082
2011-05,9.87331084192746
2011-07,10.114863015254269
2011-09,7.010449146176658
2012-03,0.22543309064185735
2012-04,-2.4516978461482184
2012-06,-3.121090551132859
2012-07,-1.3490177176171456
2012-09,-6.527657278118224
2012-10,-5.060141928932356
2013-02,-12.946558352697725
2013-03,-10.501042088998371
2013-04,-2.34453666776526
2013-05,0.5479861445767977
2013-06,-2.8585454712271225
2013-07,-4.290504140366552
2013-09,-2.1608740549395256
2013-10,-5.963875746053903
2013-11,-8.984152504329495
2013-12,-6.78614166186326
2014-01,-6.548729396927524
2014-04,-5.70644958014538
2014-05,-4.749913670517925
2014-07,-4.2486294520048435
2014-08,-3.9826518085495057
2014-10,-6.927670434975422
2014-12,-9.086929238437286
2015-01,-5.604375373996107
2015-04,1.6260209751302654
2015-05,0.6164708408078312
2015-07,-0.5566131641376901
2015-11,-7.587368237480816
2016-01,-2.650053530573394
2016-03,1.2851321104091813
2016-04,4.196645663491979
2016-05,4.107555217811149
2016-12,-10.683034923346092
2017-04,-10.46023124301824
2017-05,-6.5313260044579025
2017-06,-7.491787458521041
2017-08,-6.501141565192059
2018-02,3.693144024956231
2018-03,6.775232483472953
2018-04,3.1670331413193407
2018-05,0.24478392910427735
2018-07,-0.4179972309022512
2018-09,-1.8786977681920025
2018-10,-4.132045326220318
2019-01,-3.341048708449069
2019-02,-0.6756184886996078
2019-03,3.640053599200178
2019-04,8.057792085121756
2019-05,10.180647629567867
2019-06,8.201830792338264
2019-08,8.824941144864688
2019-11,-6.883709480150737
2020-01,-3.9225404654590936
2020-03,-4.756801979537514
2020-05,0.586182061166877
2020-07,-0.1899395880067231
2020-08,-0.07972985587886319
2020-11,2.354946005625912
2020-12,5.251214892969328
2021-01,3.8863978233353462
2021-02,5.6567079255760015
2021-04,5.752541461845166
2021-05,5.426218970978068
2021-06,5.716794259434221
2021-07,6.453457456899644
2021-08,5.044710254488704
2021-09,5.300645808498779
2021-10,6.716323317631681
2021-11,7.856730204820549
2022-02,9.139386376910974
2022-04,11.61498597394366
2022-05,14.57930774971232
2022-06,17.49371290230056
2022-09,16.619906675132814
2022-11,11.960489336853957
2023-02,8.475444754223386
2023-03,2.355582841041339
2023-05,0.5360113261901729
2023-06,-4.854223386126409
2023-07,-8.654293166376945
2023-08,-12.023139835361828
2023-09,-13.204978502955779
2023-10,-15.643433290582815
2023-11,-15.492391396017451
2024-01,-15.493244288306391
2024-02,-10.669581090840968
2024-03,-7.9847423362745165
2024-04,-4.141771805166673
2024-05,-2.9896928735642696
2024-07,-3.82716847801524
2024-08,-2.287743679498901
2024-09,-5.058869015304991
2024-12,-2.5178544427200134
2025-01,1.6082979992516708
2025-03,3.9883823520871893
2025-04,5.948782083442313
2025-05,9.528484659736435
2025-08,17.30854225429636
2025-09,15.868164207873704
2025-11,15.57847449260871
2025-12,15.83660086835847
