Year-Month,nzd0279_Average_Value,month,climatology,monthly_anomaly,Value
1999-10,7.40077460743683,10,-0.6789620466557652,8.079736654092596,1.0
2000-02,-4.769305830657123,2,-0.7620140053952236,-4.007291825261899,1.7
2000-05,1.9793279474649856,5,1.9583205734014477,0.02100737406353792,0.4
2000-08,2.1271775244715063,8,-1.975524735953259,4.102702260424765,0.7
2000-12,-4.351328982058214,12,-1.035502300999496,-3.3158266810587183,0.8
2001-04,-2.7038518820463526,4,-1.023359374648618,-1.6804925073977346,0.2
2001-05,2.7231383826473765,5,1.9583205734014477,0.7648178092459288,-0.5
2001-07,10.081572806157368,7,0.457453012821249,9.624119793336119,-0.2
2001-09,2.571043700538101,9,-4.021554814430764,6.592598514968865,0.2
2001-10,-2.5277748019926043,10,-0.6789620466557652,-1.848812755336839,-0.0
2002-02,-1.003113531720925,2,-0.7620140053952236,-0.24109952632570142,1.1
2002-09,-8.18752681666044,9,-4.021554814430764,-4.165972002229677,-0.6
2002-11,-15.846655841873075,11,-0.6127065753045221,-15.233949266568553,-0.5
2003-01,1.8095451678969567,1,2.2993358055588136,-0.4897906376618568,-0.2
2003-02,-2.3386710503460786,2,-0.7620140053952236,-1.576657044950855,-0.7
2003-05,-5.5642249071274925,5,1.9583205734014477,-7.52254548052894,-0.3
2003-08,-12.746884839307821,8,-1.975524735953259,-10.771360103354562,0.1
2003-09,-12.07835923862094,9,-4.021554814430764,-8.056804424190176,-0.1
2003-10,-4.672956746471339,10,-0.6789620466557652,-3.9939946998155738,0.0
2003-11,-9.248205552362597,11,-0.6127065753045221,-8.635498977058075,-0.3
2003-12,-0.11333184677087915,12,-1.035502300999496,0.9221704542286168,1.1
2004-02,0.6094478148343444,2,-0.7620140053952236,1.3714618202295679,1.2
2004-03,3.596266595358064,3,1.0146472473910475,2.581619347967017,0.4
2004-05,-6.794166137288358,5,1.9583205734014477,-8.752486710689805,1.0
2004-06,10.855745989867966,6,3.7396545523480227,7.116091437519943,0.8
2004-07,6.418209921106541,7,0.457453012821249,5.960756908285292,-0.5
2004-08,-4.369818073451963,8,-1.975524735953259,-2.394293337498704,-0.3
2004-09,-0.22959887756999145,9,-4.021554814430764,3.7919559368607723,-0.3
2005-02,-0.3578604193097936,2,-0.7620140053952236,0.40415358608542995,-3.1
2005-03,5.236542492426978,3,1.0146472473910475,4.221895245035931,0.3
2005-05,0.5621956330006009,5,1.9583205734014477,-1.396124940400847,-0.8
2005-06,1.2426535546082391,6,3.7396545523480227,-2.4970009977397836,0.4
2005-07,5.738078721404008,7,0.457453012821249,5.280625708582759,0.2
2005-08,4.322812277131737,8,-1.975524735953259,6.298337013084996,-0.3
2005-09,1.8158234253085648,9,-4.021554814430764,5.837378239739328,0.4
2005-10,-5.029155791507858,10,-0.6789620466557652,-4.350193744852093,1.2
2005-11,6.617531658342358,11,-0.6127065753045221,7.2302382336468805,-0.2
2006-01,17.31433437288632,1,2.2993358055588136,15.014998567327508,1.7
2006-02,-3.3796504180185094,2,-0.7620140053952236,-2.617636412623286,0.1
2006-03,2.123948880995009,3,1.0146472473910475,1.1093016336039614,1.8
2006-04,0.6803413096955735,4,-1.023359374648618,1.7037006843441915,1.1
2006-05,2.0754539764914046,5,1.9583205734014477,0.1171334030899569,-0.5
2006-06,-1.989547914971293,6,3.7396545523480227,-5.729202467319316,0.2
2006-07,-4.005576161074027,7,0.457453012821249,-4.463029173895276,-0.6
2006-09,6.1570735105981145,9,-4.021554814430764,10.178628325028878,-0.6
2006-10,2.4250817019329736,10,-0.6789620466557652,3.104043748588739,-1.3
2006-11,6.904020664953337,11,-0.6127065753045221,7.516727240257859,0.1
2006-12,-45.793021208320546,12,-1.035502300999496,-44.75751890732105,-0.3
2007-02,-1.6864535258649893,2,-0.7620140053952236,-0.9244395204697657,-0.1
2007-03,10.576122411415483,3,1.0146472473910475,9.561475164024435,0.2
2007-06,2.608749480571581,6,3.7396545523480227,-1.1309050717764415,0.5
2007-09,2.348122110516878,9,-4.021554814430764,6.369676924947642,0.2
2007-10,8.816332613305832,10,-0.6789620466557652,9.495294659961598,0.7
2008-01,1.1588146558634382,1,2.2993358055588136,-1.1405211496953753,1.8
2008-04,-1.8179916207402056,4,-1.023359374648618,-0.7946322460915876,0.7
2008-07,7.972034593060053,7,0.457453012821249,7.514581580238804,0.3
2008-09,-6.027144835253125,9,-4.021554814430764,-2.0055900208223614,1.2
2008-11,1.4989034400800378,11,-0.6127065753045221,2.11161001538456,1.3
2008-12,11.54939184109228,12,-1.035502300999496,12.584894142091777,1.4
2009-01,-6.614696337525571,1,2.2993358055588136,-8.914032143084384,1.1
2009-02,-6.8628303162467805,2,-0.7620140053952236,-6.100816310851557,1.9
2009-03,-4.972179337267336,3,1.0146472473910475,-5.986826584658384,0.4
2009-04,-2.128051411226626,4,-1.023359374648618,-1.1046920365780082,0.8
2009-05,-0.028566342328791294,5,1.9583205734014477,-1.986886915730239,-0.1
2009-09,-11.433111892220325,9,-4.021554814430764,-7.411557077789561,0.3
2009-11,3.3802733990719354,11,-0.6127065753045221,3.9929799743764574,-0.6
2009-12,10.638979462650099,12,-1.035502300999496,11.674481763649595,-0.7
2010-02,7.846694404649887,2,-0.7620140053952236,8.60870841004511,-1.5
2010-03,12.07022709259535,3,1.0146472473910475,11.055579845204301,0.7
2010-04,10.622520172132603,4,-1.023359374648618,11.64587954678122,1.2
