Year-Month,monthly_anomaly,Value
2010-02,-13.025397614432054,-1.5
2010-03,-7.655911293031043,0.7
2010-07,2.451638809412986,1.8
2010-11,-0.358968685334544,1.3
2011-02,-1.3214733323585865,2.7
2011-03,-2.5860002432386286,2.5
2011-04,2.6768412669339585,1.9
2011-05,0.6740509006138916,0.4
2011-07,1.2944184290306728,1.0
2011-08,-0.12358216605989535,0.4
2011-09,-2.0108459190452024,1.0
2011-10,-6.857162303609459,0.8
2011-11,-7.898136434137912,1.1
2012-01,-10.73495356256538,1.1
2012-05,-10.746271434856048,0.0
2012-06,-11.313271732401333,0.4
2012-09,-12.725273517673044,0.2
2012-10,-9.030484936624688,0.3
2012-12,-0.7165384608394877,-0.6
2013-04,0.6921695363413821,0.2
2013-05,4.076471795988724,0.8
2013-06,-3.428568297581497,1.2
2013-07,-4.085923982261875,0.8
2013-08,-4.974332695248252,0.2
2013-09,-5.8811224664777475,0.3
2013-10,-7.8332283247262104,-0.1
2013-11,-7.212044560517821,0.7
2013-12,-7.466781997713655,0.1
2014-01,-8.79204575069896,1.4
2014-02,-2.0657043892990146,0.1
2014-03,0.34663697210093164,0.9
2014-04,4.850557578414582,0.8
2014-05,4.681636079465078,0.5
2014-07,6.346898047178677,-0.2
