Year-Month,nzd0011_Average_Value
1999-12,-5.792517142509586
2000-04,-4.976495346544122
2000-05,-4.6210921775353535
2000-08,-5.148588020964716
2000-09,-5.457141346562601
2000-10,-4.18030966181502
2001-01,-1.528930973965919
2001-06,-0.2039959316400104
2001-09,-0.31111928110010806
2001-12,-1.511510388621108
2002-03,-2.242234702511653
2002-05,-4.113124521325973
2002-06,-6.924312916089122
2002-07,-10.092202010372148
2002-08,-12.351503750705433
2002-10,-11.309117987895503
2002-11,-7.1499042157971715
2003-01,-3.177622099359189
2003-08,-0.09899177163918371
2003-11,2.555015521402045
2003-12,5.203090861324228
2004-01,7.976795829563449
2004-02,11.121793424465409
2004-03,14.64033736470694
2004-05,19.344132618581842
2004-06,19.708853631260585
2004-07,16.823539583557487
2004-08,13.994274864224302
2004-10,13.15207034758561
2005-01,12.40087808182502
2005-02,10.141260654669802
2005-06,6.9032467548366565
2005-11,3.114892423531318
2006-01,0.49328155890288294
2006-04,-1.7734781512460245
2006-05,-3.569780687586572
2006-07,-4.378802674356637
2006-08,-4.576092514033892
2006-09,-1.0394540380867958
2006-11,8.279918238889618
2006-12,13.980124024109816
2007-01,18.833218361723553
2007-04,13.621189882306734
2007-07,6.042264759101175
2007-08,1.4343031312945085
2007-10,-1.5561846990369541
2007-11,-3.5419461544989104
2008-06,-5.357162866002284
2008-08,-7.371063176778847
2008-09,-8.973956495048158
2008-11,-9.915410259902082
2008-12,-10.575804367906127
2009-03,-10.39023800847625
2009-09,-9.611218779762027
2009-10,-7.29020810725894
2009-11,-3.648016388895564
2009-12,0.9221054384040559
2010-02,4.240279050962412
2010-03,4.959099537083493
2010-05,3.4629840624060426
2010-06,1.3492926809334416
2011-02,-1.1803164075526975
2011-03,-4.1528230060731275
2011-05,-7.010570197372381
2011-07,-8.94860867831202
2011-08,-10.210383056565945
2011-10,-10.638991341448175
2011-11,-9.821017199239613
2012-02,-8.72694302484738
2012-03,-8.83064952633142
2012-04,-9.510439661534864
2012-06,-9.154810891517478
2012-11,-8.018316216682944
2013-01,-7.369821646624072
2013-05,-9.05582800835657
2013-06,-11.4537967918915
2013-08,-2.9754592808750235
2013-10,2.8153639798209893
2013-11,6.835401748867603
2013-12,9.549203480386309
2014-02,9.482569233721229
2014-07,6.754442430619399
2014-11,4.608468392790831
2015-01,1.2444808282130497
2015-06,-3.187922322681259
2015-07,-6.229881450539442
2015-08,-6.295409614454491
2015-10,-3.985443964576562
2015-12,-0.45549509203621275
2016-01,1.87753598582037
2016-04,-0.2686195481006841
2016-11,-3.442402445194207
2017-07,-4.992454412755803
2017-09,-5.374073817279788
2017-12,-6.28078462900632
2018-04,-9.033802514737909
2018-05,-12.276994301282771
2018-07,-13.360121681152552
2018-12,-12.811503610023184
2019-01,-11.656211814158928
2019-03,-10.17328490824213
2019-05,-10.025746667943974
2019-06,-11.413964618551056
2019-07,-12.984706072443712
2019-10,-14.218047586708645
2019-11,-14.488361712982757
2020-01,-13.999752344913425
2020-02,-12.296320314931183
2020-03,-11.743242121482412
2020-07,-12.106417187645246
2020-09,-11.12235368454394
2021-01,-7.652853702061593
2021-04,-2.5589035532005595
2021-05,3.230973890946046
2021-06,8.56486667572901
2022-01,13.073150714310836
2022-05,9.980244001827437
2022-06,6.259478443896431
2022-08,3.0817692488278103
2022-09,0.3984181102596155
2022-10,-2.2820271484052386
2022-11,-2.3956401015290325
2022-12,-1.4944360016008027
2023-02,-0.7331591487514747
2023-03,0.6128207733278325
2023-05,-1.1624697335922758
2023-06,-3.6557003363509484
2023-07,-7.457077942111857
2023-09,-12.204690100099794
2023-10,-15.6459822203262
2024-02,-15.797642130839568
2024-03,-12.177947186890142
2024-04,-9.649736017878618
2024-05,-5.62411229347117
2024-06,-0.6796390051751766
2024-07,3.1480726658688907
2024-08,6.5964671046920955
2024-11,14.993486801914031
2025-02,22.839018041745682
2025-03,23.46759630521609
2025-04,21.712790912019496
2025-05,18.2846476495443
2025-06,15.111655326121264
2025-07,13.084577153420675
2025-08,12.831016431480583
