dates,nzd0330-0000,nzd0330-0001,nzd0330-0002,nzd0330-0003,nzd0330-0004,nzd0330-0005,nzd0330-0006,nzd0330-0007,nzd0330-0008,nzd0330-0009,nzd0330-0010,nzd0330-0011,nzd0330-0012,nzd0330-0013,nzd0330-0014,nzd0330-0015,nzd0330-0016,nzd0330-0017,nzd0330-0018,nzd0330-0019,nzd0330-0020,nzd0330-0021,nzd0330-0022,nzd0330-0023,nzd0330-0024,nzd0330-0025,nzd0330-0026,nzd0330-0027,nzd0330-0041,nzd0330-0042,nzd0330-0043,nzd0330-0044,nzd0330-0045,nzd0330-0046,nzd0330-0047,nzd0330-0048,nzd0330-0049,nzd0330-0050,nzd0330-0051,nzd0330-0052,nzd0330-0053,nzd0330-0054,nzd0330-0055,nzd0330-0056,nzd0330-0057,nzd0330-0058,nzd0330-0059,nzd0330-0060,nzd0330-0061,nzd0330-0062,satname
2006-04-26 21:46:44+00:00,328.5333333,338.9836364,339.4115385,335.84,338.1136364,344.3636364,339.2236364,334.81,337.2615385,336.2,330.12,321.22,314.88,311.33,315.4733333,321.3533333,330.1333333,322.99,324.9836364,331.7636364,337.0436364,326.22,320.67,321.9115385,330.19,331.6536364,329.6736364,330.37,329.49,331.9514286,323.52,325.4314286,319.12,325.52,309.85,314.0014286,332.43,334.3114286,337.68,325.4,352,356.46,344.94,347.24,334.2314286,339.42,343.97,349.2614286,339.08,345.44,L5
2006-05-27 21:50:42+00:00,332.8411111,,,,345.5572727,342.9872727,341.1272727,343.98,343.3461538,343.7833333,340.1833333,340.1633333,332.19,329.25,321.1411111,332.0711111,,,,333.6472727,336.9172727,336.3233333,325.6233333,326.5561538,333.9233333,339.0172727,350.1372727,342.37,338.59,342.6214286,324.31,,,,314.15,318.6314286,339.7,341.7314286,342.66,335.5866667,361.85,366.11,350.6566667,345.6766667,330.4014286,,,,343.69,343.52,L7
2006-06-05 21:44:30+00:00,,,328.96,338.64,336.9463636,343.3863636,329.6463636,335.46,341.49,341.6033333,340.4233333,,,,,,,332.68,332.5063636,327.0163636,331.8763636,330.5533333,331.6333333,325.94,334.1633333,,,,,,,,315.99,318.74,311.6,323.3457143,344.4,346.9757143,345.57,,,,,,,,351.5966667,349.2157143,343.82,348.15,L7
2006-06-13 21:47:25+00:00,323.3555556,325.4463636,334.4823077,338.33,333.5763636,325.0463636,336.3363636,331.14,334.8623077,339.9566667,335.5966667,325.9566667,321.73,324.1,325.4455556,325.2255556,327.5755556,332.3,331.6063636,330.5463636,330.5363636,332.4066667,333.1466667,327.6623077,321.7866667,324.6463636,328.8363636,338.28,332.95,340.2985714,323.3,329.0085714,323.95,322.71,310.02,323.0785714,341.61,340.8885714,341.52,339.6033333,363.65,362.06,350.9833333,346.8133333,333.5585714,350.9433333,354.3633333,356.5685714,345.06,348.73,L5
2006-06-29 21:47:16+00:00,,,,309.17,,,329.9090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-07-07 21:44:19+00:00,,336.2054545,340.3623077,,340.2954545,343.7154545,345.0254545,339.23,340.8423077,339.3966667,,,,,,,330.5888889,340.62,336.2654545,337.4354545,340.3454545,344.8866667,337.0966667,331.3923077,,,,,,,,327.5757143,315.95,318.16,308.93,328.1557143,343.39,345.4457143,,,,,,,322.6357143,327.5833333,333.9533333,333.5857143,326.57,,L7
2006-07-22 21:53:46+00:00,320.0611111,325.6645455,,,,,,,,,329.6233333,323.8033333,319.41,318,318.0811111,317.2011111,323.2911111,329.1,336.7945455,338.6545455,338.5245455,342.3733333,333.7733333,325.1069231,321.7933333,333.4945455,344.4345455,345.42,324.67,326.5885714,315.95,326.9085714,317.42,322.73,311.17,321.4985714,345.67,341.6685714,338.19,333.7066667,355.77,354.53,334.5066667,343.5966667,333.1185714,345.2966667,346.5166667,348.5985714,344.98,356.43,L5
2006-07-23 21:44:10+00:00,331.7211111,329.2045455,336.9369231,,339.1345455,344.4045455,,,,,,,,324.01,323.6111111,332.8411111,331.5111111,341.33,344.4045455,346.5345455,347.0945455,,,,,,,345.32,333.29,339.2985714,329.23,337.1785714,334.58,337.23,325.36,,,,,,,,341.0766667,344.8366667,324.9585714,345.8766667,342.9266667,,,,L7
2006-07-30 21:50:20+00:00,,,,355.35,350.5936364,351.5736364,348.2236364,343.92,337.8869231,341.7266667,347.1166667,349.3666667,348.69,342.54,341.5022222,,,,346.7436364,349.6836364,353.3736364,352.3166667,348.6866667,341.6469231,343.8266667,349.6836364,356.6736364,361.1,346.64,357.3128571,,,,338.9,330.56,336.2328571,360.59,353.6228571,359.36,359.2233333,385.59,383.58,367.3333333,366.4433333,,,371.0033333,369.3728571,357.54,360.71,L7
2006-08-15 21:50:19+00:00,,,336.4338462,340.19,333.07,338.67,336.57,334.1,329.6138462,336.17,338.67,338.4,336.34,333.25,329.0766667,,,338.49,339.6,342.22,345.41,340.26,330.65,322.5638462,335.3,343.01,349.13,356.45,335.67,342.1671429,,,,328.89,324.52,335.4071429,353.67,350.3371429,354.66,353.31,378.17,380.6,363.95,,,,364.38,361.0471429,352.19,355.79,L7
2006-08-23 21:54:11+00:00,329.2533333,339.5590909,346.36,346.54,340.6990909,340.9590909,334.5190909,337.3,342.58,333.84,329.85,330.38,319.94,319.45,319.7233333,333.0833333,330.1033333,326.62,330.6690909,334.5790909,342.0190909,337.98,335.86,326.47,324.53,329.8190909,338.0390909,342.34,318.62,330.6571429,327.53,337.4771429,326.9,325.54,321.9,324.5171429,354.37,338.1771429,335.85,336.78,354.03,361.16,349.46,344.91,343.0771429,346.73,352.4,350.6971429,350.54,349.48,L5
2006-08-24 21:44:07+00:00,342.12,339.8872727,342.8307692,343.88,347.9472727,344.1172727,338.6572727,340.13,,,,,,,,333.81,328.99,328.99,333.9772727,343.1672727,343.6672727,340.22,336.78,,,,,,,337.2871429,325.67,334.6371429,320.92,328.97,324.16,332.3571429,350.57,,,,,,,347.59,333.9371429,339.41,352.54,361.5771429,352.78,,L7
2006-08-31 21:50:16+00:00,329.7477778,333.03,335.5092308,340.24,329.28,329.17,326.79,325.92,,,,326.9933333,330.29,328.52,332.0977778,336.6177778,333.8377778,333.38,334.52,337.81,337.98,336.3233333,,,,330.18,339.79,342.9,326.29,337.2714286,330.53,339.4114286,330.67,330.34,321.87,327.9514286,351.67,,,350.5266667,368.85,374.42,356.9866667,352.3466667,341.2414286,350.9066667,360.1266667,357.5314286,352.29,353.14,L7
2006-09-01 21:48:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,333.8569231,340.88,342.49,343.28,348.31,338,345.2785714,340.44,347.9185714,342.02,337.83,335.94,346.8385714,359.44,353.7685714,352.37,355.03,380.97,380.62,367.38,366.13,348.5485714,365.08,368.44,370.8585714,360.81,364.32,L5
2006-09-16 21:50:10+00:00,,,,340.36,338.44,339.12,337.24,,332.5,331.23,336.87,336.77,331.69,332.26,332.2,,,,325.94,330.91,330.16,322.79,322.71,317.77,322.35,326.58,333.2,334.8,325.39,337.04,,,,321.62,313.51,321.77,340.23,336.24,340.95,338.88,362.72,367.03,347.56,346.55,,,354.92,350.61,343.94,346.67,L7
2006-09-17 21:48:42+00:00,343.5711111,337.01,337.3553846,338.07,339.61,339.55,336.41,328.54,329.6153846,335.6033333,340.5933333,339.0233333,329.87,330.06,334.5411111,338.1311111,329.4811111,321.93,328.44,333.54,337.24,336.4233333,331.5033333,328.4053846,330.0333333,330.67,332.06,337.29,329.11,342.7142857,329.56,330.2842857,318.5,321.49,315.75,325.2142857,339.86,342.7442857,346.5,341.1366667,367.42,374.45,359.5066667,352.6466667,342.6942857,351.6466667,353.5266667,358.2542857,348.41,352.99,L5
2006-10-10 21:54:44+00:00,331.0933333,330.9190909,340.1007692,348.19,339.1990909,324.6290909,333.5690909,,342.5007692,349.33,344.64,340.95,330.95,328.09,326.2233333,323.6533333,325.6833333,315.72,327.7790909,338.8590909,345.5390909,341.18,339.63,335.3707692,334.2,328.8290909,325.6690909,326.73,331.9,343.2728571,329.47,335.8228571,327.14,332.39,327.59,336.9528571,355.47,350.6328571,357.16,354.92,371.07,379.17,361.1,358.29,344.2728571,354.24,365.99,366.3128571,358.92,359.81,L5
2006-10-11 21:43:53+00:00,,,,351.66,343.4254545,,,,356.2476923,362.8733333,360.8933333,355.7233333,,,,,,,352.8054545,352.9554545,353.0454545,351.3733333,356.2533333,349.9476923,355.6733333,352.7054545,,,,,,,,347.6,337.62,345.4971429,370.19,369.0171429,372.85,376.8266667,,,,,,,,366.6071429,355.91,360.77,L7
2006-10-27 21:44:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.09,336.63,341.3357143,365.97,364.3157143,369.24,370.4133333,,,,,,,374.5933333,372.7057143,361.37,365.32,L7
2006-11-20 21:49:20+00:00,343.0644444,344.9381818,348.9492308,354.16,358.1781818,354.7381818,356.3781818,349.44,346.2692308,350.2233333,344.0833333,343.3533333,330.48,330.62,335.0244444,340.3244444,339.7144444,339.25,342.9081818,338.1981818,335.8281818,329.7733333,332.5733333,326.5792308,327.8933333,329.4481818,326.6981818,330.36,334.43,344.6357143,333.34,331.3457143,324.6,325.26,317.44,320.4457143,341.81,339.5157143,346.82,340.8566667,361.6,371.61,357.2466667,348.4166667,341.3757143,345.2466667,350.4966667,353.4757143,342.4,347.76,L5
2006-12-06 21:49:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.48,335.4914286,325.57,333.1314286,332.72,333.02,318.51,331.6214286,348.44,351.5914286,354.09,338.9066667,360.42,366.19,351.2166667,346.0166667,333.9014286,349.9866667,360.2966667,363.2514286,351.77,355.27,L5
2006-12-13 21:55:43+00:00,343.8377778,338.5772727,316.42,332.71,335.0172727,342.8172727,342.8772727,337.58,329.16,331.7433333,330.3833333,334.2333333,323.09,314.68,320.2577778,330.4577778,332.1577778,334.29,320.2072727,310.1772727,307.9372727,312.7033333,309.3433333,313.7,,,,,,,,,316.65,318.41,313.61,314.3585714,327.65,326.3285714,328.68,324.8666667,351.82,358.61,344.4666667,343.5466667,332.7485714,341.7366667,354.8566667,350.3285714,339.73,338.85,L5
2006-12-29 21:55:50+00:00,333.62,342.23,324.92,333.44,336.22,336.69,331.47,330.55,327.76,333.06,331.54,335.14,333.27,319.82,317.37,322.62,326.97,329.17,329.36,312.7,310.79,318.3,315.83,310.24,304.26,300.71,304.01,313.85,312.96,323.8,315.96,319.76,316.58,317.43,306.8,315.73,321.54,321.49,323.8,317.91,344.2,352.49,337.54,333.82,327.17,333.6,345.34,344.32,337.65,340.17,L5
2007-01-22 21:50:55+00:00,360.04,360.3745455,362.0723077,,,,361.5945455,357.27,359.7623077,360.13,359.39,359.99,347.72,341.39,344.09,348.61,342.99,342.91,,,,339.32,337.01,331.4523077,324.4,325.7345455,324.4745455,327.96,340.03,348.13,335.74,339.11,333.43,,,,355.92,344.39,351.36,347.26,377.16,380.57,366.57,359.89,348.22,358.75,,,,359.05,L7
2007-01-30 21:55:36+00:00,354.6166667,360.9009091,367.7392308,366.87,360.4609091,350.6509091,344.6209091,344.34,342.4092308,344.41,350.12,344.56,344.45,337.09,322.1266667,324.9966667,345.4266667,346.02,338.8209091,339.7909091,333.7309091,330.52,331.55,325.8792308,319.76,325.5509091,321.8609091,326.95,337.11,345.5571429,340.1,347.1671429,343.08,338.99,315.82,327.7771429,358.71,338.2271429,350.17,341,369.97,379.68,372.3,366.5,347.3171429,358.9,364.67,352.9671429,350.98,367.83,L5
2007-02-08 21:49:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.36,374.76,378.14,367.73,356.79,344.8614286,354.3,364.98,362.9814286,347.25,350.92,L5
2007-03-04 21:44:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.22,319.3171429,342.19,339.0571429,348.95,344.7733333,370.71,,,,,,,380.4871429,374.3,375.11,L7
2007-03-20 21:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.93,367.65,346.8033333,344.0133333,334.3,346.0833333,357.4533333,356.22,,,L7
2007-04-05 21:45:00+00:00,371.74,368.9690909,370.1438462,374.05,374.2090909,373.7390909,369.5190909,366.77,366.1438462,,,,,,,339.32,351.85,351.16,349.8990909,346.0690909,343.7090909,334.42,334.43,,,,,,,,344.1,351.0542857,338.99,343.64,,,,,,,,,,,,,,,,,L7
2007-05-30 21:50:54+00:00,,357.1509091,367.9615385,,363.7409091,369.3809091,364.8009091,358.34,364.5815385,361.2333333,355.5033333,349.9933333,345.78,,,,329.3611111,334.9,331.3209091,330.8409091,325.6809091,323.1433333,327.3633333,328.1715385,325.4633333,318.9809091,323.3509091,320.59,,,,330.42,328.31,328.45,321.52,318.9,,348.08,348.31,342.2566667,365.39,,,,332.87,346.7166667,348.2566667,354.49,346.53,345.43,L7
2007-06-08 21:44:44+00:00,,,,,,,353.0263636,351.4,350.3392308,349.6166667,339.2566667,326.2766667,320.48,319.87,,,,,,,328.0963636,325.0666667,318.2166667,315.6392308,312.2666667,306.5663636,307.2563636,313.88,,,,,,,,,,,,,,,,,,,,,,,L7
2007-07-01 21:50:53+00:00,360.3033333,350.0718182,348.2792308,,,,,349.17,345.3992308,348.13,352.2,354.3,346.84,337.9,336.2833333,336.5833333,335.0633333,332.51,337.9518182,,,,324.97,322.1792308,318.14,315.3118182,323.0418182,326.35,328.48,340.12,329.5,333.5,326.25,,,,338.69,336.96,343.02,340.1,364.95,365.55,356.6,350.04,337.81,347.16,,,,348.22,L7
2007-09-12 21:44:17+00:00,,,,,,,,,,,,,,,,341.2888889,342.4388889,328.71,326.0545455,328.6645455,330.7545455,325.4866667,319.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2007-10-05 21:50:18+00:00,365.59,362,367.85,368.85,366.71,306.95,,,347.2,356.49,358.16,357.62,353.92,348.48,349.93,349.8,351.25,354.36,342.49,345.86,,,,328.68,327.01,326.45,328.7,333.18,336.2,350.78,334.72,342.52,332.57,338.87,,,,352.65,352.76,351.15,376.45,384.54,363.82,358.79,343.63,357.8,363.7,,,,L7
2007-10-30 21:44:26+00:00,,,,,,,,,,,,,,,,,,,,,347.6463636,350.4233333,342.9233333,341.9407692,339.1333333,336.1463636,336.2963636,345.91,,,,,,,,,,,,,,,,,,,,,,,L7
2007-11-22 21:50:49+00:00,353.8322222,360.7509091,365.9769231,360.23,358.0809091,,,,348.6369231,345.2166667,346.2466667,344.9966667,342.4,339.53,330.1922222,327.8822222,329.9722222,338,336.4209091,334.0409091,,,,322.6669231,310.3966667,313.3809091,322.8309091,323.5,327.97,342.9842857,332.66,340.5542857,331.63,334.99,,,,339.7542857,347.09,333.5033333,363.85,373.3,355.7033333,348.6033333,336.3842857,346.7033333,350.0133333,,,,L7
2008-01-10 21:45:41+00:00,364.65,357.2027273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-02-10 21:50:56+00:00,,,,,,,,,,,,,,,321.2577778,318.5677778,321.8077778,323.89,333.5863636,339.6863636,336.2863636,329.6633333,322.2033333,320.8338462,,,,322.68,332.59,340.4328571,333.52,337.1228571,328.18,332.32,323.2,329.6228571,349.48,347.2428571,,,375.83,373.04,359.1166667,350.5466667,341.5328571,352.0566667,363.6166667,362.7828571,350.06,355.8,L7
2008-02-19 21:44:43+00:00,337.29,331.5854545,340.6576923,,,,,,,,,,,,,,,,,,,,,313.1076923,310.13,315.2754545,326.8054545,327.49,320.23,,,,,,,,,,,,,,,,,,,,,,L7
2008-02-26 21:50:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,328.04,330.23,332.62,334.19,341.0842857,331.61,342.3942857,333.04,336.26,327.02,335.1142857,,,339.82,344.3833333,374.14,375.51,357.9333333,355.0633333,342.9242857,356.4533333,364.7733333,363.6042857,353.49,,L7
2008-03-06 21:44:38+00:00,,,,,,,,,,,,,,,,,,,,,,335.33,332,322.7723077,326.3,327.4218182,329.1918182,332.94,,,,,,,,,,,,,,,,,,,,,,,L7
2008-05-16 21:50:38+00:00,342.4577778,336.83,340.3884615,,,,344.81,341.77,339.6484615,349.3733333,350.5533333,331.8633333,316.4,320.44,321.6177778,322.0877778,336.1477778,335.07,,,,332.9633333,328.1033333,319.9284615,317.2033333,320.58,324.41,330.24,327.19,334.3357143,327.61,328.3657143,,,,330.7357143,,350.2757143,344.99,341.7066667,364.43,366.21,360.9466667,360.5166667,342.5757143,,,,354.65,361,L7
2008-06-01 21:50:30+00:00,321.6122222,319.8409091,330.7169231,,337.4009091,339.2409091,337.1509091,,,,325.2466667,326.1866667,326.69,324.28,,,,,,,327.2809091,324.8966667,,,,314.8909091,321.6509091,,327.35,340.0842857,321.95,321.2342857,321.47,331.14,311.27,322.2542857,,,,324.0333333,349.12,349.97,330.6033333,330.7333333,324.0742857,334.8033333,333.2433333,337.0442857,332.17,,L7
2008-06-10 21:44:15+00:00,,,,,,,,346.71,345.3392308,342.4166667,334.6566667,331.4166667,336.75,330.24,330.4888889,,,,,,,,327.0366667,325.9292308,324.3466667,329.3963636,332.1763636,329.52,329.57,,,,,,,,,,,,,,,,,,,,,,L7
2008-07-03 21:50:11+00:00,,,348.5615385,348.24,350.5309091,354.2009091,354.0109091,,354.7115385,356.8833333,348.6133333,343.6233333,333.79,330.18,,,,337.73,340.9009091,335.3509091,332.6209091,331.8533333,334.7533333,330.0815385,327.6733333,321.2209091,321.9509091,321.14,330.55,,,,322.96,328.27,314.95,329,339.24,340.53,339.56,334.7066667,356.25,360.15,,,,349.8466667,351.3466667,353,344.28,349.71,L7
2008-07-12 21:43:53+00:00,,,,,,,,,,,,,,,,,,348.94,345.9872727,346.7172727,346.6472727,347.19,354.67,351.1107692,342.75,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-08-20 21:49:46+00:00,,,331.8276923,341.48,340.1645455,335.3845455,335.0845455,,339.0276923,339.6433333,333.1933333,336.3533333,338.1,332.95,329.2911111,,,332.98,330.6845455,331.0245455,331.2045455,330.2233333,328.0533333,330.1776923,324.8033333,320.9145455,316.6245455,321.81,326.39,,,,325.66,325.29,321.07,326.5542857,347.84,346.9242857,348,350.8466667,374.3,372.48,,,,350.0166667,357.5966667,355.1542857,348.2,351.97,L7
2008-09-14 21:43:23+00:00,348.0244444,346.7554545,354.5,356.45,356.0654545,355.8554545,353.7454545,,,,,,,344.77,342.0644444,350.0644444,356.4244444,350.1,360.8254545,358.1654545,351.7954545,,,,,,,347.64,,,,,,,,,,,,,,,,,,,,,,,L7
2008-09-21 21:49:29+00:00,347.2166667,,,,,,,,,,,,,,,,,,,,,339.18,333.07,328.0684615,321.59,324.6163636,334.4563636,344.68,339,346.8385714,340.53,,,328.17,328.37,339.3885714,355.57,348.6285714,353.88,362.69,386.71,389.64,,369.18,,,,365.4085714,355.18,361.49,L7
2008-09-30 21:43:13+00:00,,,331.9276923,333.13,339.14,344.78,341.43,,340.6076923,338.0366667,,,,,,,,327.84,333.29,335.98,335.14,330.8666667,326.3766667,328.5476923,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-11-17 21:43:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-12-03 21:43:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-12-10 21:50:06+00:00,321.7111111,330.8981818,,,,336.6281818,335.4781818,328.32,323.5623077,322.1933333,321.7333333,323.3833333,320.84,316.29,316.0411111,321.7411111,321.2811111,,,,326.9381818,318.3333333,311.3033333,313.9823077,314.6433333,314.3281818,312.3081818,314.72,312.53,321.9571429,311.39,,,,301.86,309.7671429,322.15,325.8171429,328.14,318.2666667,341.93,345.05,327.7666667,325.7466667,,,,333.2371429,327.48,332.91,L7
2009-02-21 21:44:26+00:00,344.9688889,341.2790909,349.2376923,352.3,351.6290909,,,,,,,,,,,,,,,,,,,,,,342.7390909,343.2,,,,,,,,,,,,,,,,,,,,,,,L7
2009-02-28 21:50:41+00:00,329.2655556,,,,,,348.1281818,348.49,341.8953846,344.1666667,330.6766667,328.0966667,329.3,327.19,327.5755556,334.2255556,334.8655556,332.36,,,,,,,,,,,334.01,338.0457143,329.77,334.1157143,,,,320.8457143,338.36,337.2657143,340.66,336.6933333,366.64,373.09,356.9533333,352.9933333,342.9157143,,,,342.75,344.18,L7
2009-03-25 21:44:42+00:00,,,,,,,,,,,,,,,,,,,339.2327273,331.4627273,331.3327273,323.57,323.11,328.8353846,325.79,327.1527273,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-04-10 21:44:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.57,308.5757143,301.82,301.92,294.55,,,,,,,,,,,,,,,,L7
2009-04-17 21:51:00+00:00,345.2177778,343.6109091,347.8153846,349.78,,,,347.8,346.0453846,345.5833333,346.2133333,337.8133333,334.05,326.29,329.2577778,331.7977778,330.7177778,334.32,,,,337.0733333,333.5133333,327.9053846,325.5233333,327.3509091,330.3609091,343.53,332.55,341.6271429,331.12,339.6271429,329.23,,,,347.14,348.3571429,352.16,352.0766667,374.75,374.96,360.0466667,356.9066667,343.0271429,356.9266667,,,348.04,352.39,L7
2009-04-26 21:44:51+00:00,,,,,,,,,,,,,,,,,,,344.4927273,342.4127273,345.0627273,339.8933333,341.7033333,340.9846154,336.3033333,334.0627273,,,,,,,310.29,315.29,302.72,315.3171429,325.45,,,,,,,,,,,,,,L7
2009-05-28 21:44:55+00:00,317.2922222,333.5163636,343.3361538,,,,,,,332.2066667,327.8166667,321.4466667,320.96,316.48,332.6222222,331.6622222,328.1722222,343.25,,,,,,,319.5766667,326.0563636,327.7163636,329.49,335.89,347.1357143,334.26,,,,,,,,,,,,,,,,,,,,L7
2009-06-04 21:51:05+00:00,323.2433333,318.6963636,325.7907692,,324.6263636,330.4763636,332.0963636,,,,336.24,326.88,318.19,316.39,324.6233333,334.6233333,343.4233333,345.46,346.5463636,341.3763636,337.8463636,,,,309.72,314.6863636,325.4563636,328.74,331.63,340.2042857,323.29,329.4442857,315.36,321.11,310,,,,343.33,337.33,359.05,363.04,348.81,348.74,338.9542857,352.26,347.79,352.5342857,,,L7
2009-07-06 21:51:00+00:00,330.1455556,330.4945455,334.0992308,,336.8545455,337.0545455,314.5845455,320.5,335.3292308,332.3466667,322.0366667,,,,324.9255556,333.0655556,336.1155556,341.8,335.6045455,340.6045455,337.6645455,338.0866667,338.5066667,331.5092308,327.3066667,,,,334.96,339.1814286,329.7,332.5914286,326.18,321.88,307.57,315.8814286,335.35,335.1814286,336.52,,,,347.6533333,344.2333333,335.8614286,342.4633333,345.0933333,350.0114286,336.39,340.85,L7
2009-08-07 21:50:50+00:00,344.3544444,339.2072727,347.1730769,355,346.4572727,338.1672727,341.6872727,338.4,334.5630769,341.8533333,,,,338.25,342.3444444,343.1144444,349.7444444,358.21,351.3172727,349.5972727,353.1572727,351.0533333,346.0333333,343.7830769,,,,359.66,347.09,356.62,345.37,349.2,344.71,339.45,323.83,337.01,360,353.53,,,,389.21,370.4266667,361.5966667,355.83,364.6866667,365.5366667,366.47,358.5,354.81,L7
2009-09-01 21:44:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.4,,,,,,,,,,,,,,,,,,,,,,,L7
2009-09-08 21:50:49+00:00,329.2711111,323.9045455,334.8776923,340.28,340.4345455,337.2345455,320.9145455,317.44,,,,307.4133333,314.11,315.16,319.7111111,327.4511111,325.4111111,336.71,343.8145455,344.4845455,346.3145455,338.8533333,339.1833333,,,,333.8145455,346.24,333.99,341.5042857,334.42,337.7542857,329.39,330.42,323.48,332.6942857,353.14,,,350.8466667,378.11,372.52,363.0066667,352.6266667,346.3542857,352.7066667,361.9666667,358.8042857,352.8,352.49,L7
2009-10-10 21:50:42+00:00,318.2888889,314.7181818,322.3123077,328.4,,,,313.88,316.0523077,330.5666667,327.7966667,312.6366667,309.93,307.95,318.7288889,325.2188889,325.2588889,320.96,,,,324.1466667,326.1266667,327.6923077,324.2366667,321.3081818,328.7381818,331.55,327.1,336.7542857,328.51,332.4042857,324.29,,,331.3942857,349.73,350.2442857,347.9,350.3033333,374.17,372.97,358.5833333,354.7433333,344.1742857,357.2733333,,,348.21,354.15,L7
2009-12-29 21:51:54+00:00,326.64,328.5554545,,,,,324.9054545,323.25,333.4176923,337.9,336.93,329.48,325.91,317.74,317.26,321.85,323.18,,,,321.3554545,323.57,322.04,318.5476923,320.22,313.1954545,315.6654545,319.49,315.38,332.37,315.92,323.86,,,302.85,313.37,336.59,334.54,332.98,326.59,338.33,347.8,344.19,330.1,317.67,,,336.48,331.85,336.81,L7
2010-03-03 21:52:42+00:00,337.2488889,335.4390909,340.3684615,349.33,346.9990909,353.3390909,354.0590909,,341.4984615,,,,330.62,334.93,340.6888889,343.3088889,318.5188889,,334.0090909,339.2390909,336.4090909,335.8266667,331.3066667,331.3684615,,,,344.54,335.15,343.27,331.76,334.97,327.47,330.52,318.84,327.54,346.62,338.32,,,,370.81,361.1733333,352.6033333,339.58,352.5333333,361.1033333,359.34,347.31,354.62,L7
2010-03-12 21:46:35+00:00,325.5822222,324.3136364,330.4461538,336.98,344.2236364,351.0736364,,,,,,,313.72,315.5,315.8722222,319.1522222,318.4122222,316.19,322.8736364,322.8336364,326.6336364,,,,,,330.6936364,333.89,322.01,333.3471429,323.41,322.1071429,322.57,321.4,,,,,,,,,,,,,,,,,L7
2010-03-19 21:52:48+00:00,,,,,,,,,,,,,,,,,,,319.8772727,320.6172727,327.1972727,326.1766667,328.3466667,323.8523077,323.2166667,323.9372727,332.1472727,337.59,329.97,341.2014286,,,,320.3,307.64,323.2214286,337.34,336.5814286,347.14,338.8133333,367.44,367.2,353.0933333,,,,350.0733333,352.1614286,341.3,344.94,L7
2010-04-13 21:46:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.8171429,350.2,351.8271429,352.8,345.6,,,,,,,,,,,,,,,,,L7
2010-05-06 21:52:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.29,326.35,,,320.6,322.28,312.57,329.14,337.95,347.44,335.24,343.8866667,366.09,365.42,358.1166667,,,,358.8566667,360.23,353.85,351.31,L7
2010-07-02 21:46:40+00:00,345.52,347.2618182,352.4830769,,360.4218182,,,,,,,346.83,344.34,339.67,341.57,343.11,339.94,332.82,346.3318182,,,,,,,,347.8518182,352.89,,,,,,,,,,,,,,,,,,,,,,,L7
2010-07-18 21:46:41+00:00,332.8511111,343.3109091,343.9223077,,354.4409091,,,,,,,333.0733333,331.59,319.69,323.0411111,339.7411111,351.1411111,347.8,345.7909091,,,,,,,,335.6509091,336.87,,,,,,,,,,,,,,,,,,,,,,,L7
2010-07-25 21:52:52+00:00,326.3555556,331.6845455,332.5092308,,337.3045455,,,,338.1192308,344.9066667,333.4766667,325.8266667,326.35,319.82,319.5855556,335.4855556,336.8455556,332.44,333.6345455,331.0145455,,,331.2266667,330.1092308,327.2666667,332.2845455,334.4745455,,327.08,326.4214286,317.72,323.5314286,315.17,313.73,,,,339.8314286,339.19,334.8633333,355.81,362.26,343.0033333,336.7033333,333.8514286,338.8233333,341.9033333,,,,L7
2010-08-10 21:52:51+00:00,345.72,334.3218182,335.0923077,334.59,330.1318182,332.6118182,335.1618182,,,,,322.87,328.41,321.57,332.29,339.8,343.74,333.21,331.6218182,337.9318182,340.5818182,338.07,,,,336.3418182,339.8518182,338.9,324.42,332.5214286,324.59,330.9414286,321.46,323.61,312.15,321.4714286,,,,336.99,364.79,365.81,355.84,347.88,339.4114286,350.8,352.23,353.8214286,345.99,,L7
