Year-Month,monthly_anomaly,Value
2000-03,-2.669933921486704,1.3
2000-05,3.1399598865129716,0.4
2000-07,-7.870685292086213,-0.2
2001-01,-11.211799891059895,1.0
2001-03,-5.08754960435785,0.9
2001-08,-8.66878796449155,-0.4
2001-09,-9.521207781522865,0.2
2002-01,-5.568985862197509,0.4
2002-04,-4.048965239797358,-0.1
2002-07,-3.841395067951372,-0.5
2002-08,-4.0504192566144095,-1.0
2002-09,-8.123558583653773,-0.6
2002-10,-4.972316459865201,-0.4
2002-12,-0.24486744102241073,-1.1
2003-01,3.105466986097486,-0.2
2003-07,12.947266577289827,0.3
2003-08,0.053916848115441396,0.1
2003-09,-2.2325852958959818,-0.1
2003-10,-2.528167275011671,0.0
2003-11,-0.6743441873209279,-0.3
2003-12,0.4737592168209848,1.1
2004-01,0.8826194385756078,-1.3
2004-02,4.1606417269671825,1.2
2004-03,6.098548408422338,0.4
2004-05,6.649800107672195,1.0
2004-07,3.637217777649063,-0.5
2004-08,2.368926162831816,-0.3
2004-09,0.7910728172691419,-0.3
2004-10,1.0947690208777636,-0.1
2004-11,1.1083320448207246,-0.7
2005-01,4.635500240784271,0.3
2005-02,6.24410637023586,-3.1
2005-03,7.3210457896355905,0.3
2005-04,10.649963020669539,-0.6
2005-05,11.119086738457195,-0.8
2005-06,11.41691845762149,0.4
2005-07,10.179287488728965,0.2
2005-08,8.834477277022762,-0.3
2006-01,0.8880270225766987,1.7
2006-02,-1.2040965712314025,0.1
2006-04,1.7982747060119508,1.1
2006-05,2.438194744787443,-0.5
2006-06,2.843396015681534,0.2
2006-07,2.18158141653306,-0.6
2006-08,4.611704691791744,-1.0
2006-09,3.745426818646487,-0.6
2006-12,-3.73304966877995,-0.3
2007-02,-5.145213184482354,-0.1
2007-03,-3.350023266032975,0.2
2007-05,1.7818942993068072,-0.1
2007-06,11.240909164772388,0.5
2007-07,10.293568132749146,-0.3
2007-10,7.3528774367640715,0.7
2007-11,-5.359947225235812,0.9
2007-12,-13.109446995735716,1.7
2008-01,-16.114616287933682,1.8
2008-05,-15.62012473684128,-0.1
2008-06,-13.632987272763156,0.6
2008-08,-6.630283300731531,1.0
2008-09,-6.8839226101259,1.2
2008-12,-7.595303998723523,1.4
2009-02,-2.51100937051768,1.9
2009-03,-0.4885164133736234,0.4
2009-06,0.6494930908618556,0.1
2009-07,-0.28867174423011627,0.2
2009-08,-5.595042382389027,-0.2
2009-09,-9.307171166727354,0.3
2009-11,-10.9570604153136,-0.6
2010-01,-7.822267986697139,-1.1
2010-02,-2.5289586598090326,-1.5
2010-03,1.3465089235366703,0.7
2010-05,0.4367962488551754,0.9
2010-06,0.6983848029862566,0.4
2010-07,-1.0746714728434552,1.8
2010-10,-6.622862063286005,1.7
2011-01,-1.560076524697346,2.3
2011-03,-4.0415700681221525,2.5
2011-04,-1.4879385442489725,1.9
2011-05,-0.36484169486519663,0.4
2011-07,-4.968720538194113,1.0
2011-08,-3.2448653609036757,0.4
2011-09,-2.0378881467846557,1.0
2012-01,0.48499343679696955,1.1
2012-04,-14.108033604460159,-0.3
2012-05,-12.052362623415034,0.0
2012-06,-11.911077018008012,0.4
2012-07,-9.381728250085152,-0.0
2012-08,-7.607901501362407,-0.2
2012-11,-4.964065850060521,0.3
2012-12,-3.1144828680273298,-0.6
2013-01,-3.609962845062386,-0.1
2013-02,-5.031189111584108,-0.2
2013-04,-2.1011619018725396,0.2
2013-05,-0.9965617610166977,0.8
2013-06,-0.41520222498797515,1.2
2013-07,2.2843674691411917,0.8
2013-08,2.69710667672524,0.2
2013-09,-0.17946931379470016,0.3
2013-12,-3.300497559160614,0.1
2014-01,-4.585608705192316,1.4
2014-02,-2.977412572544187,0.1
2014-03,0.6094448284533347,0.9
2014-04,-0.6020835197597854,0.8
2014-05,0.13659050924361332,0.5
2014-06,0.16407831078762963,0.2
2014-07,-0.5986247172067866,-0.2
2014-08,-2.725359558801316,-0.7
2014-09,-5.770892487400893,-0.7
2014-10,-8.037785876373658,-0.6
2014-11,-9.735604641460071,-0.9
2014-12,-11.045795991620823,-0.6
2015-02,-9.860298295374585,0.2
2015-04,-1.5149558094656845,-0.0
2015-05,-2.6755787935638775,-0.7
2015-06,-1.9108765506016132,0.6
2015-07,-0.9170173032043464,-1.1
2015-08,-0.9496214859905571,-1.4
2015-09,0.9523525547508266,-1.6
2015-12,2.6590031568611003,-0.6
