nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.06168978854624843,1.0,-0.3790263730258086
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,,,
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.14041811395722772,3.0,-0.3170848934252236
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,,,
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.10678714253589836,3.0,-0.31135550998843786
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.197414358520947,0.0,-0.29299230684475963
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.0014655520992497052,1.0,-0.49202276425325914
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.06095005791701163,0.0,0.33493975881725757
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.018934078519310393,2.0,0.3893049080058753
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.16368452026599167,2.0,-0.25224542597000943
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.025177119223134294,2.0,-0.4080853640149907
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.1964783180089123,0.0,0.19849366032273105
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.028528027556700104,0.0,-0.3421955091938836
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,,,
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.06367429542300286,0.0,0.3079832259967006
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.02963314002713584,3.0,-0.4189252789095822
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.0022258126785116377,3.0,0.5451701303219973
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.08678457262284886,0.0,0.26429172547301605
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.0113929275082538,2.0,0.4711005566438024
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.3147019007889453,2.0,-0.17498359997780838
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.007942906310388364,0.0,0.3676975620857528
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,,,
nzd0215,40.18,"-37.665481,178.506463",N,-37.665481,178.506463,1,0.009581506963253118,0.0,0.3999087852203415
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,8.53946501774436e-05,0.0,0.5936552039146764
nzd0236,338.24,"-37.932388,177.506280",N,-37.932388,177.50628,4,0.00013277577324847457,0.0,0.5010353068666875
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.06828756910405473,0.0,0.337352416161287
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.00012859530551043207,3.0,-0.5297366593904743
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.11392217136786388,2.0,-0.25067259582735646
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,,,
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,,,
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,0.0028429117169621646,0.0,0.4894744688592578
nzd0263,105.71,"-38.565705,178.228058",E,-38.565705,178.228058,2,0.00743741022466876,0.0,-0.39381902313147177
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,,,
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.00011323134473812073,1.0,0.5725277821693018
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,5.0171940269602255e-06,2.0,-0.6462642982457627
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,3.1841963143045426e-06,3.0,-0.6005256410773224
nzd0279,82.04,"-39.036133,177.884430",E,-39.036133,177.88443,1,0.043710605422720504,3.0,-0.338102785926656
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.007549090947399422,3.0,-0.45668986669632017
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,0.00017036099321947454,3.0,-0.526596331891073
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.07297643249663766,0.0,0.3162455277498601
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,,,
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,0.00390735211543001,0.0,0.446155174133943
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.002527012834159227,0.0,0.4881144202202674
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,0.16468923976712818,3.0,0.21319110768278382
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,,,
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,0.00022665371797520538,0.0,-0.5639475865141108
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.1628915050714923,1.0,0.24866315774053202
