dates,nzd0240-0140,nzd0240-0141,nzd0240-0142,nzd0240-0143,nzd0240-0144,nzd0240-0145,nzd0240-0146,nzd0240-0147,nzd0240-0148,nzd0240-0149,nzd0240-0150,nzd0240-0151,nzd0240-0152,nzd0240-0153,nzd0240-0154,nzd0240-0155,nzd0240-0156,nzd0240-0157,nzd0240-0158,nzd0240-0159,nzd0240-0160,nzd0240-0161,nzd0240-0162,nzd0240-0163,nzd0240-0164,nzd0240-0165,nzd0240-0166,nzd0240-0167,nzd0240-0168,nzd0240-0169,nzd0240-0170,nzd0240-0171,nzd0240-0172,nzd0240-0173,nzd0240-0174,nzd0240-0175,nzd0240-0176,nzd0240-0177,nzd0240-0178,nzd0240-0179,nzd0240-0180,nzd0240-0181,nzd0240-0182,nzd0240-0183,nzd0240-0184,nzd0240-0185,nzd0240-0186,nzd0240-0187,nzd0240-0188,nzd0240-0189,nzd0240-0190,nzd0240-0191,nzd0240-0192,nzd0240-0193,nzd0240-0194,nzd0240-0195,nzd0240-0196,nzd0240-0197,nzd0240-0198,nzd0240-0199,nzd0240-0200,nzd0240-0201,nzd0240-0202,nzd0240-0203,nzd0240-0204,nzd0240-0205,nzd0240-0206,nzd0240-0207,nzd0240-0208,nzd0240-0209,nzd0240-0214,nzd0240-0215,nzd0240-0216,nzd0240-0217,nzd0240-0218,nzd0240-0219,nzd0240-0220,nzd0240-0221,nzd0240-0222,nzd0240-0223,nzd0240-0224,nzd0240-0225,nzd0240-0226,nzd0240-0227,nzd0240-0228,nzd0240-0229,nzd0240-0230,nzd0240-0231,nzd0240-0232,nzd0240-0233,nzd0240-0234,nzd0240-0235,nzd0240-0236,nzd0240-0237,nzd0240-0238,nzd0240-0239,nzd0240-0240,nzd0240-0241,nzd0240-0242,nzd0240-0243,nzd0240-0244,nzd0240-0245,nzd0240-0246,nzd0240-0247,nzd0240-0248,nzd0240-0249,nzd0240-0250,nzd0240-0251,nzd0240-0252,nzd0240-0253,nzd0240-0254,nzd0240-0264,nzd0240-0265,nzd0240-0266,nzd0240-0267,nzd0240-0268,nzd0240-0269,nzd0240-0270,nzd0240-0271,nzd0240-0272,nzd0240-0273,nzd0240-0274,nzd0240-0275,nzd0240-0276,nzd0240-0277,nzd0240-0278,nzd0240-0279,nzd0240-0280,nzd0240-0281,nzd0240-0282,nzd0240-0283,nzd0240-0284,nzd0240-0285,nzd0240-0286,nzd0240-0287,nzd0240-0288,nzd0240-0289,nzd0240-0290,nzd0240-0291,nzd0240-0292,nzd0240-0293,nzd0240-0294,nzd0240-0295,satname
2006-01-28 21:43:39+00:00,,,,,,,,,349.47,347.14,345.02,347.57,351.54,351.2642857,352.71,349.15,347.2,345.57,349.7042857,347.88,348.64,349.43,349.0742857,351.0742857,353.91,350.8442857,350.0642857,347.5042857,356.4742857,357.0142857,355.7342857,351.1242857,352.7342857,354.9,353.9842857,347.8342857,356.1642857,,,,,,,,,,,,,,,,,,,346.3,346.41,349.6742857,346.57,347.29,350.9342857,356.9066667,355.6742857,357.2,358.77,358.67,353.31,353.39,355.84,356.06,364.6742857,366.32,368.7166667,365.46,365.2966667,361.34,357.6142857,,,,,,,,,,,,,,,,359.2266667,360.53,360.15,359.4,358.76,359.31,353.43,360.34,359.31,366.88,366.67,363.18,374.36,371.0042857,370.64,367.26,373.14,373.04,375.4442857,,,,,,,,,,383.3842857,386.6442857,382.4442857,380.61,374.7366667,374.31,376.6866667,378.3942857,383.53,381.7442857,395.0242857,409.34,405.43,409.3,405.3042857,405.28,394.5942857,385.1942857,384.7342857,,,,,L7
2006-02-05 21:44:00+00:00,332.1523077,333.5366667,345.0342857,339.6866667,328.8466667,336.8966667,336.8942857,341.4442857,339.16,342.48,343.7766667,345.3766667,350.8566667,347.4842857,348.8966667,345.89,342.83,349.54,351.7642857,346.28,349.47,350.47,353.4542857,346.2142857,352.5966667,350.8042857,350.1042857,342.3942857,348.7842857,346.6142857,348.8542857,346.5042857,341.3542857,342.7266667,339.5442857,339.1342857,347.6342857,346.9066667,347.2477778,342.63,344.6577778,341.1966667,342.0477778,337.44,344.76,339.7194737,339.6777778,339.5542857,353.2477778,340.9577778,340.9477778,340.39,343.48,341.3166667,338.3642857,342.01,346.13,342.7742857,345.2566667,345.9,352.2342857,354.6077778,357.5942857,353.54,356.69,352.21,351.7,353.5166667,355.78,356.0466667,357.2242857,353.6466667,359.3877778,359.01,358.4677778,348.31,341.8942857,350.3742857,355.3942857,357.5742857,352.3142857,355.9077778,349.74,351.1177778,350.92,353.84,362.52,349.81,,,,,,,,,,,,,,,365.11,367.9066667,367.99,369.6042857,367.66,369.3366667,359.2366667,358.14,354.2242857,,,,,,,,,,382.2142857,381.6342857,381.0042857,377.98,376.8077778,377.06,374.1977778,374.2942857,375.7666667,388.0742857,393.7142857,400.88,397.11,404.56,405.6842857,398.7066667,385.7242857,378.2142857,377.0242857,377.3342857,384.4542857,392.1642857,397.4142857,L5
2006-02-12 21:50:20+00:00,339.64,345.1533333,340.4442857,338.1633333,339.3133333,338.7133333,340.2342857,345.5942857,354.89,352.9,353.1433333,353.4733333,350.4533333,356.2442857,353.4633333,349.8,349.82,348.91,348.3342857,347.62,340.74,348.87,350.4642857,346.7042857,348.3433333,355.0442857,358.8542857,353.0942857,359.2542857,351.2742857,354.2842857,348.7742857,347.6942857,354.4033333,348.8642857,349.3742857,348.9142857,357.2533333,348.8988889,347.29,348.4188889,351.3133333,340.7488889,341.6,346.26,347.4068421,344.2888889,346.8242857,344.4688889,346.5588889,340.6988889,341.84,348.14,349.0833333,352.6842857,349.77,355.92,355.4942857,354.3733333,353.95,350.4042857,357.1088889,363.9742857,363.64,355.29,357.8,351.23,351.3733333,351.44,364.7133333,368.4642857,365.6633333,367.6988889,367.33,360.1488889,364.85,360.9942857,351.5342857,359.2242857,362.8942857,356.6142857,364.4988889,360.11,362.0488889,357.55,355.86,352.99,360.7,360.3242857,358.0642857,359.0588889,353.2942857,350.9388889,361.5133333,361.04,369.08,368.44,362.73,359.4733333,363.56,364.82,369.48,366.95,369.2933333,369.98,371.6642857,371.48,371.7833333,372.3833333,370.45,374.5042857,397.7088889,381.7788889,376.98,373.6842857,378.3133333,380.02,379.06,383.97,390.44,389.7242857,393.8242857,392.7142857,390.85,386.6288889,381.55,373.4588889,374.7042857,388.6633333,388.4142857,395.9542857,395.55,404.65,412.09,409.5242857,406.2733333,397.6942857,387.3142857,382.1142857,381.1542857,386.8642857,394.2942857,396.8042857,L5
2006-02-20 21:49:55+00:00,337.0530769,339.9366667,336.2357143,332.1866667,334.7866667,337.2266667,341.2757143,349.1357143,351.34,358.15,355.1166667,353.8266667,355.4666667,351.7957143,351.1566667,341.86,350.12,351.24,,,,,,,,,,,,,,,,,351.3857143,348.4657143,352.8657143,353.6866667,345.8744444,347.21,348.8244444,348.2466667,340.7244444,344.68,346.65,346.0352632,347.2544444,347.3657143,346.9644444,351.3844444,342.5344444,343.29,351.19,347.9166667,352.2957143,350.06,361.21,354.2257143,353.1666667,350.35,348.5657143,357.3944444,365.1657143,363.06,372.74,370.09,,,,,,,,,,,,353.9857143,360.7757143,357.6057143,357.2757143,357.1144444,362.34,359.0844444,360.01,359.53,359.47,361.7,361.8857143,360.5457143,355.4144444,355.2057143,354.3144444,364.1166667,364.6,364.82,363.08,364.55,362.4466667,358.45,361.36,366.59,388.4,,,,,,,,,387.1844444,378.8344444,373.33,375.9557143,380.8466667,378.12,375.14,385.19,394.8,396.6157143,397.3757143,389.7057143,388.14,380.4044444,378.24,372.9544444,375.2357143,385.9366667,394.5957143,406.1057143,,,,,,,,,,388.2657143,391.0657143,395.7657143,L7
2006-02-28 21:50:40+00:00,342.4376923,341.3933333,343.2985714,344.2233333,346.5633333,345.3233333,344.2285714,347.9885714,362.32,359.25,359.0533333,357.2533333,359.2633333,360.9585714,355.6433333,354.25,354.03,352.62,351.9085714,355.06,355.73,355.02,356.7585714,352.0585714,362.6633333,356.9285714,358.7785714,353.2285714,351.9085714,356.6485714,359.7685714,353.5985714,356.7285714,358.6533333,350.7585714,350.1985714,352.5585714,357.5133333,349.3588889,352.2,349.7988889,352.3133333,347.2488889,349.41,350.94,351.6110526,350.7888889,347.2985714,351.6688889,350.0588889,347.8588889,348.44,353.61,351.5733333,357.4285714,351.67,351.61,356.5685714,360.6933333,353.91,356.5785714,363.5788889,363.1185714,359.42,363.1,367.16,368.71,366.2433333,371.9,368.8133333,367.6085714,371.7233333,370.4588889,368.66,362.8688889,374.49,366.4185714,363.8685714,360.9285714,364.0085714,364.7885714,365.3688889,363.87,361.4788889,370.73,362.47,362.32,365.5,363.8485714,362.8085714,366.2388889,362.3085714,357.0588889,367.6933333,366.22,366.51,367.85,364.68,366.9133333,369.02,369.76,370.69,373.53,377.6933333,374.86,377.7585714,380.93,380.7233333,385.8533333,379.31,380.4985714,396.3788889,386.7788889,385.47,383.6585714,386.3133333,385.38,386.5,389.14,395.81,396.7485714,398.3885714,395.6785714,393.96,388.2888889,382.75,383.3188889,386.2785714,393.2633333,395.3885714,402.0685714,407.67,411.28,415.94,415.8085714,403.4133333,391.0585714,385.0285714,380.5085714,381.8085714,388.6885714,395.1785714,395.5085714,L5
2006-03-09 21:45:04+00:00,330.2392308,333.9466667,334.4142857,331.7066667,333.7066667,338.3566667,340.3342857,340.4342857,338.1,341.72,343.0666667,340.2666667,344.7566667,344.3342857,346.2166667,349.81,345.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.22,349.7966667,,,,,,,,,,,,360.4144444,354.84,368.2444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-03-17 21:43:46+00:00,,,,345.35,342.96,343.81,349.9371429,351.1971429,358.43,360.65,368.05,380.06,,,,,,,,,,,,,,,,,,,,,359.2671429,362.58,357.9671429,351.6971429,362.6671429,362.05,353.5066667,353.04,358.2466667,361.4,350.3666667,346.37,351.34,352.8247368,349.0366667,351.5971429,350.9066667,352.9966667,355.2366667,352.69,355.52,357.43,359.8171429,358.58,354.55,354.0471429,369.64,,,,,,,,,,,,,,361.1666667,372.11,364.6866667,376.48,371.9471429,368.6671429,369.5371429,372.9971429,369.7671429,363.7966667,366.56,361.4666667,373.71,368.31,365.01,360.78,373.7271429,369.2271429,364.0866667,369.1371429,365.2866667,370.02,373.84,368.84,372.62,,,,,,,,,,,,,,,387.7366667,383.0266667,380.03,384.9571429,387.92,388.02,386.69,391.33,392.51,404.6671429,392.4771429,399.1171429,392.39,,,,,,,,,,,,405.8,395.0671429,388.7271429,383.6271429,385.9771429,393.3471429,396.4371429,400.8771429,L7
2006-03-24 21:49:56+00:00,335.1869231,328.73,336.45,332.88,335.45,334.35,343.06,347.17,342.79,339.54,350.01,349.88,356.01,354.01,348.46,351.01,350.18,358.73,350.23,352.48,346.83,358.25,358.75,356.37,,,,,,,,,,,,,,,,352.76,354.7866667,347.2,349.7666667,,,,,,,,,,,,,,,350.44,348.28,351.83,346.33,355.3366667,354.51,354.39,354.5,,,,,,,,,,,,,,,,,359.5166667,356.8,360.5866667,350.35,355.95,358.64,357.89,359.7,353.2,358.5866667,353.75,356.1366667,349.42,,,,,,,,,,,,,,397.7,,,,,,382.25,379.79,376.92,382.84,381.18,380.86,387.88,387.04,387.44,385.27,385.6,386.6166667,381.65,382.6866667,376.35,384.29,391.15,393.77,403.65,409.85,424.77,,,,,,,,,,L7
2006-04-02 21:43:44+00:00,344.05,341.54,340.2157143,343.41,344.46,344.06,347.3657143,348.3057143,355.97,361.83,357.24,359.28,361.41,353.0857143,355.41,353.71,353.55,,,,,,,,,,,,,,,,,,,,350.3757143,359.56,348.6833333,353.28,341.8533333,355.9,344.9833333,345.1,338.22,341.4010526,344.7833333,351.0657143,343.6833333,343.4233333,347.9933333,347.23,346.32,351.67,348.5057143,347.72,347.91,351.9957143,352.14,353.42,357.4857143,350.5833333,356.8557143,,,,,,,,,,,,,,360.8357143,352.5357143,360.4557143,361.0657143,360.6057143,354.0133333,356.37,354.4733333,366.06,355.4,358.49,356.78,360.7457143,363.0557143,353.4933333,358.0057143,354.1633333,361.15,355.56,361.24,362,361.7,365.72,359.43,,,,,,,,,,,,380.9033333,380.1233333,375.51,379.8557143,385.46,378.79,379.04,376.84,382.94,390.6157143,388.2457143,389.1857143,382.52,380.2133333,380.26,375.4633333,382.3357143,,,,,,,,,,382.2857143,377.5057143,378.9857143,389.4157143,392.1557143,395.0157143,L7
2006-04-18 21:43:39+00:00,345.9384615,348.36,351.9857143,351.21,354.59,363.63,,,,,,,,,,,,,,,,,,,,369.8257143,366.3857143,366.2657143,362.6657143,368.7857143,364.5257143,364.0257143,361.0257143,370.4,366.6957143,360.6757143,363.2557143,366.28,360.6766667,363.61,359.4666667,362.73,355.2866667,359.54,357.23,356.45,354.7166667,355.3857143,356.8466667,354.8266667,355.6166667,359.09,379.98,,,,,,,,,,,,,,,,,,379.3957143,377.56,377.0066667,373.81,372.0966667,382.45,374.3457143,369.2257143,376.8057143,374.4257143,375.4757143,374.3166667,369.15,368.1666667,380.63,371.21,366.28,367.15,372.1857143,369.9657143,377.3266667,,,,,,,,,,,,,,,386.7557143,380.81,385.73,390.06,383.57,383.0257143,394.2266667,394.8466667,386.83,388.8857143,390.3,394.91,402.54,399.95,,,,,,,,,,,,,412.98,420.5,430.84,420.8857143,417.92,402.8557143,393.4757143,390.7457143,390.0657143,398.4757143,405.7657143,406.4457143,L7
2006-04-25 21:49:52+00:00,,,317.87,315.2066667,320.2966667,315.2466667,319.2,315.84,316.41,327.27,337.9966667,338.0166667,337.8566667,337.06,329.6466667,334.71,335.17,333.45,327.68,336.24,329.41,337.78,334.08,332.68,326.7566667,332.74,332.16,334.15,335.42,340.04,334.29,331.33,338.69,332.9866667,338.4,337.09,333.53,327.3266667,,,,,,,,,,,,,,,326.05,327.8066667,330.32,331.79,335.06,330.79,326.9966667,331.23,336.39,338.7144444,338.49,338.62,334.17,338.44,326.81,330.8766667,334.46,336.4566667,345.85,342.6966667,351.7344444,346.4,349.0544444,337.28,339.6,341.9,350.41,,,,,,,,,,,,,,,328.5866667,341.48,340.42,344.59,342.23,336.6066667,343.67,344.8,349.44,354.02,346.0466667,351.09,353.84,356.63,353.8466667,353.3366667,352.72,345.74,,,,,,,,,,,,364.18,364.7,363.4044444,364.42,357.8944444,358.18,354.3766667,367.99,374.4,381.65,388.98,394.92,396.23,377.3866667,367.3,357.85,361,365.58,372.54,,,L7
2006-04-26 21:45:32+00:00,331.0238462,330.33,333.5128571,329.49,335.16,332.37,338.8228571,328.7928571,335.29,341.58,354.33,355.59,355.27,348.3628571,344.21,346.34,347.9,347.35,346.1728571,347.23,342.24,349.66,349.8528571,350.0628571,342.78,347.2328571,350.7428571,353.5128571,353.9928571,349.9428571,344.1928571,343.6528571,339.8328571,337.93,347.9228571,345.2028571,346.2628571,341.05,340.54,341.29,343.02,335.43,339.99,335.2,343.62,343.6763158,344.78,341.8528571,343.77,342.44,339.19,339.16,343.53,339.29,346.7728571,346.7,345.72,341.2828571,340.74,342.89,344.5128571,345.98,349.9028571,350.79,351.69,349.14,341.3,344.92,347.33,354.67,354.1328571,354.74,358.74,354.21,357.96,347.58,354.1428571,353.3528571,354.4828571,349.7928571,351.3628571,355.1,356.39,353.36,344.07,347.58,347.19,350.28,348.7528571,351.9828571,350.33,345.8828571,347.32,345.89,349.29,354.73,351.82,351.34,352.16,360.09,359.56,365.31,365.67,363.01,368.82,369.7528571,368.09,374.69,356.65,360.81,355.4628571,379.09,380.6,377.84,374.4828571,368.03,376.31,376.4,376.84,380.14,379.3828571,381.0328571,375.3728571,378.9,378.31,376.32,373.44,369.9928571,371.82,381.7928571,386.3528571,398.98,395.07,399.8,395.0528571,383.84,374.7828571,362.3528571,365.4928571,369.8228571,374.0628571,384.4528571,389.6028571,L5
2006-06-05 21:43:42+00:00,349.3938462,341.76,341.8128571,337.51,350.29,348.58,347.7128571,355.7628571,350.72,348.04,356.97,359.91,361.57,370.2728571,358.1,364.51,349.04,360.52,357.2728571,358.34,348.35,360.58,363.0828571,364.7628571,356.49,352.7828571,363.5728571,,,,,,,,,,,,,,,,,,,,353.82,352.6628571,355.02,359.67,356.86,355.61,354.84,354.34,358.5628571,361.8,359.05,354.3028571,349.92,359.68,359.2428571,367.41,365.4528571,363.7,364.92,361.41,356.66,361.54,362.36,367.42,,,,,,,,,,,,,,,355,371.07,370.46,362.9,367.4228571,364.8128571,366.17,364.0228571,362.54,356.98,363.5,371.08,372.51,363.13,366.9,366.42,372.12,371.06,375.69,374.17,378.71,376.3728571,384.89,380.38,378.1,,,,,382.82,385.4728571,380.05,377.15,384.42,390.67,394.68,400.8928571,393.0128571,388.6728571,385.9,378.79,380.45,386.19,381.7028571,385.8,393.5728571,395.5728571,401.18,407.13,,,,,,,,,,390.3628571,L7
2006-06-13 21:46:13+00:00,354.1207692,354.1933333,350.5857143,354.2333333,357.4833333,361.6433333,354.8057143,360.5157143,378.03,373.22,353.1633333,358.7033333,366.6433333,361.8657143,369.1933333,359.75,358.46,359.08,356.4257143,356.66,366.54,359.42,364.9257143,365.7457143,373.3433333,363.3957143,362.4057143,366.3957143,370.2257143,365.9457143,365.7457143,365.7757143,356.7957143,368.7533333,361.0657143,354.6357143,358.7157143,366.0933333,359.2655556,365.11,361.3555556,364.7233333,352.9055556,354.19,347.29,353.9826316,355.7355556,361.3957143,354.1155556,359.2655556,360.3755556,360.68,356.02,371.7633333,370.8857143,368.85,361.53,365.7257143,364.0933333,362.13,360.6657143,366.5055556,369.9157143,,,,,,,,,,,,,,360.2757143,366.0057143,370.9257143,370.6257143,372.5857143,374.5355556,374.89,370.9555556,379.22,367.17,368.01,371.29,368.6657143,364.4657143,369.0555556,372.5857143,364.1555556,373.4633333,366.51,368.17,372.34,369.42,374.1133333,374.41,369.25,370.64,373.66,379.8333333,381.17,382.8657143,385.1,,,,,,,380.79,385.3357143,386.8133333,378.15,381.52,392.89,397.52,400.9357143,395.9057143,388.5657143,383.3,383.0255556,387.62,385.0755556,390.6457143,395.7733333,396.4557143,403.0957143,401.28,408.77,414.94,413.3857143,408.8033333,389.1557143,386.3357143,379.4957143,384.0357143,390.6357143,391.4257143,395.9557143,L5
2006-06-28 21:49:46+00:00,,,,,,,,,,,374.8433333,368.7433333,382.3233333,376.6842857,383.0333333,374.7,375.81,370.05,370.7142857,368.03,373.11,363.44,361.8442857,,,,,,,,,,,,,,,,,368.45,362.4922222,363.1533333,352.2322222,349.54,349.52,353.7789474,355.5622222,352.1242857,358.8922222,356.9822222,356.5422222,356.02,352.89,365.3733333,364.0042857,362.81,354.26,366.1542857,368.0233333,361.9,360.8142857,365.5722222,370.3042857,364.39,365.74,359.74,375.21,371.1433333,382.83,379.4833333,,,,,,,,,,,,371.0922222,370.17,369.4022222,381.8,369.07,365.9,366.88,371.1542857,360.4642857,360.9022222,368.8342857,362.4622222,368.3433333,367.04,369.03,377.76,371.77,372.9033333,361.08,365.99,368.39,380.35,380.4433333,376.28,386.8942857,389.34,,,,,,393.2022222,388.58,389.7542857,387.1033333,385.91,390.23,396.24,408.48,405.7142857,400.2042857,396.7942857,390.08,390.1122222,393.54,395.7222222,403.5942857,407.1133333,402.9242857,401.7842857,409.4,410.79,420.74,,,,,,,,,399.1342857,L7
2006-07-07 21:43:31+00:00,,,,,,,343.2928571,339.7828571,333.83,337.64,340.47,334.36,338.31,345.0428571,342.4,344.44,345.98,343.4,341.1228571,344.27,330.2,339.8,337.8528571,348.8628571,344.44,348.6828571,340.5728571,350.1728571,349.2828571,349.4928571,346.8528571,340.2028571,345.3828571,352.49,,,,,,,,,,,,,,,,,,,,332.78,341.2528571,349.91,344.11,341.0428571,332.17,338.84,347.0228571,345.8133333,343.8228571,353.34,342.9,345.9,,,,,,,,,356.7633333,344.46,,,,,,,,,,,,,,,,341.5428571,346.2133333,341.86,346.41,357.34,356.63,352.08,341.41,347.6,346.14,350.9,353.26,352.36,366.02,365.1728571,373.36,367.1,367.63,369.46,371.6228571,,,,,,,,375.9,383.72,375.8228571,377.8328571,374.1928571,372.21,363.7333333,362.55,,,,,,,,,,,354.7828571,352.6328571,,,,,,L7
2006-07-22 21:52:58+00:00,344.7423077,343.81,349.5228571,350.79,351.92,355.86,359.6228571,354.2228571,346.65,350.73,360.75,356.44,351.55,357.9228571,352.69,,,,,,,,,,,,,,,369.3028571,368.6828571,367.5028571,365.0728571,366.79,364.8928571,360.7928571,362.5428571,359.58,343.3133333,345.23,,,,,,,,,,,,,,354.58,356.7728571,360.01,357.57,355.3528571,335.38,344.49,351.2128571,353.9333333,356.5428571,357.2,353.55,357.44,,,,,,,,,,,356.7528571,364.5228571,372.9028571,359.5028571,365.3528571,373.4533333,373.95,377.9333333,366.96,365.28,369.21,367.05,346.8228571,342.0728571,359.0933333,363.3628571,366.6233333,357.27,366.27,370.05,375.12,371.68,358.34,361.6,360.73,358.82,360.55,359.21,374.4,373.0828571,384.49,,,,,,,,,,,,,387.13,390.6428571,390.6828571,392.8128571,385.34,381.3433333,380.39,379.2833333,371.3628571,379.63,385.9228571,397.5528571,409.47,408.24,409.75,411.6928571,403.33,400.4528571,388.6628571,384.3528571,380.0728571,389.0128571,387.1928571,390.4428571,L5
2006-07-23 21:43:47+00:00,,,,,,,,,,,,,,,,,362.58,359.66,353.3242857,358.51,347.61,354.35,356.3542857,357.6442857,351.5166667,359.3842857,363.5942857,362.0042857,364.6142857,360.9642857,365.1842857,365.1842857,361.5642857,365.8366667,361.4842857,365.0442857,365.6042857,355.2666667,350.7444444,353.36,364.0544444,347.9466667,367.5244444,,,,,,,,,,,,,,,,,,,,351.0942857,355.76,352.37,352.47,340.11,351.6166667,352.35,354.1766667,368.8742857,368.6466667,376.4244444,369.04,361.9044444,360.25,356.6042857,347.0142857,368.4442857,359.3242857,364.6742857,368.1944444,380.1,,,,,,,,,,,,,,,,363.1366667,361.53,357.75,356.77,361.27,357.2966667,372.52,369.7642857,383.47,,,,,,,,,,,,,,,,,,,378.42,378.0344444,373.0142857,383.3866667,383.3442857,395.5842857,403.55,404.47,409.52,409.2442857,392.3866667,393.8142857,386.6342857,374.6942857,384.3042857,396.5742857,,,L7
2006-08-08 21:43:45+00:00,330.8123077,325.9066667,333.4814286,324.9066667,328.4166667,332.6166667,327.7314286,331.4014286,335.08,336.88,341.7966667,345.1066667,333.2766667,334.5114286,339.0666667,344.53,349.02,,335.9714286,,,,,,,,,,,,,,,,,,,330.0966667,334.4211111,343.17,341.8611111,338.8766667,345.4511111,334.26,332.96,335.0889474,335.1111111,329.1614286,334.5611111,338.8611111,335.3511111,335.56,330.85,332.8366667,334.8414286,337.18,332.02,342.6014286,335.8066667,341.26,341.0514286,344.4811111,342.9514286,342.18,331.86,,,,,,,,,,,,342.7814286,343.9714286,346.4014286,344.0014286,344.5814286,352.7311111,347.43,353.5411111,347.3,347.75,342.82,350.66,345.0914286,341.2314286,341.5711111,340.4214286,341.0311111,348.4566667,344.01,347.02,357.05,355.89,344.8766667,342.23,354.89,,,,,,,,,,,374.0611111,370.0711111,368.21,361.5214286,374.2066667,384.56,384.68,383.24,389.42,391.6014286,386.8814286,385.8014286,383.79,380.6411111,382.52,,,,,,,,,,,,,386.9014286,393.0214286,399.7914286,395.2714286,398.4714286,L7
2006-08-15 21:49:31+00:00,,,,,,,,,,,360.7733333,361.5833333,353.9733333,347.0971429,347.5533333,358.7,359.26,351.67,349.3671429,350.88,353.93,347.46,350.2171429,349.1571429,356.5433333,360.9771429,356.1971429,352.7171429,356.4171429,363.2171429,360.5471429,353.6071429,349.8571429,350.3933333,348.4271429,350.2971429,353.2571429,349.9733333,345.1388889,351.95,352.6688889,354.7033333,348.0788889,348.54,346.41,,,,,,,,,,,,,,,,,347.1888889,348.9771429,355.3,349.12,349.73,362.31,358.8433333,359.7,350.8833333,363.3371429,361.4033333,356.3488889,363.58,357.2488889,363.18,352.9571429,355.5371429,354.3571429,362.8471429,360.9071429,360.5188889,361.33,360.3588889,376.81,363.46,363.96,,,,,,,,,,,,,,353.96,359.1,365.39,374.8933333,371.56,376.4971429,376.29,381.5933333,385.4533333,374.48,367.5971429,374.5188889,373.9988889,369.11,375.2071429,398.8933333,,,,,,,,,,,,,385.9033333,388.9771429,385.7871429,393.52,395.1,401.28,402.6371429,407.2033333,392.3371429,378.0371429,378.5871429,384.6271429,393.8571429,394.4471429,389.4771429,L7
2006-08-23 21:53:23+00:00,349.0038462,342.76,350.5257143,346.31,343.93,355.55,350.4157143,349.5557143,351.03,358.06,358.46,356.89,349.11,342.2057143,345.62,351.31,360.01,351.2,353.1057143,351.5,350.34,343.53,341.8657143,345.5357143,355.72,356.8157143,348.6657143,351.2257143,355.8357143,363.6057143,355.9557143,350.4157143,346.2157143,356.37,353.3757143,345.5557143,342.6157143,340.48,340.2566667,348.69,348.2866667,347.92,349.9066667,342.23,344.7,343.0268421,351.5966667,351.7957143,350.4666667,350.4566667,347.9666667,346.09,344.46,343.61,347.0957143,350.67,348,353.1357143,351.4,352.21,350.5757143,350.3666667,353.2057143,355.89,352.99,355.66,363.76,352.09,363.75,356.72,363.9457143,365.19,363.7566667,364.69,360.6566667,365.48,351.7757143,354.7157143,354.8257143,351.3657143,356.2357143,361.3166667,355.36,362.8366667,358.02,354.52,352.34,354.78,359.8157143,350.0557143,354.9266667,349.2557143,351.3566667,363.71,355.11,354.85,364.53,360.48,349.65,348.18,357.92,362.93,367.82,369.17,375.32,374.7857143,381.97,387.87,373.47,367.74,360.5257143,372.6366667,369.4966667,364.8,367.4057143,381.93,385.64,385.07,385.84,384,388.1157143,390.1557143,380.5657143,379.97,383.7566667,385.92,382.6166667,379.8557143,387.92,388.2057143,389.6057143,393.52,399.3,401.87,406.4757143,404.34,400.8757143,390.1357143,385.5457143,384.6357143,388.3557143,388.7757143,386.5457143,L5
2006-08-31 21:49:28+00:00,353.5530769,353.3733333,353.6314286,354.1933333,350.7333333,351.6133333,352.1914286,356.4014286,362.04,361.38,359.8433333,361.7533333,357.3833333,346.3414286,352.8533333,359.88,364.44,360.9,360.3514286,359.77,357.72,346.48,347.7114286,351.0914286,364.3333333,362.0614286,353.5514286,,,,,,,,,,,,,,,,349.3955556,343.15,348.08,347.7884211,348.2455556,361.8514286,355.6555556,352.8955556,347.4755556,345.39,343.5,353.2733333,350.0414286,348.73,355.18,352.6014286,356.3933333,351.86,356.5114286,358.0155556,360.4614286,358.46,356.61,361.27,365.11,356.6433333,362.75,361.9433333,,,,,,,,,,,,,,,368.59,358.99,354.95,360.19,361.8314286,353.4114286,350.3155556,358.8014286,355.0155556,369.0033333,358.54,356.24,361.19,365.04,360.1933333,347.66,359.61,362.29,374.81,374.5133333,380.74,381.7314286,385.43,390.2133333,382.1933333,373.78,395.9714286,,,,,383.3233333,388.34,382.22,387.84,378.95,392.4414286,391.9514286,381.3814286,383.16,381.3055556,388.72,384.4455556,386.8414286,396.5233333,395.7014286,394.0414286,392.47,403.7,405.19,408.0514286,414.8233333,,,,,,,,L7
