Year-Month,monthly_anomaly,Value
2010-03,-0.877163941739237,0.7
2010-08,-0.9582596253449119,1.8
2011-01,0.1999372506698717,2.3
2011-02,-4.247291469519902,2.7
2011-06,-7.30536297839035,0.2
2011-07,-8.902459677331255,1.0
2011-08,-5.0759894884557974,0.4
2011-10,-4.686207641859327,0.8
2011-11,-3.54025266907898,1.1
2012-01,-1.5163522629448856,1.1
2012-03,1.265678716975577,0.7
2012-04,1.6253561927698943,-0.3
2012-05,1.073215486746035,0.0
2012-06,-2.614702288938059,0.4
2012-09,-3.3153985817448732,0.2
2012-10,-4.5850832948516915,0.3
2012-11,-7.329603425805945,0.3
2013-01,-1.7257111474743743,-0.1
2013-02,1.8178935457483159,-0.2
2013-03,3.2027030427915055,1.5
2013-05,3.9916914630915072,0.8
2013-06,4.131779477257416,1.2
2013-07,3.7109492809726157,0.8
2013-09,0.4550788420631032,0.3
2013-10,-0.5804752495364675,-0.1
2013-11,1.335879002181358,0.7
2013-12,2.6831921178807923,0.1
2014-01,3.2023298573983383,1.4
2014-02,3.3205520640068573,0.1
2014-03,2.4540931761648177,0.9
2014-05,2.542729058193465,0.5
2014-06,1.1812497353342089,0.2
2014-07,-0.10741225049987921,-0.2
2014-08,-0.32884269280051937,-0.7
2014-09,0.5249752000530357,-0.7
2014-10,-0.011044703876011544,-0.6
2014-11,-0.10845024771017096,-0.9
2014-12,0.4758643154517618,-0.6
