dates,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,satname
2006-01-26 21:56:00+00:00,317.05,333.45,340.96,339.8457143,329.43,327.3257143,,,,299.65,299.76,300.62,302.4,299.37,304.68,298.64,293.81,293.27,302.3557143,308.2,,,,,,,,,349.32,351.49,350.95,340.8,342.61,346.66,350.6757143,346.96,352.5357143,336.9,349.36,347.51,,,,348.02,336.6,351.55,355.4,359.21,L7
2006-02-03 21:56:19+00:00,356.9,354.0733333,348.6633333,351.0871429,347.46,340.0471429,341.6971429,336.7171429,334.8822222,328.9922222,334.63,335.96,337.86,334.85,331.63,310.69,312.68,324.89,340.9071429,351.7933333,359.7471429,337.0236364,355.3436364,357.1066667,349.3836364,341.14,362.2822222,366.79,368.74,358.68,361.02,369.5222222,356.4922222,,,,,,,,,,,,343.57,354.7122222,,406.7522222,L5
2006-02-19 21:56:39+00:00,366.42,352.94,351.79,349.1585714,345.37,350.0585714,334.5485714,327.8285714,331.8233333,333.2833333,328.95,322.54,330.22,338.37,337.79,325.36,316.3,318.65,329.2785714,348.13,348.3885714,346.4654545,357.5154545,364.53,361.2654545,348.87,358.9333333,369.99,381.79,387.4,376.16,372.4733333,376.0633333,375.03,364.1685714,355.4733333,372.5085714,375.3,378.12,372.0133333,361.5085714,366.3185714,378.84,371.84,358.5,363.3333333,,410.3933333,L5
2006-03-15 21:56:08+00:00,347.53,347.36,352.3,339.3714286,330.85,335.1414286,,,,325.31,324.34,321.86,311.01,316.88,321.7,312.21,308.8,307.56,319.7014286,329.91,,344.5754545,345.0654545,346.71,351.9954545,,,,373.05,380.45,371,356.59,358.49,360.44,371.1314286,365.48,364.9414286,350.09,356.85,353.57,,,354.21,367.78,357.66,368.99,367.15,373.09,L7
2006-03-31 21:56:06+00:00,351.47,340.28,348.06,339.9857143,329.3,,,331.8657143,319.3166667,311.7766667,315.53,314.15,309.49,311.47,310.81,311.63,316.45,313.17,320.8457143,,,349.2181818,348.1081818,347.01,,,,364.92,367.61,365.91,358.89,351.7166667,349.3766667,350.43,364.1457143,355.2066667,356.1657143,339.09,352.43,,,340.9157143,346.04,359.2,344.61,362.3166667,357.27,361.2966667,L7
2006-04-16 21:56:02+00:00,359.74,361.3833333,367.9933333,357.2057143,344.36,334.8457143,,,,323.5588889,325.14,318.12,312.82,315.18,320.29,324.03,328.79,329.21,334.3457143,332.5933333,,348.8145455,350.8645455,346.3966667,355.5045455,362.54,,,,367.97,365,366.8288889,367.9188889,366.33,371.4057143,362.3288889,370.1757143,358.13,355.22,365.3688889,,,,367.3,364.27,377.5188889,374.27,371.2788889,L7
2006-05-18 21:56:06+00:00,,,349.1433333,,355.06,342.9714286,331.4714286,331.2614286,321.7655556,320.9855556,314.51,305.85,305.92,,,,330.94,324.51,329.9714286,333.2933333,339.4314286,337.5745455,335.7745455,356.6066667,350.3045455,357.47,376.2655556,378.86,377.67,368.49,373.14,371.5055556,371.2055556,,,,359.9514286,360.65,365.56,369.7755556,359.3714286,354.8214286,362.47,363.78,376.08,375.1755556,389,,L7
2006-06-19 21:56:00+00:00,325.54,338.1266667,335.2966667,,359.65,355.3614286,353.4514286,342.0714286,324.4611111,315.2611111,,,,,,,,,,,,329.9427273,329.6727273,335.3533333,324.4827273,328.94,348.8511111,358.13,362.35,358.46,,,352.4311111,348.35,349.5614286,,326.6114286,,332.8,339.5211111,,355.9414286,379.4,348.39,,,,384.1011111,L7
2006-06-27 21:58:48+00:00,337.73,339.02,338.75,337.9885714,342.05,339.9185714,336.0385714,332.8285714,313.9833333,309.4933333,305.32,298.06,,,,,,,,,,333.9845455,347.1345455,344.48,348.8745455,355.39,361.6333333,365.3,372.01,371.58,365.57,364.2033333,358.4333333,366.02,368.7185714,,335.5985714,,345.6,346.2633333,352.5685714,335.1785714,,,,,,,L5
2006-07-13 21:59:02+00:00,323.79,,319.61,317.1271429,311.95,313.8771429,307.0771429,314.5371429,299.3033333,293.2133333,288.01,,,,,,,,,,,329.1681818,333.8981818,339.01,339.5981818,329.04,338.2733333,344.8,346.79,351.1,351.5,336.0933333,333.3433333,336.22,345.8771429,333.6333333,332.1771429,,327.78,327.3933333,326.9771429,,,,,,,,L5
2006-07-21 21:55:45+00:00,302.53,,310.52,297.1742857,302.43,305.5542857,305.6342857,,,,,,,,,,,,,,,327.4709091,327.0009091,337.51,340.8609091,332.46,332.2433333,,,357.66,362.24,353.7433333,335.4733333,326.71,337.6442857,,365.1142857,351.1,334.08,320.7233333,319.3342857,,,345.89,347.51,352.0033333,350.06,,L7
2006-08-22 21:55:41+00:00,339.21,334.0133333,337.5233333,325.3157143,319.69,322.8757143,317.5357143,319.2157143,,,296.56,302.64,295.05,290.74,287.11,278.63,,,,,303.9757143,338.7427273,343.3127273,341.7366667,338.0727273,344.57,344.1455556,,,,351.71,356.9555556,353.6655556,352.72,352.0157143,341.1255556,344.1257143,330.38,342.8,,,,,,,,,,L7
2006-10-25 21:55:41+00:00,324.84,326.7033333,338.5233333,334.38,330.14,330.24,331.13,,,298.6055556,299.34,301.24,294.38,299.06,302.88,301.46,302.75,301.46,304.27,309.9833333,,342.1372727,348.9272727,350.1366667,351.3872727,353.34,352.0055556,,,355.43,351.05,347.7055556,351.9655556,349.23,350.46,339.2355556,338.76,324.75,340.08,336.5155556,,,,358.72,354.99,353.3255556,351.66,349.7455556,L7
2006-11-02 22:00:20+00:00,,334.1766667,334.4266667,336.2242857,341.33,344.3742857,333.6542857,328.9442857,307.0344444,307.5344444,313.54,320.69,317.98,317.88,320.26,319.07,315.71,309.17,314.0842857,320.8866667,323.9342857,355.4863636,360.3163636,356.5633333,360.1763636,354.61,348.8344444,349.27,352.41,350.75,,,,,,,,,,,,,,,,,,,L5
2006-12-12 21:56:11+00:00,349.61,355.0333333,,,346.85,325.34,317.93,325.35,325.8588889,325.7488889,315.63,309.92,327.97,327.34,320.52,,,,323.74,342.3233333,351.24,,,358.5666667,353.95,340.28,353.2688889,354.98,361.05,363.57,378.33,369.1188889,365.8188889,362.39,368.32,,,,371.17,366.0188889,351.12,352.6,381.72,374.52,380.04,368.0888889,384.18,392.5988889,L7
2007-02-14 21:56:27+00:00,340.57,337.6166667,337.1766667,,,,315.8785714,319.9185714,316.7744444,305.2444444,298.74,304.2,309.25,315.63,312.56,315.12,307.37,,,317.2866667,317.5085714,341.4854545,342.5754545,,,348.65,358.4344444,366.15,364.15,354.14,351.59,354.0644444,358.3144444,356.14,362.3985714,360.2644444,364.4785714,,,353.7644444,355.7085714,338.5985714,349.76,360.73,356.01,360.3744444,360.79,367.9544444,L7
2007-03-02 21:56:31+00:00,351.43,355.7833333,352.6333333,345.7757143,343.63,337.8257143,329.7057143,331.7857143,319.1622222,317.7522222,313.52,,,325.05,322.08,320.16,324.59,318.2,322.6657143,329.3133333,329.4657143,354.1209091,353.6609091,358.5466667,359.6009091,358.79,365.4822222,374.83,371.18,366.21,360.26,,,366.84,376.9257143,369.4522222,380.7857143,368.4,369.56,359.2922222,359.1757143,352.5657143,354.36,363.99,,,,372.0522222,L7
2007-04-19 21:56:31+00:00,,,352.25,343.2457143,336.8,337.4457143,335.9657143,341.6357143,319.3766667,316.2866667,318.05,316.76,309.33,307.38,,,323.93,327.94,327.4657143,347.19,336.3757143,,353.1081818,356.36,364.2381818,363.1,368.0366667,371.74,365.16,367.42,369.86,367.2666667,370.5466667,,,360.1166667,363.9957143,361.75,365.85,368.6566667,371.9157143,358.2057143,349.73,350.49,346.07,359.0866667,352.73,,L7
2007-09-10 21:55:51+00:00,320.78,331.2533333,335.5533333,326.1814286,320.4,316.2614286,313.1314286,314.3214286,298.0188889,,,,294.73,291.41,289.09,291.68,302.85,308.69,319.7814286,317.8533333,306.8214286,329.66,340.08,340.6366667,342.03,336.07,341.9988889,350.09,,,350.39,342.2188889,340.5688889,348.09,352.3214286,339.3688889,343.1314286,324.75,344.16,345.0788889,344.4514286,324.0614286,,,,,,,L7
2007-09-26 21:55:47+00:00,350.37,355.2233333,364.6533333,354.5914286,343.87,342.1114286,330.3514286,326.3414286,315.1722222,312.2922222,318.76,,,,304.06,309.69,326,327.4,329.5214286,339.2933333,335.8014286,350.4363636,362.0163636,358.2866667,358.0963636,352.13,353.5822222,363.15,371.05,371.31,,,,362.19,367.6414286,366.0622222,374.1414286,358.83,358.89,353.2222222,359.5514286,346.3514286,348.89,362.19,,,,361.4222222,L7
2007-12-31 21:56:23+00:00,387.43,355.5066667,359.9166667,,,346.8785714,331.1885714,339.7785714,349.1644444,343.1244444,328.79,327.66,327.6,337.27,,332.9,359.2,,,347.8566667,364.8685714,366.3163636,,,363.9763636,373.03,386.5344444,380.16,368.03,359.47,369.12,372.1444444,377.5944444,381.37,375.3085714,371.9444444,,,389.7,,358.6985714,368.0785714,373.77,366.87,,,,388.8044444,L7
2008-03-03 22:02:28+00:00,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0828571,,,,,,,,,,,,,,L5
2008-05-23 21:55:58+00:00,318.49,327.9633333,328.3833333,336.5,333.57,328.37,329.39,325.73,322.1188889,316.1188889,,,286.85,298.68,310.66,,,,,,,332.8390909,341.1090909,344.9266667,352.8690909,357.25,353.8888889,361.47,360.7,,,345.4988889,337.8988889,337.03,336.43,344.1588889,362.35,352.36,359.7,354.0188889,352.1,330.39,340.69,,,362.2288889,361.14,360.0388889,L7
2008-08-27 21:55:06+00:00,322.77,339.35,334.72,326.7785714,314.66,317.7385714,320.2985714,318.3785714,304.0966667,293.8966667,285.39,,,,289.99,291.49,290.69,294.48,288.9085714,291.52,282.2885714,327.9318182,339.5318182,341.42,340.6318182,334.98,333.3866667,335.36,337.64,348.27,332.27,,,323.72,323.6885714,329.9766667,342.1685714,341.57,341.36,336.6666667,326.1385714,318.8585714,334.33,344.02,339.34,,,350.4066667,L7
2008-10-30 21:54:58+00:00,,,336.74,330.4085714,318.77,326.0885714,318.1585714,313.1885714,298.3,294.84,,,,289.4,293.2,291.41,291.94,283.7,277.2085714,281.85,,322.1827273,335.2027273,338.28,347.9427273,347.44,347.62,351.13,348.12,340.98,,,348.52,348.71,348.7785714,337.44,338.7585714,321.73,342.97,338.59,340.4185714,319.9285714,329.73,342.26,,,354.98,348.79,L7
2009-03-23 21:56:15+00:00,,341.72,343.82,337.1871429,333.63,329.5171429,327.4171429,323.6471429,308.8266667,305.2666667,306.68,302.6,,,,306.44,306.73,301.35,299.0071429,303.37,307.3671429,337.65,349.18,349.9,352.04,351.67,362.4966667,365.82,362.86,358.08,356.46,352.5366667,,,354.7471429,351.5166667,351.6971429,331.37,346.16,346.4866667,344.5571429,340.3071429,349.44,354.65,345.45,,,,L7
2009-08-30 21:56:12+00:00,312.77,,303.45,320.7028571,,,322.2228571,329.5528571,317.4666667,302.3466667,298.78,293.95,294.68,301.33,295.17,285.99,284.21,,,,275.7128571,314.7563636,324.9863636,,,335.24,328.8466667,329.26,335.2,342.19,346.59,344.3766667,346.1666667,335.58,333.6128571,326.4666667,306.1728571,,,309.8966667,311.5628571,285.1828571,305.37,320.02,312.93,333.1966667,338.44,339.9166667,L7
2009-11-26 21:56:28+00:00,309.09,323.4633333,338.9433333,350.5785714,351.08,341.8085714,336.4285714,327.3285714,325.6255556,317.3255556,302.92,294.38,291.3,295.08,303.2,313.43,315.94,310.53,299.6485714,291.6333333,296.8385714,352.0118182,358.9518182,352.5966667,343.0418182,339.18,335.9355556,342.98,344.17,339.55,343.87,345.5855556,346.9955556,336.5,335.5685714,338.2155556,336.6185714,331.08,336.5,335.1555556,342.4785714,308.5085714,342.62,344.19,352.48,357.1955556,367.83,366.5855556,L5
2009-12-20 21:57:07+00:00,331.63,343.0833333,344.7533333,347.4642857,352.86,355.4042857,341.9542857,,,315.1555556,317.15,313.61,297.08,282.97,286.54,292.89,309.44,309.58,311.9242857,310.9933333,,341.0318182,362.1118182,366.2666667,367.7618182,365.95,,,341.7,350.63,360.31,346.9055556,337.3355556,340.25,344.9242857,346.2255556,350.1942857,347.97,346.08,,,,338.42,348.67,344.29,351.7855556,357.76,371.8455556,L7
2010-01-05 21:57:24+00:00,331.12,348.64,349.43,352.0228571,356.64,358.0528571,354.2628571,348.1228571,333.95,,,,315.15,316.17,301.41,289.77,307.68,325.35,327.8728571,315.35,314.3228571,356.2581818,367.1181818,377.71,380.6981818,373.84,383.23,369.4,362.1,,,368.57,367,348.81,343.0628571,344.17,347.1928571,347.18,351.89,347.42,348.1028571,325.2628571,,,,376.19,381.65,383.37,L7
2010-01-13 21:56:49+00:00,346.99,345.6033333,348.2433333,350.4785714,347.6,350.4285714,348.8885714,345.3785714,330.6088889,320.0288889,314.33,314.91,308.22,306.82,303.55,289,301.71,313.7,314.9685714,310.7733333,297.8585714,336.2672727,346.8572727,351.9766667,358.4072727,359.37,359.6188889,368.36,360.92,360.51,358.7,360.7588889,357.2588889,358.44,350.0985714,338.8588889,343.8785714,330.76,338.69,337.1088889,341.8185714,339.2185714,341.73,352.23,347.42,363.2688889,369.34,374.5388889,L5
2010-01-29 21:56:53+00:00,346.08,352.4766667,356.7466667,353.7971429,349.3,356.9071429,348.4071429,342.7671429,324.2844444,316.7944444,318.55,312.97,306.98,312.22,315.08,305.56,314.78,317.45,316.6371429,324.4266667,297.4471429,340.4081818,351.6081818,360.0933333,366.8881818,370.89,369.6544444,367.84,366.04,357.64,359.1,362.7844444,365.0944444,365.92,370.8871429,359.9744444,356.9971429,339.65,355.63,356.0444444,359.5971429,342.5371429,346.09,361.19,350.86,366.3744444,373.57,380.2944444,L5
2010-05-13 21:58:09+00:00,,,347.5533333,346.4528571,332.28,337.5528571,324.9928571,322.0028571,310.0388889,304.2388889,306.06,300.16,297.52,301.16,,,301.21,303.01,306.6528571,310.6733333,293.1628571,341.0963636,345.3163636,347.7466667,347.5263636,343.37,350.6788889,360.29,359.47,354.17,353.1,350.5988889,348.2188889,,,338.4188889,343.7228571,334.22,338.34,340.5288889,342.0528571,325.6528571,338.11,350.36,339.56,356.0588889,,,L7
2010-05-29 21:58:09+00:00,367.44,371.38,,,358.78,364.0114286,349.8914286,335.4914286,313.7733333,315.7433333,318.92,322.95,327.63,,,,,,,,,,340.4672727,343.74,346.2272727,346.74,361.2533333,368.05,372.37,368.34,367.33,370.2933333,358.2333333,364.31,,,353.6814286,351.41,348.26,346.4233333,355.1714286,349.6514286,351.75,368.46,351.53,372.6033333,370.08,346.9433333,L7
2010-06-30 21:58:13+00:00,341.29,360.36,360.56,352.1171429,342.96,327.3371429,,,,,,,,,,,,,,,,323.4836364,327.3936364,337.23,351.3936364,361.63,,336.68,346.73,353.68,352.69,352.3833333,346.5333333,349.76,354.5271429,,329.7171429,317.43,,,,,336.99,350.79,345.28,357.7633333,360.51,,L7
2010-07-16 21:58:15+00:00,,,373.0266667,,370.9,355.49,337.91,333.57,336.2111111,332.8011111,328.92,327.85,324.13,,,,321.07,312.74,308.11,311.7966667,309.32,326.4609091,329.9109091,339.6133333,348.1309091,355.35,379.3711111,370.53,349.48,366.84,364.14,358.3211111,355.0111111,,,365.4711111,354.45,347.83,343.87,327.8611111,,350.82,335.45,361.24,369.06,368.6411111,,,L7
2010-10-28 21:55:51+00:00,,,,,,,,350.64,344.4777778,332.2877778,324.63,320.67,320.43,317.48,317.8,313.57,313.02,313.88,307.5,311.2066667,313.32,343.3890909,339.1490909,334.5733333,336.1990909,336.33,345.7377778,350.43,355.13,360.7,,,,,,,,,,,,,,,371.32,380.0177778,392.52,377.6777778,L5
2010-11-05 21:58:37+00:00,339.94,342.6,352.97,342.7628571,329.85,332.1428571,326.0628571,,,316.04,311.34,306.96,297.71,297.35,299.76,294.57,300.7,297.01,297.2128571,300.75,,341.4718182,349.4818182,349.43,349.2818182,347.86,,,361.62,359.51,357.99,356.75,357.37,353,360.6928571,352.9,356.7928571,338.55,349.71,342.74,,,346.32,364.14,347.08,362.83,363.3,360.24,L7
2010-11-21 21:58:50+00:00,,,357.82,351.7471429,346.43,350.5871429,338.7271429,338.0871429,327.5966667,319.2666667,319.31,307.11,298.2,,,,300.05,296.65,299.5271429,296.36,284.6471429,341.3345455,345.6145455,344.38,346.2945455,348.43,350.6166667,358.88,358.91,360.3,355.97,354.9266667,359.2266667,,,349.6066667,358.9371429,339.7,351.93,348.1266667,357.0371429,344.3771429,352.36,359.82,348.51,362.6366667,,,L7
2011-01-16 21:55:58+00:00,365.6,365.4833333,360.3833333,353.4428571,349.82,343.2928571,339.8128571,342.7428571,350.1655556,349.0355556,339.6,321.94,309.89,305.94,303.36,312.66,319.44,317.08,312.4728571,313.7833333,312.6728571,341.5354545,350.6354545,359.7666667,357.7154545,348.31,344.3555556,352.8,352.55,348.7,349.36,353.1855556,366.3355556,367.42,361.0128571,349.5555556,355.3428571,349.71,344.5,347.8755556,360.7828571,361.4228571,356.62,361.02,350.12,357.8655556,373.67,379.4055556,L5
2011-02-09 21:59:27+00:00,330.48,347.1466667,,,344.32,332.6728571,331.4728571,334.9128571,339.4011111,339.1411111,324.25,306.95,302.44,295.43,303.61,,,,297.9528571,298.6966667,297.4328571,,,349.6833333,351.9936364,344.25,342.9411111,353.9,354.28,333.93,320.92,315.8711111,333.0311111,332.49,,,,327.75,334.7,334.5411111,334.5228571,,337.97,351.04,339.15,345.9711111,348.29,349.6911111,L7
2011-02-17 21:56:00+00:00,,397.51,394.72,386.1728571,374.76,368.0228571,366.0128571,371.1928571,357.8766667,350.0866667,348.7,332.99,321.16,319.86,327.59,330.57,338.75,343.49,339.0328571,337.15,327.0428571,369.42,379.79,381.99,379.92,376.56,379.0666667,385.86,376.96,374.69,376.19,383.4866667,386.7066667,,391.1328571,377.4466667,381.3028571,372.88,376.81,374.5266667,366.9128571,369.9728571,367.98,379.39,377.67,,391.01,392.8066667,L5
2011-03-21 21:55:52+00:00,355.12,361.8233333,361.7733333,352.1685714,340.95,345.8385714,351.2585714,348.3785714,335.0722222,330.7822222,330.26,324.04,311.42,309.78,303.22,300.54,312.33,312.48,319.3885714,326.0033333,311.0985714,341.3636364,347.6036364,350.1366667,356.6536364,354.26,360.6822222,368.08,365.58,366.72,358.1,345.4522222,347.1122222,354.22,363.8685714,349.4922222,351.8685714,337.93,352.4,344.4522222,354.4485714,342.7585714,338.6,349.28,341.79,353.8222222,358.82,367.4022222,L5
2011-04-14 21:59:38+00:00,,,,,,,,,,,,,,,,,,,,,,337.0636364,344.8836364,345.2833333,343.1536364,334.04,338.5044444,337.88,342.14,341.98,,,330.5044444,,329.2614286,324.7444444,313.5514286,340.45,346.98,331.8344444,324.1014286,,329.12,,,,376.36,375.5444444,L7
2011-09-05 21:59:22+00:00,,388.9833333,399.3533333,,346.34,328.0271429,320.5271429,313.2471429,312.8688889,,,,312.91,316.21,306.21,301.03,322.54,340.46,342.7471429,351.0333333,375.9971429,342.1372727,360.7072727,364.9066667,360.5772727,335.21,354.1788889,349.3,,,,373.7288889,363.1388889,,296.5571429,,358.1671429,378.76,,,354.9871429,350.3571429,,,,,390.37,391.2888889,L7
2012-02-12 22:00:09+00:00,348.95,346.6466667,344.9866667,343.2514286,338.77,339.9714286,,,335.4677778,333.5477778,326.52,323.31,318.93,318.22,305.59,303.04,313.54,332.2,334.0314286,,,346.1654545,353.4654545,343.2133333,351.4754545,,,356.01,350.8,357.22,352.17,367.2477778,375.4877778,367.02,357.1214286,352.9277778,354.4314286,346.21,,,,340.2414286,353.63,363.07,374.38,373.6477778,371.63,364.9877778,L7
2012-03-15 22:00:09+00:00,350.17,,,,337,347.6614286,353.7614286,337.2614286,331.6777778,325.4077778,323.67,320.74,325.61,319.07,325.13,,,335.35,336.4214286,327.5866667,346.6414286,,,359.9433333,359.1209091,358.29,373.3977778,369.18,353.42,343.49,347.75,354.6277778,365.7477778,369.29,,,346.5114286,349.68,353.7,349.2977778,342.5214286,329.1914286,358.97,353.37,374.54,366.9677778,377.93,380.7477778,L7
2012-04-16 22:00:05+00:00,342.1,348.4466667,346.3866667,348.8242857,,,338.3642857,325.7242857,321.8077778,326.4977778,322.11,325.39,323.57,322.07,318.5,310.11,315.14,,,324.5266667,324.2242857,346.3981818,348.3481818,,,356.85,364.2577778,361.62,359.11,352.07,349.56,334.6477778,344.2877778,359.29,364.4142857,358.4877778,,,,344.6077778,349.1442857,333.3642857,342.03,332.65,328.17,347.2977778,370.38,363.7177778,L7
2012-05-02 22:00:31+00:00,331.13,348.4933333,349.6533333,351.0442857,353.44,356.9742857,336.0042857,327.0142857,,,321.93,317.38,317.71,313.39,307.85,307.76,314.3,316.1,319.3142857,326.1133333,,,,,,360.86,366.8422222,,,358.39,344.83,332.1522222,357.2122222,366.6,363.7842857,350.5322222,352.4642857,350.23,353.16,350.8022222,343.8542857,,,349.3,326.9,345.6822222,358,367.4122222,L7
2012-05-18 22:00:44+00:00,,,,,,,,,294.5911111,296.7111111,297.22,288.85,277.8,284.45,283.79,287.59,297.18,304.16,293.64,309.0866667,,,,,,344.48,340.5511111,343.32,346.17,335.05,330.81,324.0411111,326.0411111,333.03,338.3,336.4911111,328.67,,324.22,326.7811111,329.2,295.52,,,,,,,L7
2012-07-05 22:00:41+00:00,340.92,,,,,,324.1228571,330.1428571,320.1933333,319.7333333,322.45,313.47,301.91,303.18,302.23,,,,,,,,,,344.0536364,349.66,351.7733333,358.31,360.95,356.57,346.22,333.6433333,337.7333333,350.14,352.8728571,,,,337.36,335.8733333,,272.8728571,,,,342.2133333,349.9,,L7
2012-08-22 22:01:14+00:00,322.17,351.0533333,363.7633333,361.5914286,358.89,351.6014286,351.1114286,337.4614286,334.6022222,333.1622222,320,,,310.69,315.27,311.31,311.84,322.33,313.8014286,324.8133333,323.1414286,355.3127273,367.5627273,358.0166667,345.1927273,350.08,372.1122222,361.11,349.51,344.25,,,352.3022222,345.68,350.3514286,350.5422222,333.7214286,315.83,348.06,334.4522222,325.7914286,292.9914286,325.29,,,,351.47,351.5222222,L7
2012-10-25 22:01:51+00:00,,,,307.7642857,305.66,,309.4742857,302.0342857,305.5222222,300.9822222,281.56,,,,288.16,293.95,287.2,275.01,280.6742857,294.7933333,302.7242857,334.5054545,336.0954545,342.9266667,343.9354545,346.75,341.2522222,345.41,,,,,,,,,,,,,,,,,,,,,L7
2012-12-12 22:02:05+00:00,,,346.65,340.9271429,338.36,342.1171429,341.5171429,338.4071429,318.4333333,305.0833333,302.43,,,,294.88,299.45,306.46,306.22,310.9671429,318.76,304.7271429,335.7427273,342.5227273,347.82,358.5027273,363.33,360.7233333,358.38,355.51,349.91,,,,348.58,351.7271429,335.9533333,344.6571429,331.65,351.75,347.4933333,349.5371429,328.2371429,323.88,336.4,,,,353.8533333,L7
2012-12-28 22:02:11+00:00,361.1,359.6933333,354.9033333,349.7057143,346.9,354.3657143,353.9957143,355.6857143,,,,309.42,309.55,315.25,313.37,308.44,316.43,319.36,328.6057143,342.3833333,327.4357143,346.0609091,356.4209091,360.2266667,366.8009091,377.73,370.8122222,,,,368.1,365.7522222,361.9822222,358.77,361.3357143,351.0822222,356.0157143,342.88,363.28,362.4322222,359.8957143,,,,341.97,357.9122222,367.44,365.7922222,L7
2013-06-06 22:01:43+00:00,332.24,334.2766667,344.7466667,336.8442857,338.42,337.3242857,322.1042857,324.2242857,315.6644444,311.4444444,,,,302.1,305.43,,,,,,,336.9009091,344.0009091,343.0433333,344.2009091,334.6,338.5644444,345.59,349.47,344.52,,,349.6544444,350.71,345.9642857,332.5844444,339.3742857,334.83,344.61,335.8944444,,,,,,,349.58,,L7
2013-07-08 22:01:27+00:00,312.67,,,,324.48,319.39,315.91,326.95,310.3844444,310.0244444,302.4,295.73,282.79,281.38,298.96,,,,,,,,,,347.9363636,340.55,351.5744444,346.06,352.96,357.98,348.81,348.0344444,346.9144444,355.09,350.77,,,,341.61,342.9844444,332.54,,,,,333.9744444,354.29,,L7
2013-09-02 22:08:04+00:00,,369.2166667,359.0966667,358.7314286,360.57,352.0114286,346.4214286,337.9414286,331.6477778,327.0777778,325.16,314.09,308.92,318.71,326.37,331.71,320.61,311.36,311.9614286,318.0866667,319.4914286,367.11,362.98,367.0233333,373.72,371.91,362.2477778,350.65,349.9,355.99,370.43,379.5777778,372.9677778,360.23,363.7314286,357.1177778,360.1414286,344.02,349.5,351.8977778,344.9314286,335.2114286,346.31,366.08,364.45,370.3077778,368.16,369.0477778,L8
2013-10-28 22:02:06+00:00,298.03,328.8633333,340.2833333,341.2385714,334.66,,,309.3385714,313.0855556,303.3055556,304.47,305.64,310.48,305.79,298.75,297.27,285.82,290.84,295.4385714,,,338.0218182,339.5218182,335.7266667,,,,339.53,341.17,334.86,335.06,339.2455556,347.3555556,350.62,349.1885714,349.5355556,341.3185714,333.13,,,323.2385714,333.4085714,347.62,345.93,343.98,335.9155556,341.76,348.5055556,L7
2013-11-21 22:07:37+00:00,343.22,350.89,354.27,345.2214286,339.66,339.9914286,333.1314286,329.5414286,327.8033333,329.5333333,332.21,317.89,322.58,318.77,310.73,304.42,307.25,316.87,327.3614286,335.86,339.8214286,348.9727273,350.8527273,350.45,350.8027273,339.62,339.1933333,348.59,359.29,359.39,352.28,347.2333333,357.5133333,371.74,361.3414286,350.0633333,358.7314286,356.56,340.54,338.0933333,340.5114286,327.0014286,348.71,358.39,357.34,357.7733333,356.08,363.9333333,L8
2013-12-07 22:07:38+00:00,311.56,313.6333333,313.7933333,314.8685714,313.5,308.7085714,310.5685714,299.9185714,304.3488889,302.0288889,302.61,275.85,285.91,295.36,289.26,283.7,290.88,302.48,299.8285714,298.2233333,,320.8281818,323.8781818,330.3966667,331.6081818,323.21,321.8788889,333.52,356.13,342.39,327.56,326.7888889,329.8788889,339.28,338.8585714,323.8288889,318.8785714,299.86,310.34,311.1588889,309.7485714,296.8485714,312.03,,,,,,L8
2013-12-15 22:02:21+00:00,325.64,334.3866667,342.3966667,337.79,329.29,322.75,315.37,,,,306.39,307.13,299.53,292.53,286.39,286.99,296.46,304.74,313.02,316.5066667,301.65,336.7681818,340.6181818,340.0233333,335.0681818,324.71,328.6477778,,,351.81,338.45,338.9977778,344.9277778,346.33,351.37,338.5977778,344.6,335.85,328.77,319.2377778,,,,339.19,333.01,342.4477778,343.89,347.4577778,L7
2014-01-24 22:07:09+00:00,354.17,351.6866667,351.4666667,349.7142857,343.6,335.8442857,328.2242857,327.4542857,332.9811111,340.6411111,329.81,321.15,318.36,311.46,307.68,302.4,312.48,321.46,322.8942857,327.0766667,334.0342857,,322.1654545,353.5533333,352.7554545,332.32,349.0911111,347.75,349.49,350.58,,,,,,,,,,,,,,,,,,,L8
