Year-Month,monthly_anomaly,Value,Smooth_Value
2000-01,2.6838849202951645,0.7,1.1206620428165268
2000-03,2.5722454059442343,1.3,0.9974780485570216
2000-04,3.5453358603849683,1.2,0.8567624395208745
2000-05,2.9724037703579143,0.4,0.7052965307330857
2000-06,2.343112970833609,0.2,0.6062947623022049
2000-07,2.258847103435263,-0.2,0.5998554901604137
2000-08,2.4468800866116327,0.7,0.6953137205770475
2000-10,1.9004129860538046,1.1,0.9873674697231403
2000-11,1.9008424372201158,1.8,1.0866514544031807
2000-12,3.3800335082405946,0.8,1.1013832209937968
2001-01,3.451501773443899,1.0,1.047664582712588
2001-02,3.7243666741055397,1.7,0.918777571991869
2001-03,5.6745770684103185,0.9,0.7043952103670074
2001-04,4.07605399617038,0.2,0.4533422017162376
2001-05,3.436494275532632,-0.5,0.22925382366260705
2001-06,1.66096404031819,0.3,0.07658308652256224
2001-07,2.527157943034788,-0.2,-0.015433783977974048
2001-09,4.122759807994204,0.2,-0.006870112245616438
2001-11,4.106173433629266,0.7,0.11316903361010809
2001-12,4.924418976749605,-0.8,0.1568477073525554
2002-02,5.017036667240267,1.1,0.20071278544683566
2002-05,-0.19197216278487023,-0.8,-0.1827389818089669
2002-06,-1.5972855067769656,0.2,-0.3202953703726244
2002-07,0.15465985365478932,-0.5,-0.4538436404008915
2002-08,-3.1515686992888132,-1.0,-0.557907683548359
2002-09,-4.277324488282349,-0.6,-0.6105062045001022
2002-10,-4.461147910679256,-0.4,-0.6231317347687828
2002-12,-2.033585525813768,-1.1,-0.5543571368426496
2003-01,-1.4484879083985376,-0.2,-0.45249899873151095
2003-02,-1.0594887419238592,-0.7,-0.3279610222680055
2003-03,1.3810198368987012,0.3,-0.1886789119871837
2003-04,2.389802112151038,-0.1,-0.07075798282055792
2003-05,3.1867854530944677,-0.3,0.026697666257798364
2003-07,3.5870908828897106,0.3,0.13020376716983972
2003-08,4.51259987799785,0.1,0.12182375246661391
2003-10,6.463024997885788,0.0,0.09269217135815833
2003-11,6.3245062569242245,-0.3,0.10232425246318513
2004-03,10.112023163366764,0.4,0.217173930956258
2004-04,3.2187485782249703,-0.9,0.21016311525528858
2004-05,1.9785951266172792,1.0,0.20223054161656162
2004-06,-0.08698783229756224,0.8,0.13258027181395865
2004-07,-0.5080052129158109,-0.5,0.0008209385774929912
2004-08,-1.226344488119262,-0.3,-0.14290392219614906
2004-09,-2.186619351102828,-0.3,-0.28637134627759137
2004-11,-3.3013634799653553,-0.7,-0.5722532111509072
2004-12,-4.794905709293414,-0.8,-0.6911451868845325
2005-01,-4.2813693111440365,0.3,-0.7713754587456078
2005-02,-3.611330164396622,-3.1,-0.806632513415865
2005-03,-0.7368481907223212,0.3,-0.7094836888060683
2005-04,0.27359768299385134,-0.6,-0.5661428288646643
2005-05,-0.27432383558354834,-0.8,-0.3863888771202395
2005-06,-1.0629298662612576,0.4,-0.1825643346238268
2005-08,0.2752325515890238,-0.3,0.16676715550807633
2005-09,-0.6099557435581263,0.4,0.32819114688032336
2005-11,0.4240014993416644,-0.2,0.565958970983785
2005-12,3.7608720633955453,-0.0,0.6689977326341481
2006-01,4.043613358971699,1.7,0.758321044061758
2006-02,2.35083741316854,0.1,0.7664115126886586
2006-03,1.9347367965887996,1.8,0.6970526872227794
2006-05,1.5024032957870814,-0.5,0.22279876102247764
2006-06,2.881582816731887,0.2,-0.06326321198930013
2006-08,2.450857067573009,-1.0,-0.5222534642401323
2006-09,-0.0757076504000499,-0.6,-0.6214222915363693
2006-10,-1.2484745173608736,-1.3,-0.6344703027433165
2006-11,-2.611889143989644,0.1,-0.5693913700794899
2006-12,-2.732377594391048,-0.3,-0.48457116178780735
2007-01,-4.584861741902555,-0.8,-0.38771115647910515
2007-02,-3.4587018220838277,-0.1,-0.27253769029479147
2007-03,-2.025577384745225,0.2,-0.16399430184143654
2007-08,-0.018763127310226346,0.4,0.39011217572789125
2007-09,2.4494202250522035,0.2,0.6001513743682013
2007-10,-0.5088346479540203,0.7,0.8510776163803396
2007-12,0.32915824362207335,1.7,1.3250725099594054
2008-01,0.4374189462167241,1.8,1.439964863408059
2008-03,0.4387104663485496,1.4,1.2565169796481643
2008-04,1.1786888099566715,0.7,1.0349452382600783
2008-05,3.0626988046272934,-0.1,0.8484546941890161
2008-06,1.9718215761874613,0.6,0.7656351746905473
2008-07,-0.1524995968360676,0.3,0.7832625283428559
2008-08,0.49402397399242287,1.0,0.8855712340874637
2008-12,-3.455760552064521,1.4,1.2474349478045623
2009-01,3.871419440988665,1.1,1.197336671520412
2009-04,4.764187888880548,0.8,0.6364591312785919
2009-05,1.8660627842128084,-0.1,0.39510483651138695
2009-08,1.5764792415439943,-0.2,-0.22745047836656956
2009-09,1.0748527210281926,0.3,-0.41884814715838053
2009-11,2.7458043499669205,-0.6,-0.6932160686496955
2009-12,-1.031410482142417,-0.7,-0.6989706470141258
2010-01,-1.269761140589258,-1.1,-0.589129186251086
2010-03,-2.2330586590500943,0.7,0.02933595641607628
2010-04,-1.8216966738187719,1.2,0.41818033978076175
2010-08,-0.47705333059462945,1.8,1.676374763691785
2010-09,-4.024448584909935,2.2,1.8834168797781592
2010-10,1.1154622338505111,1.7,2.035023789258517
2010-11,3.830195189004472,1.3,2.1568579148420213
2011-01,3.347860043837856,2.3,2.2475111925420204
2011-02,3.7411207464325074,2.7,2.1364395857394176
2011-03,6.045809568079601,2.5,1.904666524391727
2011-04,4.185907185494834,1.9,1.5835296174929798
2011-07,1.9147239425516354,1.0,0.8796109087076333
2011-09,-4.61612046922606,1.0,0.9139400419804333
2011-11,-12.822693017184703,1.1,1.0870910394507427
2012-04,-6.8073773439016465,-0.3,0.36094910773111855
2012-06,1.5481575546654787,0.4,0.11367722462894639
2012-08,1.5611645501715938,-0.2,0.01320432503503938
2012-10,-1.6598777625726135,0.3,0.013296135638101302
2012-12,-4.043851220001381,-0.6,0.05798560791638447
2013-01,-1.0084488951602695,-0.1,0.1529094260357312
2013-02,2.1397081093871706,-0.2,0.2972384085535865
2013-03,2.298307142650458,1.5,0.4601322434909978
2013-05,3.8287645241530885,0.8,0.6463914528190591
2013-06,2.4769216674623844,1.2,0.661998500224929
2013-07,1.0468559499268484,0.8,0.6135490120842552
2013-08,-1.5022673221301723,0.2,0.5354053189964578
2013-09,-3.439166956275934,0.3,0.4760472284974868
2013-10,-4.203490294938648,-0.1,0.458558722076707
2013-11,-2.732020419143595,0.7,0.49269404392449356
