Year-Month,Value,Smooth_Value
2009-06,0.1,-0.020371470203116474
2009-07,0.2,-0.08472893658569844
2009-08,-0.2,-0.205920652463168
2009-09,0.3,-0.3586278424112238
2009-10,-1.2,-0.5171616902266175
2009-11,-0.6,-0.6146691395553976
2009-12,-0.7,-0.6269745284044517
2010-01,-1.1,-0.5289853735584514
2010-02,-1.5,-0.300173283776794
2010-03,0.7,0.04430171802852853
2010-04,1.2,0.41429043918157415
2010-05,0.9,0.760624829629617
2010-06,0.4,1.0832436868710824
2010-07,1.8,1.3907967565525459
2010-08,1.8,1.6492310538911399
2010-09,2.2,1.850068796819462
2010-10,1.7,1.9942552624019145
2010-11,1.3,2.1046064279016834
2010-12,2.9,2.1855473166818333
2011-01,2.3,2.191215050361577
2011-02,2.7,2.120400043267508
2011-03,2.5,1.9786917690786259
2011-04,1.9,1.8079046987697092
2011-05,0.4,1.6824350677481223
