dates,nzd0121-0091,nzd0121-0092,nzd0121-0093,nzd0121-0094,nzd0121-0095,nzd0121-0096,nzd0121-0097,nzd0121-0098,nzd0121-0099,nzd0121-0100,nzd0121-0101,nzd0121-0102,nzd0121-0103,nzd0121-0104,nzd0121-0105,nzd0121-0106,nzd0121-0107,nzd0121-0108,nzd0121-0109,nzd0121-0110,nzd0121-0111,nzd0121-0112,nzd0121-0113,nzd0121-0114,nzd0121-0115,nzd0121-0116,nzd0121-0117,nzd0121-0118,nzd0121-0119,nzd0121-0120,nzd0121-0121,nzd0121-0122,nzd0121-0123,nzd0121-0124,nzd0121-0125,nzd0121-0126,nzd0121-0127,nzd0121-0128,nzd0121-0129,nzd0121-0130,nzd0121-0131,nzd0121-0132,nzd0121-0133,nzd0121-0134,nzd0121-0135,nzd0121-0136,nzd0121-0137,nzd0121-0138,nzd0121-0139,nzd0121-0140,nzd0121-0141,nzd0121-0142,nzd0121-0143,nzd0121-0144,nzd0121-0145,nzd0121-0146,nzd0121-0147,nzd0121-0148,nzd0121-0149,nzd0121-0150,nzd0121-0151,nzd0121-0152,nzd0121-0153,nzd0121-0154,nzd0121-0155,nzd0121-0156,nzd0121-0157,nzd0121-0158,nzd0121-0159,nzd0121-0160,nzd0121-0161,nzd0121-0162,nzd0121-0163,nzd0121-0164,nzd0121-0165,nzd0121-0166,nzd0121-0167,nzd0121-0168,nzd0121-0169,nzd0121-0170,nzd0121-0171,nzd0121-0172,nzd0121-0173,nzd0121-0174,nzd0121-0175,nzd0121-0176,nzd0121-0177,nzd0121-0178,nzd0121-0179,satname
2002-03-11 22:00:43+00:00,,,,,427.93,,,,,,378.8042857,,,,,,,,,,,307.2642857,,,,,,,,,,285.55,280.83,279.4542857,,248.79,,,,263.16,253.3,257.98,,237.95,,,,,225.9,227.65,243.59,231.06,225.97,229.91,225.2,224.15,227.63,233.86,241.09,241.26,242.82,234.66,220.26,224.04,222.83,221.57,225.28,224.53,231.95,234.44,246.89,254.26,255.28,255.44,258.85,262.52,261.66,254.79,257.34,262.44,267.19,271.24,273.3,274.1536364,280.62,,,,,L7
2002-04-12 22:00:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.51,263.71,257.22,240.93,244,,237.47,,250.27,219.76,221.43,,242.56,,,235.94,220.36,212.81,218.93,220.54,221.21,220.86,217.46,222.95,221.08,222.22,222.39,216.6,217.72,219.02,222.07,216.3,223,221.21,224.86,231.44,225.84,223.89,231.38,236.98,241.61,247.14,245.83,244.27,247.49,252.92,253.22,258.42,260.56,260.72,254.16,255.48,255.4690909,261.71,267.0690909,272.5,270.9,271.57,L7
2002-07-17 22:00:08+00:00,372.6057143,378.6157143,352.0333333,345.83,346.94,333.4433333,323.76,326.7333333,320.2057143,320.6657143,362.1857143,,302.6333333,,,,,272.6533333,267.5357143,263.0057143,261.6633333,304.2257143,262.63,256.8288889,251.1857143,,238.85,232.33,251.93,235.06,227.27,234.72,246.41,218.4057143,,,,,,,,,,,,,199.1088889,201.2888889,220.14,189.68,189.64,197.48,194.3288889,186.6488889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-08-02 22:00:01+00:00,399.5442857,392.7342857,384.2933333,381.11,373.08,,356.49,,355.6842857,346.0942857,342.6842857,,336.6133333,324.8033333,325.3542857,324.8442857,311.2033333,309.4533333,,,286.4933333,294.5642857,294.78,292.4722222,278.2342857,,,,,,,,,,,,,,,228.52,225.2722222,222.64,230.83,229.6922222,217.45,,223.8622222,219.0422222,216.39,208.65,208.45,221.21,211.4922222,208.1922222,204.1322222,202.1922222,209.0922222,216.7022222,207.41,220.0622222,222.7422222,216.9122222,214.03,220.3322222,219.4322222,217.7722222,217.64,220.77,227.46,228.0822222,233.2022222,238.9922222,242.4122222,244.8622222,253.9722222,249.0122222,239.8222222,232.91,228.0722222,226.1622222,236.3122222,255.2822222,272.01,284.4909091,274.36,264.6309091,256.68,259.6422222,262.2322222,L7
2002-10-21 21:59:36+00:00,,,,,,297.78,,299.16,,,,270.75,,,,,,237.62,244.0457143,253.8857143,249.85,,,,,218.2057143,220.65,211.99,,215.93,217.06,202.56,193.9,191.4457143,,,190.0866667,,176.75,,,,,,,172.2457143,171.8366667,170.9966667,172.72,183.43,,,,,,,,,,,,,,,190.7266667,197.3566667,206.6,212.34,207.07,210.6166667,217.8166667,220.4566667,220.4966667,219.3266667,213.1166667,218.9666667,,,,,,,,,,,,,,L7
2002-12-24 22:00:09+00:00,395.4285714,396.0185714,390.7166667,378.18,356.28,353.6266667,338.73,,363.6585714,366.9685714,351.7485714,,337.1466667,330.2466667,323.4785714,302.9585714,292.5566667,276.8466667,279.8785714,283.6685714,282.9366667,282.0685714,279.59,277.7344444,260.9385714,,267.09,272.49,265.18,,257.45,240.34,228.99,227.4885714,231.06,237.61,,233.06,,233.55,223.9044444,221.55,220.43,210.7844444,207.82,207.4785714,205.3144444,202.4244444,201.19,212.01,217.1,233.9,231.6644444,224.0944444,216.5944444,215.2344444,213.9344444,207.5744444,201.82,201.4844444,204.3144444,201.4244444,208.13,216.3344444,228.1144444,228.8144444,224.16,218.43,222.8,234.3444444,235.9044444,236.4844444,238.0244444,243.6044444,251.6444444,254.5444444,258.0944444,254.85,243.0044444,237.7944444,248.5044444,260.3844444,259.15,255.0409091,257.25,265.2009091,262.22,268.8544444,279.8044444,L7
2003-01-25 22:00:18+00:00,381.4285714,385.2985714,379.92,371.52,334.46,334.22,326.31,337.42,343.1085714,347.0385714,340.9585714,,325.15,308.1,310.8985714,308.4685714,308.59,291.52,282.1685714,274.2285714,273.77,282.6885714,276.11,267.7133333,255.2085714,,255.05,255.17,258.49,,254.28,248.94,238.39,224.8785714,227.05,221.4,225.4633333,223.96,,233.31,235.1633333,237.41,226.29,212.8133333,221.03,212.2185714,207.2433333,198.1633333,190.94,194.54,216.62,234.64,229.5733333,217.4033333,210.6933333,195.7433333,204.6333333,210.2433333,206.05,207.1233333,203.4233333,206.9733333,210.36,211.5733333,218.8633333,220.1133333,219.99,222.03,220.79,214.1633333,218.6933333,223.0633333,227.7133333,227.6733333,239.1333333,252.2333333,257.9133333,260.57,246.0433333,237.1833333,239.3133333,242.6933333,245.24,251.6109091,255.55,257.2709091,257.64,265.7533333,271.5033333,L7
2003-08-05 22:00:11+00:00,343.9885714,359.9885714,,,302.37,327.1566667,295.36,,,,,252.2966667,,,,,,,,261.7385714,255.1266667,,243.33,249.5477778,226.6185714,222.4285714,233.42,225.62,,218.59,218.79,,203.36,194.0685714,,,,,174.25,,,,,,,,175.6777778,174.8077778,178.13,191.98,185.39,180.83,183.2777778,179.5277778,179.8677778,185.1777778,193.0677778,,167.09,176.1977778,177.5977778,179.0277778,175.41,182.7277778,192.3177778,197.0277778,198.52,203.56,206.86,201.3277778,194.9577778,183.2677778,,,,220.2177778,,226.48,,,,,,,,,,,,L7
2004-04-25 21:51:47+00:00,415.4928571,409.1828571,407.31,395.61,385.2,369.93,364.57,362.73,361.5228571,354.5928571,346.6928571,341.17,330.86,327.99,338.4228571,337.2728571,318.17,317.49,319.8528571,320.9728571,321.75,317.3128571,306.98,300.6166667,295.3028571,291.4328571,287.13,286.76,286.23,287.93,273.86,272.63,275.4,258.6528571,259.99,263.57,251.1266667,243.3,246.42,245.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-06-04 22:00:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.76,204.8744444,210.7544444,215.6144444,211.76,214.4144444,220.6344444,219.8044444,230.13,231.36,224.42,242.7844444,241.2944444,242.9244444,247.1644444,245.6344444,242.8144444,244.3044444,,,257.0444444,252.2944444,249.2244444,250.6544444,258.12,257.9427273,261.67,,271.26,273.5844444,271.4044444,L7
2004-07-14 21:54:07+00:00,399.8385714,390.7085714,378.4066667,369.61,360.35,359.5066667,348.35,344.6666667,343.9985714,336.3385714,331.3885714,323.3566667,333.3266667,324.0366667,324.6685714,319.7085714,314.7966667,309.6166667,305.4985714,299.4985714,292.2166667,286.1785714,286.81,292.9444444,288.7685714,289.9785714,290.7,282.37,273.21,263.77,259.86,248.95,243.23,241.4185714,236.22,231.42,225.2744444,229.21,234.11,232.25,228.2944444,235.56,236.62,230.5344444,225.52,228.2085714,224.5444444,218.0144444,216.25,216.03,213.57,209.79,205.5544444,204.0644444,214.4944444,214.1744444,217.3344444,222.2944444,214.95,207.8244444,196.2644444,187.9644444,198.38,202.8044444,204.3644444,211.9244444,218.04,223.75,219.3,214.6644444,226.6644444,236.5744444,250.7244444,257.5644444,260.8744444,268.1644444,270.1444444,266.14,260.0144444,246.0544444,234.1944444,233.3444444,239.23,251.1954545,262.69,272.7054545,290.18,294.7644444,281.4144444,L5
2004-09-16 21:55:41+00:00,380.6942857,374.2642857,368.4433333,360.29,,,,,,,,,,,,,,,,,,,,269.1322222,257.1842857,257.8342857,259.99,253.83,251.46,259.66,268.03,257.9,254.01,243.8242857,228.19,217.29,211.6822222,206.95,208,207.81,206.3222222,220.63,227.72,226.6722222,223.01,219.1142857,213.0922222,207.8422222,214.38,215.49,214.35,215.09,214.7322222,212.3322222,204.2422222,197.7622222,200.0522222,207.2722222,202.69,211.7022222,200.7822222,188.1322222,192.98,194.8022222,188.6722222,192.6222222,195.05,204.39,206.16,212.8122222,218.4522222,218.0622222,233.8922222,249.0822222,257.2222222,260.9922222,266.2622222,258.32,260.8722222,260.6122222,259.3522222,256.0122222,257.73,263.2845455,271.66,267.6545455,265.08,266.3022222,272.9022222,L5
2004-10-18 21:56:23+00:00,390.5557143,384.6557143,377.5733333,374.99,375.06,359.6233333,354.39,359.2533333,354.0257143,357.9757143,355.5057143,346.3633333,345.3233333,348.6933333,343.1057143,323.3457143,295.3433333,282.3533333,281.3357143,286.4357143,295.3333333,302.3757143,296.79,289.1422222,285.2057143,275.3857143,277.24,286.85,284.06,270.65,271.13,274.93,276.13,275.0157143,264.01,252.75,236.0522222,231.93,227.05,224.55,224.8422222,228.33,236.55,239.7922222,237.22,232.2057143,216.3522222,212.7522222,215.57,222.91,229.92,234.79,239.6522222,245.0122222,230.5022222,212.9822222,198.7822222,195.8822222,201.51,206.9822222,214.1722222,224.2122222,225.85,223.8722222,221.4522222,220.7522222,221.12,226.32,226.62,226.9322222,230.3922222,240.6322222,245.6022222,256.7922222,267.6122222,276.0122222,283.4022222,272.65,256.1922222,242.9322222,239.8922222,245.2522222,246.33,251.7018182,261.45,282.1618182,287.15,288.6122222,289.9322222,L5
2004-11-11 22:00:45+00:00,386.6214286,383.3914286,379.24,371.62,377.28,366.42,351.04,352.96,352.3814286,345.1914286,335.3114286,337.29,343.56,327.97,333.2414286,317.5714286,312.58,295.13,285.2214286,285.6014286,295.05,283.9114286,281.82,277.1933333,265.2514286,261.0514286,262.15,260.62,263,267.67,258.36,248.91,253.16,251.1914286,246.14,237.96,227.5033333,223.07,218.41,213.78,211.1233333,219.65,222.66,217.2833333,218.97,,,,,,,,,,,,,,,,,,217.48,226.8633333,224.7533333,223.7733333,224.26,225.96,224.76,229.1633333,228.7233333,230.4833333,244.2033333,249.8133333,255.1333333,258.2433333,267.1033333,264.77,259.7033333,250.0633333,245.6233333,247.6133333,247.16,251.3372727,259.45,267.9472727,278.96,282.5033333,279.0933333,L7
2005-02-15 22:01:25+00:00,391.2114286,390.0714286,399.7066667,411.96,383.36,359.7366667,368.64,368.6666667,337.6014286,325.1014286,326.2514286,320.1666667,315.1566667,332.0066667,335.3014286,336.0914286,341.0966667,339.5966667,312.6014286,294.1414286,277.4266667,285.7214286,286.84,274.1444444,281.3314286,274.9314286,276.74,288.29,302.16,278.17,263.25,265.46,247.93,272.8714286,281.09,273.2,253.1944444,263.17,264.8,243.46,214.9144444,207.39,217.42,212.7144444,,273.1214286,231.8444444,219.8744444,217.6,211.03,211.88,217.23,218.0144444,219.5744444,220.6044444,224.1644444,222.0544444,215.3444444,228.39,238.5444444,228.7244444,209.8244444,205.15,216.9344444,233.1144444,243.1344444,238.42,235.77,235.77,234.4944444,229.6544444,225.1744444,223.9144444,228.9244444,249.6944444,261.2144444,268.0144444,276.6,274.3844444,266.4144444,260.5844444,254.3844444,251.86,261.8290909,265.21,264.7490909,269.16,277.1644444,278.0444444,L7
2005-04-12 21:58:55+00:00,389.8671429,397.2271429,401.42,396.37,396.16,388.21,383.1,375.84,372.2371429,360.4371429,355.9671429,355.28,337.27,321.94,325.3271429,325.8871429,327.87,321.41,326.1571429,323.0271429,324.07,311.3471429,305.38,300.37,290.2271429,290.2071429,285.59,283.4,279.76,286.65,283.79,279.12,282.22,272.4971429,266.71,261.79,255.68,247.98,246.74,242.33,232.62,228.44,234.65,228.01,232.79,240.9871429,243.16,244.16,235.62,234.59,226,231.47,228.31,234.6,237.26,234.98,228.23,224.25,218.75,221.57,229.77,235.57,239.85,250.27,247.28,246.37,247.22,252.75,248.34,249.22,250.72,251.87,255.69,254.5,250.42,249.35,261.34,268.74,274.6,282.9,282.35,285.23,280.2,277.5218182,272.23,273.1818182,278.87,282.14,287.08,L5
2005-05-06 22:01:25+00:00,381.3057143,377.6857143,372.05,365.3,388.62,367.78,347.89,336.97,343.6057143,340.6257143,329.0157143,345.12,339.25,320.66,320.0257143,307.5157143,302.46,291.22,299.0957143,299.8957143,287.14,281.4957143,282.63,292.45,,,,,,,,,,,,,,,213.99,216.7,209.72,207.95,206.13,206.8,218.18,216.3257143,215.94,215.28,208.73,211.69,208.11,203.42,202.45,203.11,203.47,203.76,204.2,198.67,196.37,202.51,215.41,216.77,217.27,223.93,225.67,226.62,226.16,225.75,220.9,229.84,229.38,231.72,234.24,,,237.43,240.1,245.83,249.31,250.97,253.4,252.42,255.63,256.44,262.59,262.32,262.81,260.8,257.36,L7
2005-07-17 21:59:35+00:00,,,,,,,,,,,,,,,,338.86,329.72,316.62,304.66,305.13,296.49,301.58,288.27,287.4966667,275.01,273.21,277.7,283.91,295.18,289.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.42,223.4966667,236.7566667,234.6066667,236.9,240.0966667,242.1466667,245.2366667,245.08,235.67,238.64,227.6066667,220.7366667,219.7366667,222.5166667,231.9966667,240.9766667,251.4866667,249.4166667,248.86,246.3166667,251.2066667,259.9466667,261.4266667,262.55,255.6136364,257.83,265.2136364,268.98,265.0466667,261.2866667,L5
