Year-Month,nzd0121_Average_Value,month,climatology,monthly_anomaly,Value
2010-03,3.339622688192201,3,1.1974825551525763,2.1421401330396246,0.7
2010-05,-14.494982487382991,5,-12.386481940118534,-2.108500547264457,0.9
2010-11,-16.097115896018632,11,-6.07028384007549,-10.026832055943142,1.3
2011-01,12.483626968654034,1,0.6135246271124889,11.870102341541546,2.3
2011-04,-3.930469383356195,4,-1.7913055702582643,-2.1391638130979302,1.9
2011-05,-12.055804287807419,5,-12.386481940118534,0.330677652311115,0.4
2011-07,-27.563700326026343,7,-7.051288785185325,-20.51241154084102,1.0
2011-09,-15.698326223655616,9,-8.96725663069258,-6.731069592963037,1.0
2012-04,-4.304897019216597,4,-1.7913055702582643,-2.5135914489583326,-0.3
2012-06,-20.987579820031794,6,-6.916761165081597,-14.070818654950196,0.4
2012-07,-19.576931872232333,7,-7.051288785185325,-12.525643087047008,-0.0
2012-08,-36.00306901360151,8,-13.596267759683085,-22.406801253918424,-0.2
2012-09,-20.767713718322494,9,-8.96725663069258,-11.800457087629914,0.2
2012-10,-12.581184943159595,10,-15.543066325785027,2.9618813826254318,0.3
2013-02,-18.100604176411405,2,-0.48771900443957455,-17.61288517197183,-0.2
2013-04,3.9699930872141325,4,-1.7913055702582643,5.761298657472397,0.2
2013-05,-12.176549541085642,5,-12.386481940118534,0.2099323990328923,0.8
2013-06,-5.824076783716856,6,-6.916761165081597,1.0926843813647418,1.2
2013-09,-16.827678563335247,9,-8.96725663069258,-7.860421932642668,0.3
2013-10,-33.09255020240183,10,-15.543066325785027,-17.549483876616804,-0.1
2013-11,-24.843160634520213,11,-6.07028384007549,-18.772876794444723,0.7
2013-12,-12.333364861058845,12,-12.98358498697066,0.6502201259118152,0.1
2014-01,-12.172975119048857,1,0.6135246271124889,-12.786499746161345,1.4
2014-03,-22.654636016826856,3,1.1974825551525763,-23.85211857197943,0.9
2014-04,-13.951652605125295,4,-1.7913055702582643,-12.16034703486703,0.8
2014-05,-13.931617212626259,5,-12.386481940118534,-1.545135272507725,0.5
2014-07,5.631137562507716,7,-7.051288785185325,12.682426347693042,-0.2
2014-08,-47.231961281603844,8,-13.596267759683085,-33.63569352192076,-0.7
2014-10,-33.16571823687197,10,-15.543066325785027,-17.62265191108694,-0.6
2014-12,-17.173888179108552,12,-12.98358498697066,-4.1903031921378915,-0.6
