Year-Month,nzd0106_Average_Value,month,climatology,monthly_anomaly,Value,Smooth_Value
2010-01,-0.3985916367123185,1,-0.7944323170134517,0.39584068030113323,-1.1,-0.9897872364304615
2010-02,0.3030622034081731,2,0.6036434121713834,-0.3005812087632103,-1.5,-0.639891240792322
2010-03,0.6672401332953074,3,-1.2944848026159181,1.9617249359112257,0.7,0.01359964068467534
2010-06,0.7329162087263311,6,0.7463042625752974,-0.013388053848966242,0.4,1.1402902916886717
2010-07,0.5664655446025949,7,-0.7285442010965492,1.295009745699144,1.8,1.4692567370828828
2011-01,0.09641588592775363,1,-0.7944323170134517,0.8908482029412054,2.3,2.4604497365213556
2011-03,-0.9308411938285394,3,-1.2944848026159181,0.3636436087873788,2.5,2.1330970884837077
2011-04,-2.496647071854452,4,-2.9386546111012652,0.44200753924681324,1.9,1.6051307332893405
2011-05,-5.367632247217762,5,-1.649891204233966,-3.7177410429837963,0.4,1.0169432921454769
2011-07,-9.306220205195048,7,-0.7285442010965492,-8.5776760040985,1.0,0.5982844462097672
2011-08,-12.36092578044394,8,-1.4661739060426646,-10.894751874401276,0.4,0.6516513470284173
2012-01,-13.340352827953216,1,-0.7944323170134517,-12.545920510939764,1.1,1.2059962205692583
2012-04,-12.639627768515158,4,-2.9386546111012652,-9.700973157413893,-0.3,0.18500898794159426
2012-05,-10.209242033794498,5,-1.649891204233966,-8.559350829560533,0.0,0.07196736100076412
2012-07,-7.761378767413759,7,-0.7285442010965492,-7.032834566317209,-0.0,0.03709016061034365
2013-01,-6.105001740843947,1,-0.7944323170134517,-5.310569423830495,-0.1,0.0008938703072879153
2013-02,-3.714815646762968,2,0.6036434121713834,-4.3184590589343514,-0.2,0.2379575553192767
2013-03,-0.47147926634829135,3,-1.2944848026159181,0.8230055362676267,1.5,0.5541443370034689
2013-04,2.050746013493668,4,-2.9386546111012652,4.989400624594934,0.2,0.6957604779802276
2013-05,1.7083513352034767,5,-1.649891204233966,3.358242539437443,0.8,0.8064724511421395
2013-06,-0.552208595938378,6,0.7463042625752974,-1.2985128585136754,1.2,0.8216744786762366
2013-07,-2.4857703656721366,7,-0.7285442010965492,-1.7572261645755876,0.8,0.6740416633019274
2013-09,-4.600050197593768,9,-1.0125288347982428,-3.587521362795526,0.3,0.3096360433429728
2013-10,-5.06175794439712,10,1.1961784399782742,-6.257936384375394,-0.1,0.27471401207029705
2013-12,-5.166538082453006,12,1.3166199944813257,-6.483158076934332,0.1,0.5124324723812641
2014-01,-5.665318502283536,1,-0.7944323170134517,-4.870886185270084,1.4,0.6696643459024141
2014-04,-6.61616922510219,4,-2.9386546111012652,-3.677514614000925,0.8,0.6460853225546503
2014-05,-8.777475712482019,5,-1.649891204233966,-7.127584508248053,0.5,0.4445705855486947
2014-09,-10.862493572037069,9,-1.0125288347982428,-9.849964737238826,-0.7,-0.6416407366579129
2014-12,-11.32464712340521,12,1.3166199944813257,-12.641267117886535,-0.6,-0.7411403614991183
