dates,nzd0125-0000,nzd0125-0001,nzd0125-0002,nzd0125-0003,nzd0125-0004,nzd0125-0005,nzd0125-0006,nzd0125-0007,nzd0125-0008,nzd0125-0009,nzd0125-0010,nzd0125-0011,nzd0125-0012,nzd0125-0013,nzd0125-0014,nzd0125-0015,nzd0125-0016,nzd0125-0017,nzd0125-0018,nzd0125-0019,nzd0125-0020,nzd0125-0021,nzd0125-0022,nzd0125-0023,nzd0125-0024,nzd0125-0025,nzd0125-0026,satname
2001-10-11 21:53:46+00:00,,368.3,366.2276923,370.82,353.17,355.53,367.78,358.8954545,360.8854545,348.1654545,345.03,354.15,375.15,392.45,,329.87,329.38,329.26,333.7676923,348.72,347.65,347.635,363.88,388.19,362.79,342.16,341.37,L7
2001-10-18 22:00:06+00:00,,,,,356.9066667,354.6566667,362.7866667,367.3218182,361.3318182,351.9618182,346.2366667,349.7366667,383.8722222,392.2433333,372.4033333,324.6622222,321.5966667,326.1766667,323.5746154,333.8466667,336.4333333,343.21,358.16,381.54,360.0622222,341.2533333,330.5333333,L7
2001-11-28 21:54:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,332.7333333,L7
2002-01-06 22:00:31+00:00,367.68,367.5385714,369.8707692,368.64,359.88,358.29,363.62,367.7172727,366.2672727,357.1972727,355.11,358.3,379.33,383.9,,330.02,330.81,327.3,335.0607692,343.96,348.71,359.18,359.53,393.01,365.15,346.71,342.69,L7
2002-01-31 21:54:26+00:00,397.89,374.86,377.2784615,379.2733333,362.4433333,365.7333333,372.6333333,372.3745455,377.9145455,362.0745455,359.7833333,365.6133333,394.1411111,406.4866667,382.9766667,339.0311111,335.3033333,330.1833333,342.8184615,346.0133333,348.2266667,356.88,368.28,393.95,377.6511111,352.7566667,341.9166667,L7
2002-03-27 22:00:37+00:00,356.15,,364.4315385,366.0866667,350.6766667,352.0966667,362.4766667,362.3481818,359.5481818,354.8481818,347.6766667,359.0966667,382.1988889,381.4933333,359.6033333,330.0288889,326.6866667,327.0066667,331.3615385,340.4366667,347.7433333,347.175,366.5,384.2,360.5688889,343.7133333,344.0733333,L7
2002-04-12 22:00:37+00:00,389.02,375.0814286,376.6530769,377.2233333,356.7833333,366.2433333,383.0933333,372.9881818,377.6481818,,,365.8633333,384.6811111,395.1766667,363.2466667,339.2311111,336.0833333,331.9433333,332.7230769,346.3633333,350.3966667,359.45,360.43,390.77,371.6211111,348.1566667,349.3866667,L7
2002-05-23 21:54:18+00:00,412.44,356.4614286,362.3484615,358.3133333,356.7433333,349.5333333,361.1333333,358.8090909,356.3690909,355.1190909,341.0933333,347.1733333,366.1511111,358.6366667,353.8366667,334.7211111,322.7833333,323.3733333,318.8084615,336.7333333,331.2766667,340.46,345.23,378.38,,,335.0066667,L7
2002-06-15 22:00:19+00:00,387.15,370.2985714,371.1507692,375.8966667,357.8366667,358.8066667,372.2566667,367.9627273,367.2827273,363.4827273,357.4066667,363.8466667,388.3622222,399.5833333,376.0133333,344.7422222,336.6666667,336.2866667,333.6407692,349.1266667,345.6033333,354.085,375.78,392.76,,,,L7
2002-07-17 22:00:08+00:00,404.13,368.2614286,374.4507692,374.1733333,363.0333333,361.8233333,371.4233333,374.4036364,370.1936364,364.7636364,360.4133333,367.9333333,388.2311111,394.0666667,,336.1911111,337.0833333,337.3633333,342.2607692,353.6633333,351.2466667,355.975,369.07,393.73,,,346.2366667,L7
2002-08-18 21:59:57+00:00,,366.1171429,384.6361538,374.2366667,379.2166667,376.0166667,390.8566667,382.0527273,395.7727273,382.8327273,364.2766667,365.3566667,385.3855556,412.1633333,,347.5355556,335.6366667,336.5666667,337.9461538,349.1866667,343.8733333,363.42,,400.5,365.5855556,345.1433333,343.1833333,L7
2002-08-27 21:53:36+00:00,395.88,379.5157143,383.0769231,383.06,369.45,372.47,383.31,376.3509091,382.3009091,366.3509091,362.4,374.81,392.43,410.18,390.74,350.06,343.68,340.05,343.5969231,357.11,358.72,373.3,387.14,410.58,389.38,359.77,362.48,L7
2002-09-19 21:59:35+00:00,,360.52,360.0684615,363.11,350.71,351.3,361.33,358.9136364,357.7136364,353.7836364,348.21,355.66,374.6466667,372.85,357.27,327.5966667,325.59,325.18,327.2084615,335.33,339.53,341.42,355.52,374.96,350.9366667,343.69,341.41,L7
2002-10-05 21:59:31+00:00,378.81,372.6714286,369.7338462,375.1366667,364.6966667,363.5666667,377.2566667,372.1309091,375.7909091,373.0009091,357.7366667,359.4166667,382.7455556,386.1933333,358.7933333,329.0755556,326.9266667,325.2866667,330.2538462,339.7166667,345.7333333,351.7,365.06,385.54,359.6455556,343.1233333,349.0133333,L7
2002-10-14 21:53:19+00:00,,383.5885714,379.7861538,379.8566667,371.1466667,370.1066667,381.3266667,374.2736364,381.1636364,377.5436364,373.2766667,367.2966667,381.7122222,380.3633333,383.8233333,339.9522222,337.1866667,332.0966667,344.1861538,351.8166667,349.5633333,362.445,371.6,394.32,372.5322222,349.6333333,349.2533333,L7
2002-10-21 21:59:36+00:00,379.23,374.5957143,376.7823077,379.6966667,365.0966667,367.9866667,373.7966667,375.7072727,379.4272727,366.2772727,355.7366667,355.0266667,376.7322222,389.9933333,363.0433333,331.2822222,329.4566667,326.9266667,328.3023077,339.8166667,338.4133333,348.185,355.69,379.1,363.7622222,342.0533333,344.8133333,L7
2002-12-24 22:00:09+00:00,,391.3314286,392.8453846,389.7033333,378.3033333,374.2033333,385.3433333,388.3227273,387.4527273,380.3427273,375.4033333,379.0633333,406.8111111,411.8166667,379.0166667,348.1811111,342.9633333,341.2833333,341.7753846,353.8533333,353.3266667,359.995,378.25,404.71,380.8111111,357.7766667,352.3866667,L7
2003-01-18 21:54:06+00:00,,,,,,,,,,,,,407.1388889,405.6333333,380.6333333,339.3988889,339.8566667,337.9366667,335.5830769,348.0466667,350.8833333,361.54,363.22,390.14,370.1588889,352.7233333,352.4533333,L7
2003-01-25 22:00:18+00:00,385.95,376.54,380.0430769,382.2333333,357.8833333,366.5833333,376.2433333,372.6372727,374.9972727,368.9372727,369.3733333,367.8833333,397.7844444,395.2866667,364.5666667,333.9044444,336.2533333,333.0133333,336.5830769,349.8233333,347.1366667,359.305,363.18,387.6,373.2144444,349.0166667,349.7866667,L7
2003-03-23 21:54:16+00:00,406.32,383.9157143,389.9030769,389.4966667,370.0166667,367.6366667,378.6066667,378.9854545,375.0954545,370.3654545,360.8966667,363.8166667,396.2888889,402.7433333,381.2833333,346.3888889,341.9666667,341.4166667,335.2530769,346.9766667,343.8133333,353.17,365.17,385.63,374.3888889,353.2033333,358.5733333,L7
2003-03-30 22:00:31+00:00,385.11,379.7485714,377.5938462,373.7633333,357.8233333,355.2533333,366.3933333,363.6645455,359.8045455,354.3345455,349.8733333,352.7233333,378.7044444,380.7966667,366.8866667,335.2044444,333.4933333,330.2633333,331.0538462,337.8833333,343.8866667,343.265,357.89,382.18,353.8344444,347.0166667,348.2466667,L7
2003-04-24 21:54:22+00:00,,,,,,,,373.37,368.12,358.48,358.6733333,361.7633333,385.9777778,389.9166667,384.1466667,340.4877778,338.1033333,332.7733333,333.7684615,338.7733333,343.4666667,352.325,362.2,388.69,365.1077778,340.6166667,334.2566667,L7
2003-05-10 21:54:22+00:00,379.59,379.04,380.9346154,381.8266667,364.2166667,364.7666667,373.6066667,369.2781818,367.7181818,359.1481818,349.8166667,357.3366667,380.5555556,387.9533333,381.4833333,334.0755556,333.3866667,330.6266667,334.9446154,342.3466667,343.6233333,355.34,360.89,383.09,359.2255556,347.7933333,352.1133333,L7
2003-05-26 21:54:19+00:00,,,,,,,,,,,,,,,,,,,,,,,362.4,383.95,,,340.3366667,L7
2003-07-21 21:42:09+00:00,405.72,394.0157143,396.0861538,394.8233333,377.0433333,374.6333333,377.6133333,374.9272727,372.2072727,363.1172727,362.0033333,369.8533333,390.5311111,399.9166667,394.1866667,353.5511111,356.9333333,352.0833333,357.4261538,368.1433333,356.2166667,366.54,375.53,394.46,378.4811111,358.6666667,356.4066667,L5
2003-08-05 22:00:11+00:00,,,,,,365.9533333,369.6533333,369.9554545,368.1154545,355.2554545,350.6933333,360.8533333,390.7877778,390.6566667,,333.4477778,337.2033333,336.8233333,335.6369231,341.2733333,349.4466667,348.745,368.55,386.76,358.5477778,346.4766667,348.4366667,L7
2003-08-06 21:42:27+00:00,368.89,379.1485714,388.6053846,381.3666667,362.7066667,364.2866667,372.1266667,378.7054545,375.2654545,361.8054545,353.3066667,373.2866667,390.1155556,393.7133333,386.9133333,331.8655556,336.7666667,336.9166667,341.1253846,358.6866667,351.2133333,359.18,372.87,393.29,369.3955556,344.0933333,345.6133333,L5
2003-08-13 21:48:45+00:00,388.83,388.1414286,391.4476923,387.3466667,366.3366667,364.0066667,372.2766667,373.6018182,371.5418182,365.3818182,355.3666667,368.2566667,394.0988889,399.8933333,382.0433333,342.7888889,339.2466667,341.2166667,339.0576923,346.9766667,350.6133333,353.325,375.64,390.26,364.8188889,351.0933333,350.7933333,L5
2003-09-14 21:49:18+00:00,420.66,396.0671429,,,,,,,,,,,,,,,,,,,346.61,353.64,366.43,393.18,376.69,348.76,354.97,L5
2003-10-25 21:43:40+00:00,395.59,383.8085714,384.5061538,386.8233333,375.7533333,370.1533333,379.5833333,378.8490909,376.8990909,369.2190909,359.1233333,364.6833333,390.5844444,398.0966667,382.9466667,346.6444444,342.9233333,338.0233333,334.7661538,348.3233333,353.6166667,363.49,371.02,400.35,375.6244444,352.4966667,351.7066667,L5
2003-11-09 22:00:18+00:00,403.23,387.9042857,388.4007692,382.6333333,370.4433333,363.9233333,373.5033333,374.8754545,374.3954545,368.8154545,361.2433333,362.0633333,380.0544444,393.3366667,,,,,,,,,,,,,,L7
2003-11-17 21:50:09+00:00,435.23,398.7385714,399.4507692,394.62,369.35,363.67,376.83,382.0672727,375.4072727,374.3072727,362.18,369.84,395.78,409.29,,344.11,340.6,335.79,341.9907692,363.01,367.02,373.09,381.3,405.65,392.64,371.72,364.17,L5
2003-11-18 21:54:15+00:00,,,392.1776923,386.1966667,372.5566667,370.8566667,380.0666667,388.9590909,386.8890909,379.7790909,368.3866667,363.9066667,385.9888889,404.8033333,,345.9488889,343.7766667,339.8466667,340.0976923,351.1166667,354.0833333,371.54,371.25,394.23,375.9788889,,,L7
2003-12-03 21:50:19+00:00,,,,,381.8366667,378.5466667,390.5966667,391.9263636,396.4663636,391.3263636,389.3466667,386.6666667,410.4188889,429.1333333,,363.2188889,359.0066667,358.2166667,356.4484615,376.2266667,379.9033333,394.61,378.06,398.72,379.8188889,353.7033333,347.6533333,L5
2003-12-04 21:54:19+00:00,417.15,381.91,384.8476923,384.75,368.57,365.87,379.62,375.9954545,384.7654545,373.6254545,374.23,372.68,388.1,396.43,369.7,,,,,,,,,,,,,L7
2003-12-12 21:44:10+00:00,427.07,401.7428571,400.8738462,408.5133333,388.3733333,387.0833333,393.9033333,395.3472727,393.3372727,382.1572727,370.0533333,371.3333333,399.4344444,413.0666667,392.2266667,358.1144444,355.7633333,355.9333333,348.0538462,360.3533333,363.5166667,372.25,378.48,,395.2644444,366.0766667,358.0666667,L5
2004-01-21 21:54:39+00:00,407.01,398.1442857,398.1438462,,,,,,,,,,,,374.3633333,343.5088889,343.0566667,341.1966667,343.9938462,356.6366667,355.5233333,364.24,360.74,382.77,382.8188889,362.5033333,358.8833333,L7
2004-02-21 21:50:47+00:00,420.09,392.6328571,396.3407692,397.92,383.58,381.4,392.79,394.07,396.43,393.03,386.68,386.92,415.96,420.41,390.9,359.28,350.51,350.99,350.0407692,357.37,361.41,364.315,383.44,405.93,385.87,365.24,359.68,L5
2004-03-25 21:54:54+00:00,425.85,393.04,389.8361538,,,,,,,,,,,,393.4266667,356.2711111,346.5933333,344.7933333,346.5461538,355.0233333,359.5366667,366.625,375.27,403.19,384.7611111,358.5766667,358.8666667,L7
2004-04-18 21:45:25+00:00,390.43,386.2528571,378.1807692,380.7833333,358.4233333,359.3233333,372.5533333,376.7045455,381.4445455,370.7845455,368.8933333,369.6433333,394.6377778,398.6466667,373.0566667,341.1277778,343.5533333,344.5033333,344.4207692,349.2333333,357.3466667,358.95,373.93,386.7,372.8877778,361.0466667,352.8766667,L5
2004-05-03 22:00:59+00:00,,378.4285714,379.49,376.6,360.75,358.33,371.69,374.7090909,379.5490909,366.8190909,362.83,367.36,386.6733333,384.01,366.1,341.8433333,335.4,,,,,,,,,,,L7
2004-05-12 21:54:49+00:00,355.33,374.1371429,371.9538462,367.4933333,354.1633333,355.5533333,364.2233333,367.6636364,366.9836364,356.3736364,354.1133333,355.3433333,377.6577778,371.6966667,347.6366667,331.2177778,,,,,,,,,,,,L7
2004-05-20 21:46:20+00:00,,384.1828571,384.8492308,387.93,369.49,366.5,382.38,380.9336364,380.8836364,372.6936364,365.49,373.73,404.1166667,407.39,388.65,347.8166667,343.88,342.65,356.8492308,353.11,359.32,364.235,379.12,395.24,381.1266667,362.88,358.07,L5
2004-06-12 21:53:11+00:00,345.81,,392.5192308,385.8066667,368.5766667,368.8466667,385.0266667,389.4536364,,,,,,,,,,,323.8192308,,,,,,,,,L5
2004-06-21 21:47:16+00:00,418.73,398.5628571,395.6161538,389.8866667,373.6266667,375.7166667,389.7266667,,,,,,,,,,,,,,,,,,,,,L5
2004-06-29 21:54:39+00:00,,,,,359.9666667,343.0966667,353.4366667,356.6209091,,,,,,,,,,,,,,334.78,352.56,384.24,349.3788889,335.0233333,330.6633333,L7
2004-07-06 22:00:48+00:00,400.74,382.8957143,381.0007692,376.3633333,359.7133333,363.2333333,,,,,,,,,,,,354.5133333,340.3807692,347.9433333,347.8766667,353.28,377.69,387.3,,,,L7
2004-07-07 21:47:45+00:00,,,,,,,,389.8818182,391.5118182,383.8818182,379.16,378.51,403.38,409.74,390.38,353.3,348.31,350.8,348.0630769,360.09,355.77,364.125,377.7,402.76,382.21,356.02,353.6,L5
2004-07-23 21:48:09+00:00,401.85,388.7557143,385.6223077,387.2966667,368.7766667,374.3466667,393.8866667,388.2372727,391.2872727,381.3372727,377.6166667,381.0066667,407.6922222,419.1333333,393.9433333,352.4722222,349.2866667,346.8266667,350.3123077,358.3866667,362.1533333,371.265,385.22,407.85,386.4622222,362.1033333,361.6933333,L5
2004-07-30 21:54:28+00:00,371.2,375.4771429,377.9776923,372.2066667,359.1566667,359.7066667,371.7766667,371.2690909,373.4290909,364.8390909,362.7366667,367.2066667,391.7288889,396.4633333,389.9733333,338.9088889,340.8566667,341.9366667,341.1376923,351.8866667,352.2533333,361.03,381.06,388.3,376.9388889,350.1633333,344.9233333,L5
2004-07-31 21:54:28+00:00,376.48,,,,,,,,,349.4336364,352.6433333,357.0633333,375.4944444,386.5766667,368.4866667,331.5444444,329.7733333,327.8033333,329.9476923,336.9433333,342.3666667,348.18,359.89,374.9,362.9644444,340.8966667,340.4066667,L7
2004-08-16 21:54:26+00:00,381.9,378.26,380.4546154,376.7433333,359.5233333,359.1833333,369.9433333,374.3536364,375.3836364,368.8636364,359.1033333,368.7233333,384.7177778,397.7766667,377.6866667,341.2377778,,,,,,,,,,,,L7
2004-09-16 21:55:41+00:00,413.74,393.1785714,397.5076923,395.4533333,378.0133333,373.5333333,387.5133333,386.9054545,388.4954545,376.4954545,371.6933333,374.7733333,404.8777778,415.8066667,389.9466667,355.5977778,349.4033333,354.0533333,352.8276923,360.8833333,367.0766667,366.63,386.49,410.73,386.3377778,363.3766667,357.4166667,L5
2004-09-25 21:49:43+00:00,407.29,374.3814286,376.9553846,379.92,366.06,362.13,377.9,389.1618182,388.6618182,370.2918182,365.55,375.95,386.3666667,405.03,393.67,332.6466667,336.75,333.71,339.2453846,352.1,357.25,380.305,382.66,395.22,383.0566667,346.36,351.51,L5
2004-10-02 21:56:02+00:00,413.84,385.32,384.0769231,385.0333333,368.4333333,369.0933333,379.4433333,381.4381818,383.5181818,377.3481818,368.2233333,370.9633333,400.6477778,414.7566667,397.8266667,351.0677778,345.4733333,340.8833333,343.5169231,350.4333333,360.0366667,375.08,377.21,407.89,378.5577778,352.6466667,355.4966667,L5
2004-10-10 22:00:20+00:00,,,370.8846154,366.54,352.15,333.82,362.52,367.1745455,374.1945455,358.7445455,358.04,365.14,377.1766667,383.52,364.45,,,,,,,,,,,,,L7
2004-11-03 21:56:42+00:00,406.68,391.3157143,385.9692308,384.1033333,370.6533333,365.3233333,378.9833333,381.28,383.11,377.25,372.1633333,378.1333333,384.0477778,408.2666667,389.5366667,349.6877778,340.8033333,345.0733333,349.0692308,350.9233333,357.4666667,368.82,379.72,405.48,374.8677778,357.0266667,351.1766667,L5
2004-11-04 21:54:31+00:00,390.52,380.8885714,381.9484615,383.6766667,364.3466667,364.5866667,372.0266667,373.0881818,,,,,,,,,,,352.3284615,354.8466667,359.4933333,368.61,376.36,399.98,377.3722222,359.0633333,353.4433333,L7
2004-11-19 21:56:55+00:00,,380.5157143,385.9838462,385.51,370.2,375.79,386.39,393.1881818,397.8781818,390.1581818,390.57,390.09,411.8533333,422.36,408.63,365.1333333,362.32,361.6,358.5038462,366.27,371.08,381.68,386.48,408.93,392.6733333,362.23,362.49,L5
2005-01-14 22:01:13+00:00,411.77,382.6842857,381.58,384.2,,,,,,,,,,,,,349.55,347.43,348.71,356.8,361.24,369.925,377.38,404.06,378.95,354.73,352.6,L7
2005-01-15 21:51:45+00:00,415.83,388.26,389.7292308,390.6866667,377.6966667,373.9566667,384.2266667,388.2672727,388.3372727,383.1272727,378.4666667,384.6966667,411.0355556,414.2533333,392.5733333,372.1655556,361.3566667,358.4866667,359.6692308,365.1266667,377.1333333,380.85,389.93,413.43,390.5455556,367.0033333,357.5333333,L5
2005-01-22 21:58:02+00:00,411.09,383.19,383.6023077,381.6033333,363.0333333,368.3333333,380.6433333,379.3190909,383.4990909,374.1990909,374.4133333,382.8333333,403.3677778,401.4666667,,340.4577778,351.2033333,354.2033333,353.9823077,364.8933333,370.4766667,374.91,387.09,400.45,377.9777778,366.5166667,357.1366667,L5
2005-02-08 21:55:11+00:00,384.28,377.38,375.3476923,,,,,,,,,,,,,343.8222222,342.4766667,340.4466667,336.9176923,348.5866667,353.3333333,356.04,365.8,,,,,L7
2005-02-23 21:58:31+00:00,405.28,388.8842857,383.9369231,383.57,368.2,365.78,380.73,382.78,383.15,381.38,375.46,378.75,408.5033333,413.54,387.57,355.0433333,348.65,348.59,350.4869231,357.96,366.37,366.535,378.5,403.5,376.4033333,359.57,357.67,L5
2005-03-11 21:58:44+00:00,419.85,392.3285714,392.9915385,391.6866667,378.0766667,382.1266667,391.7966667,388.8509091,390.4709091,381.3909091,372.6866667,380.1066667,407.1688889,417.0433333,392.7833333,357.1188889,355.5666667,353.9866667,350.7215385,367.0366667,372.3233333,377.32,385.5,404.87,387.2988889,360.7333333,361.2133333,L5
2005-03-19 22:01:30+00:00,384.69,,,,,,,,,392.1718182,373.2033333,382.7533333,399.2144444,395.1766667,403.3166667,344.2744444,345.3233333,344.1433333,344.8846154,358.9533333,362.8466667,369.965,364.36,395.3,376.7344444,354.5666667,352.2166667,L7
2005-03-28 21:55:18+00:00,,,,392.6266667,375.8966667,377.4766667,385.2766667,391.8963636,389.5163636,380.8263636,381.4466667,381.7266667,415.0055556,418.6033333,396.0833333,364.5755556,361.2966667,356.3966667,354.8930769,362.5866667,363.8533333,373.115,386.01,401.93,381.8355556,,,L7
2005-04-05 21:52:43+00:00,386.7,384.8328571,388.6276923,391.7433333,379.5633333,384.8433333,397.8633333,400.9518182,402.4018182,394.6018182,389.4333333,391.6333333,407.5611111,415.5866667,413.5466667,372.8511111,374.7933333,365.0733333,365.9076923,374.3533333,367.1066667,390.46,381.45,412.33,386.7711111,380.8966667,358.1966667,L5
2005-04-29 21:55:12+00:00,418.43,,,,,,,,382.9654545,382.9954545,379.6766667,379.7966667,411.3688889,407.8233333,384.2933333,354.6388889,349.9566667,349.9066667,351.8830769,360.9166667,364.5433333,377.33,382.21,407.31,387.5888889,361.3433333,365.7333333,L7
2005-05-07 21:52:53+00:00,388.34,385.2571429,387.6961538,386.3233333,370.6933333,368.9933333,388.5533333,391.5781818,388.5681818,383.3781818,378.1933333,389.2333333,411.9477778,403.9866667,384.1566667,361.0977778,362.0733333,346.1333333,347.7761538,355.8333333,370.6266667,376.665,371.48,391.21,377.5777778,366.7866667,375.4466667,L5
2005-05-22 22:01:24+00:00,376.25,378.6928571,383.0723077,376.1066667,360.1966667,362.8066667,369.1766667,372.6254545,374.7754545,,,,,,,,,,,,369.3333333,354.405,381.51,390.4,366.4488889,355.2933333,348.3633333,L7
2005-06-08 21:53:09+00:00,409.69,391.3957143,396.4930769,394.2866667,378.5866667,378.9866667,387.1666667,389.3954545,395.5754545,388.6854545,389.2866667,387.9966667,415.8188889,426.3233333,409.9333333,375.3888889,364.7466667,357.9366667,357.2430769,365.4866667,372.2333333,380.33,392.65,412.39,391.7388889,368.2033333,370.7233333,L5
2005-07-09 22:01:14+00:00,396.42,385.0314286,388.0776923,383.7866667,365.0066667,370.4566667,,,,,,,,,,,,,345.5576923,355.0866667,357.6433333,366.705,379.81,396.01,377.0888889,,,L7
2005-07-17 21:59:35+00:00,426.52,372.0242857,373.8023077,367.77,352.17,359.27,364.53,371.8209091,367.7009091,363.3909091,357.95,362.41,386.0733333,404.7,,360.3233333,345.94,346.3,337.9423077,352.63,350.6,362.455,398.39,401,372.7333333,353.88,344.02,L5
2005-07-26 21:53:30+00:00,401.71,389.3314286,389.2538462,382.1333333,373.7233333,370.6733333,387.9733333,388.4363636,387.6963636,382.2163636,375.0933333,381.7933333,403.9777778,419.2366667,409.5266667,360.0777778,359.5033333,355.7433333,348.0238462,362.2633333,361.5866667,370.355,388.32,410.29,388.4077778,359.3366667,364.1666667,L5
2005-08-19 21:54:56+00:00,,375.1685714,377.1615385,373.3,359.59,359.34,364.23,368.8454545,372.4154545,365.3954545,359.85,366.68,394.0066667,398.14,385.92,346.8466667,343.61,338.09,,,,,,,,,,L7
2005-09-11 22:00:53+00:00,,,,377.99,354.05,357.14,366.54,365.32,365.75,358.44,353.54,366.56,,,,,,,,,,,,,,,,L7
2005-09-20 21:54:42+00:00,407.54,382.3885714,384.3223077,385.3866667,366.4166667,,,,,,,,,,,,,352.2066667,341.0223077,357.2566667,356.5933333,358.465,367.72,397.35,374.3855556,,,L7
2005-11-07 21:55:03+00:00,,,,,,,,388.7309091,381.6109091,379.9209091,376.28,377.01,411.73,414.2,394.27,358.08,355.45,356.11,355.3669231,368.83,362.44,375.49,385.26,408.58,384.8,358.4,360.73,L7
2005-11-22 22:00:23+00:00,407.91,393.5785714,394.2661538,383.3033333,368.7033333,370.1633333,381.4033333,381.8790909,385.4990909,372.9590909,374.6133333,382.5533333,404.2344444,407.7066667,384.4566667,353.0044444,352.9833333,355.9033333,364.4261538,375.7133333,372.2266667,377.41,388.33,403.78,397.7944444,366.2766667,357.5866667,L5
2005-11-30 22:01:24+00:00,369.38,368.8957143,,,,,,,,,356.95,362.26,391.2733333,382.54,363.69,334.3033333,338.03,334.57,336.5938462,347.45,350.54,358.81,355.25,372.12,361.7433333,343.36,344.92,L7
2006-01-10 21:55:28+00:00,417.44,379.0457143,385.1453846,387.2433333,373.2833333,372.5733333,384.9833333,387.3990909,383.9590909,379.2490909,378.4633333,,,,,,,,,,,,,,,371.6466667,356.5166667,L7
2006-02-03 21:55:55+00:00,404.36,382.7171429,385.2392308,381.7533333,370.7933333,366.1633333,379.1333333,382.1809091,382.5509091,376.8509091,369.0433333,392.7733333,427.4144444,432.8166667,403.3766667,363.7644444,353.1733333,352.6933333,351.7992308,358.3133333,362.2266667,363.815,383.58,405.84,385.1844444,360.2166667,357.7466667,L5
2006-02-11 21:55:41+00:00,384.03,,,,,,,,,364.8454545,358.35,364.66,390.0766667,394.93,379.25,341.0366667,339.27,340.69,339.6215385,346.78,353.71,362.155,372.73,391.1,370.9166667,349.08,352.2,L7
2006-02-19 21:56:15+00:00,409.57,389.1114286,391.3438462,388.3633333,371.6833333,372.7833333,381.9233333,385.1563636,384.7063636,376.3363636,372.2733333,374.4033333,408.4677778,413.9866667,396.9866667,358.9077778,355.1433333,354.8833333,350.2738462,361.9133333,369.6766667,376.495,384.29,405.88,385.9677778,369.6166667,363.1066667,L5
2006-03-15 21:55:44+00:00,396.14,,,,,,,,,386.8672727,368.2633333,373.3933333,401.2111111,406.5866667,385.4766667,350.7911111,347.1233333,345.3933333,346.8469231,354.3233333,360.3966667,357.705,379.69,392.69,375.6911111,355.3266667,355.4166667,L7
2006-04-08 21:57:12+00:00,394.51,386.9057143,390.1953846,386.4833333,371.0833333,369.4733333,377.2933333,380.6890909,380.7290909,371.0490909,369.5233333,372.0733333,397.5944444,404.6266667,404.5366667,358.6944444,357.7133333,349.8833333,352.9853846,359.0633333,363.3566667,366.585,385.29,399.26,378.4844444,358.7266667,350.5966667,L5
2006-05-02 21:55:41+00:00,383.96,369.2957143,375.23,375.2733333,357.8833333,356.2833333,366.5933333,366.4781818,369.7581818,,,,,,,,,,,,,,,,376.7344444,345.4966667,350.1866667,L7
2006-05-17 22:03:57+00:00,399.5,386.9842857,389.9284615,392.55,376.07,372.9,382.9,383.0963636,382.7963636,378.8563636,370.01,377.65,400.3366667,411.23,395.58,357.5866667,348.85,358.43,356.9584615,363.38,365.94,378.145,387.61,415.62,382.8566667,358.41,359.23,L5
2006-05-26 21:57:54+00:00,,,,,,,,,,,,382.6466667,,,,,,,,,,,,,,,,L5
2006-06-02 22:04:12+00:00,,,,,,,,,,,,,388.0255556,405.6633333,381.5633333,347.0455556,348.5966667,342.0766667,343.7515385,,,,,,,,,L5
2006-06-10 22:01:49+00:00,379.12,373.0871429,373.5115385,370.97,,,,,,,,,,,,,343.66,340.34,343.8415385,351.62,350.57,364.5,367.23,389.23,,,350.14,L7
2006-06-19 21:55:36+00:00,,367.9442857,370.2569231,364.7133333,354.1433333,356.3333333,364.5833333,369.1745455,371.7545455,364.5845455,359.9033333,363.5233333,379.6911111,381.5366667,,346.5711111,339.8533333,340.9133333,346.1469231,,,,,,,,,L7
2006-07-13 21:58:38+00:00,410.58,389.1657143,393.0176923,390.26,376.32,372.55,385.54,385.8990909,394.8990909,383.0090909,375.02,382.71,401.5766667,421.43,400.12,362.6066667,346.71,351.99,350.0176923,360.9,368.84,372.845,367.41,384.3,366.6766667,,,L5
2006-07-21 21:55:21+00:00,,,,,348.85,352.03,360.48,362.3209091,367.4809091,356.4909091,350.17,364.83,384.4633333,384.95,370.49,330.6133333,335.02,338.66,340.3423077,352.09,344.8,350.345,362.58,393.81,365.1433333,336.77,340.18,L7
2006-07-28 22:01:30+00:00,401.07,377.38,385.1761538,382.2733333,361.4233333,366.2533333,377.2533333,375.04,,,,,,,,,,,,,357.9766667,363.615,375.68,391.54,378.1411111,352.0566667,354.2466667,L7
2006-08-21 22:05:19+00:00,394.42,387.3885714,384.2992308,393.35,387.69,376.52,399.08,392.4309091,392.8509091,376.8309091,368.37,379.1,390.3366667,402.79,,355.9766667,362.78,359.23,359.5292308,368.7,361.42,368.41,382.34,388.12,382.1366667,359.07,359.51,L5
2006-08-22 21:55:17+00:00,,,,,,378.0566667,376.7466667,366.0827273,373.4127273,362.3327273,355.5466667,362.8166667,379.5222222,384.8433333,375.0433333,343.4022222,347.2366667,343.4666667,349.39,358.0966667,354.2833333,361.15,366.86,386.75,367.3422222,348.9033333,349.9733333,L7
2006-08-29 22:01:26+00:00,403.55,375.5457143,383.8030769,381.2466667,,,,,,,,,,,,,371.0666667,349.9366667,348.0230769,361.7866667,357.4633333,357.37,380.26,401.72,377.1888889,355.0233333,352.1033333,L7
