dates,nzd0125-0000,nzd0125-0001,nzd0125-0002,nzd0125-0003,nzd0125-0004,nzd0125-0005,nzd0125-0006,nzd0125-0007,nzd0125-0008,nzd0125-0009,nzd0125-0010,nzd0125-0011,nzd0125-0012,nzd0125-0013,nzd0125-0014,nzd0125-0015,nzd0125-0016,nzd0125-0017,nzd0125-0018,nzd0125-0019,nzd0125-0020,nzd0125-0021,nzd0125-0022,nzd0125-0023,nzd0125-0024,nzd0125-0025,nzd0125-0026,satname
2000-06-18 21:57:27+00:00,,,,,,,,,,,,,,,369.45,336.9566667,334.16,331.82,335.5792308,345.49,349.06,364.975,372.21,398.38,,,341.88,L7
2000-08-12 22:02:54+00:00,366.9,368.6842857,380.8569231,364.0933333,347.8433333,350.5033333,357.9833333,363.7245455,359.6245455,353.1445455,351.5333333,357.8833333,383.2211111,378.0966667,357.9766667,330.1411111,328.6933333,326.1133333,331.5569231,342.8033333,341.5966667,353.36,362.41,370.58,362.6711111,343.1166667,342.8866667,L7
2000-09-13 22:02:26+00:00,383.1,365.4114286,368.1623077,367.8833333,350.7333333,352.2233333,364.3333333,364.42,365.15,348.18,348.7333333,351.2533333,376.4744444,386.1166667,361.9666667,337.0844444,326.4633333,328.2533333,331.2223077,342.9933333,341.7466667,354.015,363.41,377.94,364.5144444,347.5566667,343.7266667,L7
2000-10-15 22:01:56+00:00,382.68,345.8071429,369.9630769,369.7066667,353.3066667,352.8366667,366.0566667,366.8463636,368.6563636,350.1363636,345.2266667,352.7366667,376.1855556,389.2133333,371.2133333,333.8355556,327.5466667,335.3466667,,,,,,,,,,L7
2000-11-16 22:02:09+00:00,397.94,374.5414286,382.3523077,389.2,367.23,368.45,375.45,371.1854545,371.7354545,368.8654545,368.19,379.5,406.1366667,411.21,383.67,348.6966667,341.78,337.38,340.0823077,359.25,360.22,364.36,389.55,408.9,373.3166667,349.57,344.02,L7
2000-11-25 21:55:59+00:00,388.84,368.6914286,370.9592308,372.18,352.13,351.31,365.42,359.3827273,361.9927273,354.3327273,349.87,355.17,377.06,386.76,364.23,334.39,331.74,334.38,337.6892308,350.35,349.77,360.32,357.94,387.73,366.73,350.9,354.15,L7
2001-01-12 21:56:06+00:00,,,,,,,,,378.1181818,368.9681818,366.9066667,372.0966667,400.8355556,409.0533333,392.3733333,350.0155556,340.6666667,346.2466667,346.3461538,363.1366667,354.4133333,363.17,378.2,404.48,382.2355556,355.7933333,359.1133333,L7
2001-02-13 21:56:03+00:00,404.74,382.0957143,384.6,383.9533333,366.4833333,372.4133333,379.3833333,377.4581818,379.4881818,368.6081818,368.3533333,370.4433333,401.2144444,394.9666667,372.9366667,341.9044444,341.7133333,337.3433333,344.53,353.3733333,357.2366667,361.755,373.52,392.77,374.0044444,358.0566667,356.5466667,L7
2001-03-24 22:01:59+00:00,393.4,376.2357143,379.4553846,377.57,367.09,370.79,379.54,374.4745455,372.6545455,363.5245455,356.4,367.77,393.6566667,393.68,370.24,338.4966667,338.63,331.98,336.1953846,344.67,352.11,360.43,363.88,390.3,365.6766667,350.13,351.34,L7
2001-05-20 21:55:29+00:00,,,,,,,,,,,,,,,348.3333333,323.6322222,323.3666667,315.8666667,326.5515385,334.8566667,331.4833333,349.72,346.83,364.76,,,,L7
2001-06-05 21:55:16+00:00,373.37,370.0885714,372.8546154,375.4933333,355.8333333,356.6133333,367.3133333,361.8727273,364.8327273,354.3727273,348.5133333,358.8733333,377.9411111,387.1266667,362.5466667,336.2411111,333.8133333,335.0633333,337.6846154,344.4333333,348.1366667,357.35,365.59,386.8,,,,L7
2001-06-12 22:01:24+00:00,,,379.3092308,382.24,362.65,365.15,375.5,372.1027273,374.5327273,362.4927273,369.24,370.42,408.24,399.02,366.12,335.22,332.6,334.15,342.0592308,346.51,348.84,354.2,370.09,387.02,,,351.12,L7
2001-06-28 22:01:09+00:00,373.43,371.7285714,370.12,373.15,354.96,357.12,367.38,362.7390909,365.9090909,352.7290909,348.22,356.57,377.7033333,377.75,,330.2233333,332.43,335.69,344.42,351.81,347.67,363.345,369.96,384.49,,,348.83,L7
2001-08-08 21:54:37+00:00,377.64,364.47,369.6292308,372.2066667,351.3366667,357.6866667,366.5366667,360.3872727,358.5872727,337.3372727,329.7966667,329.8666667,363.2755556,370.2033333,360.0233333,316.3155556,320.9166667,322.1066667,326.5192308,339.0366667,336.5233333,335.81,,,,,,L7
2001-09-09 21:54:12+00:00,382.62,373.1742857,378.8769231,377.08,362.39,361.22,369.9,371.14,364.37,357.89,351.37,364.93,388.2333333,395.86,378.91,342.9133333,338.67,335.97,334.0169231,351.73,349.23,362.715,370.79,391.29,377.4633333,353.47,355.07,L7
2001-09-25 21:54:04+00:00,397.8,374.8928571,378.0953846,380.64,356.52,357.42,372.2,368.8227273,362.8327273,355.0327273,352.23,357.47,381.1933333,382.24,,333.5233333,338.32,335.6,343.5153846,349.64,348.64,350.23,366.07,389.29,366.3533333,350.83,346.83,L7
2001-10-02 22:00:04+00:00,380.11,373.2485714,374.1723077,376.18,356.25,355.49,366.93,362.1436364,361.3936364,358.0436364,348.81,354.59,379.8933333,392.8,375.29,331.6633333,335.16,334.16,332.6123077,345.67,342.16,348.74,367.28,381.31,363.6233333,348.9,344.79,L7
