Year-Month,nzd0002_Average_Value,month,climatology,monthly_anomaly
1999-10,3.2457567169030366,10,-2.8547882633920016,6.100544980295038
2000-03,3.021269420879034,3,2.5864439168764837,0.4348255040025504
2000-08,1.697837038010845,8,-1.3816567549841703,3.0794937929950152
2000-09,0.4165586298644008,9,-0.2751605783915692,0.69171920825597
2000-10,-1.1446640162826367,10,-2.8547882633920016,1.710124247109365
2001-04,-2.9050331476871754,4,5.777987696484545,-8.68302084417172
2001-06,-4.955378890280344,6,-4.711048041459508,-0.24433084882083644
2001-08,-5.657664562536785,8,-1.3816567549841703,-4.276007807552615
2001-12,-4.008321478037795,12,2.1106048769088046,-6.118926354946599
2002-01,-1.8224290155776697,1,2.7396509080956437,-4.562079923673314
2002-02,-0.22002605567053551,2,2.40457403487884,-2.6246000905493756
2002-03,0.354294694085242,3,2.5864439168764837,-2.2321492227912416
2002-07,0.2614063452878862,7,-6.457988549033367,6.719394894321253
2002-08,1.1995661464234515,8,-1.3816567549841703,2.581222901407622
2003-03,3.4396192555412277,3,2.5864439168764837,0.853175338664744
2003-04,4.5869069568770815,4,5.777987696484545,-1.1910807396074636
2003-05,3.7412365423512064,5,0.4813013335811496,3.259935208770057
2003-08,3.418301269725813,8,-1.3816567549841703,4.799958024709984
2003-09,4.621976109172804,9,-0.2751605783915692,4.897136687564373
2003-11,6.623675243461939,11,2.557312064825327,4.066363178636612
2003-12,8.145376064231117,12,2.1106048769088046,6.034771187322312
2004-01,7.739445430220563,1,2.7396509080956437,4.999794522124919
2004-03,5.482180293279818,3,2.5864439168764837,2.895736376403334
2004-05,2.4557886749268834,5,0.4813013335811496,1.9744873413457338
2004-06,-0.061607146062878426,6,-4.711048041459508,4.649440895396629
2004-07,-1.3673964815089126,7,-6.457988549033367,5.0905920675244545
2004-08,3.340013216590542,8,-1.3816567549841703,4.721669971574713
2004-11,14.538675511336903,11,2.557312064825327,11.981363446511576
2005-01,19.514560807633423,1,2.7396509080956437,16.77490989953778
2005-04,19.512448566441627,4,5.777987696484545,13.734460869957083
2005-06,14.852709305315525,6,-4.711048041459508,19.563757346775034
2005-09,10.584905240598934,9,-0.2751605783915692,10.860065818990503
2005-11,5.918879213549294,11,2.557312064825327,3.3615671487239673
