Year-Month,monthly_anomaly,Value
2010-02,-2.375031583221186,-1.5
2010-05,2.0470310652901307,0.9
2010-06,-3.3249327262045494,0.4
2010-08,-6.796001683677957,1.8
2011-02,-2.074124550121717,2.7
2011-03,1.688034871524047,2.5
2011-04,1.5202531218680189,1.9
2011-05,-0.8932424192826907,0.4
2011-07,-3.4574671271000654,1.0
2011-08,-4.545978043422763,0.4
2011-09,-14.67218641036303,1.0
2011-10,-18.666854042734823,0.8
2012-01,-15.766136791702905,1.1
2012-05,-10.340924998832337,0.0
2012-06,-12.654347123660353,0.4
2012-11,-8.92565170527383,0.3
2013-01,-1.2307318578002473,-0.1
2013-04,-4.234709015967977,0.2
2013-05,-4.575653338669662,0.8
2013-06,-11.442157765394695,1.2
2013-07,-12.87937941102738,0.8
2013-08,-10.653544347925425,0.2
2013-10,-11.43695792028314,-0.1
2013-11,-9.54994118057082,0.7
2013-12,-7.311785430226846,0.1
2014-02,3.951981674713755,0.1
2014-04,6.902295904482375,0.8
2014-05,14.70051142574567,0.5
2014-07,12.745825655514288,-0.2
2014-09,2.5727621562022316,-0.7
2014-11,-0.19885838494847996,-0.9
