dates,nzd0191-0000,nzd0191-0001,nzd0191-0002,nzd0191-0003,nzd0191-0004,nzd0191-0005,nzd0191-0006,nzd0191-0007,nzd0191-0008,nzd0191-0009,nzd0191-0010,nzd0191-0011,nzd0191-0012,nzd0191-0013,nzd0191-0014,nzd0191-0015,nzd0191-0016,nzd0191-0017,nzd0191-0018,nzd0191-0019,nzd0191-0020,nzd0191-0021,nzd0191-0022,nzd0191-0023,nzd0191-0024,nzd0191-0025,nzd0191-0026,nzd0191-0027,nzd0191-0028,nzd0191-0029,nzd0191-0030,nzd0191-0031,nzd0191-0032,nzd0191-0033,nzd0191-0034,nzd0191-0035,nzd0191-0036,nzd0191-0037,nzd0191-0038,nzd0191-0039,nzd0191-0040,nzd0191-0041,nzd0191-0042,nzd0191-0043,nzd0191-0044,nzd0191-0045,nzd0191-0046,nzd0191-0047,nzd0191-0048,nzd0191-0049,nzd0191-0050,satname
2006-12-05 21:49:58+00:00,339.45,322.9828571,330.6766667,335.1066667,340.1066667,334.01,,,,,,,312.49,314.67,311.2628571,303.1611111,303.0511111,303.76,295.8911111,,,,,,,295.9111111,299.05,295.29,298.45,309.02,305.4911111,307.5211111,,,,,,328.3968421,333.7611111,322.12,325.0552174,326.7030769,323.9981818,325.34,335.0681818,,,,,,344.8714286,L7
2006-12-13 21:54:31+00:00,342.47,346.1457143,343.2266667,349.6666667,350.6266667,346.29,,,,312.4057143,319.2557143,331.5311111,330.91,330.79,324.0357143,323.1211111,318.1611111,313.09,294.3411111,289.9511111,291.85,284.9257143,298.0163636,294.13,308.4328571,310.2511111,307.81,308.01,308.05,308.3,309.0811111,309.0211111,306.4111111,318.74,317.6038095,320.8063636,323.08,337.4731579,341.4511111,334.85,329.8991304,330.1,329.2163636,336.745,336.3063636,336.8933333,342.31,349.7633333,344.8533333,346.86,345.6028571,L5
2007-01-06 21:50:04+00:00,,,,,,,,,,,,,,,,,,,291.7888889,283.7288889,285.48,288.7357143,292.9145455,293.68,284.4728571,,,,,,,299.3088889,310.4688889,308.66,314.6504762,318.7545455,321.52,333.9147368,,,,,,322.355,328.8845455,323.4666667,330.5269231,344.4966667,347.0366667,349.7669231,345.3828571,L7
2007-03-02 21:56:31+00:00,,,,321.0533333,312.9733333,314.37,304.9,300.53,290.71,297.32,302.59,296.0188889,,,,,289.8888889,290.41,283.0988889,281.8188889,279.87,277.52,277.7645455,276.2,285.37,,,,282,284.51,286.1788889,288.9388889,291.7188889,295.1,299.6333333,300.4345455,306.43,,,,299.5052174,292.6861538,310.6045455,312.01,311.0945455,316.3166667,322.1861538,323.1766667,325.7466667,334.5861538,,L7
2007-03-18 21:56:33+00:00,,325.3142857,319,318.37,316.63,315.88,315.95,326.9442857,295.9442857,294.6242857,,,,310.94,304.5842857,299.8066667,291.2766667,296.04,286.4966667,286.8066667,277.68,276.5242857,,,,,283.41,285.44,283.94,286.41,291.1666667,289.3766667,294.8166667,297.49,299.5328571,,,,313.4866667,304.14,306.4913043,298.6723077,307.4427273,313.355,313.4027273,319.97,320.6923077,,,,,L7
2007-04-19 21:56:31+00:00,349.9,,,,328.49,330.71,,280.7214286,301.5914286,314.4014286,312.0514286,310.67,312,,,,304.68,297.45,293.89,289.16,284.79,295.3314286,293.1209091,298.73,289.4057143,,,,294.17,303.36,297.55,305.81,305.52,311.31,315.5842857,318.4609091,324.59,,,,314.0117391,308.2469231,311.5509091,313.64,317.8109091,319.78,319.5669231,331.98,335.4,,,L7
2007-05-21 21:56:21+00:00,356.76,338.7814286,336.9933333,,,,340.63,310.8114286,308.0514286,307.2414286,310.4414286,309.1888889,312.35,317.19,316.3914286,314.5188889,,,295.4188889,296.4288889,285.04,291.1314286,,298.61,294.7057143,303.6288889,302.37,297.8,,,302.5588889,303.1888889,309.5388889,309.1,312.847619,319.1554545,319.62,328.0405263,324.6288889,319.12,,,,315.95,318.8654545,318.9266667,326.2030769,331.1466667,,346.2930769,342.5757143,L7
2007-06-15 21:50:07+00:00,,,,,,,,,287.5585714,290.6785714,289.8785714,290.0011111,274.57,,262.5185714,,,,,,,240.1985714,267.5390909,269.48,282.8142857,283.7311111,283.11,,,,,,296.3311111,298.7,300.502381,302.8790909,306.33,307.8426316,310.2011111,,,,,,307.8790909,,,,,,,L7
2007-07-01 21:50:05+00:00,,,309.3966667,307.3366667,308.6866667,307.39,310.56,,299.4742857,,,,,,,290.8944444,291.2544444,280.08,285.1144444,,,276.2442857,,,,,,300.2,313.28,283.81,294.9844444,299.4544444,300.7344444,301.83,,,,,,310.15,305.0582609,306.0769231,317.4563636,317.18,311.3463636,312.5933333,,,,,,L7
2007-07-17 21:50:02+00:00,,,289.7266667,280.8966667,284.7266667,289.81,,,276.1914286,,,,,,,283.3244444,276.9744444,280.94,286.8644444,278.9144444,274.7,,,,,,270.56,266.56,265.89,279.26,291.1744444,292.9944444,289.4744444,294.1,,,,,,294.06,295.8543478,298.73,303.6381818,299.085,304.5781818,307.8433333,,,,,,L7
2007-08-09 21:56:06+00:00,,,,,,,,,317.05,281.03,300.67,303.0688889,306.92,,,,,,,283.1188889,,260.92,268.36,281.32,293.4,292.3588889,290.04,272.24,,,,301.8188889,296.2188889,294.81,297.5533333,319.61,320.83,318.3494737,310.3188889,313.72,306.7086957,,,313.425,303.36,312.2366667,318.1738462,347.8266667,354.9766667,362.2638462,331.83,L7
2007-09-26 21:55:47+00:00,312.36,309.4528571,,,,284.19,279.35,333.1428571,283.9928571,289.7428571,297.3328571,298.1666667,296.7,297.83,292.7228571,,,,283.8966667,278.5466667,277.12,273.3028571,275.7463636,278.56,286.0614286,291.4966667,284.2,,,,285.6866667,286.5466667,291.2266667,296.14,293.0485714,297.3863636,305.45,302.5573684,314.2566667,,,,309.2463636,306.94,299.3663636,308.31,321.6776923,324.65,339.84,340.9976923,352.0814286,L7
2007-10-28 21:55:58+00:00,326.18,312.8857143,301.6233333,291.5733333,297.0733333,297.33,,,,297.5357143,298.8557143,299.4888889,291.01,298.77,300.7257143,297.5088889,289.9388889,289.75,,,,282.9057143,267.7445455,274.17,277.1328571,289.7088889,294.37,286.1,275.93,,,,,,,,,,,,,,,,,,312.3069231,328.9166667,337.5666667,340.6869231,344.5828571,L7
2007-11-22 21:50:02+00:00,,,,295.2833333,296.9233333,304.03,298.29,301.7485714,292.8585714,296.2385714,,,,,,296.4855556,299.4755556,292.79,291.0155556,277.5855556,278.93,275.7285714,,,,,,287.62,289.69,278.52,288.1355556,290.4255556,293.1855556,300.55,299.9890476,,,,,,306.1856522,310.81,306.8718182,314.905,311.1118182,319.8366667,320.26,,,,,L7
2007-12-31 21:56:23+00:00,,310.2571429,306.6533333,304.9133333,305.9733333,305.34,295.06,327.8671429,285.9871429,293.3271429,,,,,298.5471429,304.3822222,298.1622222,299.18,290.9822222,288.6822222,283.48,285.8371429,,,,,296.21,285.44,291.22,291.35,290.2322222,294.2122222,294.9022222,297.63,304.0047619,,,,314.1922222,314.44,312.8691304,309.1484615,306.5281818,314.71,317.5081818,325.2766667,326.0584615,,,,,L7
2008-01-25 21:50:11+00:00,,,,276.8966667,279.3266667,278.01,,,241.5257143,276.5857143,,,,,,292.8944444,282.8644444,287.7,277.0844444,260.6444444,256.35,263.0457143,,,,,,,,,,,,,,,,,,,279.92,276.1538462,294.3772727,278.2,287.6172727,300.5233333,300.2438462,,,,,L7
2008-02-01 21:56:21+00:00,310.64,310.6842857,307.2733333,308.4333333,310.3433333,,,,279.0142857,280.8342857,288.7942857,289.0855556,293.79,302.5,294.8242857,292.3955556,292.8855556,,,,266.17,267.8842857,270.5872727,268.64,285.2271429,291.8755556,282.95,281.03,282.37,,,,288.0355556,294.14,304.6661905,298.9072727,305.14,308.0147368,312.9355556,321.07,319.4565217,,,,309.9272727,324.2566667,320.9284615,315.6066667,319.6566667,332.9084615,343.3171429,L7
2008-05-16 21:49:50+00:00,,,295.3933333,289.6633333,288.2533333,281.03,256.53,295.8257143,301.4857143,,,,,,291.3157143,296.7322222,292.3422222,286.53,287.4922222,281.5822222,287.3,,,,,,278.64,293.54,301.26,283.91,278.1822222,286.6922222,291.7822222,,,,,,,302.86,314.4273913,310.3715385,308.5072727,325.88,327.2072727,324.0366667,,,,,,L7
2008-07-03 21:49:23+00:00,290.07,299.6085714,299.1066667,286.4366667,,,,,,,289.9485714,288.6711111,291.86,300.69,295.5085714,292.7711111,,,,,,,,274.59,276.0742857,283.4111111,291.09,289.29,286,,,,,,296.492381,302.4090909,307.48,308.7326316,310.1211111,306.8,306.2895652,,,,,,323.1592308,323.5733333,,,335.6842857,L7
2008-08-27 21:55:06+00:00,305.45,280.1985714,271.6266667,,,312.32,,328.9185714,330.4285714,,281.9585714,288.8744444,290.39,291.42,283.2485714,,,,270.2044444,270.1144444,261.5,259.2985714,271.0463636,277.36,287.2142857,297.8044444,296.92,,,,295.1044444,302.3344444,308.0944444,310.64,297.602381,301.3963636,307.12,303.8184211,318.0244444,,,,312.5463636,314.225,314.0563636,314.9733333,319.9961538,331.3733333,328.2733333,328.3161538,337.0542857,L7
2008-10-14 21:54:42+00:00,,293.1214286,291.24,281.91,271.13,273.82,276.6,315.4114286,282.5714286,286.5414286,,,,299.99,295.3714286,292.9333333,285.9833333,287.33,282.0933333,281.8933333,276.93,271.7114286,,,,296.0233333,292.34,284.87,284.23,287.51,290.6233333,295.1833333,297.0233333,300.51,,,,317.5936842,318.2433333,310.61,312.7430435,310.4938462,304.5181818,309.77,316.0781818,308.69,,,,,339.8657143,L7
2008-11-08 21:48:55+00:00,299.22,290.9257143,288.1433333,279.3533333,282.9233333,280.66,272.12,,,,,,,294.68,289.5357143,293.6788889,286.5988889,291.4,285.0388889,282.9088889,,,,,,287.3088889,281.74,276.38,279.93,281.15,287.8188889,290.5988889,,,,,,316.0884211,313.2688889,307.28,310.9695652,316.4123077,310.3954545,312.005,317.0254545,,,,,,343.7328571,L7
2008-11-15 21:55:11+00:00,,,,,,,,,286.9,302.28,307.61,305.1566667,302.36,303.12,303.64,295.5166667,297.7066667,,,,281.77,295.06,285.5127273,292.59,293.28,293.5066667,292.91,292.94,288.52,,,,307.3966667,306.64,308.29,302.7627273,317.6,317.0142105,318.5466667,312.01,309.7286957,,,,,315.1,319.7130769,325.1,328.8,331.9630769,340.82,L7
2009-01-11 21:49:32+00:00,310.09,,,,,,,,,273.1542857,284.2642857,286.9655556,280.88,,,,,,272.3855556,269.8055556,270.63,275.2742857,275.6918182,272.27,277.7171429,,,,,,281.5355556,283.3255556,282.2855556,279.04,291.5061905,303.7918182,307.9,,,,,,,288.02,306.4618182,309.4066667,306.0907692,309.6366667,322.5166667,320.4207692,,L7
2009-01-18 21:55:45+00:00,,302.8542857,297.39,285.68,279.11,278.03,276.21,286.0642857,284.1242857,291.1142857,,,,291.75,287.0342857,287.8233333,270.8233333,268.31,280.5833333,278.7833333,280.15,277.4642857,,,,291.7733333,290.36,286.37,280.14,286.34,297.0033333,305.7033333,303.7633333,314.78,,,,317.2131579,310.8833333,309.53,308.1334783,311.0830769,314.4109091,311.01,307.3809091,321.16,,,,,339.1071429,L7
2009-03-23 21:56:15+00:00,312.29,297.0571429,,,280.8966667,283.14,285.66,,298.2371429,282.6271429,290.8771429,302.7877778,308.38,303.57,,,,298.87,283.3977778,279.5077778,286.22,283.6471429,290.2763636,287.22,296.7785714,295.1277778,,,,295.34,286.9677778,304.7177778,298.0977778,307.14,317.8780952,316.0463636,323.54,310.1357895,,,,,312.1563636,313.97,314.9263636,324.7933333,322.5830769,329.8133333,336.0733333,336.3730769,351.4685714,L7
2009-04-01 21:50:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,291.21,293.29,293.38,295.13,300.0611111,305.6811111,306.3211111,,,,,,318.8111111,315.92,313.9904348,308.1576923,305.3445455,308.135,313.7545455,319.6333333,,,,,,L7
2009-04-08 21:56:20+00:00,283.85,293.4585714,286.16,276.72,276.91,269.99,267.54,256.8985714,,,,290.9233333,295.52,294.81,290.4785714,285.9833333,284.2033333,276.65,272.3133333,265.5933333,,,,280.92,275.7842857,274.1833333,278.11,277.6,279.89,281.06,285.8033333,290.9133333,,,,309.2454545,301.8,304.3842105,302.2833333,314.62,315.3626087,308.3746154,296.3854545,299.49,,,,,,,,L7
2009-05-03 21:50:16+00:00,,,,,,254.14,252.19,271.9657143,270.9657143,280.2257143,288.5957143,292.8877778,,,,,,260.92,258.3677778,,,,,276.52,,,,,,272.5,275.2377778,278.5477778,280.8577778,289.57,295.0338095,294.87,,,,,,287.0384615,290.19,304.805,298.51,303.6333333,315.6384615,313.4933333,320.4133333,,,L7
2009-05-10 21:56:27+00:00,270.01,276.5314286,,,262.77,266.75,258.83,244.5514286,261.2614286,279.6714286,283.3914286,285.3466667,279.23,,,,,267.84,268.1866667,268.4466667,266.14,263.4814286,,263.14,265.9257143,270.8566667,,,,289.73,289.6366667,289.7966667,291.2566667,294.63,301.0742857,297.3145455,301.25,296.7457895,,,,297.0753846,295.1145455,304.76,310.2445455,306.84,,,,,,L7
2009-06-04 21:50:17+00:00,,,,,,291.91,,,308.7157143,321.6857143,315.4757143,,,,,,302.5066667,297.75,277.0866667,283.9466667,293.37,290.1057143,295.7345455,287.64,,,,,292.46,295.05,298.5266667,298.3866667,304.5266667,318.59,325.6071429,318.2645455,,,,,,316.1546154,315.6045455,329.705,332.3645455,328.57,328.1846154,334.42,,,,L7
2009-06-20 21:50:16+00:00,303.9,307.3585714,302.2366667,290.6166667,,289.96,,,,,,,313.8,302.63,294.7285714,297.3244444,289.3544444,289.02,,,,,,278.51,290.4142857,303.6244444,298.95,298.05,294.48,301.4,300.2644444,,,,,308.1063636,305.01,314.8484211,318.5744444,317.53,313.6108696,312.0361538,319.7363636,,,,,,,342.6261538,348.5042857,L7
2009-07-13 21:56:21+00:00,,,,253.8066667,257.9866667,238.32,,204.9642857,,284.1042857,287.5742857,284.0111111,,,,273.8311111,271.9811111,269.82,265.7911111,,,,,265.7,,,,256.7,256.9,262.14,270.1511111,272.1511111,287.8011111,295.1,283.7295238,295.8245455,,,,292.83,284.3704348,289.5776923,300.9445455,305.815,309.9445455,308.7833333,314.7176923,316.3933333,319.2333333,,,L7
2009-09-15 21:56:11+00:00,304.72,291.3885714,288.0866667,276.4566667,268.9666667,254.09,237.97,235.9785714,,,,294.6044444,298.15,295.74,288.9185714,288.2644444,281.1944444,283.39,274.4244444,267.1744444,,,,275.02,285.2242857,286.2944444,271.76,276.69,289.77,277.88,277.8644444,284.2944444,,,,304.5363636,297.53,303.8184211,303.6944444,293.77,295.9308696,316.4061538,315.1163636,311.875,314.8363636,,,,321.2633333,323.6461538,329.6742857,L7
2009-10-10 21:49:54+00:00,318.52,312.8928571,310.3333333,304.6433333,294.7933333,286.1,278.99,,,,,,,320.34,313.0528571,312.4622222,301.1122222,298.75,291.2422222,,,,,,,290.6822222,296.39,295.76,295.7,301.09,299.4322222,303.3522222,,,,,,322.9642105,322.8022222,315,316.02,332.3669231,322.7536364,315.96,,,,,,,341.5514286,L7
2009-11-11 21:50:25+00:00,324.57,318.7814286,314.6533333,,,,,,301.8414286,305.8414286,304.2014286,296.8855556,321.74,321.95,326.2314286,,,,,,297.62,287.8314286,286.2645455,294.15,293.7757143,297.2055556,296.11,,,,,,314.1155556,317.36,322.867619,320.4945455,320.98,322.9452632,312.3555556,,,,,,,323.6466667,322.9892308,323.5966667,334.7766667,333.8592308,334.5357143,L7
2009-11-26 21:56:28+00:00,328.03,324.3257143,326.7333333,324.2033333,327.9133333,310.38,319.75,327.2957143,315.4657143,319.4957143,315.9757143,307.0055556,331.24,328.47,326.0857143,325.0155556,320.5655556,314.87,302.1055556,303.5555556,301.46,295.1257143,297.6536364,290.8,295.8928571,297.7255556,298.44,301.59,306.01,306.84,310.7955556,307.9755556,315.8655556,328.29,328.4404762,318.3236364,321.31,324.5194737,323.6755556,313.15,322.4417391,339.9730769,333.5336364,329.12,330.2736364,332.4666667,338.0730769,333.3866667,337.9966667,339.9830769,344.5428571,L5
2009-12-20 21:57:07+00:00,334.88,319.2057143,311.94,311.61,302.4,303.18,,,,,317.1357143,315.1833333,315.75,325.35,320.0757143,308.9333333,306.1133333,296.61,298.4233333,287.6733333,,,,298.29,291.2728571,307.9133333,304.4,303.89,299.12,306.48,306.6133333,308.5733333,,,,314.6818182,318.49,325.9110526,323.2233333,316.2,323.4952174,327,328.8418182,312.46,,,,335.83,338.98,341.24,344.1528571,L7
2010-01-05 21:57:24+00:00,349.67,328.04,331.6133333,324.7033333,,,,287.79,316.69,327.24,331.33,332.3522222,334.88,343.58,346.35,330.3422222,321.3422222,,,,310.4,309.61,303.8354545,307.92,306.29,308.0122222,315.61,316.42,308.48,,,,336.5522222,334.82,345.9233333,332.0454545,343.59,341.2378947,339.5822222,341.25,342.516087,,,,353.3154545,349.2366667,349.34,356.2466667,359.6366667,357.56,358.04,L7
2010-01-13 21:56:49+00:00,325.12,321.1657143,319.5633333,306.8833333,293.9933333,286.3,296.85,327.6257143,298.1857143,304.5257143,305.0257143,311.4455556,321.87,321.23,321.9357143,318.7855556,317.1855556,314.23,308.6055556,303.5055556,293.52,291.2057143,296.0636364,292.7,293.2628571,296.0655556,303.73,300.72,302.85,304.69,310.8555556,312.6155556,315.4955556,320.52,324.7804762,320.2036364,316.89,321.1194737,318.4455556,321.47,320.2517391,323.8930769,325.1436364,325.5,323.4536364,327.8766667,327.9130769,327.2066667,335.5266667,333.6530769,343.9028571,L5
2010-01-14 21:51:21+00:00,,,,,,281.5,278.24,329.4957143,290.1857143,311.7257143,311.1257143,318.5377778,,,,,,,297.3877778,292.9977778,291.33,288.5357143,292.0245455,292.89,296.8228571,,,,,,304.2877778,303.7077778,311.2677778,326.91,330.8438095,326.7945455,326.87,,,,,,323.1545455,316.01,316.5545455,322.5333333,328.5907692,327.1833333,334.7833333,,,L7
2010-01-21 21:57:38+00:00,346.26,,,,305.6366667,303.12,284.96,,301.74,312.42,320.36,327.0544444,325.36,,,,305.8944444,310.51,291.7944444,283.4944444,285.23,289.68,,,,,,,294.45,289.15,302.0744444,308.9744444,311.0944444,321.29,323.3266667,326.5018182,318.37,,,,325.9791304,328.0653846,325.2918182,322.9,322.8918182,323.3333333,330.5653846,332.3233333,340.1433333,346.0553846,,L7
2010-03-03 21:51:54+00:00,363.27,,,,,,,,296.7557143,319.0157143,324.5257143,317.16,,,,,,,308.2,307.5,294.04,305.0957143,298.51,302.94,305.9528571,,,,,,309.04,315.43,320.2,319.09,325.9071429,320.39,322.73,,,,,,332.91,312.325,320.68,319.49,330.7307692,335.6,343.02,351.2007692,,L7
2010-03-10 21:58:08+00:00,,,,308.6033333,310.7133333,300,291.31,326.0685714,292.9085714,302.7085714,312.1885714,319.3022222,,,,301.7722222,297.3322222,296.66,288.9922222,285.4722222,290.81,287.0985714,286.3,288.93,,,,,,,,,,,,,,,,324.24,323.3478261,321.0507692,325.35,322.62,318.98,319.8166667,330.1307692,343.9866667,344.2566667,,,L7
2010-03-26 21:58:13+00:00,340.98,334.0785714,316.05,306.2,321.24,309.04,310.84,320.8285714,312.3285714,,,,343.72,339.43,326.9885714,322.79,321.74,323.09,319.91,312.18,309.18,,,,297.1342857,294.41,299.43,301.61,307.49,308.22,306.52,310.96,315.23,,,,,318.1621053,312.95,318.15,320.3982609,323.6230769,321.7790909,334.76,321.9190909,320.17,,,,353.6330769,353.7542857,L7
2010-04-04 21:52:03+00:00,,,319.94,314.95,302.66,295.48,,,294.9442857,304.0542857,,,,,,308.9866667,301.0466667,295.77,291.6966667,290.4066667,284.93,287.0242857,,,,,,291.69,293.56,289.34,299.4866667,304.3066667,305.3066667,306.15,,,,,,312.65,309.8978261,312.2246154,309.6972727,312.49,312.1872727,317.07,326.4946154,,,,,L7
2010-04-11 21:58:15+00:00,,,,,,,,,,,,,,321.45,312.3757143,313.9833333,,,,286.3433333,286.72,280.4957143,287.4927273,282.2,288.1028571,293.3433333,295.03,291.91,,,,,306.0333333,315.7,310.8871429,314.9527273,317.91,307.2847368,322.3633333,327.72,322.8921739,,,,323.3227273,327.43,340.7753846,347.98,342.52,351.5853846,354.8228571,L7
2010-04-20 21:52:03+00:00,350.96,,,,,,297.95,353.7728571,294.9828571,311.5428571,320.4528571,326.8066667,325.79,,,,,,302.8866667,295.2966667,290.4,295.3428571,295.0009091,296.56,301.2014286,,,,,,,308.3266667,315.8466667,310.5,311.7885714,317.9409091,318.63,324.0105263,,,,,,317.215,323.9709091,338.64,339.95,356.47,354.11,365.07,,L7
2010-04-27 21:58:13+00:00,323.24,,,,304.8633333,295.84,286.64,321.3757143,295.6257143,309.9957143,318.8257143,323.3088889,319.79,,,,304.9288889,300.93,298.3188889,287.3088889,284.19,284.9057143,281.6754545,277.56,278.2828571,,,,295.81,291.14,303.3888889,310.7588889,313.4488889,307.48,307.6504762,307.8054545,316.85,,,,331.1995652,334.2823077,318.8054545,325.205,328.7754545,322.5166667,323.3923077,336.6966667,342.2366667,342.6223077,,L7
2010-05-29 21:58:09+00:00,,,317.1933333,315.4133333,311.0133333,308.94,298.77,308.3642857,296.4142857,304.4342857,315.3342857,,,,326.8042857,317.1255556,314.5355556,310.08,302.0955556,296.4755556,296.64,288.6542857,287.9818182,,,,309.09,305.81,298.2,300.84,303.8455556,319.2955556,307.9455556,311.17,314.7161905,320.8118182,,,337.7955556,337.02,335.1130435,329.9007692,325.7718182,321.76,326.8618182,335.0566667,336.5707692,351.3566667,,,,L7
2010-06-14 21:58:10+00:00,317.58,318.5485714,314.66,314.07,302.31,,,276.2385714,,,320.9585714,319.45,313.42,316.63,316.5185714,314.51,307.67,301.42,295.99,293.1,,,,296.12,298.1742857,295.68,305.96,301.32,297.68,298.68,303.01,310.58,,,,328.5981818,323.1,339.8484211,333.89,332.69,328.7613043,324.4576923,314.4181818,319.02,,,,359.03,,350.6976923,360.0342857,L7
2010-06-30 21:58:13+00:00,309.62,310.6914286,297.9333333,301.0733333,297.8833333,,,,,,317.6514286,313.4888889,310.28,315.75,313.3914286,308.8688889,301.1688889,301.37,293.4588889,,,,290.0854545,290.91,285.5357143,293.5588889,300.51,301.09,301.31,303.19,303.6088889,,,,318.737619,321.6454545,322.48,333.1205263,328.1488889,328.3,326.2169565,327.0630769,321.2654545,317.76,,,337.8930769,353.7566667,353.6266667,350.5230769,352.0657143,L7
2010-07-09 21:52:03+00:00,299.33,,,,,,278.55,281.2685714,296.3085714,301.3585714,304.5485714,305.39,304.28,,,,,,275.73,270.37,272.85,269.5585714,277.9390909,274.91,286.7842857,,,,,,,307.41,281.19,287.06,307.1357143,318.2590909,317.55,312.0821053,,,,,,315.28,313.1490909,320.53,325.9030769,340.32,335.89,354.0730769,,L7
2010-08-10 21:52:03+00:00,,,,,,269.93,267.26,,292.5742857,302.9142857,305.4442857,305.2133333,,,,,,294.56,286.7733333,287.6733333,286.85,278.0542857,285.1409091,275.09,,,,,,290.29,296.2433333,295.4233333,293.9533333,299.3,303.1228571,307.9009091,,,,,,,316.1109091,312.53,316.4009091,327.24,331.0930769,333.67,345.02,,,L7
2010-10-04 21:58:17+00:00,341.48,305.14,296.4033333,,,,,,,317.56,308.76,309.5688889,307.19,305.72,301.56,,,,297.1588889,295.9488889,295.02,294.4,294.68,285.39,289.51,290.3588889,287.43,,,,,312.8488889,308.2888889,312.25,310.5833333,318.72,321.41,323.9494737,324.4988889,322.41,,,,327.485,323.95,326.2066667,337.4538462,336.1966667,333.7366667,338.7838462,345.63,L7
2010-10-13 21:52:13+00:00,329.84,,,,,,,260.9228571,292.0828571,298.7028571,300.7728571,300.1677778,301.5,,,,,,288.5677778,279.5777778,279.49,289.3028571,288.8263636,281.95,279.0714286,,,,,,293.8377778,294.5177778,297.0177778,289.59,306.0252381,307.3163636,314.39,,,,,,,309.845,316.3563636,318.1633333,320.9138462,323.0733333,323.2933333,331.5338462,,L7
2010-10-28 21:55:51+00:00,344.62,324.1714286,316.15,314.22,313.73,311.79,268.86,319.0314286,321.7314286,325.7914286,325.7814286,319.19,313.6,322.66,319.5714286,315.98,310.56,313.76,306.46,306.49,300.83,306.4014286,297.9509091,296.35,288.7557143,307.83,305.3,303.74,304.95,321.15,319.78,315.65,319.2,319.75,318.7242857,323.5409091,328.37,334.4978947,333.79,330.02,330.8117391,330.4669231,330.2409091,326.5,340.2509091,342.42,345.4769231,344.13,347.6,344.0269231,352.2757143,L5
2010-11-05 21:58:37+00:00,332.65,322.8971429,314.7633333,297.0433333,299.0933333,305.81,,,,,317.6971429,313.4788889,316.04,313.33,308.6971429,301.7988889,294.7088889,295.87,288.3588889,,,,289.7918182,285.45,290.7785714,297.3688889,299.19,292.41,299.24,299.39,303.1088889,298.5388889,,,,318.9918182,321.19,324.5331579,329.2788889,325.47,321.8147826,315.8269231,311.4218182,316.83,,,,333.4466667,338.2666667,341.1369231,346.8485714,L7
2010-12-31 21:55:56+00:00,321.38,325.0171429,311.08,297.58,315.88,326.38,332.17,327.2371429,314.2971429,315.3171429,326.3571429,320.9166667,322.58,309.51,308.1971429,311.6066667,310.3166667,314.44,308.7566667,299.1566667,293.68,296.3471429,280.7509091,283.19,298.9785714,305.0966667,299.41,299.25,302.25,307.09,313.2266667,312.5566667,313.9466667,318.22,324.5214286,319.0309091,317.72,323.1084211,327.5266667,320.47,324.8352174,324.7692308,329.7009091,331.56,326.8409091,334.8,335.4592308,335.35,329.56,332.1492308,340.8985714,L5
2011-01-01 21:53:02+00:00,318.76,314.6671429,305.2533333,288.7033333,,,,,,,317.7071429,311.4322222,316.16,305.76,306.8271429,306.2322222,307.1922222,,,,,,275.3836364,281.45,290.4885714,297.4022222,299.18,296.97,299.79,,,,,,310.0047619,313.6936364,313.2,321.0921053,326.1322222,322.05,322.6426087,,,,,,,306.5666667,,332.3961538,338.8785714,L7
2011-01-16 21:55:58+00:00,333.24,332.0757143,311.85,317.21,311.79,311.12,314.13,333.6457143,318.3957143,317.5557143,325.0857143,331.8833333,335.17,330.1,312.6057143,306.9133333,305.7833333,298.31,301.1133333,301.3333333,300.59,292.3857143,292.3627273,294.76,299.9128571,307.9433333,302.25,298.25,298.44,298.51,300.5633333,306.6933333,315.4333333,320.66,326.5771429,331.4927273,333.84,335.0447368,329.7333333,323.2,324.8421739,322.8553846,322.6027273,324.87,332.2827273,337.29,334.1353846,337.87,342.26,352.9653846,345.2928571,L5
2011-01-25 21:49:47+00:00,336.69,319.3957143,310.52,315.2,316.89,310.2,290.12,,317.1057143,324.0557143,321.9757143,316.3066667,313.47,315.36,316.7157143,310.0766667,307.9366667,308.26,303.0066667,301.7966667,296.74,298.7857143,294.4936364,296.72,294.5928571,306.0666667,307.45,310.29,306.92,312.13,310.8466667,315.2066667,312.3966667,320.48,319.6771429,324.1636364,327.37,336.25,337.4666667,334.55,331.8730435,325.4492308,326.3136364,325.495,329.6636364,334.27,330.1992308,332.3,344.49,347.4892308,347.0628571,L5
2011-02-01 21:55:59+00:00,333.92,303.87,305.17,310.88,320.41,321.3,,337.29,326.74,305.26,299.78,303.8833333,312.31,306.4,306.46,306.2133333,303.3733333,301.97,287.1133333,284.0633333,282.94,278.18,283.9618182,288.59,302.33,303.1133333,309.17,304.33,304.09,301.89,300.5833333,297.1133333,310.0233333,309.66,311.11,314.9118182,327.81,336.6089474,331.4633333,336.23,336.3178261,320.6592308,322.4018182,326.585,329.7018182,325.81,322.2092308,327.52,339.55,347.6692308,350.94,L5
