Year-Month,nzd0324_Average_Value,Value,Smooth_Value
2000-01,7.44269845070862,0.7,1.1536398730761177
2000-04,6.26997020802311,1.2,0.8562486678781096
2000-05,4.980579615709636,0.4,0.6692311786448351
2000-06,3.6028316698552185,0.2,0.5446360599804956
2000-07,2.119773035597758,-0.2,0.5347181316941099
2000-08,2.7569943660149203,0.7,0.6534393180413091
2000-11,4.227871281040597,1.8,1.1328273869498278
2000-12,5.094810707826222,0.8,1.1525604343848346
2001-01,5.290495938740855,1.0,1.0993965064733957
2001-04,4.046610389105758,0.2,0.43767888926002607
2001-05,1.4934908990664746,-0.5,0.18949760192622644
2001-06,0.9694953439857064,0.3,0.03168588183038626
2001-09,1.710460300076323,0.2,-0.022965752565778874
2002-02,1.7936120223669771,1.1,0.24345390559966862
2002-03,-0.5079445206727691,0.2,0.14572285944079033
2002-04,-2.6078145698669397,-0.1,-0.013956512648931246
2002-06,-3.580960767073474,0.2,-0.3280488051832371
2002-07,-4.1586902431532575,-0.5,-0.4695336747520322
2002-08,-4.232049135063138,-1.0,-0.5788782915518338
2002-09,-3.1946212583113534,-0.6,-0.6284752292386506
2002-10,-2.281057272343136,-0.4,-0.6375083624071749
2002-12,-2.504856964341551,-1.1,-0.5715732380834743
2003-02,-2.712532758196972,-0.7,-0.32899678044806324
2003-03,-2.841155373249079,0.3,-0.17727704827464286
2003-05,-1.5192727229117502,-0.3,0.046948986153137376
2003-07,-0.5664602571598742,0.3,0.14766904078917278
2003-08,-0.5600274309019789,0.1,0.12502633433803237
2003-10,2.285415615622196,0.0,0.0741437727454562
2003-11,9.578580221547242,-0.3,0.08319166160264754
2003-12,12.493654573313478,1.1,0.11772148106295456
2004-01,6.760135790905958,-1.3,0.1349636937198616
2004-02,1.68665697340413,1.2,0.20129081982652508
2004-03,-0.5831378541372115,0.4,0.2236349692227832
2004-04,0.6059064806171107,-0.9,0.21989593843441646
2004-06,2.0128420249211474,0.8,0.15971909848186705
2004-07,2.502561950218297,-0.5,0.015232943054533224
2004-08,2.620956925953091,-0.3,-0.1358578806445573
2004-09,2.7342478055943236,-0.3,-0.28077053027980237
2004-10,2.352832920923822,-0.1,-0.42496017677731657
2004-11,1.9458089267517404,-0.7,-0.5760185988099027
2004-12,1.8950302122996545,-0.8,-0.705430888741773
2005-01,1.3985269020520783,0.3,-0.7984578501804834
2005-02,2.6746310586651107,-3.1,-0.8508679657622829
2005-03,2.6206201002706213,0.3,-0.7363788458811429
2005-04,-1.153898177271556,-0.6,-0.5786116602907821
2005-05,-2.3077354628622984,-0.8,-0.38603437364701515
2005-06,3.4887074380621352,0.4,-0.16949143279556791
2005-07,1.3881202613561516,0.2,0.014176534711944688
2005-08,-2.7735257740658916,-0.3,0.17140572719008348
2005-09,-1.1065733020467055,0.4,0.3292793946520802
2005-10,0.6898256567446174,1.2,0.4625023729789372
2005-11,0.8102095752156018,-0.2,0.5536373430903125
2006-01,0.5091668514035517,1.7,0.7839332229001382
2006-02,-4.504077748600034,0.1,0.8105005390129638
2006-04,-8.808552931159124,1.1,0.5478553455427697
2006-05,-8.589673405452434,-0.5,0.2336743501216396
2006-06,-6.92317622412642,0.2,-0.08032444669146427
2006-07,-3.679903292854897,-0.6,-0.36875721732054156
2006-08,0.18618314047548232,-1.0,-0.5750929734460974
2006-09,2.5887879230251403,-0.6,-0.6684943692685756
2006-10,4.179245525145874,-1.3,-0.665335950827743
2006-12,3.5819021470962356,-0.3,-0.47491414110387253
2007-01,3.5207944245334333,-0.8,-0.3712840175801774
2007-03,3.2955036249205354,0.2,-0.13883572163891522
2007-04,3.632816172143976,-0.1,-0.05863019707889754
2007-05,3.7460659682227186,-0.1,0.0137960403777014
2007-06,3.6313965724437303,0.5,0.09543329571847246
2007-07,3.3107282263649145,-0.3,0.19062786944459503
2007-09,5.277569102850578,0.2,0.5643673904666696
2007-10,8.847123282700148,0.7,0.8381826889411281
2007-11,7.565899008380777,0.9,1.1301249502666106
2007-12,3.6636947330398097,1.7,1.3848416790932518
2008-02,-0.808692786565215,2.6,1.4939283933883643
2008-05,-3.4014591499041833,-0.1,0.7817634586216533
2008-06,-4.598885550276182,0.6,0.6890395109379839
2008-07,-4.832524544300838,0.3,0.7197783450986477
2008-08,-3.6905557411600225,1.0,0.8521321694309454
2008-09,-3.3928961369435116,1.2,1.0176111539178831
2008-12,-4.6515322380618995,1.4,1.2883539306393093
2009-01,-5.495684345416407,1.1,1.2370548059371844
2009-02,-5.037293614430929,1.9,1.1062245169906653
2009-03,-3.9520394420603613,0.4,0.8807868966873653
2009-04,-3.037094346485615,0.8,0.633863053804824
2009-05,-3.875313604905404,-0.1,0.3851533308219845
2009-06,-5.160213353525576,0.1,0.17281773090614258
2009-07,-6.027753753470483,0.2,-0.01888966842229234
2009-08,-6.145018912362607,-0.2,-0.21380564863248325
2009-09,-5.539870489962664,0.3,-0.4114459169244484
2009-10,-4.28165633267244,-1.2,-0.6097922195390424
2009-12,-3.5702820736001124,-0.7,-0.7499103696732169
2010-03,-2.748233037831778,0.7,0.02745430189042461
2010-04,-0.8305249476065346,1.2,0.4435139790801663
2010-05,-0.5629713796317866,0.9,0.8012321764090087
2010-06,-1.1094853884057436,0.4,1.1200489691795779
2010-07,-4.132002803948414,1.8,1.43037863531572
2010-08,-6.209292684433134,1.8,1.6826300117213295
2010-09,-4.382170142060741,2.2,1.8682809758207741
2010-10,-0.8429332870788009,1.7,1.9918505148471644
