Year-Month,nzd0059_Average_Value,month,climatology,monthly_anomaly,Value
1999-10,-6.460048054787216,10,-7.120634177358663,0.6605861225714467,1.0
2000-04,24.685222998880636,4,7.150208033708537,17.5350149651721,1.2
2000-08,16.223972831972933,8,-7.50019269276121,23.724165524734143,0.7
2000-10,-0.7826362494017408,10,-7.120634177358663,6.337997927956922,1.1
2000-11,-6.4008603209338375,11,-3.709957993451258,-2.6909023274825796,1.8
2001-05,7.990660098144883,5,4.9405521076582115,3.050107990486672,-0.5
2001-06,12.676449992966013,6,1.0091689978285003,11.667280995137514,0.3
2001-12,-1.265500759410986,12,-1.0511644431886085,-0.21433631622237748,-0.8
2002-03,14.508913555748071,3,12.67026134439155,1.8386522113565213,0.2
2002-05,-15.745214004320829,5,4.9405521076582115,-20.685766111979042,-0.8
2002-07,-2.207531174973372,7,-3.516048091822535,1.3085169168491628,-0.5
2002-08,-4.996602196130466,8,-7.50019269276121,2.5035904966307445,-1.0
2003-04,26.504210218321063,4,7.150208033708537,19.354002184612526,-0.1
2003-05,11.561629154024772,5,4.9405521076582115,6.62107704636656,-0.3
2004-05,29.071736790350414,5,4.9405521076582115,24.1311846826922,1.0
2004-06,4.842556154395368,6,1.0091689978285003,3.833387156566867,0.8
2004-07,-3.0936193158652765,7,-3.516048091822535,0.4224287759572585,-0.5
2004-08,22.48289840844889,8,-7.50019269276121,29.9830911012101,-0.3
2004-10,8.312462239602198,10,-7.120634177358663,15.433096416960861,-0.1
2004-11,2.5481969982549297,11,-3.709957993451258,6.258154991706188,-0.7
2004-12,5.857283191411972,12,-1.0511644431886085,6.908447634600581,-0.8
2005-01,13.942910923425233,1,1.567017404397339,12.375893519027894,0.3
2005-03,28.668982043207166,3,12.67026134439155,15.998720698815616,0.3
2005-04,23.739514824444072,4,7.150208033708537,16.589306790735534,-0.6
2005-06,28.426506742161322,6,1.0091689978285003,27.417337744332823,0.4
2005-08,-4.698029570149822,8,-7.50019269276121,2.802163122611389,-0.3
2005-09,11.442209135027106,9,-12.42044718598661,23.862656321013716,0.4
2006-01,-12.06258607035521,1,1.567017404397339,-13.629603474752548,1.7
2006-03,2.3344650825125184,3,12.67026134439155,-10.335796261879032,1.8
2006-04,-1.5758249701392097,4,7.150208033708537,-8.726033003847746,1.1
2006-07,2.3868400533661918,7,-3.516048091822535,5.902888145188727,-0.6
2006-09,5.769601536558689,9,-12.42044718598661,18.1900487225453,-0.6
2006-12,-28.21849254809872,12,-1.0511644431886085,-27.167328104910112,-0.3
2007-02,-3.3398446415573755,2,2.6911391427375615,-6.030983784294937,-0.1
2007-05,9.329694611908485,5,4.9405521076582115,4.389142504250273,-0.1
2007-07,-34.436849588817836,7,-3.516048091822535,-30.920801496995303,-0.3
2007-11,-2.8090467753690156,11,-3.709957993451258,0.9009112180822423,0.9
2008-04,9.396764238423742,4,7.150208033708537,2.246556204715205,0.7
2008-08,-54.79942432901771,8,-7.50019269276121,-47.2992316362565,1.0
2008-09,-35.03551000332321,9,-12.42044718598661,-22.6150628173366,1.2
2008-11,-15.361455877140987,11,-3.709957993451258,-11.651497883689728,1.3
2008-12,-28.149650895178336,12,-1.0511644431886085,-27.09848645198973,1.4
2009-02,-6.488046197881544,2,2.6911391427375615,-9.179185340619105,1.9
2009-09,-44.00375751523559,9,-12.42044718598661,-31.58331032924898,0.3
2009-11,0.6693503927819704,11,-3.709957993451258,4.3793083862332285,-0.6
2010-02,1.055286456278525,2,2.6911391427375615,-1.6358526864590366,-1.5
2010-03,0.7237297281128491,3,12.67026134439155,-11.946531616278701,0.7
2010-06,-4.265220331347891,6,1.0091689978285003,-5.274389329176391,0.4
2010-07,-4.601242494630637,7,-3.516048091822535,-1.085194402808102,1.8
2010-10,1.217053796499315,10,-7.120634177358663,8.337687973857978,1.7
2010-11,-6.622726255251048,11,-3.709957993451258,-2.91276826179979,1.3
2011-02,-13.367300089935398,2,2.6911391427375615,-16.05843923267296,2.7
2011-04,-25.675501991255,4,7.150208033708537,-32.82571002496354,1.9
2011-05,-7.683753183600021,5,4.9405521076582115,-12.624305291258231,0.4
2011-07,-2.875645386900603,7,-3.516048091822535,0.6404027049219319,1.0
2011-08,-13.961451886019464,8,-7.50019269276121,-6.461259193258254,0.4
2011-09,-21.618048109479886,9,-12.42044718598661,-9.197600923493276,1.0
2011-10,-10.13065421971514,10,-7.120634177358663,-3.0100200423564774,0.8
2011-11,-35.812348194688035,11,-3.709957993451258,-32.10239020123678,1.1
2012-01,-0.1185112685657726,1,1.567017404397339,-1.6855286729631116,1.1
2012-06,8.169597904979515,6,1.0091689978285003,7.160428907151014,0.4
2012-10,-7.4201419266115725,10,-7.120634177358663,-0.2995077492529097,0.3
2012-12,-5.211826570168567,12,-1.0511644431886085,-4.160662126979958,-0.6
