time,Obs,Mean,F1-Mean,F2-Mean,F2-3DVAR-Mean,sfe11d,sfe12d,sfe13d,sfe31d,sfe32d,sfe33d,sfe41d,sfe42d,sfe43d,N1K1hi,N1K2hi,N2K1hi,N2K2hi,N3K1hi,N3K2hi,N1K1,N1K2,N2K1,N2K2,N3K1,N3K2,N1K1hiV,N1K2hiV,N2K1hiV,N2K2hiV,N3K1hiV,N3K2hiV,N1K1V,N1K2V,N2K1V,N2K2V,N3K1V,N3K2V
1991-08-15,-0.18570000000000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-15,0.3185000000000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-15,0.12689999999999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-11-15,0.22800000000000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-15,0.289200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-15,-0.4011999999999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-15,-0.3298000000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-15,-0.6103999999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-15,-0.5534999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-15,-0.42310000000000514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-15,-0.5123000000000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-15,-0.38370000000000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-15,-0.7312000000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-15,-0.7312999999999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-15,-0.4292000000000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-15,-0.0033999999999991815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-15,-0.14359999999999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-15,-0.0747999999999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-15,-0.10040000000000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-15,-0.23859999999999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-15,-0.19379999999999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-15,0.43849999999999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-15,0.100799999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-15,0.30909999999999727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-15,-0.05190000000000339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-15,-0.47469999999999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-15,-0.1525000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-15,-0.23409999999999798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-15,-0.3457000000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-15,0.2532000000000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-15,-0.15940000000000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
