Year-Month,nzd0324_Average_Value,month,climatology,monthly_anomaly,Value,Smooth_Value
2010-03,-2.9918671802806003,3,-0.1591538264584279,-2.8327133538221725,0.7,0.01359964068467534
2010-04,-2.481046217587808,4,-0.8219226156715136,-1.6591236019162943,1.2,0.56304692846665
2010-05,-2.4395566712539623,5,-0.8037793050849357,-1.6357773661690267,0.9,0.8891734668229551
2010-06,-2.5457486910093037,6,-1.8900705333184278,-0.6556781576908759,0.4,1.1402902916886717
2010-07,-2.918261588346983,7,-1.9732715036597062,-0.9449900846872767,1.8,1.4692567370828828
2010-08,-3.0329613108815847,8,-1.3511564529860063,-1.6818048578955784,1.8,1.717931296752732
2010-09,-2.580207179958958,9,-0.3091677732099027,-2.2710394067490554,2.2,1.8671198933612125
2010-10,-1.6796791788343086,10,0.5112462538735505,-2.190925432707859,1.7,1.9321060537712973
2011-01,-0.9830549353786537,1,1.9120540319663994,-2.8951089673450534,2.3,2.4604497365213556
2011-02,-0.6480172954035377,2,0.5494163138671808,-1.1974336092707185,2.7,2.4253285725820106
2011-05,-0.5455130703240254,5,-0.8037793050849357,0.25826623476091026,0.4,1.0169432921454769
2011-06,-0.6018247013647475,6,-1.8900705333184278,1.2882458319536803,0.2,0.6679250764032887
2011-07,-0.7828428583238665,7,-1.9732715036597062,1.1904286453358397,1.0,0.5982844462097672
2011-08,-1.3167975016561466,8,-1.3511564529860063,0.034358951329859666,0.4,0.6516513470284173
2011-09,-2.6526476075666694,9,-0.3091677732099027,-2.3434798343567667,1.0,0.8404190813216383
2011-10,-3.5576554604773936,10,0.5112462538735505,-4.068901714350944,0.8,1.0712605588084962
2011-11,-3.7962116473401037,11,2.072999138281127,-5.869210785621231,1.1,1.3178896869862748
2012-01,-3.9708075132016933,1,1.9120540319663994,-5.882861545168093,1.1,1.2059962205692583
2012-03,-4.23419022262944,3,-0.1591538264584279,-4.075036396171012,0.7,0.4786429161193211
2012-04,-4.384182232037433,4,-0.8219226156715136,-3.5622596163659193,-0.3,0.18500898794159426
2012-05,-4.229461229826744,5,-0.8037793050849357,-3.4256819247418084,0.0,0.07196736100076412
2012-06,-3.7809231628067903,6,-1.8900705333184278,-1.8908526294883625,0.4,0.05943381364569758
2012-08,-3.1762352637389424,8,-1.3511564529860063,-1.825078810752936,-0.2,0.0376923205491466
2012-09,-2.606422944273653,9,-0.3091677732099027,-2.29725517106375,0.2,0.07841439070791689
2012-11,-1.9037918112909389,11,2.072999138281127,-3.9767909495720657,0.3,0.0005691139132383422
2012-12,-0.8645014496689342,12,1.204461610892665,-2.068963060561599,-0.6,-0.08734184182925653
2013-01,-0.019722859834521794,1,1.9120540319663994,-1.9317768918009213,-0.1,0.0008938703072879153
2013-03,-0.2581047482742877,3,-0.1591538264584279,-0.0989509218158598,1.5,0.5541443370034689
2013-04,-1.2923059727059962,4,-0.8219226156715136,-0.47038335703448264,0.2,0.6957604779802276
2013-05,-2.6493129966664473,5,-0.8037793050849357,-1.8455336915815117,0.8,0.8064724511421395
2013-06,-4.367185373241708,6,-1.8900705333184278,-2.47711483992328,1.2,0.8216744786762366
2013-07,-4.927879068429909,7,-1.9732715036597062,-2.9546075647702024,0.8,0.6740416633019274
2013-09,-4.649082582183697,9,-0.3091677732099027,-4.339914808973794,0.3,0.3096360433429728
2013-10,-3.6288982916755828,10,0.5112462538735505,-4.140144545549133,-0.1,0.27471401207029705
2013-11,-1.4522702582706515,11,2.072999138281127,-3.5252693965517783,0.7,0.38369459001891676
2013-12,0.08280231230862786,12,1.204461610892665,-1.121659298584037,0.1,0.5124324723812641
2014-01,0.4655607449989341,1,1.9120540319663994,-1.4464932869674654,1.4,0.6696643459024141
2014-02,-0.047197711314032186,2,0.5494163138671808,-0.596614025181213,0.1,0.6908612920560041
2014-03,-1.871422021596838,3,-0.1591538264584279,-1.7122681951384102,0.9,0.7183132235971011
2014-05,-2.012602891401787,5,-0.8037793050849357,-1.2088235863168513,0.5,0.4445705855486947
2014-06,-0.9983655901561997,6,-1.8900705333184278,0.891704943162228,0.2,0.14882258161675058
2014-07,-0.9666039449575953,7,-1.9732715036597062,1.006667558702111,-0.2,-0.1828188571475681
2014-08,-1.1761515840233483,8,-1.3511564529860063,0.175004868962658,-0.7,-0.47051392722209645
2014-09,-1.9346025254597143,9,-0.3091677732099027,-1.6254347522498116,-0.7,-0.6416407366579129
2014-10,-2.521727808380456,10,0.5112462538735505,-3.0329740622540067,-0.6,-0.719986008161615
2014-11,-1.9432854583644616,11,2.072999138281127,-4.016284596645589,-0.9,-0.7538535763630698
2014-12,-1.1526992617485672,12,1.204461610892665,-2.357160872641232,-0.6,-0.7411403614991183
