Year-Month,Value,Smooth_Value
2010-01,-1.1,-0.6910800161779608
2010-02,-1.5,-0.4629696995744539
2010-03,0.7,-0.05218462012544492
2010-04,1.2,0.3806140794748909
2010-05,0.9,0.7583413254352038
2010-06,0.4,1.094954924022491
2010-07,1.8,1.4201525342331704
2010-08,1.8,1.6864146012833843
2010-09,2.2,1.8884268443633652
2010-10,1.7,2.0334955825207492
2010-11,1.3,2.1635463743183525
2010-12,2.9,2.2834497135944654
2011-01,2.3,2.3021264970408923
2011-02,2.7,2.197003208727833
2011-03,2.5,1.9452700552764968
2011-04,1.9,1.5800057756716674
2011-05,0.4,1.1959257694229637
2011-06,0.2,0.9233003498542627
2011-07,1.0,0.8039636336868894
2011-08,0.4,0.7993830321028083
2011-09,1.0,0.8928077747632154
2011-10,0.8,1.0231111988734425
2011-11,1.1,1.1410768888873497
2011-12,2.5,1.1726982960506398
2012-01,1.1,1.039404772843752
2012-02,0.5,0.8101036388526122
2012-03,0.7,0.5604350166805043
2012-04,-0.3,0.33158306905820245
2012-05,0.0,0.18023917908531195
2012-06,0.4,0.09291883329941641
2012-07,-0.0,0.036110942784175336
2012-08,-0.2,0.010424548256646942
2012-09,0.2,0.012456363457869529
2012-10,0.3,0.015422596767032152
2012-11,0.3,0.013377638401338142
2012-12,-0.6,0.03199559004832079
2013-01,-0.1,0.1287974824620308
2013-02,-0.2,0.29108261416892894
2013-03,1.5,0.4807283411996926
2013-04,0.2,0.6050472846773428
2013-05,0.8,0.6846044722582668
2013-06,1.2,0.6949596777458135
2013-07,0.8,0.6244944002479694
2013-08,0.2,0.517705730234298
2013-09,0.3,0.43859138036903006
2013-10,-0.1,0.41584842662369975
2013-11,0.7,0.46277490270661464
2013-12,0.1,0.5353523504790034
2014-01,1.4,0.6159206559458059
2014-02,0.1,0.6384472217254057
2014-03,0.9,0.6240193775533182
2014-04,0.8,0.5338969840844583
2014-05,0.5,0.3600044155789294
2014-06,0.2,0.123833048065226
2014-07,-0.2,-0.13757067749248011
2014-08,-0.7,-0.3786973254706007
2014-09,-0.7,-0.5609740516352697
2014-10,-0.6,-0.6815283089225554
2014-11,-0.9,-0.7529348778646072
2014-12,-0.6,-0.7787098380021786
